,Subject,Age,Gender,Handedness,Shape,Label,Identity,Matching,Response,RT_ms,RT_sec,ACC,Country
65,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,1697,1.697,1,Germany
66,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,1019,1.019,1,Germany
67,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,791,0.791,1,Germany
68,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,933,0.933,1,Germany
69,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,1173,1.173,1,Germany
70,1,NA,,,Kreis.png,Ich,Self,Nonmatching,d,865,0.865,0,Germany
71,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,769,0.769,1,Germany
72,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,887,0.887,1,Germany
73,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,1027,1.027,1,Germany
74,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,707,0.707,1,Germany
75,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,d,571,0.571,0,Germany
76,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,947,0.947,1,Germany
77,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,678,0.678,1,Germany
78,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,774,0.774,1,Germany
79,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,1068,1.068,1,Germany
80,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,701,0.701,1,Germany
81,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,655,0.655,1,Germany
82,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,1039,1.039,1,Germany
83,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,850,0.85,1,Germany
84,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,757,0.757,1,Germany
85,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,620,0.62,1,Germany
86,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,1008,1.008,1,Germany
87,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,825,0.825,1,Germany
88,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,867,0.867,1,Germany
89,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,740,0.74,1,Germany
90,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,722,0.722,1,Germany
91,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,637,0.637,1,Germany
92,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,925,0.925,1,Germany
93,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,777,0.777,1,Germany
94,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,2166,2.166,1,Germany
95,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,1279,1.279,1,Germany
96,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,836,0.836,1,Germany
97,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,753,0.753,1,Germany
98,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,789,0.789,1,Germany
99,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,692,0.692,1,Germany
100,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,577,0.577,1,Germany
101,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,778,0.778,1,Germany
102,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,709,0.709,1,Germany
103,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,628,0.628,1,Germany
104,1,NA,,,Kreis.png,Ich,Self,Nonmatching,d,425,0.425,0,Germany
105,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,874,0.874,1,Germany
106,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,2005,2.005,1,Germany
107,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,662,0.662,1,Germany
108,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,877,0.877,1,Germany
109,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,653,0.653,1,Germany
110,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,d,658,0.658,0,Germany
111,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,741,0.741,1,Germany
112,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,773,0.773,1,Germany
113,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,731,0.731,1,Germany
114,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,626,0.626,1,Germany
115,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,1156,1.156,1,Germany
116,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,795,0.795,1,Germany
117,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,571,0.571,1,Germany
118,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,711,0.711,1,Germany
119,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,763,0.763,1,Germany
120,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,1106,1.106,1,Germany
121,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,605,0.605,1,Germany
122,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,761,0.761,1,Germany
123,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,636,0.636,1,Germany
124,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,783,0.783,1,Germany
125,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,672,0.672,1,Germany
126,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,715,0.715,1,Germany
127,1,NA,,,Kreis.png,Ich,Self,Nonmatching,k,766,0.766,1,Germany
128,1,NA,,,Dreieck.png,Fremder,Stranger,Nonmatching,k,974,0.974,1,Germany
129,2,NA,,,Kreis.png,Ich,Self,Matching,d,611,0.611,1,Germany
130,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,938,0.938,0,Germany
131,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,777,0.777,1,Germany
132,2,NA,,,Kreis.png,Ich,Self,Matching,d,860,0.86,1,Germany
133,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,1384,1.384,0,Germany
134,2,NA,,,Kreis.png,Ich,Self,Matching,d,971,0.971,1,Germany
135,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,1294,1.294,1,Germany
136,2,NA,,,Kreis.png,Ich,Self,Matching,d,1162,1.162,1,Germany
137,2,NA,,,Kreis.png,Ich,Self,Matching,d,1011,1.011,1,Germany
138,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,926,0.926,0,Germany
139,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,915,0.915,1,Germany
140,2,NA,,,Kreis.png,Ich,Self,Matching,d,898,0.898,1,Germany
141,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,881,0.881,1,Germany
142,2,NA,,,Kreis.png,Ich,Self,Matching,d,774,0.774,1,Germany
143,2,NA,,,Kreis.png,Ich,Self,Matching,d,665,0.665,1,Germany
144,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,789,0.789,1,Germany
145,2,NA,,,Kreis.png,Ich,Self,Matching,d,652,0.652,1,Germany
146,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,1076,1.076,1,Germany
147,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,1010,1.01,0,Germany
148,2,NA,,,Kreis.png,Ich,Self,Matching,d,654,0.654,1,Germany
149,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,763,0.763,0,Germany
150,2,NA,,,Kreis.png,Ich,Self,Matching,d,605,0.605,1,Germany
151,2,NA,,,Kreis.png,Ich,Self,Matching,d,983,0.983,1,Germany
152,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,716,0.716,0,Germany
153,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,915,0.915,0,Germany
154,2,NA,,,Kreis.png,Ich,Self,Matching,d,591,0.591,1,Germany
155,2,NA,,,Kreis.png,Ich,Self,Matching,d,645,0.645,1,Germany
156,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,649,0.649,0,Germany
157,2,NA,,,Kreis.png,Ich,Self,Matching,d,483,0.483,1,Germany
158,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,513,0.513,1,Germany
159,2,NA,,,Kreis.png,Ich,Self,Matching,d,638,0.638,1,Germany
160,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,1054,1.054,1,Germany
161,2,NA,,,Kreis.png,Ich,Self,Matching,d,549,0.549,1,Germany
162,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,755,0.755,1,Germany
163,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,976,0.976,1,Germany
164,2,NA,,,Kreis.png,Ich,Self,Matching,d,544,0.544,1,Germany
165,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,689,0.689,0,Germany
166,2,NA,,,Kreis.png,Ich,Self,Matching,d,526,0.526,1,Germany
167,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,524,0.524,1,Germany
168,2,NA,,,Kreis.png,Ich,Self,Matching,d,596,0.596,1,Germany
169,2,NA,,,Kreis.png,Ich,Self,Matching,d,736,0.736,1,Germany
170,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,832,0.832,1,Germany
171,2,NA,,,Kreis.png,Ich,Self,Matching,d,559,0.559,1,Germany
172,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,660,0.66,1,Germany
173,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,1025,1.025,1,Germany
174,2,NA,,,Kreis.png,Ich,Self,Matching,d,656,0.656,1,Germany
175,2,NA,,,Kreis.png,Ich,Self,Matching,d,422,0.422,1,Germany
176,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,489,0.489,1,Germany
177,2,NA,,,Kreis.png,Ich,Self,Matching,d,775,0.775,1,Germany
178,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,818,0.818,1,Germany
179,2,NA,,,Kreis.png,Ich,Self,Matching,d,529,0.529,1,Germany
180,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,1115,1.115,0,Germany
181,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,682,0.682,1,Germany
182,2,NA,,,Kreis.png,Ich,Self,Matching,d,395,0.395,1,Germany
183,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,853,0.853,1,Germany
184,2,NA,,,Kreis.png,Ich,Self,Matching,d,580,0.58,1,Germany
185,2,NA,,,Kreis.png,Ich,Self,Matching,d,493,0.493,1,Germany
186,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,754,0.754,0,Germany
187,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,648,0.648,0,Germany
188,2,NA,,,Kreis.png,Ich,Self,Matching,d,553,0.553,1,Germany
189,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,479,0.479,1,Germany
190,2,NA,,,Kreis.png,Ich,Self,Matching,d,636,0.636,1,Germany
191,2,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,889,0.889,1,Germany
192,2,NA,,,Kreis.png,Ich,Self,Matching,d,681,0.681,1,Germany
193,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,d,934,0.934,0,Germany
194,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,1570,1.57,1,Germany
195,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,1202,1.202,1,Germany
196,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,d,789,0.789,0,Germany
197,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,1383,1.383,1,Germany
198,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,982,0.982,1,Germany
199,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,1149,1.149,1,Germany
200,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,1011,1.011,1,Germany
201,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,722,0.722,1,Germany
202,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,d,936,0.936,0,Germany
203,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,1250,1.25,1,Germany
204,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,1004,1.004,1,Germany
205,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,760,0.76,1,Germany
206,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,763,0.763,1,Germany
207,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,791,0.791,1,Germany
208,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,844,0.844,1,Germany
209,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,807,0.807,1,Germany
210,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,790,0.79,1,Germany
211,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,d,905,0.905,0,Germany
212,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,736,0.736,1,Germany
213,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,1041,1.041,1,Germany
214,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,1099,1.099,1,Germany
215,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,2082,2.082,1,Germany
216,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,1429,1.429,1,Germany
217,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,701,0.701,1,Germany
218,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,989,0.989,1,Germany
219,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,1059,1.059,1,Germany
220,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,930,0.93,1,Germany
221,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,799,0.799,1,Germany
222,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,723,0.723,1,Germany
223,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,772,0.772,1,Germany
224,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,1191,1.191,1,Germany
225,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,711,0.711,1,Germany
226,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,838,0.838,1,Germany
227,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,862,0.862,1,Germany
228,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,738,0.738,1,Germany
229,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,623,0.623,1,Germany
230,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,659,0.659,1,Germany
231,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,d,751,0.751,0,Germany
232,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,604,0.604,1,Germany
233,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,683,0.683,1,Germany
234,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,574,0.574,1,Germany
235,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,746,0.746,1,Germany
236,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,587,0.587,1,Germany
237,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,781,0.781,1,Germany
238,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,810,0.81,1,Germany
239,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,1009,1.009,1,Germany
240,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,721,0.721,1,Germany
241,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,615,0.615,1,Germany
242,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,694,0.694,1,Germany
243,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,785,0.785,1,Germany
244,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,1097,1.097,1,Germany
245,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,657,0.657,1,Germany
246,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,784,0.784,1,Germany
247,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,663,0.663,1,Germany
248,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,833,0.833,1,Germany
249,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,562,0.562,1,Germany
250,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,688,0.688,1,Germany
251,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,802,0.802,1,Germany
252,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,809,0.809,1,Germany
253,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,668,0.668,1,Germany
254,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,762,0.762,1,Germany
255,2,NA,,,Dreieck.png,Ich,Self,Nonmatching,k,742,0.742,1,Germany
256,2,NA,,,Kreis.png,Fremder,Stranger,Nonmatching,k,738,0.738,1,Germany
257,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,1598,1.598,0,Germany
258,3,NA,,,Kreis.png,Ich,Self,Matching,d,790,0.79,1,Germany
259,3,NA,,,Kreis.png,Ich,Self,Matching,d,428,0.428,1,Germany
260,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,600,0.6,0,Germany
261,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,1485,1.485,1,Germany
262,3,NA,,,Kreis.png,Ich,Self,Matching,d,1190,1.19,1,Germany
263,3,NA,,,Kreis.png,Ich,Self,Matching,d,538,0.538,1,Germany
264,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,1053,1.053,0,Germany
265,3,NA,,,Kreis.png,Ich,Self,Matching,d,593,0.593,1,Germany
266,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,899,0.899,1,Germany
267,3,NA,,,Kreis.png,Ich,Self,Matching,d,717,0.717,1,Germany
268,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,865,0.865,1,Germany
269,3,NA,,,Kreis.png,Ich,Self,Matching,d,565,0.565,1,Germany
270,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,764,0.764,1,Germany
271,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,746,0.746,1,Germany
272,3,NA,,,Kreis.png,Ich,Self,Matching,d,632,0.632,1,Germany
273,3,NA,,,Kreis.png,Ich,Self,Matching,d,563,0.563,1,Germany
274,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,1191,1.191,1,Germany
275,3,NA,,,Kreis.png,Ich,Self,Matching,d,678,0.678,1,Germany
276,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,809,0.809,1,Germany
277,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,915,0.915,1,Germany
278,3,NA,,,Kreis.png,Ich,Self,Matching,d,519,0.519,1,Germany
279,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,1200,1.2,1,Germany
280,3,NA,,,Kreis.png,Ich,Self,Matching,d,408,0.408,1,Germany
281,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,953,0.953,0,Germany
282,3,NA,,,Kreis.png,Ich,Self,Matching,d,525,0.525,1,Germany
283,3,NA,,,Kreis.png,Ich,Self,Matching,d,512,0.512,1,Germany
284,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,751,0.751,0,Germany
285,3,NA,,,Kreis.png,Ich,Self,Matching,d,501,0.501,1,Germany
286,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,1037,1.037,0,Germany
287,3,NA,,,Kreis.png,Ich,Self,Matching,d,468,0.468,1,Germany
288,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,843,0.843,1,Germany
289,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,865,0.865,1,Germany
290,3,NA,,,Kreis.png,Ich,Self,Matching,d,400,0.4,1,Germany
291,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,736,0.736,1,Germany
292,3,NA,,,Kreis.png,Ich,Self,Matching,d,446,0.446,1,Germany
293,3,NA,,,Kreis.png,Ich,Self,Matching,d,500,0.5,1,Germany
294,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,804,0.804,1,Germany
295,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,1174,1.174,1,Germany
296,3,NA,,,Kreis.png,Ich,Self,Matching,d,642,0.642,1,Germany
297,3,NA,,,Kreis.png,Ich,Self,Matching,d,1101,1.101,1,Germany
298,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,1128,1.128,1,Germany
299,3,NA,,,Kreis.png,Ich,Self,Matching,d,517,0.517,1,Germany
300,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,907,0.907,1,Germany
301,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,1206,1.206,1,Germany
302,3,NA,,,Kreis.png,Ich,Self,Matching,d,595,0.595,1,Germany
303,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,712,0.712,1,Germany
304,3,NA,,,Kreis.png,Ich,Self,Matching,d,1723,1.723,1,Germany
305,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,k,926,0.926,0,Germany
306,3,NA,,,Kreis.png,Ich,Self,Matching,d,561,0.561,1,Germany
307,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,825,0.825,1,Germany
308,3,NA,,,Kreis.png,Ich,Self,Matching,d,804,0.804,1,Germany
309,3,NA,,,Kreis.png,Ich,Self,Matching,d,881,0.881,1,Germany
310,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,736,0.736,1,Germany
311,3,NA,,,Kreis.png,Ich,Self,Matching,d,549,0.549,1,Germany
312,3,NA,,,Dreieck.png,Fremder,Stranger,Matching,d,668,0.668,1,Germany
