,Subject,Matching,Identity,English_Identity,RT_ms,RT_sec,ACC,blocktype,Country
2540,176639505,Matching,Self,self,491,0.491,1,blocked,United Kingdom
2541,176639505,Matching,Self,self,387,0.387,1,blocked,United Kingdom
2542,176639505,Matching,Self,self,723,0.723,1,blocked,United Kingdom
2543,176639505,Matching,Self,self,378,0.378,1,blocked,United Kingdom
2544,176639505,Matching,Self,self,296,0.296,1,blocked,United Kingdom
2545,176639505,Matching,Self,self,402,0.402,1,blocked,United Kingdom
2546,176639505,Matching,Self,self,319,0.319,1,blocked,United Kingdom
2547,176639505,Matching,Self,self,414,0.414,1,blocked,United Kingdom
2548,176639505,Matching,Self,self,412,0.412,1,blocked,United Kingdom
2549,176639505,Matching,Self,self,417,0.417,1,blocked,United Kingdom
2550,176639505,Matching,Self,self,457,0.457,1,blocked,United Kingdom
2551,176639505,Matching,Self,self,505,0.505,1,blocked,United Kingdom
2552,176639505,Matching,Self,self,410,0.41,1,blocked,United Kingdom
2553,176639505,Matching,Self,self,305,0.305,1,blocked,United Kingdom
2554,176639505,Matching,Self,self,329,0.329,1,blocked,United Kingdom
2555,176639505,Matching,Self,self,417,0.417,1,blocked,United Kingdom
2556,176639505,Matching,Self,self,355,0.355,1,blocked,United Kingdom
2557,176639505,Matching,Self,self,451,0.451,1,blocked,United Kingdom
2558,176639505,Matching,Self,self,437,0.437,1,blocked,United Kingdom
2559,176639505,Matching,Self,self,383,0.383,1,blocked,United Kingdom
2560,176639505,Matching,Self,self,419,0.419,1,blocked,United Kingdom
2561,176639505,Matching,Self,self,470,0.47,1,blocked,United Kingdom
2562,176639505,Matching,Self,self,406,0.406,1,blocked,United Kingdom
2563,176639505,Matching,Self,self,438,0.438,1,blocked,United Kingdom
2564,176639505,Matching,Self,self,359,0.359,1,blocked,United Kingdom
2565,176639505,Matching,Self,self,399,0.399,0,blocked,United Kingdom
2566,176639505,Matching,Self,self,436,0.436,1,blocked,United Kingdom
2567,176639505,Matching,Self,self,380,0.38,1,blocked,United Kingdom
2568,176639505,Matching,Self,self,544,0.544,1,blocked,United Kingdom
2569,176639505,Matching,Self,self,608,0.608,1,mixed,United Kingdom
2570,176639505,Matching,Self,self,625,0.625,1,mixed,United Kingdom
2571,176639505,Matching,Self,self,455,0.455,1,mixed,United Kingdom
2572,176639505,Matching,Self,self,389,0.389,1,mixed,United Kingdom
2573,176639505,Matching,Self,self,414,0.414,1,mixed,United Kingdom
2574,176639505,Matching,Self,self,508,0.508,1,mixed,United Kingdom
2575,176639505,Matching,Self,self,402,0.402,1,mixed,United Kingdom
2576,176639505,Matching,Self,self,367,0.367,1,mixed,United Kingdom
2577,176639505,Matching,Self,self,410,0.41,1,mixed,United Kingdom
2578,176639505,Matching,Self,self,390,0.39,1,mixed,United Kingdom
2579,176639505,Matching,Stranger,stranger,835,0.835,1,mixed,United Kingdom
2580,176639505,Matching,Stranger,stranger,583,0.583,1,mixed,United Kingdom
2581,176639505,Matching,Stranger,stranger,565,0.565,1,mixed,United Kingdom
2582,176639505,Matching,Stranger,stranger,1079,1.079,1,mixed,United Kingdom
2583,176639505,Matching,Stranger,stranger,479,0.479,0,mixed,United Kingdom
2584,176639505,Matching,Stranger,stranger,438,0.438,1,mixed,United Kingdom
2585,176639505,Matching,Stranger,stranger,600,0.6,1,mixed,United Kingdom
2586,176639505,Matching,Stranger,stranger,825,0.825,1,mixed,United Kingdom
2587,176639505,Matching,Stranger,stranger,797,0.797,1,mixed,United Kingdom
2588,176639505,Matching,Stranger,stranger,701,0.701,1,mixed,United Kingdom
2589,176639505,Matching,Stranger,stranger,777,0.777,1,mixed,United Kingdom
2590,176639505,Matching,Stranger,stranger,616,0.616,1,mixed,United Kingdom
2591,176639505,Matching,Stranger,stranger,382,0.382,1,mixed,United Kingdom
2592,176639505,Matching,Stranger,stranger,408,0.408,1,mixed,United Kingdom
2593,176639505,Matching,Stranger,stranger,535,0.535,1,mixed,United Kingdom
2594,176639505,Matching,Stranger,stranger,403,0.403,1,mixed,United Kingdom
2595,176639505,Matching,Stranger,stranger,854,0.854,1,mixed,United Kingdom
2596,176639505,Matching,Stranger,stranger,536,0.536,1,mixed,United Kingdom
2597,176639505,Matching,Stranger,stranger,455,0.455,1,mixed,United Kingdom
2598,176639505,Matching,Stranger,stranger,635,0.635,1,mixed,United Kingdom
2599,176639505,Matching,Stranger,stranger,556,0.556,0,mixed,United Kingdom
2600,176639505,Matching,Stranger,stranger,595,0.595,0,mixed,United Kingdom
2601,176639505,Matching,Stranger,stranger,426,0.426,1,mixed,United Kingdom
2602,176639505,Matching,Stranger,stranger,852,0.852,1,mixed,United Kingdom
2603,176639505,Matching,Stranger,stranger,477,0.477,1,mixed,United Kingdom
2604,176639505,Matching,Stranger,stranger,620,0.62,1,mixed,United Kingdom
2605,176639505,Matching,Stranger,stranger,574,0.574,1,mixed,United Kingdom
2606,176639505,Matching,Stranger,stranger,500,0.5,1,mixed,United Kingdom
2607,176639505,Matching,Stranger,stranger,600,0.6,1,mixed,United Kingdom
2608,176639505,Matching,Stranger,stranger,436,0.436,1,mixed,United Kingdom
2609,176639505,Matching,Stranger,stranger,463,0.463,1,blocked,United Kingdom
2610,176639505,Matching,Stranger,stranger,445,0.445,1,blocked,United Kingdom
2611,176639505,Matching,Stranger,stranger,374,0.374,1,blocked,United Kingdom
2612,176639505,Matching,Stranger,stranger,430,0.43,1,blocked,United Kingdom
2613,176639505,Matching,Stranger,stranger,379,0.379,1,blocked,United Kingdom
2614,176639505,Matching,Stranger,stranger,375,0.375,1,blocked,United Kingdom
2615,176639505,Matching,Stranger,stranger,320,0.32,0,blocked,United Kingdom
2616,176639505,Matching,Stranger,stranger,474,0.474,1,blocked,United Kingdom
2617,176639505,Matching,Stranger,stranger,432,0.432,1,blocked,United Kingdom
2618,176639505,Matching,Stranger,stranger,419,0.419,1,blocked,United Kingdom
2619,176639505,Matching,Stranger,stranger,350,0.35,1,blocked,United Kingdom
2620,176639505,Matching,Stranger,stranger,360,0.36,1,blocked,United Kingdom
2621,176639505,Matching,Stranger,stranger,333,0.333,1,blocked,United Kingdom
2622,176639505,Matching,Stranger,stranger,408,0.408,0,blocked,United Kingdom
2623,176639505,Matching,Stranger,stranger,401,0.401,1,blocked,United Kingdom
2624,176639505,Matching,Stranger,stranger,341,0.341,1,blocked,United Kingdom
2625,176639505,Matching,Stranger,stranger,343,0.343,1,blocked,United Kingdom
2626,176639505,Matching,Stranger,stranger,308,0.308,1,blocked,United Kingdom
2627,176639505,Matching,Stranger,stranger,350,0.35,1,blocked,United Kingdom
2628,176639505,Matching,Stranger,stranger,406,0.406,1,blocked,United Kingdom
2629,176639505,Matching,Stranger,stranger,372,0.372,1,blocked,United Kingdom
2630,176639505,Matching,Stranger,stranger,366,0.366,1,blocked,United Kingdom
2631,176639505,Matching,Stranger,stranger,471,0.471,1,blocked,United Kingdom
2632,176639505,Matching,Stranger,stranger,638,0.638,1,blocked,United Kingdom
2633,176639505,Matching,Stranger,stranger,337,0.337,1,blocked,United Kingdom
2634,176639505,Matching,Stranger,stranger,407,0.407,1,blocked,United Kingdom
2635,176639505,Matching,Stranger,stranger,521,0.521,1,blocked,United Kingdom
2636,176639505,Matching,Stranger,stranger,438,0.438,1,blocked,United Kingdom
2637,176639505,Matching,Stranger,stranger,490,0.49,1,blocked,United Kingdom
2638,176639505,Matching,Stranger,stranger,498,0.498,1,blocked,United Kingdom
2639,176639505,Nonmatching,Close,friend,1124,1.124,1,mixed,United Kingdom
2640,176639505,Nonmatching,Close,friend,855,0.855,0,mixed,United Kingdom
2641,176639505,Nonmatching,Close,friend,587,0.587,1,mixed,United Kingdom
2642,176639505,Nonmatching,Close,friend,933,0.933,1,mixed,United Kingdom
2643,176639505,Nonmatching,Close,friend,510,0.51,1,mixed,United Kingdom
2644,176639505,Nonmatching,Close,friend,974,0.974,1,mixed,United Kingdom
2645,176639505,Nonmatching,Close,friend,567,0.567,1,mixed,United Kingdom
2646,176639505,Nonmatching,Close,friend,849,0.849,1,mixed,United Kingdom
2647,176639505,Nonmatching,Close,friend,517,0.517,1,mixed,United Kingdom
2648,176639505,Nonmatching,Close,friend,588,0.588,1,mixed,United Kingdom
2649,176639505,Nonmatching,Close,friend,537,0.537,1,mixed,United Kingdom
2650,176639505,Nonmatching,Close,friend,687,0.687,1,mixed,United Kingdom
2651,176639505,Nonmatching,Close,friend,616,0.616,1,mixed,United Kingdom
2652,176639505,Nonmatching,Close,friend,613,0.613,1,mixed,United Kingdom
2653,176639505,Nonmatching,Close,friend,720,0.72,1,mixed,United Kingdom
2654,176639505,Nonmatching,Close,friend,709,0.709,1,mixed,United Kingdom
2655,176639505,Nonmatching,Close,friend,812,0.812,1,mixed,United Kingdom
2656,176639505,Nonmatching,Close,friend,1025,1.025,1,mixed,United Kingdom
2657,176639505,Nonmatching,Close,friend,878,0.878,1,mixed,United Kingdom
2658,176639505,Nonmatching,Close,friend,553,0.553,1,mixed,United Kingdom
2659,176639505,Nonmatching,Close,friend,857,0.857,1,blocked,United Kingdom
2660,176639505,Nonmatching,Close,friend,442,0.442,1,blocked,United Kingdom
2661,176639505,Nonmatching,Close,friend,603,0.603,1,blocked,United Kingdom
2662,176639505,Nonmatching,Close,friend,410,0.41,1,blocked,United Kingdom
2663,176639505,Nonmatching,Close,friend,362,0.362,1,blocked,United Kingdom
2664,176639505,Nonmatching,Close,friend,268,0.268,1,blocked,United Kingdom
2665,176639505,Nonmatching,Close,friend,268,0.268,1,blocked,United Kingdom
2666,176639505,Nonmatching,Close,friend,391,0.391,1,blocked,United Kingdom
2667,176639505,Nonmatching,Close,friend,387,0.387,1,blocked,United Kingdom
2668,176639505,Nonmatching,Close,friend,409,0.409,1,blocked,United Kingdom
2669,176639505,Nonmatching,Close,friend,284,0.284,1,blocked,United Kingdom
2670,176639505,Nonmatching,Close,friend,317,0.317,1,blocked,United Kingdom
2671,176639505,Nonmatching,Close,friend,443,0.443,1,blocked,United Kingdom
2672,176639505,Nonmatching,Close,friend,414,0.414,1,blocked,United Kingdom
2673,176639505,Nonmatching,Close,friend,315,0.315,1,blocked,United Kingdom
2674,176639505,Nonmatching,Close,friend,371,0.371,0,mixed,United Kingdom
2675,176639505,Nonmatching,Close,friend,570,0.57,1,mixed,United Kingdom
2676,176639505,Nonmatching,Close,friend,1197,1.197,1,mixed,United Kingdom
2677,176639505,Nonmatching,Close,friend,701,0.701,1,mixed,United Kingdom
2678,176639505,Nonmatching,Close,friend,454,0.454,0,mixed,United Kingdom
2679,176639505,Nonmatching,Close,friend,469,0.469,1,mixed,United Kingdom
2680,176639505,Nonmatching,Close,friend,436,0.436,1,mixed,United Kingdom
2681,176639505,Nonmatching,Close,friend,466,0.466,1,mixed,United Kingdom
2682,176639505,Nonmatching,Close,friend,652,0.652,1,mixed,United Kingdom
2683,176639505,Nonmatching,Close,friend,505,0.505,1,mixed,United Kingdom
2684,176639505,Nonmatching,Close,friend,841,0.841,1,blocked,United Kingdom
2685,176639505,Nonmatching,Close,friend,465,0.465,1,blocked,United Kingdom
2686,176639505,Nonmatching,Close,friend,394,0.394,1,blocked,United Kingdom
2687,176639505,Nonmatching,Close,friend,504,0.504,1,blocked,United Kingdom
2688,176639505,Nonmatching,Close,friend,750,0.75,1,blocked,United Kingdom
2689,176639505,Nonmatching,Close,friend,462,0.462,1,blocked,United Kingdom
2690,176639505,Nonmatching,Close,friend,550,0.55,1,blocked,United Kingdom
2691,176639505,Nonmatching,Close,friend,303,0.303,1,blocked,United Kingdom
2692,176639505,Nonmatching,Close,friend,396,0.396,1,blocked,United Kingdom
2693,176639505,Nonmatching,Close,friend,442,0.442,1,blocked,United Kingdom
2694,176639505,Nonmatching,Close,friend,414,0.414,1,blocked,United Kingdom
2695,176639505,Nonmatching,Close,friend,372,0.372,1,blocked,United Kingdom
2696,176639505,Nonmatching,Close,friend,636,0.636,1,blocked,United Kingdom
2697,176639505,Nonmatching,Close,friend,438,0.438,1,blocked,United Kingdom
2698,176639505,Nonmatching,Self,self,964,0.964,1,mixed,United Kingdom
2699,176639505,Nonmatching,Self,self,525,0.525,0,mixed,United Kingdom
2700,176639505,Nonmatching,Self,self,673,0.673,1,mixed,United Kingdom
2701,176639505,Nonmatching,Self,self,905,0.905,1,mixed,United Kingdom
2702,176639505,Nonmatching,Self,self,470,0.47,1,mixed,United Kingdom
2703,176639505,Nonmatching,Self,self,648,0.648,1,mixed,United Kingdom
2704,176639505,Nonmatching,Self,self,709,0.709,1,mixed,United Kingdom
2705,176639505,Nonmatching,Self,self,666,0.666,1,mixed,United Kingdom
2706,176639505,Nonmatching,Self,self,742,0.742,1,mixed,United Kingdom
2707,176639505,Nonmatching,Self,self,409,0.409,1,mixed,United Kingdom
2708,176639505,Nonmatching,Self,self,507,0.507,1,mixed,United Kingdom
2709,176639505,Nonmatching,Self,self,657,0.657,1,mixed,United Kingdom
2710,176639505,Nonmatching,Self,self,625,0.625,1,mixed,United Kingdom
2711,176639505,Nonmatching,Self,self,408,0.408,1,mixed,United Kingdom
2712,176639505,Nonmatching,Self,self,616,0.616,1,mixed,United Kingdom
2713,176639505,Nonmatching,Self,self,639,0.639,0,mixed,United Kingdom
2714,176639505,Nonmatching,Self,self,699,0.699,1,mixed,United Kingdom
2715,176639505,Nonmatching,Self,self,679,0.679,1,mixed,United Kingdom
2716,176639505,Nonmatching,Self,self,588,0.588,1,mixed,United Kingdom
2717,176639505,Nonmatching,Self,self,717,0.717,1,mixed,United Kingdom
2718,176639505,Nonmatching,Self,self,524,0.524,1,mixed,United Kingdom
2719,176639505,Nonmatching,Self,self,453,0.453,0,mixed,United Kingdom
2720,176639505,Nonmatching,Self,self,1030,1.03,1,mixed,United Kingdom
2721,176639505,Nonmatching,Self,self,415,0.415,0,mixed,United Kingdom
2722,176639505,Nonmatching,Self,self,573,0.573,1,mixed,United Kingdom
2723,176639505,Nonmatching,Self,self,733,0.733,1,mixed,United Kingdom
2724,176639505,Nonmatching,Self,self,453,0.453,1,mixed,United Kingdom
2725,176639505,Nonmatching,Self,self,678,0.678,1,mixed,United Kingdom
2726,176639505,Nonmatching,Self,self,792,0.792,1,mixed,United Kingdom
2727,176639505,Nonmatching,Self,self,598,0.598,1,mixed,United Kingdom
2728,176639505,Nonmatching,Self,self,483,0.483,1,blocked,United Kingdom
2729,176639505,Nonmatching,Self,self,403,0.403,1,blocked,United Kingdom
2730,176639505,Nonmatching,Self,self,403,0.403,1,blocked,United Kingdom
2731,176639505,Nonmatching,Self,self,419,0.419,1,blocked,United Kingdom
2732,176639505,Nonmatching,Self,self,387,0.387,1,blocked,United Kingdom
2733,176639505,Nonmatching,Self,self,322,0.322,1,blocked,United Kingdom
2734,176639505,Nonmatching,Self,self,503,0.503,1,blocked,United Kingdom
2735,176639505,Nonmatching,Self,self,533,0.533,1,blocked,United Kingdom
2736,176639505,Nonmatching,Self,self,415,0.415,1,blocked,United Kingdom
2737,176639505,Nonmatching,Self,self,358,0.358,1,blocked,United Kingdom
2738,176639505,Nonmatching,Self,self,491,0.491,1,blocked,United Kingdom
2739,176639505,Nonmatching,Self,self,346,0.346,1,blocked,United Kingdom
2740,176639505,Nonmatching,Self,self,375,0.375,1,blocked,United Kingdom
2741,176639505,Nonmatching,Self,self,287,0.287,1,blocked,United Kingdom
2742,176639505,Nonmatching,Self,self,375,0.375,1,blocked,United Kingdom
2743,176639505,Nonmatching,Self,self,385,0.385,1,blocked,United Kingdom
2744,176639505,Nonmatching,Self,self,368,0.368,1,blocked,United Kingdom
2745,176639505,Nonmatching,Self,self,367,0.367,1,blocked,United Kingdom
2746,176639505,Nonmatching,Self,self,319,0.319,1,blocked,United Kingdom
2747,176639505,Nonmatching,Self,self,363,0.363,1,blocked,United Kingdom
2748,176639505,Nonmatching,Self,self,356,0.356,1,blocked,United Kingdom
2749,176639505,Nonmatching,Self,self,353,0.353,1,blocked,United Kingdom
2750,176639505,Nonmatching,Self,self,393,0.393,1,blocked,United Kingdom
2751,176639505,Nonmatching,Self,self,349,0.349,1,blocked,United Kingdom
2752,176639505,Nonmatching,Self,self,333,0.333,1,blocked,United Kingdom
2753,176639505,Nonmatching,Self,self,346,0.346,1,blocked,United Kingdom
2754,176639505,Nonmatching,Self,self,362,0.362,1,blocked,United Kingdom
2755,176639505,Nonmatching,Self,self,566,0.566,1,blocked,United Kingdom
2756,176639505,Nonmatching,Self,self,655,0.655,1,blocked,United Kingdom
2757,176639505,Nonmatching,Self,self,551,0.551,1,blocked,United Kingdom
2758,176639505,Nonmatching,Stranger,stranger,860,0.86,1,mixed,United Kingdom
2759,176639505,Nonmatching,Stranger,stranger,896,0.896,1,mixed,United Kingdom
2760,176639505,Nonmatching,Stranger,stranger,756,0.756,1,mixed,United Kingdom
2761,176639505,Nonmatching,Stranger,stranger,632,0.632,1,mixed,United Kingdom
2762,176639505,Nonmatching,Stranger,stranger,524,0.524,1,mixed,United Kingdom
2763,176639505,Nonmatching,Stranger,stranger,490,0.49,1,mixed,United Kingdom
2764,176639505,Nonmatching,Stranger,stranger,656,0.656,1,mixed,United Kingdom
2765,176639505,Nonmatching,Stranger,stranger,509,0.509,1,mixed,United Kingdom
2766,176639505,Nonmatching,Stranger,stranger,728,0.728,1,mixed,United Kingdom
2767,176639505,Nonmatching,Stranger,stranger,1132,1.132,1,mixed,United Kingdom
2768,176639505,Nonmatching,Stranger,stranger,607,0.607,1,mixed,United Kingdom
2769,176639505,Nonmatching,Stranger,stranger,646,0.646,1,mixed,United Kingdom
2770,176639505,Nonmatching,Stranger,stranger,490,0.49,1,mixed,United Kingdom
2771,176639505,Nonmatching,Stranger,stranger,473,0.473,1,mixed,United Kingdom
2772,176639505,Nonmatching,Stranger,stranger,686,0.686,1,mixed,United Kingdom
2773,176639505,Nonmatching,Stranger,stranger,621,0.621,1,mixed,United Kingdom
2774,176639505,Nonmatching,Stranger,stranger,801,0.801,1,mixed,United Kingdom
2775,176639505,Nonmatching,Stranger,stranger,468,0.468,1,mixed,United Kingdom
2776,176639505,Nonmatching,Stranger,stranger,647,0.647,0,mixed,United Kingdom
2777,176639505,Nonmatching,Stranger,stranger,484,0.484,1,mixed,United Kingdom
2778,176639505,Nonmatching,Stranger,stranger,507,0.507,1,blocked,United Kingdom
2779,176639505,Nonmatching,Stranger,stranger,528,0.528,1,blocked,United Kingdom
2780,176639505,Nonmatching,Stranger,stranger,537,0.537,1,blocked,United Kingdom
2781,176639505,Nonmatching,Stranger,stranger,400,0.4,1,blocked,United Kingdom
2782,176639505,Nonmatching,Stranger,stranger,358,0.358,1,blocked,United Kingdom
2783,176639505,Nonmatching,Stranger,stranger,403,0.403,1,blocked,United Kingdom
2784,176639505,Nonmatching,Stranger,stranger,392,0.392,1,blocked,United Kingdom
2785,176639505,Nonmatching,Stranger,stranger,361,0.361,1,blocked,United Kingdom
2786,176639505,Nonmatching,Stranger,stranger,406,0.406,1,blocked,United Kingdom
2787,176639505,Nonmatching,Stranger,stranger,346,0.346,1,blocked,United Kingdom
2788,176639505,Nonmatching,Stranger,stranger,346,0.346,1,blocked,United Kingdom
2789,176639505,Nonmatching,Stranger,stranger,313,0.313,1,blocked,United Kingdom
2790,176639505,Nonmatching,Stranger,stranger,356,0.356,1,blocked,United Kingdom
2791,176639505,Nonmatching,Stranger,stranger,375,0.375,1,blocked,United Kingdom
2792,176639505,Nonmatching,Stranger,stranger,448,0.448,1,blocked,United Kingdom
2793,176639505,Nonmatching,Stranger,stranger,459,0.459,1,mixed,United Kingdom
2794,176639505,Nonmatching,Stranger,stranger,515,0.515,1,mixed,United Kingdom
2795,176639505,Nonmatching,Stranger,stranger,463,0.463,1,mixed,United Kingdom
2796,176639505,Nonmatching,Stranger,stranger,715,0.715,1,mixed,United Kingdom
2797,176639505,Nonmatching,Stranger,stranger,594,0.594,1,mixed,United Kingdom
2798,176639505,Nonmatching,Stranger,stranger,556,0.556,1,mixed,United Kingdom
2799,176639505,Nonmatching,Stranger,stranger,495,0.495,1,mixed,United Kingdom
2800,176639505,Nonmatching,Stranger,stranger,360,0.36,1,mixed,United Kingdom
2801,176639505,Nonmatching,Stranger,stranger,449,0.449,1,mixed,United Kingdom
2802,176639505,Nonmatching,Stranger,stranger,789,0.789,1,mixed,United Kingdom
2803,176639505,Nonmatching,Stranger,stranger,829,0.829,1,blocked,United Kingdom
2804,176639505,Nonmatching,Stranger,stranger,432,0.432,1,blocked,United Kingdom
2805,176639505,Nonmatching,Stranger,stranger,477,0.477,1,blocked,United Kingdom
2806,176639505,Nonmatching,Stranger,stranger,459,0.459,1,blocked,United Kingdom
2807,176639505,Nonmatching,Stranger,stranger,266,0.266,1,blocked,United Kingdom
2808,176639505,Nonmatching,Stranger,stranger,451,0.451,0,blocked,United Kingdom
2809,176639505,Nonmatching,Stranger,stranger,400,0.4,1,blocked,United Kingdom
2810,176639505,Nonmatching,Stranger,stranger,418,0.418,1,blocked,United Kingdom
2811,176639505,Nonmatching,Stranger,stranger,612,0.612,1,blocked,United Kingdom
2812,176639505,Nonmatching,Stranger,stranger,387,0.387,1,blocked,United Kingdom
2813,176639505,Nonmatching,Stranger,stranger,426,0.426,1,blocked,United Kingdom
2814,176639505,Nonmatching,Stranger,stranger,482,0.482,1,blocked,United Kingdom
2815,176639505,Nonmatching,Stranger,stranger,495,0.495,1,blocked,United Kingdom
2816,176639505,Nonmatching,Stranger,stranger,408,0.408,1,blocked,United Kingdom
2817,176639505,Nonmatching,Stranger,stranger,320,0.32,1,blocked,United Kingdom
2818,292275968,Matching,Close,friend,593,0.593,1,mixed,United Kingdom
2819,292275968,Matching,Close,friend,1097,1.097,1,mixed,United Kingdom
2820,292275968,Matching,Close,friend,579,0.579,1,mixed,United Kingdom
2821,292275968,Matching,Close,friend,737,0.737,1,mixed,United Kingdom
2822,292275968,Matching,Close,friend,817,0.817,1,mixed,United Kingdom
2823,292275968,Matching,Close,friend,376,0.376,1,mixed,United Kingdom
2824,292275968,Matching,Close,friend,300,0.3,1,mixed,United Kingdom
2825,292275968,Matching,Close,friend,475,0.475,1,mixed,United Kingdom
2826,292275968,Matching,Close,friend,690,0.69,0,mixed,United Kingdom
2827,292275968,Matching,Close,friend,348,0.348,1,mixed,United Kingdom
2828,292275968,Matching,Close,friend,550,0.55,0,blocked,United Kingdom
2829,292275968,Matching,Close,friend,290,0.29,0,blocked,United Kingdom
2830,292275968,Matching,Close,friend,408,0.408,1,blocked,United Kingdom
2831,292275968,Matching,Close,friend,282,0.282,1,blocked,United Kingdom
2832,292275968,Matching,Close,friend,230,0.23,1,blocked,United Kingdom
2833,292275968,Matching,Close,friend,265,0.265,1,blocked,United Kingdom
2834,292275968,Matching,Close,friend,337,0.337,1,blocked,United Kingdom
2835,292275968,Matching,Close,friend,306,0.306,1,blocked,United Kingdom
2836,292275968,Matching,Close,friend,440,0.44,1,blocked,United Kingdom
2837,292275968,Matching,Close,friend,308,0.308,1,blocked,United Kingdom
2838,292275968,Matching,Close,friend,209,0.209,1,blocked,United Kingdom
2839,292275968,Matching,Close,friend,249,0.249,1,blocked,United Kingdom
2840,292275968,Matching,Close,friend,284,0.284,1,blocked,United Kingdom
2841,292275968,Matching,Close,friend,288,0.288,1,blocked,United Kingdom
2842,292275968,Matching,Close,friend,473,0.473,1,blocked,United Kingdom
2843,292275968,Matching,Close,friend,221,0.221,1,blocked,United Kingdom
2844,292275968,Matching,Close,friend,296,0.296,1,blocked,United Kingdom
2845,292275968,Matching,Close,friend,381,0.381,1,blocked,United Kingdom
2846,292275968,Matching,Close,friend,293,0.293,1,blocked,United Kingdom
2847,292275968,Matching,Close,friend,311,0.311,1,blocked,United Kingdom
2848,292275968,Matching,Close,friend,811,0.811,1,blocked,United Kingdom
2849,292275968,Matching,Close,friend,356,0.356,1,blocked,United Kingdom
2850,292275968,Matching,Close,friend,290,0.29,1,blocked,United Kingdom
2851,292275968,Matching,Close,friend,457,0.457,1,blocked,United Kingdom
2852,292275968,Matching,Close,friend,361,0.361,1,blocked,United Kingdom
2853,292275968,Matching,Close,friend,384,0.384,1,blocked,United Kingdom
2854,292275968,Matching,Close,friend,280,0.28,1,blocked,United Kingdom
2855,292275968,Matching,Close,friend,337,0.337,1,blocked,United Kingdom
2856,292275968,Matching,Close,friend,666,0.666,1,mixed,United Kingdom
2857,292275968,Matching,Close,friend,452,0.452,0,mixed,United Kingdom
2858,292275968,Matching,Close,friend,481,0.481,1,mixed,United Kingdom
2859,292275968,Matching,Close,friend,522,0.522,1,mixed,United Kingdom
2860,292275968,Matching,Close,friend,365,0.365,1,mixed,United Kingdom
2861,292275968,Matching,Close,friend,731,0.731,1,mixed,United Kingdom
2862,292275968,Matching,Close,friend,838,0.838,0,mixed,United Kingdom
2863,292275968,Matching,Close,friend,333,0.333,1,mixed,United Kingdom
2864,292275968,Matching,Close,friend,664,0.664,0,mixed,United Kingdom
2865,292275968,Matching,Close,friend,555,0.555,0,mixed,United Kingdom
2866,292275968,Matching,Close,friend,362,0.362,1,mixed,United Kingdom
2867,292275968,Matching,Close,friend,445,0.445,0,mixed,United Kingdom
2868,292275968,Matching,Close,friend,274,0.274,0,mixed,United Kingdom
2869,292275968,Matching,Close,friend,348,0.348,1,mixed,United Kingdom
2870,292275968,Matching,Close,friend,254,0.254,0,mixed,United Kingdom
2871,292275968,Matching,Close,friend,571,0.571,1,mixed,United Kingdom
2872,292275968,Matching,Close,friend,389,0.389,1,mixed,United Kingdom
2873,292275968,Matching,Close,friend,517,0.517,1,mixed,United Kingdom
2874,292275968,Matching,Close,friend,389,0.389,1,mixed,United Kingdom
2875,292275968,Matching,Self,self,515,0.515,1,mixed,United Kingdom
2876,292275968,Matching,Self,self,618,0.618,1,mixed,United Kingdom
2877,292275968,Matching,Self,self,425,0.425,1,mixed,United Kingdom
2878,292275968,Matching,Self,self,597,0.597,1,mixed,United Kingdom
2879,292275968,Matching,Self,self,331,0.331,1,mixed,United Kingdom
2880,292275968,Matching,Self,self,389,0.389,1,mixed,United Kingdom
2881,292275968,Matching,Self,self,399,0.399,1,mixed,United Kingdom
2882,292275968,Matching,Self,self,346,0.346,1,mixed,United Kingdom
2883,292275968,Matching,Self,self,919,0.919,1,mixed,United Kingdom
2884,292275968,Matching,Self,self,516,0.516,1,mixed,United Kingdom
2885,292275968,Matching,Self,self,410,0.41,1,blocked,United Kingdom
2886,292275968,Matching,Self,self,358,0.358,0,blocked,United Kingdom
2887,292275968,Matching,Self,self,703,0.703,1,blocked,United Kingdom
2888,292275968,Matching,Self,self,435,0.435,1,blocked,United Kingdom
2889,292275968,Matching,Self,self,351,0.351,1,blocked,United Kingdom
2890,292275968,Matching,Self,self,297,0.297,1,blocked,United Kingdom
2891,292275968,Matching,Self,self,366,0.366,1,blocked,United Kingdom
2892,292275968,Matching,Self,self,291,0.291,1,blocked,United Kingdom
2893,292275968,Matching,Self,self,344,0.344,1,blocked,United Kingdom
2894,292275968,Matching,Self,self,373,0.373,1,blocked,United Kingdom
2895,292275968,Matching,Self,self,352,0.352,1,blocked,United Kingdom
2896,292275968,Matching,Self,self,290,0.29,1,blocked,United Kingdom
2897,292275968,Matching,Self,self,276,0.276,1,blocked,United Kingdom
2898,292275968,Matching,Self,self,340,0.34,1,blocked,United Kingdom
2899,292275968,Matching,Self,self,381,0.381,1,blocked,United Kingdom
2900,292275968,Matching,Self,self,393,0.393,1,blocked,United Kingdom
2901,292275968,Matching,Self,self,302,0.302,1,blocked,United Kingdom
2902,292275968,Matching,Self,self,352,0.352,1,blocked,United Kingdom
2903,292275968,Matching,Self,self,455,0.455,1,blocked,United Kingdom
2904,292275968,Matching,Self,self,356,0.356,1,blocked,United Kingdom
2905,292275968,Matching,Self,self,321,0.321,1,blocked,United Kingdom
