,Subject,Matching,Identity,English_Identity,RT_ms,RT_sec,ACC,blocktype,Country
1,43329048,Matching,Close,friend,910,0.91,1,mixed,United Kingdom
2,43329048,Matching,Close,friend,566,0.566,1,mixed,United Kingdom
3,43329048,Matching,Close,friend,651,0.651,1,mixed,United Kingdom
4,43329048,Matching,Close,friend,799,0.799,1,mixed,United Kingdom
5,43329048,Matching,Close,friend,639,0.639,1,mixed,United Kingdom
6,43329048,Matching,Close,friend,971,0.971,1,mixed,United Kingdom
7,43329048,Matching,Close,friend,939,0.939,1,mixed,United Kingdom
8,43329048,Matching,Close,friend,1199,1.199,0,mixed,United Kingdom
9,43329048,Matching,Close,friend,871,0.871,1,mixed,United Kingdom
10,43329048,Matching,Close,friend,795,0.795,1,mixed,United Kingdom
11,43329048,Matching,Close,friend,656,0.656,1,mixed,United Kingdom
12,43329048,Matching,Close,friend,776,0.776,1,mixed,United Kingdom
13,43329048,Matching,Close,friend,550,0.55,1,mixed,United Kingdom
14,43329048,Matching,Close,friend,402,0.402,1,mixed,United Kingdom
15,43329048,Matching,Close,friend,372,0.372,1,mixed,United Kingdom
16,43329048,Matching,Close,friend,586,0.586,1,mixed,United Kingdom
17,43329048,Matching,Close,friend,479,0.479,1,mixed,United Kingdom
18,43329048,Matching,Close,friend,770,0.77,0,mixed,United Kingdom
19,43329048,Matching,Close,friend,855,0.855,1,mixed,United Kingdom
20,43329048,Matching,Close,friend,556,0.556,1,mixed,United Kingdom
21,43329048,Matching,Close,friend,384,0.384,1,mixed,United Kingdom
22,43329048,Matching,Close,friend,508,0.508,1,mixed,United Kingdom
23,43329048,Matching,Close,friend,431,0.431,1,mixed,United Kingdom
24,43329048,Matching,Close,friend,546,0.546,1,mixed,United Kingdom
25,43329048,Matching,Close,friend,578,0.578,1,mixed,United Kingdom
26,43329048,Matching,Close,friend,408,0.408,1,mixed,United Kingdom
27,43329048,Matching,Close,friend,813,0.813,1,mixed,United Kingdom
28,43329048,Matching,Close,friend,624,0.624,1,mixed,United Kingdom
29,43329048,Matching,Close,friend,780,0.78,1,blocked,United Kingdom
30,43329048,Matching,Close,friend,468,0.468,1,blocked,United Kingdom
31,43329048,Matching,Close,friend,557,0.557,1,blocked,United Kingdom
32,43329048,Matching,Close,friend,471,0.471,1,blocked,United Kingdom
33,43329048,Matching,Close,friend,354,0.354,1,blocked,United Kingdom
34,43329048,Matching,Close,friend,403,0.403,1,blocked,United Kingdom
35,43329048,Matching,Close,friend,449,0.449,1,blocked,United Kingdom
36,43329048,Matching,Close,friend,682,0.682,1,blocked,United Kingdom
37,43329048,Matching,Close,friend,425,0.425,1,blocked,United Kingdom
38,43329048,Matching,Close,friend,367,0.367,1,blocked,United Kingdom
39,43329048,Matching,Close,friend,730,0.73,1,blocked,United Kingdom
40,43329048,Matching,Close,friend,350,0.35,1,blocked,United Kingdom
41,43329048,Matching,Close,friend,330,0.33,1,blocked,United Kingdom
42,43329048,Matching,Close,friend,372,0.372,1,blocked,United Kingdom
43,43329048,Matching,Close,friend,396,0.396,1,blocked,United Kingdom
44,43329048,Matching,Close,friend,334,0.334,1,blocked,United Kingdom
45,43329048,Matching,Close,friend,527,0.527,1,blocked,United Kingdom
46,43329048,Matching,Close,friend,347,0.347,1,blocked,United Kingdom
47,43329048,Matching,Close,friend,325,0.325,1,blocked,United Kingdom
48,43329048,Matching,Close,friend,264,0.264,1,blocked,United Kingdom
49,43329048,Matching,Close,friend,324,0.324,1,blocked,United Kingdom
50,43329048,Matching,Close,friend,359,0.359,0,blocked,United Kingdom
51,43329048,Matching,Close,friend,324,0.324,1,blocked,United Kingdom
52,43329048,Matching,Close,friend,382,0.382,1,blocked,United Kingdom
53,43329048,Matching,Close,friend,434,0.434,1,blocked,United Kingdom
54,43329048,Matching,Close,friend,549,0.549,1,blocked,United Kingdom
55,43329048,Matching,Close,friend,328,0.328,1,blocked,United Kingdom
56,43329048,Matching,Close,friend,571,0.571,1,blocked,United Kingdom
57,43329048,Matching,Close,friend,444,0.444,1,blocked,United Kingdom
58,43329048,Matching,Self,self,816,0.816,1,mixed,United Kingdom
59,43329048,Matching,Self,self,555,0.555,1,mixed,United Kingdom
60,43329048,Matching,Self,self,554,0.554,1,mixed,United Kingdom
61,43329048,Matching,Self,self,534,0.534,1,mixed,United Kingdom
62,43329048,Matching,Self,self,534,0.534,1,mixed,United Kingdom
63,43329048,Matching,Self,self,648,0.648,1,mixed,United Kingdom
64,43329048,Matching,Self,self,616,0.616,1,mixed,United Kingdom
65,43329048,Matching,Self,self,844,0.844,1,mixed,United Kingdom
66,43329048,Matching,Self,self,405,0.405,1,mixed,United Kingdom
67,43329048,Matching,Self,self,533,0.533,1,mixed,United Kingdom
68,43329048,Matching,Self,self,485,0.485,1,blocked,United Kingdom
69,43329048,Matching,Self,self,401,0.401,1,blocked,United Kingdom
70,43329048,Matching,Self,self,615,0.615,1,blocked,United Kingdom
71,43329048,Matching,Self,self,657,0.657,1,blocked,United Kingdom
72,43329048,Matching,Self,self,562,0.562,1,blocked,United Kingdom
73,43329048,Matching,Self,self,435,0.435,1,blocked,United Kingdom
74,43329048,Matching,Self,self,522,0.522,1,blocked,United Kingdom
75,43329048,Matching,Self,self,506,0.506,1,blocked,United Kingdom
76,43329048,Matching,Self,self,487,0.487,1,blocked,United Kingdom
77,43329048,Matching,Self,self,530,0.53,1,blocked,United Kingdom
78,43329048,Matching,Self,self,546,0.546,1,blocked,United Kingdom
79,43329048,Matching,Self,self,474,0.474,1,blocked,United Kingdom
80,43329048,Matching,Self,self,450,0.45,1,blocked,United Kingdom
81,43329048,Matching,Self,self,648,0.648,1,blocked,United Kingdom
82,43329048,Matching,Self,self,509,0.509,1,blocked,United Kingdom
83,43329048,Matching,Self,self,580,0.58,1,blocked,United Kingdom
84,43329048,Matching,Self,self,582,0.582,1,blocked,United Kingdom
85,43329048,Matching,Self,self,397,0.397,1,blocked,United Kingdom
86,43329048,Matching,Self,self,379,0.379,1,blocked,United Kingdom
87,43329048,Matching,Self,self,348,0.348,1,blocked,United Kingdom
88,43329048,Matching,Self,self,256,0.256,1,blocked,United Kingdom
89,43329048,Matching,Self,self,536,0.536,1,blocked,United Kingdom
90,43329048,Matching,Self,self,414,0.414,1,blocked,United Kingdom
91,43329048,Matching,Self,self,359,0.359,1,blocked,United Kingdom
92,43329048,Matching,Self,self,499,0.499,1,blocked,United Kingdom
93,43329048,Matching,Self,self,516,0.516,1,blocked,United Kingdom
94,43329048,Matching,Self,self,414,0.414,1,blocked,United Kingdom
95,43329048,Matching,Self,self,381,0.381,1,blocked,United Kingdom
96,43329048,Matching,Self,self,352,0.352,1,blocked,United Kingdom
97,43329048,Matching,Self,self,359,0.359,1,blocked,United Kingdom
98,43329048,Matching,Self,self,434,0.434,1,mixed,United Kingdom
99,43329048,Matching,Self,self,445,0.445,1,mixed,United Kingdom
100,43329048,Matching,Self,self,619,0.619,1,mixed,United Kingdom
101,43329048,Matching,Self,self,445,0.445,1,mixed,United Kingdom
102,43329048,Matching,Self,self,484,0.484,1,mixed,United Kingdom
103,43329048,Matching,Self,self,465,0.465,1,mixed,United Kingdom
104,43329048,Matching,Self,self,460,0.46,1,mixed,United Kingdom
105,43329048,Matching,Self,self,364,0.364,1,mixed,United Kingdom
106,43329048,Matching,Self,self,398,0.398,1,mixed,United Kingdom
107,43329048,Matching,Self,self,395,0.395,1,mixed,United Kingdom
108,43329048,Matching,Self,self,457,0.457,1,mixed,United Kingdom
109,43329048,Matching,Self,self,532,0.532,1,mixed,United Kingdom
110,43329048,Matching,Self,self,451,0.451,1,mixed,United Kingdom
111,43329048,Matching,Self,self,729,0.729,0,mixed,United Kingdom
112,43329048,Matching,Self,self,463,0.463,1,mixed,United Kingdom
113,43329048,Matching,Self,self,450,0.45,1,mixed,United Kingdom
114,43329048,Matching,Self,self,389,0.389,1,mixed,United Kingdom
115,43329048,Matching,Self,self,407,0.407,1,mixed,United Kingdom
116,43329048,Matching,Self,self,323,0.323,1,mixed,United Kingdom
117,43329048,Matching,Stranger,stranger,789,0.789,0,mixed,United Kingdom
118,43329048,Matching,Stranger,stranger,851,0.851,1,mixed,United Kingdom
119,43329048,Matching,Stranger,stranger,820,0.82,1,mixed,United Kingdom
120,43329048,Matching,Stranger,stranger,710,0.71,0,mixed,United Kingdom
121,43329048,Matching,Stranger,stranger,639,0.639,1,mixed,United Kingdom
122,43329048,Matching,Stranger,stranger,668,0.668,1,mixed,United Kingdom
123,43329048,Matching,Stranger,stranger,827,0.827,0,mixed,United Kingdom
124,43329048,Matching,Stranger,stranger,881,0.881,1,mixed,United Kingdom
125,43329048,Matching,Stranger,stranger,838,0.838,0,mixed,United Kingdom
126,43329048,Matching,Stranger,stranger,860,0.86,1,mixed,United Kingdom
127,43329048,Matching,Stranger,stranger,712,0.712,1,mixed,United Kingdom
128,43329048,Matching,Stranger,stranger,463,0.463,0,mixed,United Kingdom
129,43329048,Matching,Stranger,stranger,749,0.749,1,mixed,United Kingdom
130,43329048,Matching,Stranger,stranger,595,0.595,0,mixed,United Kingdom
131,43329048,Matching,Stranger,stranger,899,0.899,1,mixed,United Kingdom
132,43329048,Matching,Stranger,stranger,500,0.5,0,mixed,United Kingdom
133,43329048,Matching,Stranger,stranger,551,0.551,0,mixed,United Kingdom
134,43329048,Matching,Stranger,stranger,666,0.666,1,mixed,United Kingdom
135,43329048,Matching,Stranger,stranger,954,0.954,0,mixed,United Kingdom
136,43329048,Matching,Stranger,stranger,559,0.559,1,mixed,United Kingdom
137,43329048,Matching,Stranger,stranger,659,0.659,1,mixed,United Kingdom
138,43329048,Matching,Stranger,stranger,542,0.542,1,mixed,United Kingdom
139,43329048,Matching,Stranger,stranger,765,0.765,1,mixed,United Kingdom
140,43329048,Matching,Stranger,stranger,421,0.421,0,mixed,United Kingdom
141,43329048,Matching,Stranger,stranger,700,0.7,0,mixed,United Kingdom
142,43329048,Matching,Stranger,stranger,526,0.526,0,mixed,United Kingdom
143,43329048,Matching,Stranger,stranger,677,0.677,1,mixed,United Kingdom
144,43329048,Matching,Stranger,stranger,741,0.741,1,mixed,United Kingdom
145,43329048,Matching,Stranger,stranger,374,0.374,0,mixed,United Kingdom
146,43329048,Matching,Stranger,stranger,695,0.695,1,blocked,United Kingdom
147,43329048,Matching,Stranger,stranger,390,0.39,1,blocked,United Kingdom
148,43329048,Matching,Stranger,stranger,345,0.345,1,blocked,United Kingdom
149,43329048,Matching,Stranger,stranger,375,0.375,1,blocked,United Kingdom
150,43329048,Matching,Stranger,stranger,557,0.557,1,blocked,United Kingdom
151,43329048,Matching,Stranger,stranger,414,0.414,1,blocked,United Kingdom
152,43329048,Matching,Stranger,stranger,503,0.503,1,blocked,United Kingdom
153,43329048,Matching,Stranger,stranger,464,0.464,1,blocked,United Kingdom
154,43329048,Matching,Stranger,stranger,396,0.396,1,blocked,United Kingdom
155,43329048,Matching,Stranger,stranger,387,0.387,1,blocked,United Kingdom
156,43329048,Matching,Stranger,stranger,393,0.393,1,blocked,United Kingdom
157,43329048,Matching,Stranger,stranger,365,0.365,1,blocked,United Kingdom
158,43329048,Matching,Stranger,stranger,298,0.298,1,blocked,United Kingdom
159,43329048,Matching,Stranger,stranger,359,0.359,1,blocked,United Kingdom
160,43329048,Matching,Stranger,stranger,372,0.372,1,blocked,United Kingdom
161,43329048,Matching,Stranger,stranger,399,0.399,1,blocked,United Kingdom
162,43329048,Matching,Stranger,stranger,332,0.332,1,blocked,United Kingdom
163,43329048,Matching,Stranger,stranger,330,0.33,1,blocked,United Kingdom
164,43329048,Matching,Stranger,stranger,326,0.326,1,blocked,United Kingdom
165,43329048,Matching,Stranger,stranger,279,0.279,1,blocked,United Kingdom
166,43329048,Matching,Stranger,stranger,535,0.535,1,blocked,United Kingdom
167,43329048,Matching,Stranger,stranger,385,0.385,1,blocked,United Kingdom
168,43329048,Matching,Stranger,stranger,587,0.587,0,blocked,United Kingdom
169,43329048,Matching,Stranger,stranger,542,0.542,1,blocked,United Kingdom
170,43329048,Matching,Stranger,stranger,548,0.548,0,blocked,United Kingdom
171,43329048,Matching,Stranger,stranger,391,0.391,1,blocked,United Kingdom
172,43329048,Matching,Stranger,stranger,470,0.47,1,blocked,United Kingdom
173,43329048,Matching,Stranger,stranger,536,0.536,1,blocked,United Kingdom
174,43329048,Matching,Stranger,stranger,593,0.593,1,blocked,United Kingdom
175,43329048,Matching,Stranger,stranger,695,0.695,1,blocked,United Kingdom
176,43329048,Nonmatching,Close,friend,842,0.842,0,mixed,United Kingdom
177,43329048,Nonmatching,Close,friend,747,0.747,1,mixed,United Kingdom
178,43329048,Nonmatching,Close,friend,686,0.686,1,mixed,United Kingdom
179,43329048,Nonmatching,Close,friend,603,0.603,1,mixed,United Kingdom
180,43329048,Nonmatching,Close,friend,967,0.967,1,mixed,United Kingdom
181,43329048,Nonmatching,Close,friend,738,0.738,1,mixed,United Kingdom
182,43329048,Nonmatching,Close,friend,1122,1.122,1,mixed,United Kingdom
183,43329048,Nonmatching,Close,friend,697,0.697,1,mixed,United Kingdom
184,43329048,Nonmatching,Close,friend,835,0.835,1,blocked,United Kingdom
185,43329048,Nonmatching,Close,friend,832,0.832,1,blocked,United Kingdom
186,43329048,Nonmatching,Close,friend,613,0.613,1,blocked,United Kingdom
187,43329048,Nonmatching,Close,friend,519,0.519,1,blocked,United Kingdom
188,43329048,Nonmatching,Close,friend,559,0.559,1,blocked,United Kingdom
189,43329048,Nonmatching,Close,friend,591,0.591,1,blocked,United Kingdom
190,43329048,Nonmatching,Close,friend,560,0.56,1,blocked,United Kingdom
191,43329048,Nonmatching,Close,friend,1022,1.022,1,blocked,United Kingdom
192,43329048,Nonmatching,Close,friend,630,0.63,1,blocked,United Kingdom
193,43329048,Nonmatching,Close,friend,795,0.795,1,blocked,United Kingdom
194,43329048,Nonmatching,Close,friend,875,0.875,1,blocked,United Kingdom
195,43329048,Nonmatching,Close,friend,505,0.505,1,blocked,United Kingdom
196,43329048,Nonmatching,Close,friend,541,0.541,1,blocked,United Kingdom
197,43329048,Nonmatching,Close,friend,624,0.624,1,blocked,United Kingdom
198,43329048,Nonmatching,Close,friend,1015,1.015,1,mixed,United Kingdom
199,43329048,Nonmatching,Close,friend,680,0.68,1,mixed,United Kingdom
200,43329048,Nonmatching,Close,friend,760,0.76,0,mixed,United Kingdom
201,43329048,Nonmatching,Close,friend,809,0.809,1,mixed,United Kingdom
202,43329048,Nonmatching,Close,friend,517,0.517,1,mixed,United Kingdom
203,43329048,Nonmatching,Close,friend,640,0.64,1,mixed,United Kingdom
204,43329048,Nonmatching,Close,friend,936,0.936,1,mixed,United Kingdom
205,43329048,Nonmatching,Close,friend,699,0.699,1,mixed,United Kingdom
206,43329048,Nonmatching,Close,friend,665,0.665,1,mixed,United Kingdom
207,43329048,Nonmatching,Close,friend,688,0.688,1,mixed,United Kingdom
208,43329048,Nonmatching,Close,friend,617,0.617,1,mixed,United Kingdom
209,43329048,Nonmatching,Close,friend,575,0.575,1,mixed,United Kingdom
210,43329048,Nonmatching,Close,friend,510,0.51,1,mixed,United Kingdom
211,43329048,Nonmatching,Close,friend,578,0.578,1,mixed,United Kingdom
212,43329048,Nonmatching,Close,friend,871,0.871,1,mixed,United Kingdom
213,43329048,Nonmatching,Close,friend,672,0.672,1,mixed,United Kingdom
214,43329048,Nonmatching,Close,friend,542,0.542,0,mixed,United Kingdom
215,43329048,Nonmatching,Close,friend,519,0.519,1,mixed,United Kingdom
216,43329048,Nonmatching,Close,friend,648,0.648,1,mixed,United Kingdom
217,43329048,Nonmatching,Close,friend,1120,1.12,1,mixed,United Kingdom
218,43329048,Nonmatching,Close,friend,727,0.727,1,blocked,United Kingdom
219,43329048,Nonmatching,Close,friend,503,0.503,1,blocked,United Kingdom
220,43329048,Nonmatching,Close,friend,601,0.601,1,blocked,United Kingdom
221,43329048,Nonmatching,Close,friend,580,0.58,1,blocked,United Kingdom
222,43329048,Nonmatching,Close,friend,694,0.694,1,blocked,United Kingdom
223,43329048,Nonmatching,Close,friend,499,0.499,1,blocked,United Kingdom
224,43329048,Nonmatching,Close,friend,454,0.454,1,blocked,United Kingdom
225,43329048,Nonmatching,Close,friend,440,0.44,1,blocked,United Kingdom
226,43329048,Nonmatching,Close,friend,495,0.495,1,blocked,United Kingdom
227,43329048,Nonmatching,Close,friend,518,0.518,0,blocked,United Kingdom
228,43329048,Nonmatching,Close,friend,653,0.653,1,blocked,United Kingdom
229,43329048,Nonmatching,Close,friend,535,0.535,0,blocked,United Kingdom
230,43329048,Nonmatching,Close,friend,639,0.639,1,blocked,United Kingdom
231,43329048,Nonmatching,Close,friend,509,0.509,1,blocked,United Kingdom
232,43329048,Nonmatching,Close,friend,543,0.543,1,blocked,United Kingdom
233,43329048,Nonmatching,Self,self,970,0.97,1,mixed,United Kingdom
234,43329048,Nonmatching,Self,self,896,0.896,1,mixed,United Kingdom
235,43329048,Nonmatching,Self,self,773,0.773,0,mixed,United Kingdom
236,43329048,Nonmatching,Self,self,655,0.655,0,mixed,United Kingdom
237,43329048,Nonmatching,Self,self,860,0.86,1,mixed,United Kingdom
238,43329048,Nonmatching,Self,self,640,0.64,1,mixed,United Kingdom
239,43329048,Nonmatching,Self,self,887,0.887,1,mixed,United Kingdom
240,43329048,Nonmatching,Self,self,1182,1.182,1,mixed,United Kingdom
241,43329048,Nonmatching,Self,self,820,0.82,1,mixed,United Kingdom
242,43329048,Nonmatching,Self,self,746,0.746,1,mixed,United Kingdom
243,43329048,Nonmatching,Self,self,723,0.723,1,mixed,United Kingdom
244,43329048,Nonmatching,Self,self,832,0.832,1,mixed,United Kingdom
245,43329048,Nonmatching,Self,self,833,0.833,1,mixed,United Kingdom
246,43329048,Nonmatching,Self,self,500,0.5,1,mixed,United Kingdom
247,43329048,Nonmatching,Self,self,643,0.643,1,mixed,United Kingdom
248,43329048,Nonmatching,Self,self,623,0.623,0,mixed,United Kingdom
249,43329048,Nonmatching,Self,self,803,0.803,1,mixed,United Kingdom
250,43329048,Nonmatching,Self,self,806,0.806,1,mixed,United Kingdom
251,43329048,Nonmatching,Self,self,568,0.568,1,mixed,United Kingdom
252,43329048,Nonmatching,Self,self,600,0.6,1,mixed,United Kingdom
253,43329048,Nonmatching,Self,self,641,0.641,1,mixed,United Kingdom
254,43329048,Nonmatching,Self,self,853,0.853,1,mixed,United Kingdom
255,43329048,Nonmatching,Self,self,613,0.613,1,mixed,United Kingdom
256,43329048,Nonmatching,Self,self,586,0.586,1,mixed,United Kingdom
257,43329048,Nonmatching,Self,self,754,0.754,1,mixed,United Kingdom
258,43329048,Nonmatching,Self,self,449,0.449,1,mixed,United Kingdom
259,43329048,Nonmatching,Self,self,502,0.502,0,mixed,United Kingdom
260,43329048,Nonmatching,Self,self,724,0.724,1,blocked,United Kingdom
261,43329048,Nonmatching,Self,self,506,0.506,1,blocked,United Kingdom
262,43329048,Nonmatching,Self,self,516,0.516,0,blocked,United Kingdom
263,43329048,Nonmatching,Self,self,790,0.79,1,blocked,United Kingdom
264,43329048,Nonmatching,Self,self,426,0.426,1,blocked,United Kingdom
265,43329048,Nonmatching,Self,self,415,0.415,0,blocked,United Kingdom
266,43329048,Nonmatching,Self,self,437,0.437,1,blocked,United Kingdom
267,43329048,Nonmatching,Self,self,406,0.406,1,blocked,United Kingdom
268,43329048,Nonmatching,Self,self,461,0.461,1,blocked,United Kingdom
269,43329048,Nonmatching,Self,self,409,0.409,1,blocked,United Kingdom
270,43329048,Nonmatching,Self,self,387,0.387,1,blocked,United Kingdom
271,43329048,Nonmatching,Self,self,464,0.464,1,blocked,United Kingdom
272,43329048,Nonmatching,Self,self,432,0.432,1,blocked,United Kingdom
273,43329048,Nonmatching,Self,self,477,0.477,0,blocked,United Kingdom
274,43329048,Nonmatching,Self,self,441,0.441,1,blocked,United Kingdom
275,43329048,Nonmatching,Self,self,449,0.449,1,blocked,United Kingdom
276,43329048,Nonmatching,Self,self,370,0.37,1,blocked,United Kingdom
277,43329048,Nonmatching,Self,self,482,0.482,1,blocked,United Kingdom
278,43329048,Nonmatching,Self,self,427,0.427,1,blocked,United Kingdom
279,43329048,Nonmatching,Self,self,472,0.472,1,blocked,United Kingdom
280,43329048,Nonmatching,Self,self,541,0.541,0,blocked,United Kingdom
281,43329048,Nonmatching,Self,self,412,0.412,1,blocked,United Kingdom
282,43329048,Nonmatching,Self,self,474,0.474,0,blocked,United Kingdom
283,43329048,Nonmatching,Self,self,393,0.393,0,blocked,United Kingdom
284,43329048,Nonmatching,Self,self,619,0.619,1,blocked,United Kingdom
285,43329048,Nonmatching,Self,self,542,0.542,1,blocked,United Kingdom
286,43329048,Nonmatching,Self,self,417,0.417,1,blocked,United Kingdom
287,43329048,Nonmatching,Self,self,430,0.43,1,blocked,United Kingdom
288,43329048,Nonmatching,Self,self,394,0.394,0,blocked,United Kingdom
289,43329048,Nonmatching,Self,self,436,0.436,1,blocked,United Kingdom
290,43329048,Nonmatching,Stranger,stranger,732,0.732,1,mixed,United Kingdom
291,43329048,Nonmatching,Stranger,stranger,1125,1.125,1,mixed,United Kingdom
292,43329048,Nonmatching,Stranger,stranger,988,0.988,1,mixed,United Kingdom
293,43329048,Nonmatching,Stranger,stranger,1021,1.021,1,mixed,United Kingdom
294,43329048,Nonmatching,Stranger,stranger,969,0.969,0,mixed,United Kingdom
295,43329048,Nonmatching,Stranger,stranger,605,0.605,0,mixed,United Kingdom
296,43329048,Nonmatching,Stranger,stranger,997,0.997,1,mixed,United Kingdom
297,43329048,Nonmatching,Stranger,stranger,631,0.631,1,mixed,United Kingdom
298,43329048,Nonmatching,Stranger,stranger,791,0.791,1,mixed,United Kingdom
299,43329048,Nonmatching,Stranger,stranger,478,0.478,1,blocked,United Kingdom
300,43329048,Nonmatching,Stranger,stranger,541,0.541,1,blocked,United Kingdom
301,43329048,Nonmatching,Stranger,stranger,477,0.477,1,blocked,United Kingdom
302,43329048,Nonmatching,Stranger,stranger,564,0.564,1,blocked,United Kingdom
303,43329048,Nonmatching,Stranger,stranger,492,0.492,1,blocked,United Kingdom
304,43329048,Nonmatching,Stranger,stranger,621,0.621,1,blocked,United Kingdom
305,43329048,Nonmatching,Stranger,stranger,547,0.547,1,blocked,United Kingdom
306,43329048,Nonmatching,Stranger,stranger,511,0.511,1,blocked,United Kingdom
307,43329048,Nonmatching,Stranger,stranger,517,0.517,1,blocked,United Kingdom
308,43329048,Nonmatching,Stranger,stranger,441,0.441,1,blocked,United Kingdom
309,43329048,Nonmatching,Stranger,stranger,614,0.614,1,blocked,United Kingdom
310,43329048,Nonmatching,Stranger,stranger,509,0.509,1,blocked,United Kingdom
311,43329048,Nonmatching,Stranger,stranger,632,0.632,1,blocked,United Kingdom
312,43329048,Nonmatching,Stranger,stranger,672,0.672,1,blocked,United Kingdom
313,43329048,Nonmatching,Stranger,stranger,510,0.51,1,blocked,United Kingdom
314,43329048,Nonmatching,Stranger,stranger,831,0.831,1,mixed,United Kingdom
315,43329048,Nonmatching,Stranger,stranger,711,0.711,1,mixed,United Kingdom
316,43329048,Nonmatching,Stranger,stranger,938,0.938,1,mixed,United Kingdom
317,43329048,Nonmatching,Stranger,stranger,381,0.381,0,mixed,United Kingdom
318,43329048,Nonmatching,Stranger,stranger,833,0.833,1,mixed,United Kingdom
319,43329048,Nonmatching,Stranger,stranger,556,0.556,1,mixed,United Kingdom
320,43329048,Nonmatching,Stranger,stranger,1192,1.192,0,mixed,United Kingdom
321,43329048,Nonmatching,Stranger,stranger,696,0.696,1,mixed,United Kingdom
322,43329048,Nonmatching,Stranger,stranger,899,0.899,1,mixed,United Kingdom
323,43329048,Nonmatching,Stranger,stranger,543,0.543,0,mixed,United Kingdom
324,43329048,Nonmatching,Stranger,stranger,626,0.626,1,mixed,United Kingdom
325,43329048,Nonmatching,Stranger,stranger,661,0.661,1,mixed,United Kingdom
326,43329048,Nonmatching,Stranger,stranger,621,0.621,1,mixed,United Kingdom
327,43329048,Nonmatching,Stranger,stranger,549,0.549,0,mixed,United Kingdom
328,43329048,Nonmatching,Stranger,stranger,1190,1.19,1,mixed,United Kingdom
329,43329048,Nonmatching,Stranger,stranger,527,0.527,1,mixed,United Kingdom
330,43329048,Nonmatching,Stranger,stranger,614,0.614,1,mixed,United Kingdom
331,43329048,Nonmatching,Stranger,stranger,540,0.54,1,blocked,United Kingdom
332,43329048,Nonmatching,Stranger,stranger,434,0.434,1,blocked,United Kingdom
333,43329048,Nonmatching,Stranger,stranger,473,0.473,1,blocked,United Kingdom
334,43329048,Nonmatching,Stranger,stranger,489,0.489,1,blocked,United Kingdom
335,43329048,Nonmatching,Stranger,stranger,439,0.439,1,blocked,United Kingdom
336,43329048,Nonmatching,Stranger,stranger,454,0.454,1,blocked,United Kingdom
337,43329048,Nonmatching,Stranger,stranger,571,0.571,1,blocked,United Kingdom
338,43329048,Nonmatching,Stranger,stranger,508,0.508,1,blocked,United Kingdom
339,43329048,Nonmatching,Stranger,stranger,307,0.307,0,blocked,United Kingdom
340,43329048,Nonmatching,Stranger,stranger,418,0.418,1,blocked,United Kingdom
341,43329048,Nonmatching,Stranger,stranger,539,0.539,1,blocked,United Kingdom
342,43329048,Nonmatching,Stranger,stranger,420,0.42,0,blocked,United Kingdom
343,43329048,Nonmatching,Stranger,stranger,426,0.426,1,blocked,United Kingdom
344,43329048,Nonmatching,Stranger,stranger,370,0.37,1,blocked,United Kingdom
345,43329048,Nonmatching,Stranger,stranger,406,0.406,1,blocked,United Kingdom
346,58808278,Matching,Close,friend,473,0.473,1,blocked,United Kingdom
347,58808278,Matching,Close,friend,446,0.446,1,blocked,United Kingdom
348,58808278,Matching,Close,friend,609,0.609,1,blocked,United Kingdom
349,58808278,Matching,Close,friend,380,0.38,1,blocked,United Kingdom
350,58808278,Matching,Close,friend,419,0.419,1,blocked,United Kingdom
351,58808278,Matching,Close,friend,429,0.429,1,blocked,United Kingdom
352,58808278,Matching,Close,friend,547,0.547,1,blocked,United Kingdom
353,58808278,Matching,Close,friend,528,0.528,1,blocked,United Kingdom
354,58808278,Matching,Close,friend,533,0.533,1,blocked,United Kingdom
355,58808278,Matching,Close,friend,980,0.98,1,blocked,United Kingdom
356,58808278,Matching,Close,friend,639,0.639,1,blocked,United Kingdom
357,58808278,Matching,Close,friend,464,0.464,1,blocked,United Kingdom
358,58808278,Matching,Close,friend,550,0.55,1,blocked,United Kingdom
359,58808278,Matching,Close,friend,595,0.595,1,blocked,United Kingdom
360,58808278,Matching,Close,friend,436,0.436,1,blocked,United Kingdom
361,58808278,Matching,Close,friend,495,0.495,1,blocked,United Kingdom
362,58808278,Matching,Close,friend,426,0.426,1,blocked,United Kingdom
363,58808278,Matching,Close,friend,392,0.392,1,blocked,United Kingdom
364,58808278,Matching,Close,friend,472,0.472,1,blocked,United Kingdom
365,58808278,Matching,Close,friend,459,0.459,1,blocked,United Kingdom
366,58808278,Matching,Close,friend,482,0.482,1,blocked,United Kingdom
367,58808278,Matching,Close,friend,404,0.404,1,blocked,United Kingdom
368,58808278,Matching,Close,friend,385,0.385,1,blocked,United Kingdom
369,58808278,Matching,Close,friend,441,0.441,1,blocked,United Kingdom
370,58808278,Matching,Close,friend,364,0.364,1,blocked,United Kingdom
371,58808278,Matching,Close,friend,381,0.381,1,blocked,United Kingdom
372,58808278,Matching,Close,friend,542,0.542,1,blocked,United Kingdom
373,58808278,Matching,Close,friend,495,0.495,1,blocked,United Kingdom
374,58808278,Matching,Close,friend,540,0.54,1,blocked,United Kingdom
375,58808278,Matching,Close,friend,454,0.454,1,blocked,United Kingdom
376,58808278,Matching,Close,friend,403,0.403,1,mixed,United Kingdom
377,58808278,Matching,Close,friend,528,0.528,1,mixed,United Kingdom
