,Subject,Age,Gender,Handedness,Shape,Label,Matching,Identity,Response,RT_ms,RT_sec,ACC,Country
1,101,23,Mann,links,circle.png,Ich,Matching,Self,NA,0,0,0,Germany
2,101,23,Mann,links,circle.png,Ich,Matching,Self,1,351,0.351,1,Germany
3,101,23,Mann,links,circle.png,Ich,Matching,Self,1,448,0.448,1,Germany
4,101,23,Mann,links,circle.png,Ich,Matching,Self,1,585,0.585,1,Germany
5,101,23,Mann,links,circle.png,Ich,Matching,Self,1,446,0.446,1,Germany
6,101,23,Mann,links,circle.png,Ich,Matching,Self,1,518,0.518,1,Germany
7,101,23,Mann,links,circle.png,Ich,Matching,Self,1,499,0.499,1,Germany
8,101,23,Mann,links,circle.png,Ich,Matching,Self,1,425,0.425,1,Germany
9,101,23,Mann,links,circle.png,Ich,Matching,Self,1,450,0.45,1,Germany
10,101,23,Mann,links,circle.png,Ich,Matching,Self,1,433,0.433,1,Germany
11,101,23,Mann,links,circle.png,Ich,Matching,Self,1,641,0.641,1,Germany
12,101,23,Mann,links,circle.png,Ich,Matching,Self,1,540,0.54,1,Germany
13,101,23,Mann,links,circle.png,Ich,Matching,Self,1,429,0.429,1,Germany
14,101,23,Mann,links,circle.png,Ich,Matching,Self,1,362,0.362,1,Germany
15,101,23,Mann,links,circle.png,Ich,Matching,Self,1,435,0.435,1,Germany
16,101,23,Mann,links,circle.png,Ich,Matching,Self,1,448,0.448,1,Germany
17,101,23,Mann,links,circle.png,Ich,Matching,Self,1,482,0.482,1,Germany
18,101,23,Mann,links,circle.png,Ich,Matching,Self,1,624,0.624,1,Germany
19,101,23,Mann,links,circle.png,Ich,Matching,Self,1,587,0.587,1,Germany
20,101,23,Mann,links,circle.png,Ich,Matching,Self,1,492,0.492,1,Germany
21,101,23,Mann,links,circle.png,Ich,Matching,Self,1,452,0.452,1,Germany
22,101,23,Mann,links,circle.png,Ich,Matching,Self,1,406,0.406,1,Germany
23,101,23,Mann,links,circle.png,Ich,Matching,Self,1,373,0.373,1,Germany
24,101,23,Mann,links,circle.png,Ich,Matching,Self,1,391,0.391,1,Germany
25,101,23,Mann,links,circle.png,Ich,Matching,Self,1,376,0.376,1,Germany
26,101,23,Mann,links,circle.png,Ich,Matching,Self,5,311,0.311,0,Germany
27,101,23,Mann,links,circle.png,Ich,Matching,Self,1,400,0.4,1,Germany
28,101,23,Mann,links,circle.png,Ich,Matching,Self,1,553,0.553,1,Germany
29,101,23,Mann,links,circle.png,Ich,Matching,Self,1,425,0.425,1,Germany
30,101,23,Mann,links,circle.png,Ich,Matching,Self,1,445,0.445,1,Germany
31,101,23,Mann,links,circle.png,Ich,Matching,Self,1,416,0.416,1,Germany
32,101,23,Mann,links,circle.png,Ich,Matching,Self,1,335,0.335,1,Germany
33,101,23,Mann,links,circle.png,Ich,Matching,Self,1,445,0.445,1,Germany
34,101,23,Mann,links,circle.png,Ich,Matching,Self,1,374,0.374,1,Germany
35,101,23,Mann,links,circle.png,Ich,Matching,Self,1,457,0.457,1,Germany
36,101,23,Mann,links,circle.png,Ich,Matching,Self,1,413,0.413,1,Germany
37,101,23,Mann,links,circle.png,Ich,Matching,Self,1,345,0.345,1,Germany
38,101,23,Mann,links,circle.png,Ich,Matching,Self,1,423,0.423,1,Germany
39,101,23,Mann,links,circle.png,Ich,Matching,Self,1,466,0.466,1,Germany
40,101,23,Mann,links,circle.png,Ich,Matching,Self,1,341,0.341,1,Germany
41,101,23,Mann,links,circle.png,Ich,Matching,Self,1,484,0.484,1,Germany
42,101,23,Mann,links,circle.png,Ich,Matching,Self,1,426,0.426,1,Germany
43,101,23,Mann,links,circle.png,Ich,Matching,Self,1,468,0.468,1,Germany
44,101,23,Mann,links,circle.png,Ich,Matching,Self,1,513,0.513,1,Germany
45,101,23,Mann,links,circle.png,Ich,Matching,Self,1,554,0.554,1,Germany
46,101,23,Mann,links,circle.png,Ich,Matching,Self,1,612,0.612,1,Germany
47,101,23,Mann,links,circle.png,Ich,Matching,Self,1,474,0.474,1,Germany
48,101,23,Mann,links,circle.png,Ich,Matching,Self,1,668,0.668,1,Germany
49,101,23,Mann,links,circle.png,Ich,Matching,Self,1,481,0.481,1,Germany
50,101,23,Mann,links,circle.png,Ich,Matching,Self,1,428,0.428,1,Germany
51,101,23,Mann,links,circle.png,Ich,Matching,Self,1,495,0.495,1,Germany
52,101,23,Mann,links,circle.png,Ich,Matching,Self,1,486,0.486,1,Germany
53,101,23,Mann,links,circle.png,Ich,Matching,Self,1,433,0.433,1,Germany
54,101,23,Mann,links,circle.png,Ich,Matching,Self,1,568,0.568,1,Germany
55,101,23,Mann,links,circle.png,Ich,Matching,Self,1,482,0.482,1,Germany
56,101,23,Mann,links,circle.png,Ich,Matching,Self,1,478,0.478,1,Germany
57,101,23,Mann,links,circle.png,Ich,Matching,Self,5,511,0.511,0,Germany
58,101,23,Mann,links,circle.png,Ich,Matching,Self,1,369,0.369,1,Germany
59,101,23,Mann,links,circle.png,Ich,Matching,Self,1,426,0.426,1,Germany
60,101,23,Mann,links,circle.png,Ich,Matching,Self,1,478,0.478,1,Germany
61,101,23,Mann,links,circle.png,Ich,Matching,Self,1,436,0.436,1,Germany
62,101,23,Mann,links,circle.png,Ich,Matching,Self,1,473,0.473,1,Germany
63,101,23,Mann,links,circle.png,Ich,Matching,Self,1,584,0.584,1,Germany
64,101,23,Mann,links,circle.png,Ich,Matching,Self,1,485,0.485,1,Germany
65,101,23,Mann,links,circle.png,Ich,Matching,Self,1,715,0.715,1,Germany
66,101,23,Mann,links,circle.png,Ich,Matching,Self,1,486,0.486,1,Germany
67,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,5,412,0.412,0,Germany
68,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,5,819,0.819,0,Germany
69,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,663,0.663,1,Germany
70,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,675,0.675,1,Germany
71,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,580,0.58,1,Germany
72,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,793,0.793,1,Germany
73,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,5,644,0.644,0,Germany
74,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,636,0.636,1,Germany
75,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,662,0.662,1,Germany
76,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,431,0.431,1,Germany
77,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,706,0.706,1,Germany
78,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,695,0.695,1,Germany
79,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,654,0.654,1,Germany
80,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,547,0.547,1,Germany
81,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,678,0.678,1,Germany
82,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,835,0.835,1,Germany
83,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,621,0.621,1,Germany
84,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,475,0.475,1,Germany
85,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,551,0.551,1,Germany
86,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,513,0.513,1,Germany
87,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,950,0.95,1,Germany
88,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,575,0.575,1,Germany
89,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,582,0.582,1,Germany
90,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,437,0.437,1,Germany
91,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,489,0.489,1,Germany
92,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,5,830,0.83,0,Germany
93,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,573,0.573,1,Germany
94,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,567,0.567,1,Germany
95,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,5,502,0.502,0,Germany
96,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,588,0.588,1,Germany
97,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,650,0.65,1,Germany
98,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,515,0.515,1,Germany
99,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,547,0.547,1,Germany
100,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,500,0.5,1,Germany
101,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,687,0.687,1,Germany
102,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,5,604,0.604,0,Germany
103,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,645,0.645,1,Germany
104,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,485,0.485,1,Germany
105,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,493,0.493,1,Germany
106,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,533,0.533,1,Germany
107,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,606,0.606,1,Germany
108,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,512,0.512,1,Germany
109,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,577,0.577,1,Germany
110,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,543,0.543,1,Germany
111,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,788,0.788,1,Germany
112,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,548,0.548,1,Germany
113,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,837,0.837,1,Germany
114,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,645,0.645,1,Germany
115,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,558,0.558,1,Germany
116,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,696,0.696,1,Germany
117,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,918,0.918,1,Germany
118,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,1348,1.348,1,Germany
119,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,509,0.509,1,Germany
120,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,552,0.552,1,Germany
121,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,637,0.637,1,Germany
122,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,583,0.583,1,Germany
123,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,428,0.428,1,Germany
124,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,805,0.805,1,Germany
125,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,5,683,0.683,0,Germany
126,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,739,0.739,1,Germany
127,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,541,0.541,1,Germany
128,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,595,0.595,1,Germany
129,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,728,0.728,1,Germany
130,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,494,0.494,1,Germany
131,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,646,0.646,1,Germany
132,101,23,Mann,links,triangle.png,Fremder,Matching,Stranger,1,558,0.558,1,Germany
133,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,NA,0,0,0,Germany
134,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,677,0.677,1,Germany
135,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,709,0.709,1,Germany
136,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,798,0.798,1,Germany
137,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,611,0.611,1,Germany
138,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,691,0.691,1,Germany
139,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,603,0.603,1,Germany
140,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,1,499,0.499,0,Germany
141,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,552,0.552,1,Germany
142,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,1161,1.161,1,Germany
143,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,1,696,0.696,0,Germany
144,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,623,0.623,1,Germany
145,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,531,0.531,1,Germany
146,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,572,0.572,1,Germany
147,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,528,0.528,1,Germany
148,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,554,0.554,1,Germany
149,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,790,0.79,1,Germany
150,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,372,0.372,1,Germany
151,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,469,0.469,1,Germany
152,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,624,0.624,1,Germany
153,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,537,0.537,1,Germany
154,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,658,0.658,1,Germany
155,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,707,0.707,1,Germany
156,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,600,0.6,1,Germany
157,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,466,0.466,1,Germany
158,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,520,0.52,1,Germany
159,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,424,0.424,1,Germany
160,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,474,0.474,1,Germany
161,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,650,0.65,1,Germany
162,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,554,0.554,1,Germany
163,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,1,443,0.443,0,Germany
164,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,812,0.812,1,Germany
165,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,700,0.7,1,Germany
166,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,701,0.701,1,Germany
167,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,674,0.674,1,Germany
168,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,862,0.862,1,Germany
169,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,564,0.564,1,Germany
170,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,473,0.473,1,Germany
171,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,487,0.487,1,Germany
172,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,605,0.605,1,Germany
173,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,650,0.65,1,Germany
174,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,594,0.594,1,Germany
175,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,655,0.655,1,Germany
176,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,458,0.458,1,Germany
177,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,556,0.556,1,Germany
178,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,752,0.752,1,Germany
179,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,435,0.435,1,Germany
180,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,570,0.57,1,Germany
181,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,825,0.825,1,Germany
182,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,719,0.719,1,Germany
183,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,810,0.81,1,Germany
184,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,542,0.542,1,Germany
185,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,1,435,0.435,0,Germany
186,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,570,0.57,1,Germany
187,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,830,0.83,1,Germany
188,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,821,0.821,1,Germany
189,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,403,0.403,1,Germany
190,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,492,0.492,1,Germany
191,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,727,0.727,1,Germany
192,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,520,0.52,1,Germany
193,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,582,0.582,1,Germany
194,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,729,0.729,1,Germany
195,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,787,0.787,1,Germany
196,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,558,0.558,1,Germany
197,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,561,0.561,1,Germany
198,101,23,Mann,links,circle.png,Fremder,Nonmatching,Self,5,545,0.545,1,Germany
199,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,415,0.415,1,Germany
200,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,911,0.911,1,Germany
201,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,614,0.614,1,Germany
202,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,840,0.84,1,Germany
203,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,1,1077,1.077,0,Germany
204,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,538,0.538,1,Germany
205,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,527,0.527,1,Germany
206,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,580,0.58,1,Germany
207,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,617,0.617,1,Germany
208,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,505,0.505,1,Germany
209,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,478,0.478,1,Germany
210,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,711,0.711,1,Germany
211,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,918,0.918,1,Germany
212,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,435,0.435,1,Germany
213,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,601,0.601,1,Germany
214,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,521,0.521,1,Germany
215,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,629,0.629,1,Germany
216,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,626,0.626,1,Germany
217,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,422,0.422,1,Germany
218,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,727,0.727,1,Germany
219,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,431,0.431,1,Germany
220,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,1,388,0.388,0,Germany
221,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,560,0.56,1,Germany
222,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,587,0.587,1,Germany
223,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,552,0.552,1,Germany
224,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,640,0.64,1,Germany
225,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,408,0.408,1,Germany
226,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,488,0.488,1,Germany
227,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,439,0.439,1,Germany
228,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,466,0.466,1,Germany
229,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,706,0.706,1,Germany
230,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,500,0.5,1,Germany
231,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,523,0.523,1,Germany
232,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,814,0.814,1,Germany
233,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,782,0.782,1,Germany
234,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,503,0.503,1,Germany
235,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,515,0.515,1,Germany
236,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,489,0.489,1,Germany
237,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,543,0.543,1,Germany
238,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,457,0.457,1,Germany
239,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,596,0.596,1,Germany
240,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,488,0.488,1,Germany
241,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,717,0.717,1,Germany
242,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,526,0.526,1,Germany
243,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,782,0.782,1,Germany
244,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,791,0.791,1,Germany
245,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,583,0.583,1,Germany
246,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,497,0.497,1,Germany
247,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,559,0.559,1,Germany
248,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,712,0.712,1,Germany
249,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,435,0.435,1,Germany
250,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,527,0.527,1,Germany
251,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,802,0.802,1,Germany
252,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,399,0.399,1,Germany
253,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,566,0.566,1,Germany
254,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,915,0.915,1,Germany
255,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,543,0.543,1,Germany
256,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,1,599,0.599,0,Germany
257,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,593,0.593,1,Germany
258,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,587,0.587,1,Germany
259,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,542,0.542,1,Germany
260,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,448,0.448,1,Germany
261,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,614,0.614,1,Germany
262,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,573,0.573,1,Germany
263,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,546,0.546,1,Germany
264,101,23,Mann,links,triangle.png,Ich,Nonmatching,Stranger,5,383,0.383,1,Germany
265,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,437,0.437,1,Germany
266,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,1357,1.357,1,Germany
267,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,393,0.393,1,Germany
268,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,496,0.496,1,Germany
269,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,270,0.27,1,Germany
270,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,515,0.515,1,Germany
271,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,374,0.374,1,Germany
272,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,450,0.45,1,Germany
273,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,467,0.467,1,Germany
274,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,491,0.491,1,Germany
275,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,434,0.434,1,Germany
276,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,395,0.395,1,Germany
277,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,465,0.465,1,Germany
278,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,433,0.433,1,Germany
279,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,436,0.436,1,Germany
280,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,542,0.542,1,Germany
281,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,400,0.4,1,Germany
282,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,427,0.427,1,Germany
283,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,397,0.397,1,Germany
284,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,444,0.444,1,Germany
285,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,252,0.252,1,Germany
286,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,292,0.292,1,Germany
287,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,408,0.408,1,Germany
288,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,252,0.252,1,Germany
289,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,400,0.4,1,Germany
290,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,325,0.325,1,Germany
291,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,433,0.433,1,Germany
292,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,304,0.304,1,Germany
293,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,347,0.347,1,Germany
294,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,326,0.326,1,Germany
295,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,443,0.443,1,Germany
296,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,400,0.4,1,Germany
297,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,496,0.496,1,Germany
298,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,398,0.398,1,Germany
299,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,368,0.368,1,Germany
300,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,450,0.45,1,Germany
301,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,375,0.375,1,Germany
302,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,303,0.303,1,Germany
303,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,296,0.296,1,Germany
304,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,484,0.484,1,Germany
305,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,402,0.402,1,Germany
306,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,405,0.405,1,Germany
307,102,28,Frau,rechts,circle.png,Ich,Matching,Self,1,462,0.462,1,Germany
