,Subject,Gender,Matching,Origin_Identity,English_Identity,Identity,Cue,RT_ms,RT_sec,ACC,Country
2584,15,female,Matching,Familiar,Familiar,Close,No cue,849,0.849,0,China
2585,15,female,Matching,Familiar,Familiar,Close,No cue,805,0.805,1,China
2586,15,female,Matching,Familiar,Familiar,Close,Alter cue,724,0.724,1,China
2587,15,female,Matching,Familiar,Familiar,Close,Alter cue,778,0.778,1,China
2588,15,female,Matching,Familiar,Familiar,Close,No cue,638,0.638,1,China
2589,15,female,Matching,Familiar,Familiar,Close,No cue,830,0.83,1,China
2590,15,female,Matching,Familiar,Familiar,Close,No cue,616,0.616,1,China
2591,15,female,Matching,Familiar,Familiar,Close,Alter cue,664,0.664,0,China
2592,15,female,Matching,Familiar,Familiar,Close,No cue,429,0.429,0,China
2593,15,female,Matching,Familiar,Familiar,Close,Alter cue,684,0.684,0,China
2594,15,female,Matching,Familiar,Familiar,Close,No cue,458,0.458,0,China
2595,15,female,Matching,Familiar,Familiar,Close,No cue,514,0.514,0,China
2596,15,female,Matching,Familiar,Familiar,Close,No cue,862,0.862,1,China
2597,15,female,Matching,Familiar,Familiar,Close,Alter cue,572,0.572,1,China
2598,15,female,Matching,Familiar,Familiar,Close,No cue,948,0.948,1,China
2599,15,female,Matching,Familiar,Familiar,Close,Alter cue,587,0.587,1,China
2600,15,female,Matching,Familiar,Familiar,Close,Alter cue,958,0.958,1,China
2601,15,female,Matching,Familiar,Familiar,Close,Alter cue,549,0.549,1,China
2602,15,female,Matching,Familiar,Familiar,Close,No cue,401,0.401,1,China
2603,15,female,Matching,Familiar,Familiar,Close,No cue,795,0.795,1,China
2604,15,female,Matching,Familiar,Familiar,Close,No cue,684,0.684,1,China
2605,15,female,Matching,Familiar,Familiar,Close,Alter cue,830,0.83,1,China
2606,15,female,Matching,Familiar,Familiar,Close,Alter cue,770,0.77,1,China
2607,15,female,Matching,Familiar,Familiar,Close,Alter cue,609,0.609,1,China
2608,15,female,Matching,Familiar,Familiar,Close,No cue,680,0.68,0,China
2609,15,female,Matching,Familiar,Familiar,Close,No cue,537,0.537,0,China
2610,15,female,Matching,Familiar,Familiar,Close,Alter cue,800,0.8,1,China
2611,15,female,Matching,Familiar,Familiar,Close,No cue,543,0.543,0,China
2612,15,female,Nonmatching,Self,Self,Self,No cue,840,0.84,1,China
2613,15,female,Nonmatching,Self,Self,Self,No cue,532,0.532,1,China
2614,15,female,Nonmatching,Self,Self,Self,Alter cue,362,0.362,1,China
2615,15,female,Nonmatching,Self,Self,Self,Alter cue,525,0.525,1,China
2616,15,female,Nonmatching,Self,Self,Self,No cue,843,0.843,1,China
2617,15,female,Nonmatching,Self,Self,Self,Alter cue,515,0.515,0,China
2618,15,female,Nonmatching,Self,Self,Self,No cue,545,0.545,0,China
2619,15,female,Nonmatching,Self,Self,Self,No cue,617,0.617,1,China
2620,15,female,Nonmatching,Self,Self,Self,Alter cue,262,0.262,0,China
2621,15,female,Nonmatching,Self,Self,Self,Alter cue,370,0.37,0,China
2622,15,female,Nonmatching,Self,Self,Self,Alter cue,671,0.671,1,China
2623,15,female,Nonmatching,Self,Self,Self,No cue,558,0.558,0,China
2624,15,female,Nonmatching,Self,Self,Self,No cue,574,0.574,1,China
2625,15,female,Nonmatching,Self,Self,Self,Alter cue,518,0.518,1,China
2626,15,female,Nonmatching,Self,Self,Self,Alter cue,620,0.62,0,China
2627,15,female,Nonmatching,Self,Self,Self,Alter cue,628,0.628,0,China
2628,15,female,Nonmatching,Self,Self,Self,Alter cue,885,0.885,1,China
2629,15,female,Nonmatching,Self,Self,Self,No cue,629,0.629,1,China
2630,15,female,Nonmatching,Self,Self,Self,Alter cue,655,0.655,1,China
2631,15,female,Nonmatching,Self,Self,Self,No cue,574,0.574,1,China
2632,15,female,Nonmatching,Self,Self,Self,No cue,876,0.876,1,China
2633,15,female,Nonmatching,Self,Self,Self,No cue,582,0.582,1,China
2634,15,female,Nonmatching,Self,Self,Self,No cue,776,0.776,1,China
2635,15,female,Nonmatching,Self,Self,Self,Alter cue,702,0.702,1,China
2636,15,female,Nonmatching,Self,Self,Self,No cue,580,0.58,1,China
2637,15,female,Nonmatching,Self,Self,Self,Alter cue,659,0.659,1,China
2638,15,female,Nonmatching,Self,Self,Self,Alter cue,525,0.525,1,China
2639,15,female,Nonmatching,Self,Self,Self,Alter cue,800,0.8,1,China
2640,15,female,Nonmatching,Self,Self,Self,No cue,628,0.628,1,China
2641,15,female,Nonmatching,Self,Self,Self,No cue,676,0.676,1,China
2642,15,female,Nonmatching,Self,Self,Self,Alter cue,589,0.589,1,China
2643,15,female,Nonmatching,Self,Self,Self,No cue,578,0.578,1,China
2644,15,female,Nonmatching,Self,Self,Self,Alter cue,932,0.932,1,China
2645,15,female,Nonmatching,Self,Self,Self,Alter cue,512,0.512,0,China
2646,15,female,Nonmatching,Self,Self,Self,No cue,665,0.665,1,China
2647,15,female,Nonmatching,Self,Self,Self,No cue,712,0.712,0,China
2648,15,female,Nonmatching,Self,Self,Self,No cue,819,0.819,1,China
2649,15,female,Nonmatching,Self,Self,Self,Alter cue,692,0.692,0,China
2650,15,female,Nonmatching,Self,Self,Self,No cue,541,0.541,1,China
2651,15,female,Nonmatching,Self,Self,Self,Alter cue,812,0.812,0,China
2652,15,female,Nonmatching,Self,Self,Self,Alter cue,580,0.58,1,China
2653,15,female,Nonmatching,Self,Self,Self,No cue,709,0.709,0,China
2654,15,female,Nonmatching,Self,Self,Self,No cue,645,0.645,1,China
2655,15,female,Nonmatching,Self,Self,Self,Alter cue,681,0.681,0,China
2656,15,female,Nonmatching,Self,Self,Self,No cue,843,0.843,1,China
2657,15,female,Nonmatching,Self,Self,Self,Alter cue,695,0.695,1,China
2658,15,female,Nonmatching,Self,Self,Self,Alter cue,832,0.832,1,China
2659,15,female,Nonmatching,Self,Self,Self,No cue,556,0.556,1,China
2660,15,female,Nonmatching,Familiar,Familiar,Close,No cue,538,0.538,0,China
2661,15,female,Nonmatching,Familiar,Familiar,Close,No cue,668,0.668,1,China
2662,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,823,0.823,1,China
2663,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,651,0.651,1,China
2664,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,405,0.405,0,China
2665,15,female,Nonmatching,Familiar,Familiar,Close,No cue,598,0.598,1,China
2666,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,381,0.381,1,China
2667,15,female,Nonmatching,Familiar,Familiar,Close,No cue,637,0.637,0,China
2668,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,548,0.548,1,China
2669,15,female,Nonmatching,Familiar,Familiar,Close,No cue,799,0.799,0,China
2670,15,female,Nonmatching,Familiar,Familiar,Close,No cue,482,0.482,1,China
2671,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,922,0.922,1,China
2672,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,662,0.662,1,China
2673,15,female,Nonmatching,Familiar,Familiar,Close,No cue,594,0.594,1,China
2674,15,female,Nonmatching,Familiar,Familiar,Close,No cue,697,0.697,0,China
2675,15,female,Nonmatching,Familiar,Familiar,Close,No cue,590,0.59,1,China
2676,15,female,Nonmatching,Familiar,Familiar,Close,No cue,502,0.502,1,China
2677,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,878,0.878,1,China
2678,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,739,0.739,1,China
2679,15,female,Nonmatching,Familiar,Familiar,Close,No cue,542,0.542,0,China
2680,15,female,Nonmatching,Familiar,Familiar,Close,No cue,506,0.506,1,China
2681,15,female,Nonmatching,Familiar,Familiar,Close,No cue,729,0.729,1,China
2682,15,female,Nonmatching,Familiar,Familiar,Close,No cue,696,0.696,0,China
2683,15,female,Nonmatching,Familiar,Familiar,Close,No cue,703,0.703,1,China
2684,15,female,Nonmatching,Familiar,Familiar,Close,No cue,714,0.714,1,China
2685,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,709,0.709,1,China
2686,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,422,0.422,1,China
2687,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,756,0.756,1,China
2688,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,810,0.81,0,China
2689,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,404,0.404,1,China
2690,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,601,0.601,0,China
2691,15,female,Nonmatching,Familiar,Familiar,Close,No cue,790,0.79,1,China
2692,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,723,0.723,0,China
2693,15,female,Nonmatching,Familiar,Familiar,Close,No cue,394,0.394,1,China
2694,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,550,0.55,0,China
2695,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,731,0.731,0,China
2696,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,626,0.626,1,China
2697,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,689,0.689,1,China
2698,15,female,Nonmatching,Familiar,Familiar,Close,No cue,951,0.951,1,China
2699,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,857,0.857,1,China
2700,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,618,0.618,1,China
2701,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,706,0.706,1,China
2702,15,female,Nonmatching,Familiar,Familiar,Close,No cue,547,0.547,0,China
2703,15,female,Nonmatching,Familiar,Familiar,Close,No cue,674,0.674,1,China
2704,15,female,Nonmatching,Familiar,Familiar,Close,Alter cue,805,0.805,1,China
2705,15,female,Nonmatching,Familiar,Familiar,Close,No cue,454,0.454,1,China
2706,15,female,Nonmatching,Familiar,Familiar,Close,No cue,628,0.628,1,China
2707,16,female,Matching,Self,Self,Self,No cue,280,0.28,1,China
2708,16,female,Matching,Self,Self,Self,Alter cue,345,0.345,1,China
2709,16,female,Matching,Self,Self,Self,No cue,565,0.565,1,China
2710,16,female,Matching,Self,Self,Self,No cue,530,0.53,1,China
2711,16,female,Matching,Self,Self,Self,No cue,516,0.516,1,China
2712,16,female,Matching,Self,Self,Self,No cue,404,0.404,1,China
2713,16,female,Matching,Self,Self,Self,Alter cue,298,0.298,1,China
2714,16,female,Matching,Self,Self,Self,Alter cue,299,0.299,1,China
2715,16,female,Matching,Self,Self,Self,No cue,232,0.232,1,China
2716,16,female,Matching,Self,Self,Self,Alter cue,519,0.519,1,China
2717,16,female,Matching,Self,Self,Self,No cue,284,0.284,1,China
2718,16,female,Matching,Self,Self,Self,Alter cue,306,0.306,1,China
2719,16,female,Matching,Self,Self,Self,Alter cue,501,0.501,1,China
2720,16,female,Matching,Self,Self,Self,No cue,283,0.283,1,China
2721,16,female,Matching,Self,Self,Self,No cue,511,0.511,1,China
2722,16,female,Matching,Self,Self,Self,Alter cue,288,0.288,1,China
2723,16,female,Matching,Self,Self,Self,Alter cue,513,0.513,1,China
2724,16,female,Matching,Self,Self,Self,Alter cue,436,0.436,1,China
2725,16,female,Matching,Self,Self,Self,No cue,455,0.455,1,China
2726,16,female,Matching,Self,Self,Self,Alter cue,355,0.355,1,China
2727,16,female,Matching,Self,Self,Self,Alter cue,355,0.355,1,China
2728,16,female,Matching,Self,Self,Self,No cue,461,0.461,1,China
2729,16,female,Matching,Self,Self,Self,No cue,464,0.464,1,China
2730,16,female,Matching,Self,Self,Self,Alter cue,342,0.342,1,China
2731,16,female,Matching,Self,Self,Self,Alter cue,561,0.561,1,China
2732,16,female,Matching,Self,Self,Self,No cue,416,0.416,1,China
2733,16,female,Matching,Self,Self,Self,No cue,404,0.404,1,China
2734,16,female,Matching,Self,Self,Self,No cue,471,0.471,1,China
2735,16,female,Matching,Self,Self,Self,Alter cue,436,0.436,0,China
2736,16,female,Matching,Self,Self,Self,No cue,462,0.462,1,China
2737,16,female,Matching,Self,Self,Self,Alter cue,304,0.304,1,China
2738,16,female,Matching,Self,Self,Self,No cue,542,0.542,1,China
2739,16,female,Matching,Self,Self,Self,No cue,361,0.361,1,China
2740,16,female,Matching,Self,Self,Self,Alter cue,404,0.404,1,China
2741,16,female,Matching,Self,Self,Self,Alter cue,356,0.356,1,China
2742,16,female,Matching,Self,Self,Self,No cue,322,0.322,1,China
2743,16,female,Matching,Self,Self,Self,Alter cue,367,0.367,1,China
2744,16,female,Matching,Self,Self,Self,Alter cue,359,0.359,1,China
2745,16,female,Matching,Self,Self,Self,Alter cue,227,0.227,1,China
2746,16,female,Matching,Self,Self,Self,Alter cue,449,0.449,0,China
2747,16,female,Matching,Self,Self,Self,Alter cue,365,0.365,1,China
2748,16,female,Matching,Self,Self,Self,No cue,293,0.293,1,China
2749,16,female,Matching,Self,Self,Self,No cue,203,0.203,1,China
2750,16,female,Matching,Self,Self,Self,Alter cue,286,0.286,1,China
2751,16,female,Matching,Self,Self,Self,No cue,257,0.257,1,China
2752,16,female,Matching,Self,Self,Self,No cue,408,0.408,1,China
2753,16,female,Matching,Self,Self,Self,No cue,472,0.472,0,China
2754,16,female,Matching,Self,Self,Self,No cue,213,0.213,1,China
2755,16,female,Matching,Familiar,Familiar,Close,No cue,446,0.446,0,China
2756,16,female,Matching,Familiar,Familiar,Close,Alter cue,837,0.837,0,China
2757,16,female,Matching,Familiar,Familiar,Close,No cue,564,0.564,0,China
2758,16,female,Matching,Familiar,Familiar,Close,No cue,920,0.92,1,China
2759,16,female,Matching,Familiar,Familiar,Close,Alter cue,872,0.872,1,China
2760,16,female,Matching,Familiar,Familiar,Close,No cue,843,0.843,1,China
2761,16,female,Matching,Familiar,Familiar,Close,Alter cue,796,0.796,1,China
2762,16,female,Matching,Familiar,Familiar,Close,Alter cue,977,0.977,1,China
2763,16,female,Matching,Familiar,Familiar,Close,Alter cue,858,0.858,1,China
2764,16,female,Matching,Familiar,Familiar,Close,Alter cue,496,0.496,0,China
2765,16,female,Matching,Familiar,Familiar,Close,Alter cue,655,0.655,1,China
2766,16,female,Matching,Familiar,Familiar,Close,No cue,517,0.517,1,China
2767,16,female,Matching,Familiar,Familiar,Close,No cue,471,0.471,0,China
2768,16,female,Matching,Familiar,Familiar,Close,Alter cue,691,0.691,0,China
2769,16,female,Matching,Familiar,Familiar,Close,No cue,709,0.709,1,China
2770,16,female,Matching,Familiar,Familiar,Close,No cue,751,0.751,1,China
2771,16,female,Matching,Familiar,Familiar,Close,Alter cue,841,0.841,1,China
2772,16,female,Matching,Familiar,Familiar,Close,Alter cue,577,0.577,0,China
2773,16,female,Matching,Familiar,Familiar,Close,Alter cue,741,0.741,1,China
2774,16,female,Matching,Familiar,Familiar,Close,Alter cue,710,0.71,1,China
2775,16,female,Matching,Familiar,Familiar,Close,No cue,794,0.794,1,China
2776,16,female,Matching,Familiar,Familiar,Close,No cue,934,0.934,1,China
2777,16,female,Matching,Familiar,Familiar,Close,Alter cue,665,0.665,1,China
2778,16,female,Matching,Familiar,Familiar,Close,No cue,643,0.643,1,China
2779,16,female,Matching,Familiar,Familiar,Close,Alter cue,372,0.372,0,China
2780,16,female,Matching,Familiar,Familiar,Close,Alter cue,539,0.539,0,China
2781,16,female,Matching,Familiar,Familiar,Close,Alter cue,466,0.466,0,China
2782,16,female,Matching,Familiar,Familiar,Close,No cue,721,0.721,1,China
2783,16,female,Matching,Familiar,Familiar,Close,Alter cue,838,0.838,1,China
2784,16,female,Matching,Familiar,Familiar,Close,No cue,541,0.541,1,China
2785,16,female,Matching,Familiar,Familiar,Close,No cue,474,0.474,0,China
2786,16,female,Matching,Familiar,Familiar,Close,No cue,675,0.675,1,China
2787,16,female,Matching,Familiar,Familiar,Close,No cue,441,0.441,0,China
2788,16,female,Matching,Familiar,Familiar,Close,No cue,440,0.44,0,China
2789,16,female,Matching,Familiar,Familiar,Close,Alter cue,630,0.63,1,China
2790,16,female,Matching,Familiar,Familiar,Close,No cue,552,0.552,1,China
2791,16,female,Matching,Familiar,Familiar,Close,Alter cue,346,0.346,0,China
2792,16,female,Matching,Familiar,Familiar,Close,No cue,433,0.433,0,China
2793,16,female,Matching,Familiar,Familiar,Close,Alter cue,676,0.676,1,China
2794,16,female,Matching,Familiar,Familiar,Close,Alter cue,345,0.345,0,China
2795,16,female,Matching,Familiar,Familiar,Close,No cue,416,0.416,0,China
2796,16,female,Matching,Familiar,Familiar,Close,Alter cue,348,0.348,0,China
2797,16,female,Matching,Familiar,Familiar,Close,Alter cue,346,0.346,0,China
2798,16,female,Matching,Familiar,Familiar,Close,No cue,333,0.333,0,China
2799,16,female,Matching,Familiar,Familiar,Close,Alter cue,339,0.339,0,China
2800,16,female,Matching,Familiar,Familiar,Close,Alter cue,273,0.273,0,China
2801,16,female,Matching,Familiar,Familiar,Close,No cue,633,0.633,1,China
2802,16,female,Nonmatching,Self,Self,Self,No cue,587,0.587,1,China
2803,16,female,Nonmatching,Self,Self,Self,No cue,610,0.61,1,China
2804,16,female,Nonmatching,Self,Self,Self,Alter cue,438,0.438,1,China
2805,16,female,Nonmatching,Self,Self,Self,Alter cue,536,0.536,1,China
2806,16,female,Nonmatching,Self,Self,Self,Alter cue,558,0.558,1,China
2807,16,female,Nonmatching,Self,Self,Self,No cue,690,0.69,1,China
2808,16,female,Nonmatching,Self,Self,Self,Alter cue,543,0.543,1,China
2809,16,female,Nonmatching,Self,Self,Self,Alter cue,481,0.481,1,China
2810,16,female,Nonmatching,Self,Self,Self,No cue,638,0.638,1,China
2811,16,female,Nonmatching,Self,Self,Self,Alter cue,206,0.206,0,China
2812,16,female,Nonmatching,Self,Self,Self,No cue,469,0.469,1,China
2813,16,female,Nonmatching,Self,Self,Self,No cue,557,0.557,1,China
2814,16,female,Nonmatching,Self,Self,Self,Alter cue,518,0.518,1,China
2815,16,female,Nonmatching,Self,Self,Self,Alter cue,892,0.892,1,China
2816,16,female,Nonmatching,Self,Self,Self,No cue,640,0.64,1,China
2817,16,female,Nonmatching,Self,Self,Self,Alter cue,663,0.663,1,China
2818,16,female,Nonmatching,Self,Self,Self,No cue,794,0.794,1,China
2819,16,female,Nonmatching,Self,Self,Self,Alter cue,859,0.859,1,China
2820,16,female,Nonmatching,Self,Self,Self,No cue,670,0.67,1,China
2821,16,female,Nonmatching,Self,Self,Self,No cue,469,0.469,1,China
2822,16,female,Nonmatching,Self,Self,Self,Alter cue,489,0.489,1,China
2823,16,female,Nonmatching,Self,Self,Self,Alter cue,397,0.397,1,China
2824,16,female,Nonmatching,Self,Self,Self,No cue,710,0.71,1,China
2825,16,female,Nonmatching,Self,Self,Self,Alter cue,548,0.548,1,China
2826,16,female,Nonmatching,Self,Self,Self,Alter cue,747,0.747,1,China
2827,16,female,Nonmatching,Self,Self,Self,No cue,842,0.842,1,China
2828,16,female,Nonmatching,Self,Self,Self,No cue,530,0.53,1,China
2829,16,female,Nonmatching,Self,Self,Self,No cue,565,0.565,1,China
2830,16,female,Nonmatching,Self,Self,Self,Alter cue,465,0.465,1,China
2831,16,female,Nonmatching,Self,Self,Self,Alter cue,436,0.436,1,China
2832,16,female,Nonmatching,Self,Self,Self,No cue,539,0.539,1,China
2833,16,female,Nonmatching,Self,Self,Self,No cue,360,0.36,1,China
2834,16,female,Nonmatching,Self,Self,Self,Alter cue,632,0.632,1,China
2835,16,female,Nonmatching,Self,Self,Self,Alter cue,370,0.37,0,China
2836,16,female,Nonmatching,Self,Self,Self,No cue,414,0.414,1,China
2837,16,female,Nonmatching,Self,Self,Self,No cue,498,0.498,0,China
2838,16,female,Nonmatching,Self,Self,Self,No cue,465,0.465,1,China
2839,16,female,Nonmatching,Self,Self,Self,Alter cue,578,0.578,1,China
2840,16,female,Nonmatching,Self,Self,Self,Alter cue,722,0.722,1,China
2841,16,female,Nonmatching,Self,Self,Self,Alter cue,611,0.611,1,China
2842,16,female,Nonmatching,Self,Self,Self,No cue,414,0.414,1,China
2843,16,female,Nonmatching,Self,Self,Self,No cue,545,0.545,1,China
2844,16,female,Nonmatching,Self,Self,Self,Alter cue,613,0.613,1,China
2845,16,female,Nonmatching,Self,Self,Self,No cue,593,0.593,1,China
2846,16,female,Nonmatching,Self,Self,Self,No cue,580,0.58,1,China
2847,16,female,Nonmatching,Self,Self,Self,Alter cue,654,0.654,1,China
2848,16,female,Nonmatching,Self,Self,Self,No cue,358,0.358,0,China
2849,16,female,Nonmatching,Self,Self,Self,Alter cue,398,0.398,1,China
2850,16,female,Nonmatching,Self,Self,Self,No cue,426,0.426,1,China
2851,16,female,Nonmatching,Self,Self,Self,Alter cue,365,0.365,1,China
2852,16,female,Nonmatching,Familiar,Familiar,Close,No cue,518,0.518,1,China
2853,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,548,0.548,1,China
2854,16,female,Nonmatching,Familiar,Familiar,Close,No cue,467,0.467,1,China
2855,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,474,0.474,1,China
2856,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,505,0.505,1,China
2857,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,975,0.975,1,China
2858,16,female,Nonmatching,Familiar,Familiar,Close,No cue,710,0.71,1,China
2859,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,574,0.574,1,China
2860,16,female,Nonmatching,Familiar,Familiar,Close,No cue,874,0.874,1,China
2861,16,female,Nonmatching,Familiar,Familiar,Close,No cue,749,0.749,1,China
2862,16,female,Nonmatching,Familiar,Familiar,Close,No cue,635,0.635,1,China
2863,16,female,Nonmatching,Familiar,Familiar,Close,No cue,304,0.304,0,China
2864,16,female,Nonmatching,Familiar,Familiar,Close,No cue,912,0.912,1,China
2865,16,female,Nonmatching,Familiar,Familiar,Close,No cue,500,0.5,1,China
2866,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,677,0.677,1,China
2867,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,544,0.544,1,China
2868,16,female,Nonmatching,Familiar,Familiar,Close,No cue,520,0.52,1,China
2869,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,544,0.544,1,China
2870,16,female,Nonmatching,Familiar,Familiar,Close,No cue,492,0.492,1,China
2871,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,477,0.477,1,China
2872,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,449,0.449,1,China
2873,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,495,0.495,1,China
2874,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,550,0.55,1,China
2875,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,691,0.691,1,China
2876,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,603,0.603,1,China
2877,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,523,0.523,1,China
2878,16,female,Nonmatching,Familiar,Familiar,Close,No cue,590,0.59,1,China
2879,16,female,Nonmatching,Familiar,Familiar,Close,No cue,746,0.746,1,China
2880,16,female,Nonmatching,Familiar,Familiar,Close,No cue,461,0.461,1,China
2881,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,234,0.234,0,China
2882,16,female,Nonmatching,Familiar,Familiar,Close,No cue,514,0.514,1,China
2883,16,female,Nonmatching,Familiar,Familiar,Close,No cue,587,0.587,1,China
2884,16,female,Nonmatching,Familiar,Familiar,Close,No cue,465,0.465,1,China
2885,16,female,Nonmatching,Familiar,Familiar,Close,No cue,455,0.455,1,China
2886,16,female,Nonmatching,Familiar,Familiar,Close,No cue,413,0.413,1,China
2887,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,266,0.266,0,China
2888,16,female,Nonmatching,Familiar,Familiar,Close,No cue,610,0.61,1,China
2889,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,233,0.233,0,China
2890,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,228,0.228,0,China
2891,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,554,0.554,1,China
2892,16,female,Nonmatching,Familiar,Familiar,Close,No cue,437,0.437,1,China
2893,16,female,Nonmatching,Familiar,Familiar,Close,No cue,400,0.4,0,China
2894,16,female,Nonmatching,Familiar,Familiar,Close,No cue,548,0.548,0,China
2895,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,388,0.388,1,China
2896,16,female,Nonmatching,Familiar,Familiar,Close,No cue,479,0.479,1,China
2897,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,503,0.503,1,China
2898,16,female,Nonmatching,Familiar,Familiar,Close,No cue,507,0.507,1,China
2899,16,female,Nonmatching,Familiar,Familiar,Close,Alter cue,367,0.367,1,China
2900,17,female,Matching,Self,Self,Self,No cue,636,0.636,1,China
2901,17,female,Matching,Self,Self,Self,Alter cue,888,0.888,1,China
2902,17,female,Matching,Self,Self,Self,Alter cue,756,0.756,1,China
2903,17,female,Matching,Self,Self,Self,Alter cue,886,0.886,0,China
2904,17,female,Matching,Self,Self,Self,Alter cue,560,0.56,1,China
2905,17,female,Matching,Self,Self,Self,No cue,625,0.625,1,China
2906,17,female,Matching,Self,Self,Self,Alter cue,810,0.81,0,China
2907,17,female,Matching,Self,Self,Self,Alter cue,562,0.562,1,China
2908,17,female,Matching,Self,Self,Self,No cue,830,0.83,1,China
2909,17,female,Matching,Self,Self,Self,Alter cue,525,0.525,1,China
2910,17,female,Matching,Self,Self,Self,No cue,596,0.596,1,China
2911,17,female,Matching,Self,Self,Self,No cue,660,0.66,1,China
2912,17,female,Matching,Self,Self,Self,Alter cue,872,0.872,1,China
2913,17,female,Matching,Self,Self,Self,Alter cue,480,0.48,1,China
2914,17,female,Matching,Self,Self,Self,Alter cue,268,0.268,1,China
2915,17,female,Matching,Self,Self,Self,No cue,529,0.529,1,China
2916,17,female,Matching,Self,Self,Self,No cue,730,0.73,1,China
2917,17,female,Matching,Self,Self,Self,Alter cue,431,0.431,1,China
2918,17,female,Matching,Self,Self,Self,No cue,380,0.38,1,China
2919,17,female,Matching,Self,Self,Self,No cue,348,0.348,1,China
2920,17,female,Matching,Self,Self,Self,No cue,591,0.591,1,China
2921,17,female,Matching,Self,Self,Self,Alter cue,437,0.437,1,China
2922,17,female,Matching,Self,Self,Self,Alter cue,345,0.345,1,China
2923,17,female,Matching,Self,Self,Self,No cue,390,0.39,1,China
2924,17,female,Matching,Self,Self,Self,Alter cue,501,0.501,1,China
2925,17,female,Matching,Self,Self,Self,Alter cue,571,0.571,1,China
2926,17,female,Matching,Self,Self,Self,Alter cue,362,0.362,1,China
2927,17,female,Matching,Self,Self,Self,No cue,543,0.543,1,China
2928,17,female,Matching,Self,Self,Self,No cue,704,0.704,1,China
2929,17,female,Matching,Self,Self,Self,Alter cue,610,0.61,1,China
2930,17,female,Matching,Self,Self,Self,No cue,867,0.867,1,China
2931,17,female,Matching,Self,Self,Self,No cue,348,0.348,1,China
2932,17,female,Matching,Self,Self,Self,Alter cue,301,0.301,1,China
2933,17,female,Matching,Self,Self,Self,No cue,427,0.427,1,China
2934,17,female,Matching,Self,Self,Self,Alter cue,570,0.57,1,China
2935,17,female,Matching,Self,Self,Self,No cue,427,0.427,1,China
2936,17,female,Matching,Self,Self,Self,No cue,265,0.265,1,China
2937,17,female,Matching,Self,Self,Self,No cue,491,0.491,1,China
2938,17,female,Matching,Self,Self,Self,Alter cue,499,0.499,1,China
2939,17,female,Matching,Self,Self,Self,No cue,754,0.754,0,China
2940,17,female,Matching,Self,Self,Self,Alter cue,712,0.712,1,China
2941,17,female,Matching,Self,Self,Self,Alter cue,638,0.638,1,China
2942,17,female,Matching,Self,Self,Self,No cue,574,0.574,1,China
2943,17,female,Matching,Self,Self,Self,No cue,496,0.496,1,China
2944,17,female,Matching,Self,Self,Self,No cue,448,0.448,1,China
2945,17,female,Matching,Self,Self,Self,Alter cue,674,0.674,1,China
