,Subject,Gender,Matching,Origin_Identity,English_Identity,Identity,Cue,RT_ms,RT_sec,ACC,Country
1,1,female,Matching,Self,Self,Self,Alter cue,493,0.493,1,China
2,1,female,Matching,Self,Self,Self,No cue,316,0.316,1,China
3,1,female,Matching,Self,Self,Self,No cue,375,0.375,1,China
4,1,female,Matching,Self,Self,Self,Alter cue,461,0.461,1,China
5,1,female,Matching,Self,Self,Self,Alter cue,347,0.347,1,China
6,1,female,Matching,Self,Self,Self,No cue,516,0.516,0,China
7,1,female,Matching,Self,Self,Self,Alter cue,341,0.341,1,China
8,1,female,Matching,Self,Self,Self,Alter cue,344,0.344,1,China
9,1,female,Matching,Self,Self,Self,No cue,647,0.647,0,China
10,1,female,Matching,Self,Self,Self,No cue,752,0.752,1,China
11,1,female,Matching,Self,Self,Self,Alter cue,525,0.525,1,China
12,1,female,Matching,Self,Self,Self,No cue,804,0.804,1,China
13,1,female,Matching,Self,Self,Self,No cue,645,0.645,1,China
14,1,female,Matching,Self,Self,Self,No cue,344,0.344,1,China
15,1,female,Matching,Self,Self,Self,No cue,447,0.447,1,China
16,1,female,Matching,Self,Self,Self,No cue,402,0.402,0,China
17,1,female,Matching,Self,Self,Self,Alter cue,407,0.407,0,China
18,1,female,Matching,Self,Self,Self,Alter cue,382,0.382,1,China
19,1,female,Matching,Self,Self,Self,Alter cue,579,0.579,1,China
20,1,female,Matching,Self,Self,Self,Alter cue,276,0.276,1,China
21,1,female,Matching,Self,Self,Self,No cue,323,0.323,1,China
22,1,female,Matching,Self,Self,Self,No cue,372,0.372,1,China
23,1,female,Matching,Self,Self,Self,No cue,416,0.416,1,China
24,1,female,Matching,Self,Self,Self,Alter cue,423,0.423,1,China
25,1,female,Matching,Self,Self,Self,No cue,536,0.536,1,China
26,1,female,Matching,Self,Self,Self,No cue,455,0.455,1,China
27,1,female,Matching,Self,Self,Self,No cue,518,0.518,0,China
28,1,female,Matching,Self,Self,Self,No cue,357,0.357,1,China
29,1,female,Matching,Self,Self,Self,Alter cue,512,0.512,1,China
30,1,female,Matching,Self,Self,Self,No cue,557,0.557,1,China
31,1,female,Matching,Self,Self,Self,Alter cue,808,0.808,1,China
32,1,female,Matching,Self,Self,Self,Alter cue,610,0.61,1,China
33,1,female,Matching,Self,Self,Self,Alter cue,562,0.562,1,China
34,1,female,Matching,Self,Self,Self,No cue,466,0.466,1,China
35,1,female,Matching,Self,Self,Self,Alter cue,550,0.55,1,China
36,1,female,Matching,Self,Self,Self,Alter cue,362,0.362,1,China
37,1,female,Matching,Self,Self,Self,Alter cue,537,0.537,1,China
38,1,female,Matching,Self,Self,Self,Alter cue,291,0.291,1,China
39,1,female,Matching,Self,Self,Self,No cue,367,0.367,1,China
40,1,female,Matching,Self,Self,Self,Alter cue,369,0.369,1,China
41,1,female,Matching,Self,Self,Self,Alter cue,453,0.453,1,China
42,1,female,Matching,Self,Self,Self,No cue,399,0.399,1,China
43,1,female,Matching,Self,Self,Self,Alter cue,348,0.348,1,China
44,1,female,Matching,Self,Self,Self,Alter cue,491,0.491,1,China
45,1,female,Matching,Self,Self,Self,Alter cue,381,0.381,0,China
46,1,female,Matching,Self,Self,Self,No cue,453,0.453,1,China
47,1,female,Matching,Self,Self,Self,No cue,493,0.493,1,China
48,1,female,Matching,Self,Self,Self,No cue,382,0.382,1,China
49,1,female,Matching,Self,Self,Self,Alter cue,297,0.297,0,China
50,1,female,Matching,Self,Self,Self,No cue,572,0.572,1,China
51,1,female,Matching,Familiar,Familiar,Close,Alter cue,399,0.399,0,China
52,1,female,Matching,Familiar,Familiar,Close,No cue,471,0.471,0,China
53,1,female,Matching,Familiar,Familiar,Close,No cue,725,0.725,1,China
54,1,female,Matching,Familiar,Familiar,Close,No cue,554,0.554,1,China
55,1,female,Matching,Familiar,Familiar,Close,Alter cue,662,0.662,1,China
56,1,female,Matching,Familiar,Familiar,Close,Alter cue,757,0.757,1,China
57,1,female,Matching,Familiar,Familiar,Close,Alter cue,723,0.723,0,China
58,1,female,Matching,Familiar,Familiar,Close,No cue,386,0.386,0,China
59,1,female,Matching,Familiar,Familiar,Close,No cue,739,0.739,1,China
60,1,female,Matching,Familiar,Familiar,Close,No cue,572,0.572,1,China
61,1,female,Matching,Familiar,Familiar,Close,No cue,630,0.63,0,China
62,1,female,Matching,Familiar,Familiar,Close,Alter cue,374,0.374,0,China
63,1,female,Matching,Familiar,Familiar,Close,No cue,420,0.42,1,China
64,1,female,Matching,Familiar,Familiar,Close,No cue,883,0.883,0,China
65,1,female,Matching,Familiar,Familiar,Close,No cue,450,0.45,0,China
66,1,female,Matching,Familiar,Familiar,Close,Alter cue,618,0.618,0,China
67,1,female,Matching,Familiar,Familiar,Close,No cue,902,0.902,0,China
68,1,female,Matching,Familiar,Familiar,Close,Alter cue,714,0.714,1,China
69,1,female,Matching,Familiar,Familiar,Close,Alter cue,803,0.803,0,China
70,1,female,Matching,Familiar,Familiar,Close,Alter cue,624,0.624,1,China
71,1,female,Matching,Familiar,Familiar,Close,Alter cue,334,0.334,1,China
72,1,female,Matching,Familiar,Familiar,Close,Alter cue,435,0.435,0,China
73,1,female,Matching,Familiar,Familiar,Close,No cue,476,0.476,1,China
74,1,female,Matching,Familiar,Familiar,Close,Alter cue,712,0.712,1,China
75,1,female,Matching,Familiar,Familiar,Close,No cue,563,0.563,1,China
76,1,female,Matching,Familiar,Familiar,Close,No cue,597,0.597,1,China
77,1,female,Matching,Familiar,Familiar,Close,No cue,480,0.48,1,China
78,1,female,Matching,Familiar,Familiar,Close,Alter cue,377,0.377,0,China
79,1,female,Matching,Familiar,Familiar,Close,Alter cue,491,0.491,1,China
80,1,female,Matching,Familiar,Familiar,Close,Alter cue,332,0.332,0,China
81,1,female,Matching,Familiar,Familiar,Close,Alter cue,541,0.541,1,China
82,1,female,Matching,Familiar,Familiar,Close,Alter cue,568,0.568,1,China
83,1,female,Matching,Familiar,Familiar,Close,No cue,693,0.693,1,China
84,1,female,Matching,Familiar,Familiar,Close,Alter cue,538,0.538,1,China
85,1,female,Matching,Familiar,Familiar,Close,Alter cue,656,0.656,1,China
86,1,female,Matching,Familiar,Familiar,Close,No cue,368,0.368,1,China
87,1,female,Matching,Familiar,Familiar,Close,Alter cue,495,0.495,1,China
88,1,female,Matching,Familiar,Familiar,Close,No cue,628,0.628,1,China
89,1,female,Matching,Familiar,Familiar,Close,No cue,661,0.661,1,China
90,1,female,Matching,Familiar,Familiar,Close,Alter cue,288,0.288,1,China
91,1,female,Matching,Familiar,Familiar,Close,Alter cue,549,0.549,1,China
92,1,female,Matching,Familiar,Familiar,Close,No cue,472,0.472,0,China
93,1,female,Matching,Familiar,Familiar,Close,Alter cue,508,0.508,1,China
94,1,female,Matching,Familiar,Familiar,Close,No cue,559,0.559,1,China
95,1,female,Matching,Familiar,Familiar,Close,No cue,379,0.379,1,China
96,1,female,Matching,Familiar,Familiar,Close,No cue,250,0.25,1,China
97,1,female,Matching,Familiar,Familiar,Close,Alter cue,507,0.507,1,China
98,1,female,Matching,Familiar,Familiar,Close,No cue,433,0.433,1,China
99,1,female,Nonmatching,Self,Self,Self,Alter cue,343,0.343,0,China
100,1,female,Nonmatching,Self,Self,Self,Alter cue,276,0.276,0,China
101,1,female,Nonmatching,Self,Self,Self,No cue,531,0.531,1,China
102,1,female,Nonmatching,Self,Self,Self,Alter cue,444,0.444,1,China
103,1,female,Nonmatching,Self,Self,Self,No cue,624,0.624,1,China
104,1,female,Nonmatching,Self,Self,Self,Alter cue,455,0.455,1,China
105,1,female,Nonmatching,Self,Self,Self,No cue,489,0.489,1,China
106,1,female,Nonmatching,Self,Self,Self,Alter cue,416,0.416,1,China
107,1,female,Nonmatching,Self,Self,Self,Alter cue,648,0.648,0,China
108,1,female,Nonmatching,Self,Self,Self,No cue,589,0.589,1,China
109,1,female,Nonmatching,Self,Self,Self,No cue,425,0.425,1,China
110,1,female,Nonmatching,Self,Self,Self,No cue,461,0.461,1,China
111,1,female,Nonmatching,Self,Self,Self,Alter cue,411,0.411,1,China
112,1,female,Nonmatching,Self,Self,Self,No cue,839,0.839,1,China
113,1,female,Nonmatching,Self,Self,Self,Alter cue,364,0.364,1,China
114,1,female,Nonmatching,Self,Self,Self,Alter cue,843,0.843,1,China
115,1,female,Nonmatching,Self,Self,Self,Alter cue,447,0.447,1,China
116,1,female,Nonmatching,Self,Self,Self,No cue,427,0.427,1,China
117,1,female,Nonmatching,Self,Self,Self,No cue,534,0.534,1,China
118,1,female,Nonmatching,Self,Self,Self,Alter cue,471,0.471,0,China
119,1,female,Nonmatching,Self,Self,Self,Alter cue,847,0.847,1,China
120,1,female,Nonmatching,Self,Self,Self,No cue,675,0.675,0,China
121,1,female,Nonmatching,Self,Self,Self,No cue,518,0.518,1,China
122,1,female,Nonmatching,Self,Self,Self,Alter cue,434,0.434,0,China
123,1,female,Nonmatching,Self,Self,Self,Alter cue,539,0.539,1,China
124,1,female,Nonmatching,Self,Self,Self,No cue,655,0.655,1,China
125,1,female,Nonmatching,Self,Self,Self,No cue,788,0.788,1,China
126,1,female,Nonmatching,Self,Self,Self,Alter cue,498,0.498,1,China
127,1,female,Nonmatching,Self,Self,Self,Alter cue,478,0.478,1,China
128,1,female,Nonmatching,Self,Self,Self,No cue,710,0.71,1,China
129,1,female,Nonmatching,Self,Self,Self,Alter cue,524,0.524,1,China
130,1,female,Nonmatching,Self,Self,Self,No cue,458,0.458,1,China
131,1,female,Nonmatching,Self,Self,Self,Alter cue,508,0.508,1,China
132,1,female,Nonmatching,Self,Self,Self,Alter cue,679,0.679,1,China
133,1,female,Nonmatching,Self,Self,Self,Alter cue,569,0.569,1,China
134,1,female,Nonmatching,Self,Self,Self,No cue,603,0.603,1,China
135,1,female,Nonmatching,Self,Self,Self,No cue,509,0.509,1,China
136,1,female,Nonmatching,Self,Self,Self,Alter cue,461,0.461,1,China
137,1,female,Nonmatching,Self,Self,Self,No cue,435,0.435,1,China
138,1,female,Nonmatching,Self,Self,Self,Alter cue,389,0.389,1,China
139,1,female,Nonmatching,Self,Self,Self,No cue,525,0.525,1,China
140,1,female,Nonmatching,Self,Self,Self,No cue,419,0.419,1,China
141,1,female,Nonmatching,Self,Self,Self,Alter cue,355,0.355,1,China
142,1,female,Nonmatching,Self,Self,Self,No cue,415,0.415,1,China
143,1,female,Nonmatching,Self,Self,Self,No cue,456,0.456,1,China
144,1,female,Nonmatching,Self,Self,Self,No cue,405,0.405,1,China
145,1,female,Nonmatching,Self,Self,Self,Alter cue,361,0.361,0,China
146,1,female,Nonmatching,Self,Self,Self,Alter cue,673,0.673,1,China
147,1,female,Nonmatching,Self,Self,Self,No cue,541,0.541,1,China
148,1,female,Nonmatching,Self,Self,Self,No cue,891,0.891,1,China
149,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,427,0.427,1,China
150,1,female,Nonmatching,Familiar,Familiar,Close,No cue,596,0.596,1,China
151,1,female,Nonmatching,Familiar,Familiar,Close,No cue,589,0.589,1,China
152,1,female,Nonmatching,Familiar,Familiar,Close,No cue,413,0.413,1,China
153,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,491,0.491,1,China
154,1,female,Nonmatching,Familiar,Familiar,Close,No cue,368,0.368,1,China
155,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,307,0.307,1,China
156,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,391,0.391,1,China
157,1,female,Nonmatching,Familiar,Familiar,Close,No cue,615,0.615,0,China
158,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,826,0.826,1,China
159,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,481,0.481,1,China
160,1,female,Nonmatching,Familiar,Familiar,Close,No cue,601,0.601,0,China
161,1,female,Nonmatching,Familiar,Familiar,Close,No cue,511,0.511,1,China
162,1,female,Nonmatching,Familiar,Familiar,Close,No cue,487,0.487,1,China
163,1,female,Nonmatching,Familiar,Familiar,Close,No cue,844,0.844,1,China
164,1,female,Nonmatching,Familiar,Familiar,Close,No cue,559,0.559,1,China
165,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,442,0.442,1,China
166,1,female,Nonmatching,Familiar,Familiar,Close,No cue,493,0.493,1,China
167,1,female,Nonmatching,Familiar,Familiar,Close,No cue,424,0.424,1,China
168,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,351,0.351,1,China
169,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,366,0.366,1,China
170,1,female,Nonmatching,Familiar,Familiar,Close,No cue,543,0.543,1,China
171,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,532,0.532,1,China
172,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,397,0.397,1,China
173,1,female,Nonmatching,Familiar,Familiar,Close,No cue,422,0.422,1,China
174,1,female,Nonmatching,Familiar,Familiar,Close,No cue,412,0.412,0,China
175,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,463,0.463,1,China
176,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,410,0.41,1,China
177,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,645,0.645,0,China
178,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,702,0.702,1,China
179,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,747,0.747,1,China
180,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,565,0.565,1,China
181,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,472,0.472,1,China
182,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,533,0.533,1,China
183,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,420,0.42,0,China
184,1,female,Nonmatching,Familiar,Familiar,Close,No cue,509,0.509,1,China
185,1,female,Nonmatching,Familiar,Familiar,Close,No cue,585,0.585,1,China
186,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,584,0.584,1,China
187,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,473,0.473,1,China
188,1,female,Nonmatching,Familiar,Familiar,Close,No cue,510,0.51,1,China
189,1,female,Nonmatching,Familiar,Familiar,Close,No cue,627,0.627,1,China
190,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,461,0.461,1,China
191,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,625,0.625,1,China
192,1,female,Nonmatching,Familiar,Familiar,Close,No cue,456,0.456,0,China
193,1,female,Nonmatching,Familiar,Familiar,Close,No cue,602,0.602,1,China
194,1,female,Nonmatching,Familiar,Familiar,Close,No cue,531,0.531,1,China
195,1,female,Nonmatching,Familiar,Familiar,Close,No cue,342,0.342,1,China
196,1,female,Nonmatching,Familiar,Familiar,Close,Alter cue,401,0.401,0,China
197,1,female,Nonmatching,Familiar,Familiar,Close,No cue,457,0.457,0,China
198,2,female,Matching,Self,Self,Self,No cue,658,0.658,1,China
199,2,female,Matching,Self,Self,Self,Alter cue,584,0.584,1,China
200,2,female,Matching,Self,Self,Self,No cue,548,0.548,1,China
201,2,female,Matching,Self,Self,Self,No cue,620,0.62,1,China
202,2,female,Matching,Self,Self,Self,Alter cue,597,0.597,1,China
203,2,female,Matching,Self,Self,Self,Alter cue,775,0.775,1,China
204,2,female,Matching,Self,Self,Self,Alter cue,543,0.543,1,China
205,2,female,Matching,Self,Self,Self,No cue,689,0.689,1,China
206,2,female,Matching,Self,Self,Self,No cue,611,0.611,1,China
207,2,female,Matching,Self,Self,Self,Alter cue,887,0.887,1,China
208,2,female,Matching,Self,Self,Self,No cue,605,0.605,1,China
209,2,female,Matching,Self,Self,Self,No cue,604,0.604,1,China
210,2,female,Matching,Self,Self,Self,No cue,594,0.594,1,China
211,2,female,Matching,Self,Self,Self,No cue,560,0.56,1,China
212,2,female,Matching,Self,Self,Self,No cue,513,0.513,1,China
213,2,female,Matching,Self,Self,Self,Alter cue,492,0.492,1,China
214,2,female,Matching,Self,Self,Self,No cue,552,0.552,1,China
215,2,female,Matching,Self,Self,Self,No cue,525,0.525,1,China
216,2,female,Matching,Self,Self,Self,No cue,751,0.751,1,China
217,2,female,Matching,Self,Self,Self,Alter cue,556,0.556,1,China
218,2,female,Matching,Self,Self,Self,No cue,799,0.799,1,China
219,2,female,Matching,Self,Self,Self,Alter cue,518,0.518,1,China
220,2,female,Matching,Self,Self,Self,No cue,559,0.559,1,China
221,2,female,Matching,Self,Self,Self,Alter cue,583,0.583,1,China
222,2,female,Matching,Self,Self,Self,No cue,556,0.556,1,China
223,2,female,Matching,Self,Self,Self,Alter cue,506,0.506,1,China
224,2,female,Matching,Self,Self,Self,Alter cue,446,0.446,1,China
225,2,female,Matching,Self,Self,Self,Alter cue,490,0.49,0,China
226,2,female,Matching,Self,Self,Self,Alter cue,532,0.532,1,China
227,2,female,Matching,Self,Self,Self,Alter cue,499,0.499,0,China
228,2,female,Matching,Self,Self,Self,Alter cue,463,0.463,1,China
229,2,female,Matching,Self,Self,Self,Alter cue,529,0.529,1,China
230,2,female,Matching,Self,Self,Self,Alter cue,691,0.691,0,China
231,2,female,Matching,Self,Self,Self,No cue,470,0.47,1,China
232,2,female,Matching,Self,Self,Self,Alter cue,614,0.614,1,China
233,2,female,Matching,Self,Self,Self,No cue,551,0.551,1,China
234,2,female,Matching,Self,Self,Self,No cue,628,0.628,1,China
235,2,female,Matching,Self,Self,Self,No cue,595,0.595,1,China
236,2,female,Matching,Self,Self,Self,No cue,674,0.674,1,China
237,2,female,Matching,Self,Self,Self,Alter cue,539,0.539,1,China
238,2,female,Matching,Self,Self,Self,No cue,542,0.542,1,China
239,2,female,Matching,Self,Self,Self,No cue,471,0.471,1,China
240,2,female,Matching,Self,Self,Self,No cue,510,0.51,1,China
241,2,female,Matching,Self,Self,Self,Alter cue,421,0.421,1,China
242,2,female,Matching,Self,Self,Self,Alter cue,532,0.532,1,China
243,2,female,Matching,Self,Self,Self,Alter cue,535,0.535,1,China
244,2,female,Matching,Self,Self,Self,Alter cue,345,0.345,1,China
245,2,female,Matching,Self,Self,Self,No cue,449,0.449,1,China
246,2,female,Matching,Self,Self,Self,Alter cue,358,0.358,1,China
247,2,female,Matching,Self,Self,Self,Alter cue,607,0.607,1,China
248,2,female,Matching,Familiar,Familiar,Close,Alter cue,570,0.57,0,China
249,2,female,Matching,Familiar,Familiar,Close,No cue,741,0.741,0,China
250,2,female,Matching,Familiar,Familiar,Close,Alter cue,673,0.673,1,China
251,2,female,Matching,Familiar,Familiar,Close,Alter cue,761,0.761,1,China
252,2,female,Matching,Familiar,Familiar,Close,No cue,726,0.726,1,China
253,2,female,Matching,Familiar,Familiar,Close,No cue,612,0.612,0,China
254,2,female,Matching,Familiar,Familiar,Close,Alter cue,784,0.784,0,China
255,2,female,Matching,Familiar,Familiar,Close,Alter cue,626,0.626,1,China
256,2,female,Matching,Familiar,Familiar,Close,Alter cue,706,0.706,1,China
257,2,female,Matching,Familiar,Familiar,Close,Alter cue,689,0.689,1,China
258,2,female,Matching,Familiar,Familiar,Close,No cue,702,0.702,1,China
259,2,female,Matching,Familiar,Familiar,Close,Alter cue,679,0.679,1,China
260,2,female,Matching,Familiar,Familiar,Close,No cue,521,0.521,1,China
261,2,female,Matching,Familiar,Familiar,Close,No cue,674,0.674,1,China
262,2,female,Matching,Familiar,Familiar,Close,No cue,608,0.608,1,China
263,2,female,Matching,Familiar,Familiar,Close,No cue,824,0.824,1,China
264,2,female,Matching,Familiar,Familiar,Close,Alter cue,698,0.698,1,China
265,2,female,Matching,Familiar,Familiar,Close,No cue,571,0.571,1,China
266,2,female,Matching,Familiar,Familiar,Close,No cue,871,0.871,1,China
267,2,female,Matching,Familiar,Familiar,Close,Alter cue,656,0.656,1,China
268,2,female,Matching,Familiar,Familiar,Close,No cue,622,0.622,1,China
269,2,female,Matching,Familiar,Familiar,Close,Alter cue,697,0.697,1,China
270,2,female,Matching,Familiar,Familiar,Close,Alter cue,516,0.516,1,China
271,2,female,Matching,Familiar,Familiar,Close,Alter cue,572,0.572,1,China
272,2,female,Matching,Familiar,Familiar,Close,No cue,654,0.654,1,China
273,2,female,Matching,Familiar,Familiar,Close,Alter cue,548,0.548,1,China
274,2,female,Matching,Familiar,Familiar,Close,Alter cue,687,0.687,1,China
275,2,female,Matching,Familiar,Familiar,Close,Alter cue,705,0.705,1,China
276,2,female,Matching,Familiar,Familiar,Close,No cue,677,0.677,1,China
277,2,female,Matching,Familiar,Familiar,Close,No cue,635,0.635,1,China
278,2,female,Matching,Familiar,Familiar,Close,Alter cue,726,0.726,1,China
279,2,female,Matching,Familiar,Familiar,Close,No cue,506,0.506,1,China
280,2,female,Matching,Familiar,Familiar,Close,No cue,573,0.573,1,China
281,2,female,Matching,Familiar,Familiar,Close,No cue,481,0.481,1,China
282,2,female,Matching,Familiar,Familiar,Close,Alter cue,698,0.698,0,China
283,2,female,Matching,Familiar,Familiar,Close,No cue,609,0.609,1,China
284,2,female,Matching,Familiar,Familiar,Close,Alter cue,528,0.528,0,China
285,2,female,Matching,Familiar,Familiar,Close,No cue,965,0.965,1,China
286,2,female,Matching,Familiar,Familiar,Close,Alter cue,710,0.71,1,China
287,2,female,Matching,Familiar,Familiar,Close,No cue,735,0.735,1,China
288,2,female,Matching,Familiar,Familiar,Close,No cue,666,0.666,1,China
289,2,female,Matching,Familiar,Familiar,Close,No cue,725,0.725,1,China
290,2,female,Matching,Familiar,Familiar,Close,Alter cue,694,0.694,1,China
291,2,female,Matching,Familiar,Familiar,Close,Alter cue,696,0.696,0,China
292,2,female,Matching,Familiar,Familiar,Close,No cue,633,0.633,1,China
293,2,female,Matching,Familiar,Familiar,Close,No cue,577,0.577,1,China
294,2,female,Matching,Familiar,Familiar,Close,Alter cue,658,0.658,1,China
295,2,female,Matching,Familiar,Familiar,Close,Alter cue,505,0.505,1,China
296,2,female,Matching,Familiar,Familiar,Close,No cue,489,0.489,1,China
297,2,female,Matching,Familiar,Familiar,Close,Alter cue,498,0.498,1,China
298,2,female,Nonmatching,Self,Self,Self,Alter cue,890,0.89,1,China
299,2,female,Nonmatching,Self,Self,Self,No cue,768,0.768,1,China
300,2,female,Nonmatching,Self,Self,Self,No cue,631,0.631,1,China
301,2,female,Nonmatching,Self,Self,Self,Alter cue,805,0.805,0,China
302,2,female,Nonmatching,Self,Self,Self,Alter cue,784,0.784,1,China
303,2,female,Nonmatching,Self,Self,Self,Alter cue,713,0.713,1,China
304,2,female,Nonmatching,Self,Self,Self,Alter cue,626,0.626,1,China
305,2,female,Nonmatching,Self,Self,Self,Alter cue,557,0.557,1,China
306,2,female,Nonmatching,Self,Self,Self,Alter cue,591,0.591,1,China
307,2,female,Nonmatching,Self,Self,Self,Alter cue,627,0.627,1,China
308,2,female,Nonmatching,Self,Self,Self,No cue,604,0.604,1,China
309,2,female,Nonmatching,Self,Self,Self,Alter cue,636,0.636,1,China
310,2,female,Nonmatching,Self,Self,Self,Alter cue,666,0.666,1,China
311,2,female,Nonmatching,Self,Self,Self,No cue,591,0.591,1,China
312,2,female,Nonmatching,Self,Self,Self,Alter cue,823,0.823,1,China
313,2,female,Nonmatching,Self,Self,Self,Alter cue,633,0.633,0,China
314,2,female,Nonmatching,Self,Self,Self,No cue,720,0.72,1,China
315,2,female,Nonmatching,Self,Self,Self,No cue,538,0.538,1,China
316,2,female,Nonmatching,Self,Self,Self,No cue,588,0.588,1,China
317,2,female,Nonmatching,Self,Self,Self,Alter cue,652,0.652,1,China
318,2,female,Nonmatching,Self,Self,Self,No cue,648,0.648,1,China
319,2,female,Nonmatching,Self,Self,Self,No cue,528,0.528,1,China
320,2,female,Nonmatching,Self,Self,Self,Alter cue,899,0.899,1,China
321,2,female,Nonmatching,Self,Self,Self,No cue,617,0.617,1,China
322,2,female,Nonmatching,Self,Self,Self,Alter cue,760,0.76,1,China
323,2,female,Nonmatching,Self,Self,Self,Alter cue,577,0.577,1,China
324,2,female,Nonmatching,Self,Self,Self,No cue,594,0.594,1,China
325,2,female,Nonmatching,Self,Self,Self,Alter cue,706,0.706,1,China
326,2,female,Nonmatching,Self,Self,Self,No cue,694,0.694,1,China
327,2,female,Nonmatching,Self,Self,Self,Alter cue,468,0.468,0,China
328,2,female,Nonmatching,Self,Self,Self,No cue,738,0.738,1,China
329,2,female,Nonmatching,Self,Self,Self,No cue,632,0.632,1,China
330,2,female,Nonmatching,Self,Self,Self,No cue,534,0.534,1,China
331,2,female,Nonmatching,Self,Self,Self,No cue,582,0.582,1,China
332,2,female,Nonmatching,Self,Self,Self,Alter cue,814,0.814,1,China
333,2,female,Nonmatching,Self,Self,Self,No cue,689,0.689,0,China
334,2,female,Nonmatching,Self,Self,Self,Alter cue,684,0.684,1,China
335,2,female,Nonmatching,Self,Self,Self,Alter cue,740,0.74,1,China
336,2,female,Nonmatching,Self,Self,Self,Alter cue,720,0.72,1,China
337,2,female,Nonmatching,Self,Self,Self,No cue,658,0.658,1,China
338,2,female,Nonmatching,Self,Self,Self,No cue,627,0.627,1,China
339,2,female,Nonmatching,Self,Self,Self,No cue,677,0.677,1,China
340,2,female,Nonmatching,Self,Self,Self,No cue,674,0.674,1,China
341,2,female,Nonmatching,Self,Self,Self,Alter cue,664,0.664,0,China
342,2,female,Nonmatching,Self,Self,Self,Alter cue,530,0.53,1,China
343,2,female,Nonmatching,Self,Self,Self,No cue,675,0.675,1,China
344,2,female,Nonmatching,Self,Self,Self,No cue,593,0.593,1,China
345,2,female,Nonmatching,Self,Self,Self,No cue,653,0.653,1,China
346,2,female,Nonmatching,Familiar,Familiar,Close,No cue,656,0.656,1,China
347,2,female,Nonmatching,Familiar,Familiar,Close,No cue,670,0.67,1,China
348,2,female,Nonmatching,Familiar,Familiar,Close,No cue,637,0.637,1,China
349,2,female,Nonmatching,Familiar,Familiar,Close,No cue,626,0.626,1,China
350,2,female,Nonmatching,Familiar,Familiar,Close,No cue,644,0.644,1,China
351,2,female,Nonmatching,Familiar,Familiar,Close,Alter cue,738,0.738,1,China
352,2,female,Nonmatching,Familiar,Familiar,Close,No cue,725,0.725,1,China
353,2,female,Nonmatching,Familiar,Familiar,Close,No cue,843,0.843,1,China
354,2,female,Nonmatching,Familiar,Familiar,Close,Alter cue,782,0.782,0,China
355,2,female,Nonmatching,Familiar,Familiar,Close,Alter cue,985,0.985,1,China
356,2,female,Nonmatching,Familiar,Familiar,Close,Alter cue,658,0.658,1,China
357,2,female,Nonmatching,Familiar,Familiar,Close,No cue,599,0.599,1,China
358,2,female,Nonmatching,Familiar,Familiar,Close,No cue,547,0.547,1,China
359,2,female,Nonmatching,Familiar,Familiar,Close,No cue,650,0.65,1,China
360,2,female,Nonmatching,Familiar,Familiar,Close,Alter cue,687,0.687,1,China
361,2,female,Nonmatching,Familiar,Familiar,Close,No cue,715,0.715,1,China
362,2,female,Nonmatching,Familiar,Familiar,Close,Alter cue,601,0.601,1,China
363,2,female,Nonmatching,Familiar,Familiar,Close,No cue,651,0.651,1,China
364,2,female,Nonmatching,Familiar,Familiar,Close,No cue,711,0.711,1,China
365,2,female,Nonmatching,Familiar,Familiar,Close,No cue,697,0.697,1,China
366,2,female,Nonmatching,Familiar,Familiar,Close,No cue,608,0.608,1,China
367,2,female,Nonmatching,Familiar,Familiar,Close,Alter cue,604,0.604,1,China
368,2,female,Nonmatching,Familiar,Familiar,Close,Alter cue,903,0.903,1,China
369,2,female,Nonmatching,Familiar,Familiar,Close,Alter cue,629,0.629,0,China
370,2,female,Nonmatching,Familiar,Familiar,Close,No cue,690,0.69,1,China
371,2,female,Nonmatching,Familiar,Familiar,Close,Alter cue,662,0.662,0,China
372,2,female,Nonmatching,Familiar,Familiar,Close,Alter cue,620,0.62,1,China
373,2,female,Nonmatching,Familiar,Familiar,Close,No cue,543,0.543,1,China
374,2,female,Nonmatching,Familiar,Familiar,Close,No cue,801,0.801,1,China
