,Subject,Gender,Age,Handedness,Matching,Origin_Identity,English_Identity,Identity,RT_ms,RT_sec,ACC,Country
742,6,female,19,right,comp,Bekannter,Acquaintance,Close,416,0.416,1,Germany
743,6,female,19,right,comp,Bekannter,Acquaintance,Close,1933,1.933,0,Germany
744,6,female,19,right,comp,Bekannter,Acquaintance,Close,620,0.62,1,Germany
745,6,female,19,right,comp,Ich,Self,Self,954,0.954,1,Germany
746,6,female,19,right,comp,Ich,Self,Self,847,0.847,1,Germany
747,6,female,19,right,comp,Ich,Self,Self,791,0.791,1,Germany
748,6,female,19,right,comp,Ich,Self,Self,747,0.747,1,Germany
749,6,female,19,right,comp,Ich,Self,Self,635,0.635,1,Germany
750,6,female,19,right,comp,Ich,Self,Self,542,0.542,0,Germany
751,6,female,19,right,comp,Ich,Self,Self,462,0.462,1,Germany
752,6,female,19,right,comp,Ich,Self,Self,627,0.627,0,Germany
753,6,female,19,right,comp,Ich,Self,Self,1351,1.351,1,Germany
754,6,female,19,right,comp,Ich,Self,Self,675,0.675,1,Germany
755,6,female,19,right,comp,Ich,Self,Self,1586,1.586,1,Germany
756,6,female,19,right,comp,Ich,Self,Self,711,0.711,1,Germany
757,6,female,19,right,comp,Ich,Self,Self,462,0.462,1,Germany
758,6,female,19,right,comp,Ich,Self,Self,617,0.617,1,Germany
759,6,female,19,right,comp,Ich,Self,Self,639,0.639,1,Germany
760,6,female,19,right,comp,Ich,Self,Self,1277,1.277,1,Germany
761,6,female,19,right,comp,Ich,Self,Self,913,0.913,1,Germany
762,6,female,19,right,comp,Ich,Self,Self,410,0.41,1,Germany
763,6,female,19,right,comp,Ich,Self,Self,645,0.645,1,Germany
764,6,female,19,right,comp,Ich,Self,Self,498,0.498,1,Germany
765,6,female,19,right,comp,Ich,Self,Self,578,0.578,1,Germany
766,6,female,19,right,comp,Ich,Self,Self,366,0.366,1,Germany
767,6,female,19,right,comp,Ich,Self,Self,803,0.803,1,Germany
768,6,female,19,right,comp,Ich,Self,Self,776,0.776,1,Germany
769,6,female,19,right,comp,Mutter,Mother,Close,2243,2.243,1,Germany
770,6,female,19,right,comp,Mutter,Mother,Close,1014,1.014,1,Germany
771,6,female,19,right,comp,Mutter,Mother,Close,1352,1.352,1,Germany
772,6,female,19,right,comp,Mutter,Mother,Close,1054,1.054,1,Germany
773,6,female,19,right,comp,Mutter,Mother,Close,784,0.784,1,Germany
774,6,female,19,right,comp,Mutter,Mother,Close,558,0.558,1,Germany
775,6,female,19,right,comp,Mutter,Mother,Close,595,0.595,1,Germany
776,6,female,19,right,comp,Mutter,Mother,Close,555,0.555,1,Germany
777,6,female,19,right,comp,Mutter,Mother,Close,956,0.956,1,Germany
778,6,female,19,right,comp,Mutter,Mother,Close,1158,1.158,1,Germany
779,6,female,19,right,comp,Mutter,Mother,Close,820,0.82,0,Germany
780,6,female,19,right,comp,Mutter,Mother,Close,434,0.434,1,Germany
781,6,female,19,right,comp,Mutter,Mother,Close,963,0.963,1,Germany
782,6,female,19,right,comp,Mutter,Mother,Close,601,0.601,1,Germany
783,6,female,19,right,comp,Mutter,Mother,Close,660,0.66,1,Germany
784,6,female,19,right,comp,Mutter,Mother,Close,749,0.749,1,Germany
785,6,female,19,right,comp,Mutter,Mother,Close,1125,1.125,0,Germany
786,6,female,19,right,comp,Mutter,Mother,Close,4649,4.649,1,Germany
787,6,female,19,right,comp,Mutter,Mother,Close,1960,1.96,1,Germany
788,6,female,19,right,comp,Mutter,Mother,Close,269,0.269,1,Germany
789,6,female,19,right,comp,Mutter,Mother,Close,402,0.402,1,Germany
790,6,female,19,right,comp,Mutter,Mother,Close,800,0.8,1,Germany
791,6,female,19,right,comp,Mutter,Mother,Close,1503,1.503,1,Germany
792,6,female,19,right,comp,Mutter,Mother,Close,2553,2.553,1,Germany
793,6,female,19,right,incomp,Bekannter,Acquaintance,Close,1814,1.814,0,Germany
794,6,female,19,right,incomp,Bekannter,Acquaintance,Close,938,0.938,0,Germany
795,6,female,19,right,incomp,Bekannter,Acquaintance,Close,1479,1.479,0,Germany
796,6,female,19,right,incomp,Bekannter,Acquaintance,Close,1053,1.053,1,Germany
797,6,female,19,right,incomp,Bekannter,Acquaintance,Close,1066,1.066,1,Germany
798,6,female,19,right,incomp,Bekannter,Acquaintance,Close,748,0.748,0,Germany
799,6,female,19,right,incomp,Bekannter,Acquaintance,Close,965,0.965,1,Germany
800,6,female,19,right,incomp,Bekannter,Acquaintance,Close,1074,1.074,1,Germany
801,6,female,19,right,incomp,Bekannter,Acquaintance,Close,1003,1.003,1,Germany
802,6,female,19,right,incomp,Bekannter,Acquaintance,Close,1099,1.099,1,Germany
803,6,female,19,right,incomp,Bekannter,Acquaintance,Close,715,0.715,1,Germany
804,6,female,19,right,incomp,Bekannter,Acquaintance,Close,1915,1.915,1,Germany
805,6,female,19,right,incomp,Bekannter,Acquaintance,Close,675,0.675,1,Germany
806,6,female,19,right,incomp,Bekannter,Acquaintance,Close,1149,1.149,1,Germany
807,6,female,19,right,incomp,Bekannter,Acquaintance,Close,1148,1.148,1,Germany
808,6,female,19,right,incomp,Bekannter,Acquaintance,Close,812,0.812,0,Germany
809,6,female,19,right,incomp,Bekannter,Acquaintance,Close,4416,4.416,1,Germany
810,6,female,19,right,incomp,Bekannter,Acquaintance,Close,1041,1.041,0,Germany
811,6,female,19,right,incomp,Bekannter,Acquaintance,Close,712,0.712,0,Germany
812,6,female,19,right,incomp,Bekannter,Acquaintance,Close,1330,1.33,0,Germany
813,6,female,19,right,incomp,Bekannter,Acquaintance,Close,514,0.514,1,Germany
814,6,female,19,right,incomp,Bekannter,Acquaintance,Close,654,0.654,1,Germany
815,6,female,19,right,incomp,Bekannter,Acquaintance,Close,773,0.773,0,Germany
816,6,female,19,right,incomp,Bekannter,Acquaintance,Close,664,0.664,1,Germany
817,6,female,19,right,incomp,Ich,Self,Self,1033,1.033,0,Germany
818,6,female,19,right,incomp,Ich,Self,Self,800,0.8,1,Germany
819,6,female,19,right,incomp,Ich,Self,Self,978,0.978,1,Germany
820,6,female,19,right,incomp,Ich,Self,Self,793,0.793,1,Germany
821,6,female,19,right,incomp,Ich,Self,Self,679,0.679,1,Germany
822,6,female,19,right,incomp,Ich,Self,Self,773,0.773,1,Germany
823,6,female,19,right,incomp,Ich,Self,Self,1411,1.411,1,Germany
824,6,female,19,right,incomp,Ich,Self,Self,489,0.489,0,Germany
825,6,female,19,right,incomp,Ich,Self,Self,1068,1.068,1,Germany
826,6,female,19,right,incomp,Ich,Self,Self,797,0.797,1,Germany
827,6,female,19,right,incomp,Ich,Self,Self,698,0.698,1,Germany
828,6,female,19,right,incomp,Ich,Self,Self,645,0.645,1,Germany
829,6,female,19,right,incomp,Ich,Self,Self,776,0.776,1,Germany
830,6,female,19,right,incomp,Ich,Self,Self,967,0.967,1,Germany
831,6,female,19,right,incomp,Ich,Self,Self,747,0.747,1,Germany
832,6,female,19,right,incomp,Ich,Self,Self,698,0.698,1,Germany
833,6,female,19,right,incomp,Ich,Self,Self,3456,3.456,0,Germany
834,6,female,19,right,incomp,Ich,Self,Self,4123,4.123,0,Germany
835,6,female,19,right,incomp,Ich,Self,Self,936,0.936,1,Germany
836,6,female,19,right,incomp,Ich,Self,Self,727,0.727,1,Germany
837,6,female,19,right,incomp,Ich,Self,Self,620,0.62,1,Germany
838,6,female,19,right,incomp,Ich,Self,Self,252,0.252,0,Germany
839,6,female,19,right,incomp,Ich,Self,Self,581,0.581,0,Germany
840,6,female,19,right,incomp,Ich,Self,Self,1392,1.392,1,Germany
841,6,female,19,right,incomp,Mutter,Mother,Close,2250,2.25,0,Germany
842,6,female,19,right,incomp,Mutter,Mother,Close,2614,2.614,1,Germany
843,6,female,19,right,incomp,Mutter,Mother,Close,971,0.971,0,Germany
844,6,female,19,right,incomp,Mutter,Mother,Close,562,0.562,1,Germany
845,6,female,19,right,incomp,Mutter,Mother,Close,639,0.639,0,Germany
846,6,female,19,right,incomp,Mutter,Mother,Close,2092,2.092,1,Germany
847,6,female,19,right,incomp,Mutter,Mother,Close,694,0.694,0,Germany
848,6,female,19,right,incomp,Mutter,Mother,Close,714,0.714,1,Germany
849,6,female,19,right,incomp,Mutter,Mother,Close,1217,1.217,1,Germany
850,6,female,19,right,incomp,Mutter,Mother,Close,1619,1.619,1,Germany
851,6,female,19,right,incomp,Mutter,Mother,Close,788,0.788,1,Germany
852,6,female,19,right,incomp,Mutter,Mother,Close,1053,1.053,1,Germany
853,6,female,19,right,incomp,Mutter,Mother,Close,1042,1.042,1,Germany
854,6,female,19,right,incomp,Mutter,Mother,Close,1357,1.357,1,Germany
855,6,female,19,right,incomp,Mutter,Mother,Close,697,0.697,1,Germany
856,6,female,19,right,incomp,Mutter,Mother,Close,842,0.842,0,Germany
857,6,female,19,right,incomp,Mutter,Mother,Close,1902,1.902,0,Germany
858,6,female,19,right,incomp,Mutter,Mother,Close,1039,1.039,1,Germany
859,6,female,19,right,incomp,Mutter,Mother,Close,773,0.773,1,Germany
860,6,female,19,right,incomp,Mutter,Mother,Close,548,0.548,0,Germany
861,6,female,19,right,incomp,Mutter,Mother,Close,538,0.538,0,Germany
862,6,female,19,right,incomp,Mutter,Mother,Close,441,0.441,1,Germany
863,6,female,19,right,incomp,Mutter,Mother,Close,1172,1.172,0,Germany
864,6,female,19,right,incomp,Mutter,Mother,Close,920,0.92,1,Germany
865,7,female,19,right,comp,Bekannter,Acquaintance,Close,689,0.689,1,Germany
866,7,female,19,right,comp,Bekannter,Acquaintance,Close,803,0.803,1,Germany
867,7,female,19,right,comp,Bekannter,Acquaintance,Close,477,0.477,1,Germany
868,7,female,19,right,comp,Bekannter,Acquaintance,Close,1100,1.1,1,Germany
869,7,female,19,right,comp,Bekannter,Acquaintance,Close,900,0.9,1,Germany
870,7,female,19,right,comp,Bekannter,Acquaintance,Close,560,0.56,1,Germany
871,7,female,19,right,comp,Bekannter,Acquaintance,Close,659,0.659,1,Germany
872,7,female,19,right,comp,Bekannter,Acquaintance,Close,658,0.658,1,Germany
873,7,female,19,right,comp,Bekannter,Acquaintance,Close,986,0.986,1,Germany
874,7,female,19,right,comp,Bekannter,Acquaintance,Close,811,0.811,1,Germany
875,7,female,19,right,comp,Bekannter,Acquaintance,Close,714,0.714,1,Germany
876,7,female,19,right,comp,Bekannter,Acquaintance,Close,559,0.559,1,Germany
877,7,female,19,right,comp,Bekannter,Acquaintance,Close,897,0.897,1,Germany
878,7,female,19,right,comp,Bekannter,Acquaintance,Close,498,0.498,1,Germany
879,7,female,19,right,comp,Bekannter,Acquaintance,Close,738,0.738,1,Germany
880,7,female,19,right,comp,Bekannter,Acquaintance,Close,563,0.563,1,Germany
881,7,female,19,right,comp,Bekannter,Acquaintance,Close,581,0.581,1,Germany
882,7,female,19,right,comp,Bekannter,Acquaintance,Close,685,0.685,0,Germany
883,7,female,19,right,comp,Bekannter,Acquaintance,Close,531,0.531,1,Germany
884,7,female,19,right,comp,Bekannter,Acquaintance,Close,659,0.659,1,Germany
885,7,female,19,right,comp,Bekannter,Acquaintance,Close,725,0.725,1,Germany
886,7,female,19,right,comp,Bekannter,Acquaintance,Close,478,0.478,1,Germany
887,7,female,19,right,comp,Bekannter,Acquaintance,Close,514,0.514,1,Germany
888,7,female,19,right,comp,Bekannter,Acquaintance,Close,364,0.364,1,Germany
889,7,female,19,right,comp,Ich,Self,Self,1003,1.003,1,Germany
890,7,female,19,right,comp,Ich,Self,Self,855,0.855,1,Germany
891,7,female,19,right,comp,Ich,Self,Self,634,0.634,1,Germany
892,7,female,19,right,comp,Ich,Self,Self,643,0.643,1,Germany
893,7,female,19,right,comp,Ich,Self,Self,658,0.658,1,Germany
894,7,female,19,right,comp,Ich,Self,Self,626,0.626,1,Germany
895,7,female,19,right,comp,Ich,Self,Self,614,0.614,1,Germany
896,7,female,19,right,comp,Ich,Self,Self,445,0.445,1,Germany
897,7,female,19,right,comp,Ich,Self,Self,534,0.534,1,Germany
898,7,female,19,right,comp,Ich,Self,Self,536,0.536,1,Germany
899,7,female,19,right,comp,Ich,Self,Self,491,0.491,1,Germany
900,7,female,19,right,comp,Ich,Self,Self,489,0.489,1,Germany
901,7,female,19,right,comp,Ich,Self,Self,732,0.732,1,Germany
902,7,female,19,right,comp,Ich,Self,Self,554,0.554,1,Germany
903,7,female,19,right,comp,Ich,Self,Self,883,0.883,1,Germany
904,7,female,19,right,comp,Ich,Self,Self,472,0.472,1,Germany
905,7,female,19,right,comp,Ich,Self,Self,548,0.548,1,Germany
906,7,female,19,right,comp,Ich,Self,Self,637,0.637,1,Germany
907,7,female,19,right,comp,Ich,Self,Self,536,0.536,1,Germany
908,7,female,19,right,comp,Ich,Self,Self,575,0.575,1,Germany
909,7,female,19,right,comp,Ich,Self,Self,527,0.527,1,Germany
910,7,female,19,right,comp,Ich,Self,Self,521,0.521,1,Germany
911,7,female,19,right,comp,Ich,Self,Self,528,0.528,1,Germany
912,7,female,19,right,comp,Ich,Self,Self,526,0.526,1,Germany
913,7,female,19,right,comp,Mutter,Mother,Close,3967,3.967,1,Germany
914,7,female,19,right,comp,Mutter,Mother,Close,1073,1.073,1,Germany
915,7,female,19,right,comp,Mutter,Mother,Close,970,0.97,1,Germany
916,7,female,19,right,comp,Mutter,Mother,Close,698,0.698,1,Germany
917,7,female,19,right,comp,Mutter,Mother,Close,781,0.781,1,Germany
918,7,female,19,right,comp,Mutter,Mother,Close,637,0.637,1,Germany
919,7,female,19,right,comp,Mutter,Mother,Close,705,0.705,1,Germany
920,7,female,19,right,comp,Mutter,Mother,Close,550,0.55,1,Germany
921,7,female,19,right,comp,Mutter,Mother,Close,913,0.913,1,Germany
922,7,female,19,right,comp,Mutter,Mother,Close,786,0.786,1,Germany
923,7,female,19,right,comp,Mutter,Mother,Close,652,0.652,1,Germany
924,7,female,19,right,comp,Mutter,Mother,Close,524,0.524,1,Germany
925,7,female,19,right,comp,Mutter,Mother,Close,585,0.585,1,Germany
926,7,female,19,right,comp,Mutter,Mother,Close,662,0.662,1,Germany
927,7,female,19,right,comp,Mutter,Mother,Close,850,0.85,1,Germany
928,7,female,19,right,comp,Mutter,Mother,Close,596,0.596,1,Germany
929,7,female,19,right,comp,Mutter,Mother,Close,852,0.852,1,Germany
930,7,female,19,right,comp,Mutter,Mother,Close,639,0.639,1,Germany
931,7,female,19,right,comp,Mutter,Mother,Close,575,0.575,1,Germany
932,7,female,19,right,comp,Mutter,Mother,Close,699,0.699,1,Germany
933,7,female,19,right,comp,Mutter,Mother,Close,616,0.616,1,Germany
934,7,female,19,right,comp,Mutter,Mother,Close,651,0.651,1,Germany
935,7,female,19,right,comp,Mutter,Mother,Close,558,0.558,1,Germany
936,7,female,19,right,comp,Mutter,Mother,Close,616,0.616,1,Germany
937,7,female,19,right,incomp,Bekannter,Acquaintance,Close,737,0.737,1,Germany
938,7,female,19,right,incomp,Bekannter,Acquaintance,Close,794,0.794,1,Germany
939,7,female,19,right,incomp,Bekannter,Acquaintance,Close,1031,1.031,1,Germany
940,7,female,19,right,incomp,Bekannter,Acquaintance,Close,1128,1.128,1,Germany
941,7,female,19,right,incomp,Bekannter,Acquaintance,Close,783,0.783,1,Germany
942,7,female,19,right,incomp,Bekannter,Acquaintance,Close,764,0.764,1,Germany
943,7,female,19,right,incomp,Bekannter,Acquaintance,Close,674,0.674,1,Germany
944,7,female,19,right,incomp,Bekannter,Acquaintance,Close,700,0.7,1,Germany
945,7,female,19,right,incomp,Bekannter,Acquaintance,Close,1316,1.316,0,Germany
946,7,female,19,right,incomp,Bekannter,Acquaintance,Close,687,0.687,1,Germany
947,7,female,19,right,incomp,Bekannter,Acquaintance,Close,664,0.664,1,Germany
948,7,female,19,right,incomp,Bekannter,Acquaintance,Close,846,0.846,1,Germany
949,7,female,19,right,incomp,Bekannter,Acquaintance,Close,631,0.631,1,Germany
950,7,female,19,right,incomp,Bekannter,Acquaintance,Close,733,0.733,1,Germany
951,7,female,19,right,incomp,Bekannter,Acquaintance,Close,660,0.66,1,Germany
952,7,female,19,right,incomp,Bekannter,Acquaintance,Close,760,0.76,1,Germany
953,7,female,19,right,incomp,Bekannter,Acquaintance,Close,867,0.867,1,Germany
954,7,female,19,right,incomp,Bekannter,Acquaintance,Close,594,0.594,1,Germany
955,7,female,19,right,incomp,Bekannter,Acquaintance,Close,670,0.67,1,Germany
956,7,female,19,right,incomp,Bekannter,Acquaintance,Close,1175,1.175,0,Germany
957,7,female,19,right,incomp,Bekannter,Acquaintance,Close,613,0.613,1,Germany
958,7,female,19,right,incomp,Bekannter,Acquaintance,Close,647,0.647,1,Germany
959,7,female,19,right,incomp,Bekannter,Acquaintance,Close,580,0.58,1,Germany
960,7,female,19,right,incomp,Bekannter,Acquaintance,Close,501,0.501,1,Germany
961,7,female,19,right,incomp,Ich,Self,Self,797,0.797,1,Germany
962,7,female,19,right,incomp,Ich,Self,Self,712,0.712,1,Germany
963,7,female,19,right,incomp,Ich,Self,Self,743,0.743,1,Germany
964,7,female,19,right,incomp,Ich,Self,Self,703,0.703,1,Germany
965,7,female,19,right,incomp,Ich,Self,Self,1309,1.309,0,Germany
966,7,female,19,right,incomp,Ich,Self,Self,691,0.691,1,Germany
967,7,female,19,right,incomp,Ich,Self,Self,731,0.731,1,Germany
968,7,female,19,right,incomp,Ich,Self,Self,805,0.805,1,Germany
969,7,female,19,right,incomp,Ich,Self,Self,557,0.557,1,Germany
970,7,female,19,right,incomp,Ich,Self,Self,496,0.496,1,Germany
971,7,female,19,right,incomp,Ich,Self,Self,623,0.623,1,Germany
972,7,female,19,right,incomp,Ich,Self,Self,683,0.683,1,Germany
973,7,female,19,right,incomp,Ich,Self,Self,810,0.81,1,Germany
974,7,female,19,right,incomp,Ich,Self,Self,755,0.755,1,Germany
975,7,female,19,right,incomp,Ich,Self,Self,893,0.893,1,Germany
976,7,female,19,right,incomp,Ich,Self,Self,582,0.582,1,Germany
977,7,female,19,right,incomp,Ich,Self,Self,770,0.77,1,Germany
978,7,female,19,right,incomp,Ich,Self,Self,656,0.656,1,Germany
979,7,female,19,right,incomp,Ich,Self,Self,629,0.629,1,Germany
980,7,female,19,right,incomp,Ich,Self,Self,915,0.915,1,Germany
981,7,female,19,right,incomp,Ich,Self,Self,643,0.643,1,Germany
982,7,female,19,right,incomp,Ich,Self,Self,675,0.675,1,Germany
983,7,female,19,right,incomp,Ich,Self,Self,579,0.579,1,Germany
984,7,female,19,right,incomp,Ich,Self,Self,507,0.507,1,Germany
985,7,female,19,right,incomp,Mutter,Mother,Close,1906,1.906,1,Germany
986,7,female,19,right,incomp,Mutter,Mother,Close,778,0.778,1,Germany
987,7,female,19,right,incomp,Mutter,Mother,Close,817,0.817,1,Germany
988,7,female,19,right,incomp,Mutter,Mother,Close,760,0.76,1,Germany
989,7,female,19,right,incomp,Mutter,Mother,Close,782,0.782,1,Germany
990,7,female,19,right,incomp,Mutter,Mother,Close,1269,1.269,1,Germany
991,7,female,19,right,incomp,Mutter,Mother,Close,695,0.695,1,Germany
992,7,female,19,right,incomp,Mutter,Mother,Close,606,0.606,1,Germany
993,7,female,19,right,incomp,Mutter,Mother,Close,787,0.787,1,Germany
994,7,female,19,right,incomp,Mutter,Mother,Close,776,0.776,1,Germany
995,7,female,19,right,incomp,Mutter,Mother,Close,597,0.597,1,Germany
996,7,female,19,right,incomp,Mutter,Mother,Close,695,0.695,1,Germany
997,7,female,19,right,incomp,Mutter,Mother,Close,637,0.637,1,Germany
998,7,female,19,right,incomp,Mutter,Mother,Close,725,0.725,1,Germany
999,7,female,19,right,incomp,Mutter,Mother,Close,645,0.645,1,Germany
1000,7,female,19,right,incomp,Mutter,Mother,Close,683,0.683,1,Germany
1001,7,female,19,right,incomp,Mutter,Mother,Close,757,0.757,1,Germany
1002,7,female,19,right,incomp,Mutter,Mother,Close,898,0.898,1,Germany
1003,7,female,19,right,incomp,Mutter,Mother,Close,634,0.634,1,Germany
1004,7,female,19,right,incomp,Mutter,Mother,Close,735,0.735,1,Germany
1005,7,female,19,right,incomp,Mutter,Mother,Close,676,0.676,1,Germany
1006,7,female,19,right,incomp,Mutter,Mother,Close,640,0.64,1,Germany
1007,7,female,19,right,incomp,Mutter,Mother,Close,931,0.931,1,Germany
1008,7,female,19,right,incomp,Mutter,Mother,Close,727,0.727,1,Germany
1009,8,female,19,left,comp,Bekannter,Acquaintance,Close,1022,1.022,0,Germany
1010,8,female,19,left,comp,Bekannter,Acquaintance,Close,558,0.558,1,Germany
1011,8,female,19,left,comp,Bekannter,Acquaintance,Close,512,0.512,1,Germany
1012,8,female,19,left,comp,Bekannter,Acquaintance,Close,701,0.701,0,Germany
1013,8,female,19,left,comp,Bekannter,Acquaintance,Close,278,0.278,1,Germany
1014,8,female,19,left,comp,Bekannter,Acquaintance,Close,202,0.202,1,Germany
1015,8,female,19,left,comp,Bekannter,Acquaintance,Close,581,0.581,1,Germany
1016,8,female,19,left,comp,Bekannter,Acquaintance,Close,416,0.416,1,Germany
1017,8,female,19,left,comp,Bekannter,Acquaintance,Close,463,0.463,1,Germany
1018,8,female,19,left,comp,Bekannter,Acquaintance,Close,259,0.259,1,Germany
1019,8,female,19,left,comp,Bekannter,Acquaintance,Close,486,0.486,1,Germany
1020,8,female,19,left,comp,Bekannter,Acquaintance,Close,391,0.391,1,Germany
1021,8,female,19,left,comp,Bekannter,Acquaintance,Close,323,0.323,1,Germany
1022,8,female,19,left,comp,Bekannter,Acquaintance,Close,396,0.396,1,Germany
1023,8,female,19,left,comp,Bekannter,Acquaintance,Close,643,0.643,1,Germany
1024,8,female,19,left,comp,Bekannter,Acquaintance,Close,340,0.34,1,Germany
1025,8,female,19,left,comp,Bekannter,Acquaintance,Close,291,0.291,1,Germany
1026,8,female,19,left,comp,Bekannter,Acquaintance,Close,624,0.624,1,Germany
1027,8,female,19,left,comp,Bekannter,Acquaintance,Close,383,0.383,0,Germany
1028,8,female,19,left,comp,Bekannter,Acquaintance,Close,171,0.171,1,Germany
1029,8,female,19,left,comp,Bekannter,Acquaintance,Close,404,0.404,1,Germany
1030,8,female,19,left,comp,Bekannter,Acquaintance,Close,619,0.619,1,Germany
1031,8,female,19,left,comp,Bekannter,Acquaintance,Close,256,0.256,1,Germany
1032,8,female,19,left,comp,Bekannter,Acquaintance,Close,343,0.343,1,Germany
1033,8,female,19,left,comp,Ich,Self,Self,851,0.851,1,Germany
1034,8,female,19,left,comp,Ich,Self,Self,404,0.404,1,Germany
1035,8,female,19,left,comp,Ich,Self,Self,756,0.756,0,Germany
1036,8,female,19,left,comp,Ich,Self,Self,405,0.405,1,Germany
1037,8,female,19,left,comp,Ich,Self,Self,508,0.508,1,Germany
1038,8,female,19,left,comp,Ich,Self,Self,311,0.311,1,Germany
1039,8,female,19,left,comp,Ich,Self,Self,270,0.27,1,Germany
1040,8,female,19,left,comp,Ich,Self,Self,476,0.476,1,Germany
1041,8,female,19,left,comp,Ich,Self,Self,554,0.554,0,Germany
1042,8,female,19,left,comp,Ich,Self,Self,633,0.633,1,Germany
1043,8,female,19,left,comp,Ich,Self,Self,700,0.7,0,Germany
1044,8,female,19,left,comp,Ich,Self,Self,625,0.625,0,Germany
1045,8,female,19,left,comp,Ich,Self,Self,408,0.408,1,Germany
1046,8,female,19,left,comp,Ich,Self,Self,496,0.496,1,Germany
1047,8,female,19,left,comp,Ich,Self,Self,121,0.121,1,Germany
1048,8,female,19,left,comp,Ich,Self,Self,262,0.262,1,Germany
1049,8,female,19,left,comp,Ich,Self,Self,326,0.326,1,Germany
1050,8,female,19,left,comp,Ich,Self,Self,352,0.352,0,Germany
1051,8,female,19,left,comp,Ich,Self,Self,312,0.312,1,Germany
1052,8,female,19,left,comp,Ich,Self,Self,260,0.26,1,Germany
1053,8,female,19,left,comp,Ich,Self,Self,384,0.384,0,Germany
1054,8,female,19,left,comp,Ich,Self,Self,144,0.144,1,Germany
1055,8,female,19,left,comp,Ich,Self,Self,275,0.275,1,Germany
1056,8,female,19,left,comp,Ich,Self,Self,214,0.214,1,Germany
1057,8,female,19,left,comp,Mutter,Mother,Close,613,0.613,1,Germany
1058,8,female,19,left,comp,Mutter,Mother,Close,614,0.614,1,Germany
1059,8,female,19,left,comp,Mutter,Mother,Close,492,0.492,0,Germany
1060,8,female,19,left,comp,Mutter,Mother,Close,601,0.601,1,Germany
1061,8,female,19,left,comp,Mutter,Mother,Close,639,0.639,1,Germany
1062,8,female,19,left,comp,Mutter,Mother,Close,448,0.448,1,Germany
1063,8,female,19,left,comp,Mutter,Mother,Close,454,0.454,0,Germany
1064,8,female,19,left,comp,Mutter,Mother,Close,249,0.249,1,Germany
1065,8,female,19,left,comp,Mutter,Mother,Close,434,0.434,0,Germany
1066,8,female,19,left,comp,Mutter,Mother,Close,451,0.451,1,Germany
1067,8,female,19,left,comp,Mutter,Mother,Close,528,0.528,1,Germany
1068,8,female,19,left,comp,Mutter,Mother,Close,464,0.464,1,Germany
1069,8,female,19,left,comp,Mutter,Mother,Close,241,0.241,1,Germany
1070,8,female,19,left,comp,Mutter,Mother,Close,188,0.188,1,Germany
1071,8,female,19,left,comp,Mutter,Mother,Close,720,0.72,1,Germany
1072,8,female,19,left,comp,Mutter,Mother,Close,230,0.23,0,Germany
1073,8,female,19,left,comp,Mutter,Mother,Close,600,0.6,1,Germany
1074,8,female,19,left,comp,Mutter,Mother,Close,461,0.461,1,Germany
1075,8,female,19,left,comp,Mutter,Mother,Close,256,0.256,0,Germany
1076,8,female,19,left,comp,Mutter,Mother,Close,458,0.458,1,Germany
1077,8,female,19,left,comp,Mutter,Mother,Close,185,0.185,1,Germany
1078,8,female,19,left,comp,Mutter,Mother,Close,316,0.316,1,Germany
1079,8,female,19,left,comp,Mutter,Mother,Close,370,0.37,1,Germany
1080,8,female,19,left,comp,Mutter,Mother,Close,265,0.265,1,Germany
1081,8,female,19,left,incomp,Bekannter,Acquaintance,Close,1034,1.034,1,Germany
1082,8,female,19,left,incomp,Bekannter,Acquaintance,Close,549,0.549,1,Germany
1083,8,female,19,left,incomp,Bekannter,Acquaintance,Close,977,0.977,0,Germany
1084,8,female,19,left,incomp,Bekannter,Acquaintance,Close,455,0.455,1,Germany
1085,8,female,19,left,incomp,Bekannter,Acquaintance,Close,707,0.707,1,Germany
1086,8,female,19,left,incomp,Bekannter,Acquaintance,Close,634,0.634,1,Germany
1087,8,female,19,left,incomp,Bekannter,Acquaintance,Close,360,0.36,1,Germany
1088,8,female,19,left,incomp,Bekannter,Acquaintance,Close,594,0.594,1,Germany
1089,8,female,19,left,incomp,Bekannter,Acquaintance,Close,920,0.92,1,Germany
1090,8,female,19,left,incomp,Bekannter,Acquaintance,Close,751,0.751,1,Germany
1091,8,female,19,left,incomp,Bekannter,Acquaintance,Close,226,0.226,1,Germany
1092,8,female,19,left,incomp,Bekannter,Acquaintance,Close,320,0.32,0,Germany
1093,8,female,19,left,incomp,Bekannter,Acquaintance,Close,262,0.262,1,Germany
1094,8,female,19,left,incomp,Bekannter,Acquaintance,Close,317,0.317,0,Germany
1095,8,female,19,left,incomp,Bekannter,Acquaintance,Close,370,0.37,1,Germany
1096,8,female,19,left,incomp,Bekannter,Acquaintance,Close,431,0.431,1,Germany
1097,8,female,19,left,incomp,Bekannter,Acquaintance,Close,780,0.78,1,Germany
1098,8,female,19,left,incomp,Bekannter,Acquaintance,Close,615,0.615,1,Germany
1099,8,female,19,left,incomp,Bekannter,Acquaintance,Close,457,0.457,1,Germany
1100,8,female,19,left,incomp,Bekannter,Acquaintance,Close,589,0.589,1,Germany
1101,8,female,19,left,incomp,Bekannter,Acquaintance,Close,728,0.728,1,Germany
1102,8,female,19,left,incomp,Bekannter,Acquaintance,Close,547,0.547,1,Germany
