,Subject,Shape,Word,Matching,Identity,Group,RT_ms,RT_sec,ACC,Country
1,2,Self,Self,Matching,Self,2,NA,NA,NA,China
2,2,Self,Self,Matching,Self,2,NA,NA,NA,China
3,2,Self,Self,Matching,Self,2,437,0.437,1,China
4,2,Self,Self,Matching,Self,2,452,0.452,1,China
5,2,Self,Self,Matching,Self,2,448,0.448,1,China
6,2,Self,Self,Matching,Self,2,472,0.472,1,China
7,2,Self,Self,Matching,Self,2,592,0.592,0,China
8,2,Self,Self,Matching,Self,2,599,0.599,1,China
9,2,Self,Self,Matching,Self,2,484,0.484,1,China
10,2,Self,Self,Matching,Self,2,547,0.547,1,China
11,2,Self,Self,Matching,Self,2,595,0.595,1,China
12,2,Self,Self,Matching,Self,2,452,0.452,1,China
13,2,Self,Self,Matching,Self,2,651,0.651,0,China
14,2,Self,Self,Matching,Self,2,388,0.388,1,China
15,2,Self,Self,Matching,Self,2,499,0.499,1,China
16,2,Self,Self,Matching,Self,2,411,0.411,1,China
17,2,Self,Self,Matching,Self,2,852,0.852,1,China
18,2,Self,Self,Matching,Self,2,395,0.395,1,China
19,2,Self,Self,Matching,Self,2,483,0.483,1,China
20,2,Self,Self,Matching,Self,2,496,0.496,1,China
21,2,Self,Self,Matching,Self,2,471,0.471,1,China
22,2,Self,Self,Matching,Self,2,575,0.575,1,China
23,2,Self,Self,Matching,Self,2,391,0.391,1,China
24,2,Self,Self,Matching,Self,2,423,0.423,1,China
25,2,Self,Self,Matching,Self,2,367,0.367,1,China
26,2,Self,Self,Matching,Self,2,692,0.692,1,China
27,2,Self,Self,Matching,Self,2,455,0.455,1,China
28,2,Self,Self,Matching,Self,2,550,0.55,1,China
29,2,Self,Self,Matching,Self,2,437,0.437,1,China
30,2,Self,Self,Matching,Self,2,490,0.49,1,China
31,2,Self,Self,Matching,Self,2,513,0.513,1,China
32,2,Self,Self,Matching,Self,2,350,0.35,1,China
33,2,Self,Self,Matching,Self,2,502,0.502,1,China
34,2,Self,Self,Matching,Self,2,471,0.471,1,China
35,2,Self,Self,Matching,Self,2,758,0.758,1,China
36,2,Self,Self,Matching,Self,2,410,0.41,1,China
37,2,Self,Self,Matching,Self,2,449,0.449,1,China
38,2,Self,Self,Matching,Self,2,472,0.472,1,China
39,2,Self,Self,Matching,Self,2,521,0.521,1,China
40,2,Self,Self,Matching,Self,2,602,0.602,1,China
41,2,Self,Self,Matching,Self,2,444,0.444,1,China
42,2,Self,Self,Matching,Self,2,622,0.622,0,China
43,2,Self,Self,Matching,Self,2,395,0.395,1,China
44,2,Self,Self,Matching,Self,2,515,0.515,1,China
45,2,Self,Self,Matching,Self,2,393,0.393,1,China
46,2,Self,Self,Matching,Self,2,399,0.399,1,China
47,2,Self,Self,Matching,Self,2,746,0.746,0,China
48,2,Self,Self,Matching,Self,2,391,0.391,1,China
49,2,Self,Self,Matching,Self,2,469,0.469,1,China
50,2,Self,Self,Matching,Self,2,512,0.512,1,China
51,2,Self,Self,Matching,Self,2,508,0.508,1,China
52,2,Self,Self,Matching,Self,2,439,0.439,1,China
53,2,Self,Self,Matching,Self,2,579,0.579,1,China
54,2,Self,Self,Matching,Self,2,517,0.517,1,China
55,2,Self,Self,Matching,Self,2,501,0.501,1,China
56,2,Self,Self,Matching,Self,2,611,0.611,1,China
57,2,Self,Self,Matching,Self,2,667,0.667,1,China
58,2,Self,Self,Matching,Self,2,588,0.588,1,China
59,2,Self,Self,Matching,Self,2,498,0.498,1,China
60,2,Self,Self,Matching,Self,2,496,0.496,1,China
61,2,Self,Self,Matching,Self,2,329,0.329,1,China
62,2,Self,Self,Matching,Self,2,603,0.603,1,China
63,2,Friend,Friend,Matching,Close,2,NA,NA,NA,China
64,2,Friend,Friend,Matching,Close,2,NA,NA,NA,China
65,2,Friend,Friend,Matching,Close,2,416,0.416,1,China
66,2,Friend,Friend,Matching,Close,2,328,0.328,0,China
67,2,Friend,Friend,Matching,Close,2,311,0.311,1,China
68,2,Friend,Friend,Matching,Close,2,713,0.713,1,China
69,2,Friend,Friend,Matching,Close,2,530,0.53,1,China
70,2,Friend,Friend,Matching,Close,2,819,0.819,1,China
71,2,Friend,Friend,Matching,Close,2,422,0.422,1,China
72,2,Friend,Friend,Matching,Close,2,499,0.499,1,China
73,2,Friend,Friend,Matching,Close,2,599,0.599,0,China
74,2,Friend,Friend,Matching,Close,2,601,0.601,0,China
75,2,Friend,Friend,Matching,Close,2,497,0.497,1,China
76,2,Friend,Friend,Matching,Close,2,488,0.488,1,China
77,2,Friend,Friend,Matching,Close,2,475,0.475,1,China
78,2,Friend,Friend,Matching,Close,2,626,0.626,1,China
79,2,Friend,Friend,Matching,Close,2,522,0.522,1,China
80,2,Friend,Friend,Matching,Close,2,399,0.399,1,China
81,2,Friend,Friend,Matching,Close,2,454,0.454,1,China
82,2,Friend,Friend,Matching,Close,2,564,0.564,1,China
83,2,Friend,Friend,Matching,Close,2,417,0.417,1,China
84,2,Friend,Friend,Matching,Close,2,656,0.656,1,China
85,2,Friend,Friend,Matching,Close,2,610,0.61,1,China
86,2,Friend,Friend,Matching,Close,2,438,0.438,1,China
87,2,Friend,Friend,Matching,Close,2,542,0.542,1,China
88,2,Friend,Friend,Matching,Close,2,644,0.644,1,China
89,2,Friend,Friend,Matching,Close,2,677,0.677,1,China
90,2,Friend,Friend,Matching,Close,2,461,0.461,1,China
91,2,Friend,Friend,Matching,Close,2,593,0.593,1,China
92,2,Friend,Friend,Matching,Close,2,498,0.498,1,China
93,2,Friend,Friend,Matching,Close,2,668,0.668,1,China
94,2,Friend,Friend,Matching,Close,2,472,0.472,1,China
95,2,Friend,Friend,Matching,Close,2,533,0.533,1,China
96,2,Friend,Friend,Matching,Close,2,0,0,0,China
97,2,Friend,Friend,Matching,Close,2,461,0.461,1,China
98,2,Friend,Friend,Matching,Close,2,294,0.294,0,China
99,2,Friend,Friend,Matching,Close,2,548,0.548,1,China
100,2,Friend,Friend,Matching,Close,2,461,0.461,1,China
101,2,Friend,Friend,Matching,Close,2,611,0.611,1,China
102,2,Friend,Friend,Matching,Close,2,507,0.507,1,China
103,2,Friend,Friend,Matching,Close,2,510,0.51,0,China
104,2,Friend,Friend,Matching,Close,2,428,0.428,1,China
105,2,Friend,Friend,Matching,Close,2,720,0.72,1,China
106,2,Friend,Friend,Matching,Close,2,577,0.577,1,China
107,2,Friend,Friend,Matching,Close,2,715,0.715,1,China
108,2,Friend,Friend,Matching,Close,2,469,0.469,1,China
109,2,Friend,Friend,Matching,Close,2,327,0.327,1,China
110,2,Friend,Friend,Matching,Close,2,700,0.7,1,China
111,2,Friend,Friend,Matching,Close,2,727,0.727,1,China
112,2,Friend,Friend,Matching,Close,2,568,0.568,1,China
113,2,Friend,Friend,Matching,Close,2,488,0.488,1,China
114,2,Friend,Friend,Matching,Close,2,435,0.435,0,China
115,2,Friend,Friend,Matching,Close,2,544,0.544,1,China
116,2,Friend,Friend,Matching,Close,2,1044,1.044,1,China
117,2,Friend,Friend,Matching,Close,2,635,0.635,0,China
118,2,Friend,Friend,Matching,Close,2,814,0.814,0,China
119,2,Friend,Friend,Matching,Close,2,0,0,0,China
120,2,Friend,Friend,Matching,Close,2,599,0.599,1,China
121,2,Friend,Friend,Matching,Close,2,632,0.632,1,China
122,2,Friend,Friend,Matching,Close,2,498,0.498,1,China
123,2,Friend,Friend,Matching,Close,2,483,0.483,1,China
124,2,Friend,Friend,Matching,Close,2,633,0.633,1,China
125,2,Stranger,Stranger,Matching,Stranger,2,NA,NA,NA,China
126,2,Stranger,Stranger,Matching,Stranger,2,NA,NA,NA,China
127,2,Stranger,Stranger,Matching,Stranger,2,574,0.574,1,China
128,2,Stranger,Stranger,Matching,Stranger,2,480,0.48,1,China
129,2,Stranger,Stranger,Matching,Stranger,2,560,0.56,1,China
130,2,Stranger,Stranger,Matching,Stranger,2,511,0.511,1,China
131,2,Stranger,Stranger,Matching,Stranger,2,435,0.435,1,China
132,2,Stranger,Stranger,Matching,Stranger,2,605,0.605,1,China
133,2,Stranger,Stranger,Matching,Stranger,2,339,0.339,1,China
134,2,Stranger,Stranger,Matching,Stranger,2,582,0.582,1,China
135,2,Stranger,Stranger,Matching,Stranger,2,571,0.571,1,China
136,2,Stranger,Stranger,Matching,Stranger,2,699,0.699,1,China
137,2,Stranger,Stranger,Matching,Stranger,2,631,0.631,1,China
138,2,Stranger,Stranger,Matching,Stranger,2,579,0.579,0,China
139,2,Stranger,Stranger,Matching,Stranger,2,594,0.594,1,China
140,2,Stranger,Stranger,Matching,Stranger,2,520,0.52,1,China
141,2,Stranger,Stranger,Matching,Stranger,2,526,0.526,1,China
142,2,Stranger,Stranger,Matching,Stranger,2,583,0.583,1,China
143,2,Stranger,Stranger,Matching,Stranger,2,589,0.589,1,China
144,2,Stranger,Stranger,Matching,Stranger,2,620,0.62,1,China
145,2,Stranger,Stranger,Matching,Stranger,2,0,0,0,China
146,2,Stranger,Stranger,Matching,Stranger,2,428,0.428,1,China
147,2,Stranger,Stranger,Matching,Stranger,2,452,0.452,1,China
148,2,Stranger,Stranger,Matching,Stranger,2,533,0.533,1,China
149,2,Stranger,Stranger,Matching,Stranger,2,912,0.912,1,China
150,2,Stranger,Stranger,Matching,Stranger,2,525,0.525,1,China
151,2,Stranger,Stranger,Matching,Stranger,2,471,0.471,1,China
152,2,Stranger,Stranger,Matching,Stranger,2,558,0.558,1,China
153,2,Stranger,Stranger,Matching,Stranger,2,473,0.473,1,China
154,2,Stranger,Stranger,Matching,Stranger,2,494,0.494,1,China
155,2,Stranger,Stranger,Matching,Stranger,2,475,0.475,0,China
156,2,Stranger,Stranger,Matching,Stranger,2,541,0.541,1,China
157,2,Stranger,Stranger,Matching,Stranger,2,564,0.564,1,China
158,2,Stranger,Stranger,Matching,Stranger,2,520,0.52,1,China
159,2,Stranger,Stranger,Matching,Stranger,2,493,0.493,1,China
160,2,Stranger,Stranger,Matching,Stranger,2,509,0.509,1,China
161,2,Stranger,Stranger,Matching,Stranger,2,424,0.424,1,China
162,2,Stranger,Stranger,Matching,Stranger,2,671,0.671,1,China
163,2,Stranger,Stranger,Matching,Stranger,2,506,0.506,1,China
164,2,Stranger,Stranger,Matching,Stranger,2,531,0.531,1,China
165,2,Stranger,Stranger,Matching,Stranger,2,624,0.624,1,China
166,2,Stranger,Stranger,Matching,Stranger,2,784,0.784,1,China
167,2,Stranger,Stranger,Matching,Stranger,2,432,0.432,0,China
168,2,Stranger,Stranger,Matching,Stranger,2,552,0.552,1,China
169,2,Stranger,Stranger,Matching,Stranger,2,598,0.598,1,China
170,2,Stranger,Stranger,Matching,Stranger,2,517,0.517,1,China
171,2,Stranger,Stranger,Matching,Stranger,2,552,0.552,1,China
172,2,Stranger,Stranger,Matching,Stranger,2,507,0.507,1,China
173,2,Stranger,Stranger,Matching,Stranger,2,583,0.583,1,China
174,2,Stranger,Stranger,Matching,Stranger,2,460,0.46,1,China
175,2,Stranger,Stranger,Matching,Stranger,2,430,0.43,1,China
176,2,Stranger,Stranger,Matching,Stranger,2,528,0.528,1,China
177,2,Stranger,Stranger,Matching,Stranger,2,539,0.539,1,China
178,2,Stranger,Stranger,Matching,Stranger,2,528,0.528,1,China
179,2,Stranger,Stranger,Matching,Stranger,2,454,0.454,1,China
180,2,Stranger,Stranger,Matching,Stranger,2,477,0.477,1,China
181,2,Stranger,Stranger,Matching,Stranger,2,663,0.663,1,China
182,2,Stranger,Stranger,Matching,Stranger,2,623,0.623,1,China
183,2,Stranger,Stranger,Matching,Stranger,2,649,0.649,0,China
184,2,Stranger,Stranger,Matching,Stranger,2,470,0.47,1,China
185,2,Stranger,Stranger,Matching,Stranger,2,493,0.493,1,China
186,2,Stranger,Stranger,Matching,Stranger,2,425,0.425,0,China
187,2,Self,Stranger,Nonmatching,Self,2,NA,NA,NA,China
188,2,Self,Friend,Nonmatching,Self,2,NA,NA,NA,China
189,2,Self,Stranger,Nonmatching,Self,2,631,0.631,1,China
190,2,Self,Friend,Nonmatching,Self,2,0,0,0,China
191,2,Self,Stranger,Nonmatching,Self,2,459,0.459,1,China
192,2,Self,Friend,Nonmatching,Self,2,583,0.583,1,China
193,2,Self,Stranger,Nonmatching,Self,2,587,0.587,1,China
194,2,Self,Friend,Nonmatching,Self,2,396,0.396,1,China
195,2,Self,Stranger,Nonmatching,Self,2,436,0.436,0,China
196,2,Self,Friend,Nonmatching,Self,2,625,0.625,1,China
197,2,Self,Stranger,Nonmatching,Self,2,569,0.569,1,China
198,2,Self,Friend,Nonmatching,Self,2,354,0.354,0,China
199,2,Self,Friend,Nonmatching,Self,2,703,0.703,1,China
200,2,Self,Stranger,Nonmatching,Self,2,717,0.717,1,China
201,2,Self,Friend,Nonmatching,Self,2,563,0.563,1,China
202,2,Self,Stranger,Nonmatching,Self,2,640,0.64,1,China
203,2,Self,Friend,Nonmatching,Self,2,443,0.443,0,China
204,2,Self,Stranger,Nonmatching,Self,2,594,0.594,1,China
205,2,Self,Stranger,Nonmatching,Self,2,1133,1.133,1,China
206,2,Self,Friend,Nonmatching,Self,2,466,0.466,0,China
207,2,Self,Stranger,Nonmatching,Self,2,446,0.446,0,China
208,2,Self,Friend,Nonmatching,Self,2,529,0.529,1,China
209,2,Self,Stranger,Nonmatching,Self,2,565,0.565,1,China
210,2,Self,Friend,Nonmatching,Self,2,762,0.762,1,China
211,2,Self,Friend,Nonmatching,Self,2,636,0.636,1,China
212,2,Self,Stranger,Nonmatching,Self,2,473,0.473,0,China
213,2,Self,Friend,Nonmatching,Self,2,663,0.663,1,China
214,2,Self,Stranger,Nonmatching,Self,2,487,0.487,0,China
215,2,Self,Stranger,Nonmatching,Self,2,494,0.494,0,China
216,2,Self,Friend,Nonmatching,Self,2,428,0.428,0,China
217,2,Self,Friend,Nonmatching,Self,2,688,0.688,1,China
218,2,Self,Stranger,Nonmatching,Self,2,644,0.644,1,China
219,2,Self,Stranger,Nonmatching,Self,2,503,0.503,1,China
220,2,Self,Friend,Nonmatching,Self,2,535,0.535,1,China
221,2,Self,Stranger,Nonmatching,Self,2,471,0.471,0,China
222,2,Self,Friend,Nonmatching,Self,2,588,0.588,1,China
223,2,Self,Stranger,Nonmatching,Self,2,497,0.497,0,China
224,2,Self,Friend,Nonmatching,Self,2,467,0.467,0,China
225,2,Self,Stranger,Nonmatching,Self,2,627,0.627,1,China
226,2,Self,Friend,Nonmatching,Self,2,656,0.656,1,China
227,2,Self,Stranger,Nonmatching,Self,2,603,0.603,1,China
228,2,Self,Friend,Nonmatching,Self,2,505,0.505,1,China
229,2,Self,Stranger,Nonmatching,Self,2,691,0.691,1,China
230,2,Self,Friend,Nonmatching,Self,2,481,0.481,0,China
231,2,Self,Stranger,Nonmatching,Self,2,445,0.445,1,China
232,2,Self,Friend,Nonmatching,Self,2,713,0.713,1,China
233,2,Self,Stranger,Nonmatching,Self,2,521,0.521,1,China
234,2,Self,Friend,Nonmatching,Self,2,858,0.858,1,China
235,2,Self,Friend,Nonmatching,Self,2,839,0.839,1,China
236,2,Self,Stranger,Nonmatching,Self,2,392,0.392,1,China
237,2,Self,Stranger,Nonmatching,Self,2,718,0.718,1,China
238,2,Self,Friend,Nonmatching,Self,2,565,0.565,1,China
239,2,Self,Friend,Nonmatching,Self,2,458,0.458,1,China
240,2,Self,Stranger,Nonmatching,Self,2,672,0.672,1,China
241,2,Self,Friend,Nonmatching,Self,2,589,0.589,1,China
242,2,Self,Stranger,Nonmatching,Self,2,633,0.633,1,China
243,2,Self,Stranger,Nonmatching,Self,2,735,0.735,0,China
244,2,Self,Friend,Nonmatching,Self,2,464,0.464,1,China
245,2,Self,Friend,Nonmatching,Self,2,712,0.712,1,China
246,2,Self,Stranger,Nonmatching,Self,2,515,0.515,1,China
247,2,Self,Friend,Nonmatching,Self,2,609,0.609,1,China
248,2,Self,Stranger,Nonmatching,Self,2,557,0.557,1,China
249,2,Friend,Stranger,Nonmatching,Close,2,NA,NA,NA,China
250,2,Friend,Self,Nonmatching,Close,2,NA,NA,NA,China
251,2,Friend,Stranger,Nonmatching,Close,2,569,0.569,1,China
252,2,Friend,Self,Nonmatching,Close,2,568,0.568,1,China
253,2,Friend,Stranger,Nonmatching,Close,2,626,0.626,1,China
254,2,Friend,Self,Nonmatching,Close,2,484,0.484,0,China
255,2,Friend,Self,Nonmatching,Close,2,450,0.45,0,China
256,2,Friend,Stranger,Nonmatching,Close,2,601,0.601,1,China
257,2,Friend,Self,Nonmatching,Close,2,454,0.454,0,China
258,2,Friend,Stranger,Nonmatching,Close,2,683,0.683,1,China
259,2,Friend,Stranger,Nonmatching,Close,2,631,0.631,1,China
260,2,Friend,Self,Nonmatching,Close,2,494,0.494,0,China
261,2,Friend,Stranger,Nonmatching,Close,2,587,0.587,1,China
262,2,Friend,Self,Nonmatching,Close,2,422,0.422,0,China
263,2,Friend,Stranger,Nonmatching,Close,2,599,0.599,1,China
264,2,Friend,Self,Nonmatching,Close,2,0,0,0,China
265,2,Friend,Self,Nonmatching,Close,2,537,0.537,1,China
266,2,Friend,Stranger,Nonmatching,Close,2,424,0.424,1,China
267,2,Friend,Stranger,Nonmatching,Close,2,672,0.672,1,China
268,2,Friend,Self,Nonmatching,Close,2,777,0.777,1,China
269,2,Friend,Self,Nonmatching,Close,2,472,0.472,1,China
270,2,Friend,Stranger,Nonmatching,Close,2,534,0.534,1,China
271,2,Friend,Stranger,Nonmatching,Close,2,620,0.62,1,China
272,2,Friend,Self,Nonmatching,Close,2,437,0.437,0,China
273,2,Friend,Self,Nonmatching,Close,2,374,0.374,0,China
274,2,Friend,Stranger,Nonmatching,Close,2,789,0.789,1,China
275,2,Friend,Stranger,Nonmatching,Close,2,607,0.607,1,China
276,2,Friend,Self,Nonmatching,Close,2,467,0.467,0,China
277,2,Friend,Self,Nonmatching,Close,2,819,0.819,1,China
278,2,Friend,Stranger,Nonmatching,Close,2,659,0.659,1,China
279,2,Friend,Self,Nonmatching,Close,2,676,0.676,1,China
280,2,Friend,Stranger,Nonmatching,Close,2,603,0.603,1,China
281,2,Friend,Self,Nonmatching,Close,2,667,0.667,0,China
282,2,Friend,Stranger,Nonmatching,Close,2,729,0.729,1,China
283,2,Friend,Stranger,Nonmatching,Close,2,468,0.468,1,China
284,2,Friend,Self,Nonmatching,Close,2,395,0.395,1,China
285,2,Friend,Stranger,Nonmatching,Close,2,587,0.587,1,China
286,2,Friend,Self,Nonmatching,Close,2,0,0,0,China
287,2,Friend,Self,Nonmatching,Close,2,569,0.569,1,China
288,2,Friend,Stranger,Nonmatching,Close,2,800,0.8,1,China
289,2,Friend,Self,Nonmatching,Close,2,549,0.549,1,China
290,2,Friend,Stranger,Nonmatching,Close,2,461,0.461,1,China
291,2,Friend,Stranger,Nonmatching,Close,2,726,0.726,1,China
292,2,Friend,Self,Nonmatching,Close,2,527,0.527,1,China
293,2,Friend,Self,Nonmatching,Close,2,759,0.759,1,China
294,2,Friend,Stranger,Nonmatching,Close,2,484,0.484,1,China
295,2,Friend,Stranger,Nonmatching,Close,2,680,0.68,1,China
296,2,Friend,Self,Nonmatching,Close,2,552,0.552,1,China
297,2,Friend,Self,Nonmatching,Close,2,613,0.613,1,China
298,2,Friend,Stranger,Nonmatching,Close,2,494,0.494,1,China
299,2,Friend,Self,Nonmatching,Close,2,555,0.555,1,China
300,2,Friend,Stranger,Nonmatching,Close,2,485,0.485,1,China
301,2,Friend,Self,Nonmatching,Close,2,583,0.583,1,China
302,2,Friend,Stranger,Nonmatching,Close,2,701,0.701,1,China
303,2,Friend,Stranger,Nonmatching,Close,2,587,0.587,1,China
304,2,Friend,Self,Nonmatching,Close,2,601,0.601,1,China
305,2,Friend,Self,Nonmatching,Close,2,600,0.6,1,China
306,2,Friend,Stranger,Nonmatching,Close,2,710,0.71,1,China
307,2,Friend,Stranger,Nonmatching,Close,2,700,0.7,1,China
308,2,Friend,Self,Nonmatching,Close,2,594,0.594,1,China
309,2,Friend,Stranger,Nonmatching,Close,2,431,0.431,0,China
310,2,Friend,Self,Nonmatching,Close,2,648,0.648,1,China
311,2,Stranger,Friend,Nonmatching,Stranger,2,NA,NA,NA,China
312,2,Stranger,Self,Nonmatching,Stranger,2,NA,NA,NA,China
313,2,Stranger,Friend,Nonmatching,Stranger,2,604,0.604,1,China
314,2,Stranger,Self,Nonmatching,Stranger,2,575,0.575,1,China
315,2,Stranger,Friend,Nonmatching,Stranger,2,574,0.574,1,China
316,2,Stranger,Self,Nonmatching,Stranger,2,669,0.669,1,China
317,2,Stranger,Self,Nonmatching,Stranger,2,484,0.484,1,China
318,2,Stranger,Friend,Nonmatching,Stranger,2,642,0.642,1,China
319,2,Stranger,Self,Nonmatching,Stranger,2,436,0.436,0,China
320,2,Stranger,Friend,Nonmatching,Stranger,2,683,0.683,1,China
321,2,Stranger,Friend,Nonmatching,Stranger,2,734,0.734,1,China
322,2,Stranger,Self,Nonmatching,Stranger,2,515,0.515,1,China
323,2,Stranger,Friend,Nonmatching,Stranger,2,604,0.604,1,China
324,2,Stranger,Self,Nonmatching,Stranger,2,488,0.488,1,China
325,2,Stranger,Self,Nonmatching,Stranger,2,543,0.543,1,China
326,2,Stranger,Friend,Nonmatching,Stranger,2,765,0.765,1,China
327,2,Stranger,Friend,Nonmatching,Stranger,2,662,0.662,1,China
328,2,Stranger,Self,Nonmatching,Stranger,2,670,0.67,1,China
329,2,Stranger,Self,Nonmatching,Stranger,2,734,0.734,1,China
330,2,Stranger,Friend,Nonmatching,Stranger,2,505,0.505,0,China
331,2,Stranger,Self,Nonmatching,Stranger,2,575,0.575,1,China
332,2,Stranger,Friend,Nonmatching,Stranger,2,483,0.483,1,China
333,2,Stranger,Self,Nonmatching,Stranger,2,558,0.558,1,China
334,2,Stranger,Friend,Nonmatching,Stranger,2,538,0.538,0,China
335,2,Stranger,Friend,Nonmatching,Stranger,2,543,0.543,1,China
336,2,Stranger,Self,Nonmatching,Stranger,2,538,0.538,1,China
337,2,Stranger,Self,Nonmatching,Stranger,2,559,0.559,1,China
338,2,Stranger,Friend,Nonmatching,Stranger,2,674,0.674,1,China
339,2,Stranger,Friend,Nonmatching,Stranger,2,510,0.51,1,China
340,2,Stranger,Self,Nonmatching,Stranger,2,338,0.338,0,China
341,2,Stranger,Self,Nonmatching,Stranger,2,660,0.66,1,China
342,2,Stranger,Friend,Nonmatching,Stranger,2,640,0.64,1,China
343,2,Stranger,Friend,Nonmatching,Stranger,2,671,0.671,1,China
344,2,Stranger,Self,Nonmatching,Stranger,2,561,0.561,1,China
345,2,Stranger,Friend,Nonmatching,Stranger,2,632,0.632,1,China
346,2,Stranger,Self,Nonmatching,Stranger,2,495,0.495,1,China
347,2,Stranger,Friend,Nonmatching,Stranger,2,473,0.473,0,China
348,2,Stranger,Self,Nonmatching,Stranger,2,615,0.615,1,China
349,2,Stranger,Friend,Nonmatching,Stranger,2,649,0.649,1,China
350,2,Stranger,Self,Nonmatching,Stranger,2,467,0.467,0,China
351,2,Stranger,Friend,Nonmatching,Stranger,2,452,0.452,1,China
352,2,Stranger,Self,Nonmatching,Stranger,2,468,0.468,1,China
353,2,Stranger,Friend,Nonmatching,Stranger,2,591,0.591,1,China
354,2,Stranger,Self,Nonmatching,Stranger,2,656,0.656,1,China
355,2,Stranger,Self,Nonmatching,Stranger,2,624,0.624,1,China
356,2,Stranger,Friend,Nonmatching,Stranger,2,547,0.547,0,China
357,2,Stranger,Self,Nonmatching,Stranger,2,727,0.727,1,China
358,2,Stranger,Friend,Nonmatching,Stranger,2,494,0.494,0,China
359,2,Stranger,Self,Nonmatching,Stranger,2,623,0.623,1,China
360,2,Stranger,Friend,Nonmatching,Stranger,2,538,0.538,1,China
361,2,Stranger,Self,Nonmatching,Stranger,2,658,0.658,1,China
362,2,Stranger,Friend,Nonmatching,Stranger,2,502,0.502,1,China
363,2,Stranger,Friend,Nonmatching,Stranger,2,653,0.653,0,China
364,2,Stranger,Self,Nonmatching,Stranger,2,594,0.594,0,China
365,2,Stranger,Self,Nonmatching,Stranger,2,460,0.46,1,China
366,2,Stranger,Friend,Nonmatching,Stranger,2,638,0.638,1,China
367,2,Stranger,Self,Nonmatching,Stranger,2,448,0.448,1,China
368,2,Stranger,Friend,Nonmatching,Stranger,2,624,0.624,1,China
369,2,Stranger,Self,Nonmatching,Stranger,2,382,0.382,0,China
370,2,Stranger,Friend,Nonmatching,Stranger,2,741,0.741,1,China
371,2,Stranger,Friend,Nonmatching,Stranger,2,575,0.575,1,China
372,2,Stranger,Self,Nonmatching,Stranger,2,572,0.572,1,China
373,3,Self,Stranger,Matching,Self,1,NA,NA,NA,China
374,3,Self,Friend,Matching,Self,1,NA,NA,NA,China
375,3,Self,Stranger,Matching,Self,1,454,0.454,1,China
376,3,Self,Friend,Matching,Self,1,669,0.669,1,China
377,3,Self,Stranger,Matching,Self,1,795,0.795,1,China
378,3,Self,Friend,Matching,Self,1,596,0.596,1,China
379,3,Self,Stranger,Matching,Self,1,797,0.797,1,China
380,3,Self,Friend,Matching,Self,1,498,0.498,1,China
381,3,Self,Friend,Matching,Self,1,442,0.442,1,China
382,3,Self,Stranger,Matching,Self,1,423,0.423,1,China
383,3,Self,Stranger,Matching,Self,1,471,0.471,1,China
384,3,Self,Friend,Matching,Self,1,501,0.501,1,China
385,3,Self,Friend,Matching,Self,1,455,0.455,1,China
386,3,Self,Stranger,Matching,Self,1,600,0.6,1,China
387,3,Self,Friend,Matching,Self,1,642,0.642,1,China
388,3,Self,Stranger,Matching,Self,1,608,0.608,1,China
389,3,Self,Stranger,Matching,Self,1,553,0.553,1,China
390,3,Self,Friend,Matching,Self,1,629,0.629,1,China
391,3,Self,Stranger,Matching,Self,1,625,0.625,1,China
392,3,Self,Friend,Matching,Self,1,828,0.828,1,China
393,3,Self,Stranger,Matching,Self,1,504,0.504,1,China
394,3,Self,Friend,Matching,Self,1,497,0.497,1,China
395,3,Self,Stranger,Matching,Self,1,483,0.483,1,China
396,3,Self,Friend,Matching,Self,1,491,0.491,1,China
397,3,Self,Friend,Matching,Self,1,334,0.334,0,China
398,3,Self,Stranger,Matching,Self,1,515,0.515,1,China
399,3,Self,Stranger,Matching,Self,1,460,0.46,1,China
400,3,Self,Friend,Matching,Self,1,510,0.51,1,China
401,3,Self,Stranger,Matching,Self,1,594,0.594,1,China
402,3,Self,Friend,Matching,Self,1,511,0.511,1,China
403,3,Self,Friend,Matching,Self,1,485,0.485,1,China
404,3,Self,Stranger,Matching,Self,1,693,0.693,1,China
405,3,Self,Friend,Matching,Self,1,567,0.567,0,China
406,3,Self,Stranger,Matching,Self,1,701,0.701,1,China
407,3,Self,Friend,Matching,Self,1,737,0.737,1,China
408,3,Self,Stranger,Matching,Self,1,519,0.519,1,China
409,3,Self,Stranger,Matching,Self,1,555,0.555,1,China
410,3,Self,Friend,Matching,Self,1,801,0.801,1,China
411,3,Self,Stranger,Matching,Self,1,578,0.578,0,China
412,3,Self,Friend,Matching,Self,1,465,0.465,1,China
413,3,Self,Friend,Matching,Self,1,473,0.473,1,China
414,3,Self,Stranger,Matching,Self,1,519,0.519,1,China
415,3,Self,Friend,Matching,Self,1,452,0.452,1,China
416,3,Self,Stranger,Matching,Self,1,473,0.473,1,China
417,3,Self,Stranger,Matching,Self,1,522,0.522,1,China
418,3,Self,Friend,Matching,Self,1,379,0.379,1,China
419,3,Self,Stranger,Matching,Self,1,561,0.561,1,China
420,3,Self,Friend,Matching,Self,1,472,0.472,1,China
421,3,Self,Friend,Matching,Self,1,485,0.485,1,China
422,3,Self,Stranger,Matching,Self,1,525,0.525,1,China
423,3,Self,Stranger,Matching,Self,1,677,0.677,1,China
424,3,Self,Friend,Matching,Self,1,555,0.555,0,China
425,3,Self,Friend,Matching,Self,1,389,0.389,0,China
