,Subject,Age,Gender,Handedness,Shape,Label,Matching,Identity,Morality,Response,Bin,RT_ms,RT_sec,ACC,Country
4919,7310,21,female,R,moralSelf,moralOther,Nonmatching,Self,Good,n,2,542,0.542,1,China
4920,7310,21,female,R,moralSelf,immoralOther,Nonmatching,Self,Good,n,2,620,0.62,1,China
4921,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,n,1,512,0.512,0,China
4922,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,467,0.467,1,China
4923,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,700,0.7,1,China
4924,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,613,0.613,1,China
4925,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,628,0.628,1,China
4926,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,555,0.555,1,China
4927,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,n,3,548,0.548,0,China
4928,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,3,670,0.67,1,China
4929,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,3,640,0.64,1,China
4930,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,n,4,596,0.596,0,China
4931,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,4,461,0.461,1,China
4932,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,n,4,576,0.576,0,China
4933,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,n,5,502,0.502,0,China
4934,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,5,469,0.469,1,China
4935,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,5,522,0.522,1,China
4936,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,NA,1,1084,1.084,-1,China
4937,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,384,0.384,1,China
4938,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,n,1,725,0.725,0,China
4939,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,444,0.444,1,China
4940,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,n,2,467,0.467,0,China
4941,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,740,0.741,1,China
4942,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,n,3,636,0.636,0,China
4943,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,3,569,0.569,1,China
4944,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,n,3,474,0.474,0,China
4945,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,4,634,0.634,1,China
4946,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,n,4,451,0.451,0,China
4947,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,4,567,0.567,1,China
4948,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,5,701,0.701,1,China
4949,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,5,563,0.563,1,China
4950,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,5,523,0.523,1,China
4951,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,555,0.555,1,China
4952,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,517,0.517,1,China
4953,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,517,0.517,1,China
4954,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,535,0.535,1,China
4955,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,n,2,476,0.476,0,China
4956,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,525,0.525,1,China
4957,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,3,492,0.492,1,China
4958,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,3,546,0.546,1,China
4959,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,n,3,478,0.478,0,China
4960,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,4,657,0.657,1,China
4961,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,4,611,0.611,1,China
4962,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,4,573,0.573,1,China
4963,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,5,524,0.524,1,China
4964,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,5,715,0.715,1,China
4965,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,5,555,0.555,1,China
4966,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,642,0.642,1,China
4967,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,561,0.561,1,China
4968,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,567,0.567,1,China
4969,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,687,0.687,1,China
4970,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,771,0.771,1,China
4971,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,507,0.507,1,China
4972,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,n,1,424,0.424,0,China
4973,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,546,0.546,1,China
4974,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,603,0.603,1,China
4975,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,711,0.711,1,China
4976,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,582,0.582,1,China
4977,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,602,0.602,1,China
4978,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,700,0.701,1,China
4979,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,623,0.623,1,China
4980,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,606,0.606,1,China
4981,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,644,0.644,1,China
4982,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,579,0.579,1,China
4983,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,598,0.598,1,China
4984,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,612,0.612,1,China
4985,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,617,0.617,1,China
4986,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,564,0.564,1,China
4987,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,658,0.658,1,China
4988,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,588,0.588,1,China
4989,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,705,0.705,1,China
4990,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,621,0.621,1,China
4991,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,556,0.556,1,China
4992,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,1,520,0.52,1,China
4993,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,525,0.525,1,China
4994,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,619,0.619,1,China
4995,7311,20,female,R,immoralOther,immoralOther,Matching,Other,Bad,m,2,569,0.569,1,China
4996,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,472,0.472,1,China
4997,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,591,0.591,1,China
4998,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,506,0.506,1,China
4999,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,450,0.45,1,China
5000,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,422,0.422,1,China
5001,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,515,0.515,1,China
5002,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,3,524,0.524,1,China
5003,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,3,355,0.355,1,China
5004,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,3,580,0.58,1,China
5005,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,4,479,0.479,1,China
5006,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,4,553,0.553,1,China
5007,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,4,467,0.467,1,China
5008,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,n,5,461,0.461,0,China
5009,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,5,549,0.549,1,China
5010,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,5,549,0.549,1,China
5011,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,509,0.509,1,China
5012,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,436,0.436,1,China
5013,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,516,0.515,1,China
5014,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,501,0.501,1,China
5015,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,342,0.342,1,China
5016,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,n,2,558,0.558,0,China
5017,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,3,443,0.443,1,China
5018,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,3,397,0.397,1,China
5019,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,3,433,0.433,1,China
5020,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,4,464,0.464,1,China
5021,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,4,592,0.592,1,China
5022,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,4,461,0.461,1,China
5023,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,5,575,0.575,1,China
5024,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,5,587,0.587,1,China
5025,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,5,482,0.482,1,China
5026,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,677,0.677,1,China
5027,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,752,0.752,1,China
5028,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,445,0.445,1,China
5029,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,562,0.562,1,China
5030,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,607,0.607,1,China
5031,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,490,0.49,1,China
5032,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,3,506,0.506,1,China
5033,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,3,547,0.547,1,China
5034,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,3,524,0.524,1,China
5035,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,4,499,0.499,1,China
5036,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,4,532,0.532,1,China
5037,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,4,615,0.615,1,China
5038,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,5,487,0.487,1,China
5039,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,5,569,0.569,1,China
5040,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,5,415,0.415,1,China
5041,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,485,0.485,1,China
5042,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,505,0.505,1,China
5043,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,508,0.508,1,China
5044,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,626,0.626,1,China
5045,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,566,0.566,1,China
5046,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,n,2,568,0.568,0,China
5047,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,544,0.544,1,China
5048,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,641,0.641,1,China
5049,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,n,1,708,0.709,0,China
5050,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,626,0.626,1,China
5051,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,500,0.5,1,China
5052,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,647,0.647,1,China
5053,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,506,0.506,1,China
5054,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,578,0.578,1,China
5055,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,n,1,461,0.461,0,China
5056,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,637,0.637,1,China
5057,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,514,0.514,1,China
5058,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,539,0.539,1,China
5059,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,442,0.442,1,China
5060,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,476,0.476,1,China
5061,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,442,0.442,1,China
5062,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,652,0.652,1,China
5063,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,n,2,690,0.69,0,China
5064,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,559,0.559,1,China
5065,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,476,0.476,1,China
5066,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,572,0.572,1,China
5067,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,1,674,0.674,1,China
5068,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,554,0.554,1,China
5069,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,484,0.484,1,China
5070,7311,20,female,R,moralOther,moralOther,Matching,Other,Good,m,2,501,0.501,1,China
5071,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,392,0.392,1,China
5072,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,403,0.403,1,China
5073,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,412,0.412,1,China
5074,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,438,0.438,1,China
5075,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,529,0.529,1,China
5076,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,483,0.483,1,China
5077,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,3,563,0.563,1,China
5078,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,3,405,0.405,1,China
5079,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,3,434,0.434,1,China
5080,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,n,4,445,0.445,0,China
5081,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,4,460,0.46,1,China
5082,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,4,300,0.3,1,China
5083,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,5,475,0.475,1,China
5084,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,5,561,0.561,1,China
5085,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,5,459,0.459,1,China
5086,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,452,0.452,1,China
5087,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,n,1,408,0.408,0,China
5088,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,446,0.446,1,China
5089,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,316,0.316,1,China
5090,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,443,0.443,1,China
5091,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,n,2,402,0.402,0,China
5092,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,3,386,0.386,1,China
5093,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,3,448,0.448,1,China
5094,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,3,475,0.475,1,China
5095,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,4,546,0.546,1,China
5096,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,4,423,0.423,1,China
5097,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,4,379,0.379,1,China
5098,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,5,354,0.354,1,China
5099,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,5,332,0.332,1,China
5100,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,5,433,0.433,1,China
5101,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,548,0.548,1,China
5102,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,556,0.556,1,China
5103,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,509,0.509,1,China
5104,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,475,0.475,1,China
5105,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,484,0.484,1,China
5106,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,411,0.411,1,China
5107,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,3,499,0.499,1,China
5108,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,3,532,0.532,1,China
5109,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,3,559,0.559,1,China
5110,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,4,513,0.513,1,China
5111,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,4,456,0.456,1,China
5112,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,4,448,0.448,1,China
5113,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,5,497,0.497,1,China
5114,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,5,412,0.412,1,China
5115,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,5,504,0.504,1,China
5116,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,564,0.564,1,China
5117,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,325,0.325,1,China
5118,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,430,0.43,1,China
5119,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,434,0.434,1,China
5120,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,403,0.403,1,China
5121,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,512,0.512,1,China
5122,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,356,0.356,1,China
5123,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,452,0.452,1,China
5124,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,534,0.534,1,China
5125,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,556,0.556,1,China
5126,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,599,0.599,1,China
5127,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,588,0.588,1,China
5128,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,452,0.452,1,China
5129,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,514,0.514,1,China
5130,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,460,0.46,1,China
5131,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,551,0.551,1,China
5132,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,410,0.41,1,China
5133,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,603,0.603,1,China
5134,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,483,0.483,1,China
5135,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,469,0.469,1,China
5136,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,451,0.451,1,China
5137,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,405,0.405,1,China
5138,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,418,0.418,1,China
5139,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,451,0.451,1,China
5140,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,392,0.392,1,China
5141,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,490,0.49,1,China
5142,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,1,575,0.575,1,China
5143,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,516,0.516,1,China
5144,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,571,0.571,1,China
5145,7311,20,female,R,immoralSelf,immoralSelf,Matching,Self,Bad,m,2,577,0.577,1,China
5146,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,n,1,559,0.559,0,China
5147,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,1,635,0.635,1,China
5148,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,1,501,0.501,1,China
5149,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,620,0.62,1,China
5150,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,743,0.743,1,China
5151,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,543,0.543,1,China
5152,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,3,554,0.553,1,China
5153,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,3,461,0.461,1,China
5154,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,3,525,0.525,1,China
5155,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,4,453,0.453,1,China
5156,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,4,418,0.418,1,China
5157,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,4,496,0.496,1,China
5158,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,5,516,0.516,1,China
5159,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,5,587,0.587,1,China
5160,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,5,460,0.46,1,China
5161,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,n,1,499,0.499,0,China
5162,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,1,509,0.509,1,China
5163,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,1,475,0.475,1,China
5164,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,n,2,425,0.425,0,China
5165,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,548,0.547,1,China
5166,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,504,0.504,1,China
5167,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,3,422,0.422,1,China
5168,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,3,499,0.499,1,China
5169,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,n,3,498,0.498,0,China
5170,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,4,531,0.531,1,China
5171,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,4,638,0.638,1,China
5172,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,n,4,608,0.608,0,China
5173,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,5,384,0.384,1,China
5174,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,5,528,0.528,1,China
5175,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,5,682,0.682,1,China
5176,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,n,1,630,0.63,0,China
5177,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,1,554,0.554,1,China
5178,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,1,472,0.472,1,China
5179,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,461,0.461,1,China
5180,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,458,0.458,1,China
5181,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,430,0.43,1,China
5182,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,3,531,0.531,1,China
5183,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,n,3,667,0.667,0,China
5184,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,3,564,0.564,1,China
5185,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,4,788,0.788,1,China
5186,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,4,422,0.422,1,China
5187,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,4,710,0.71,1,China
5188,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,5,606,0.606,1,China
5189,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,5,498,0.498,1,China
5190,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,n,5,477,0.477,0,China
5191,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,1,661,0.661,1,China
5192,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,n,1,438,0.438,0,China
5193,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,1,483,0.483,1,China
5194,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,420,0.42,1,China
5195,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,501,0.501,1,China
5196,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,539,0.539,1,China
5197,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,1,562,0.561,1,China
5198,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,1,549,0.549,1,China
5199,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,1,583,0.583,1,China
5200,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,595,0.595,1,China
5201,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,599,0.599,1,China
5202,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,2,740,0.74,1,China
5203,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,n,1,683,0.683,0,China
5204,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,1,555,0.555,1,China
5205,7311,20,female,R,moralSelf,moralSelf,Matching,Self,Good,m,1,526,0.526,1,China
