,Subject,Word,Shape,Matching,Origin_Identity,English_Identity,Identity,RT_ms,RT_sec,ACC,Country
1,1,FRIEND,Friend,Matching,Friend,Friend,Close,391,0.391,0,United Kingdom
2,1,FRIEND,Friend,Matching,Friend,Friend,Close,627,0.627,1,United Kingdom
3,1,FRIEND,Friend,Matching,Friend,Friend,Close,648,0.648,1,United Kingdom
4,1,FRIEND,Friend,Matching,Friend,Friend,Close,802,0.802,1,United Kingdom
5,1,FRIEND,Friend,Matching,Friend,Friend,Close,436,0.436,1,United Kingdom
6,1,FRIEND,Friend,Matching,Friend,Friend,Close,573,0.573,1,United Kingdom
7,1,FRIEND,Friend,Matching,Friend,Friend,Close,994,0.994,1,United Kingdom
8,1,FRIEND,Friend,Matching,Friend,Friend,Close,594,0.594,1,United Kingdom
9,1,FRIEND,Friend,Matching,Friend,Friend,Close,507,0.507,1,United Kingdom
10,1,FRIEND,Friend,Matching,Friend,Friend,Close,790,0.79,1,United Kingdom
11,1,FRIEND,Friend,Matching,Friend,Friend,Close,586,0.586,1,United Kingdom
12,1,FRIEND,Friend,Matching,Friend,Friend,Close,777,0.777,1,United Kingdom
13,1,FRIEND,Friend,Matching,Friend,Friend,Close,970,0.97,1,United Kingdom
14,1,FRIEND,Friend,Matching,Friend,Friend,Close,1053,1.053,1,United Kingdom
15,1,FRIEND,Friend,Matching,Friend,Friend,Close,549,0.549,1,United Kingdom
16,1,FRIEND,Friend,Matching,Friend,Friend,Close,749,0.749,1,United Kingdom
17,1,FRIEND,Friend,Matching,Friend,Friend,Close,699,0.699,1,United Kingdom
18,1,FRIEND,Friend,Matching,Friend,Friend,Close,605,0.605,0,United Kingdom
19,1,FRIEND,Friend,Matching,Friend,Friend,Close,807,0.807,1,United Kingdom
20,1,FRIEND,Friend,Matching,Friend,Friend,Close,762,0.762,1,United Kingdom
21,1,FRIEND,Friend,Matching,Friend,Friend,Close,622,0.622,1,United Kingdom
22,1,FRIEND,Friend,Matching,Friend,Friend,Close,681,0.681,1,United Kingdom
23,1,FRIEND,Friend,Matching,Friend,Friend,Close,530,0.53,1,United Kingdom
24,1,FRIEND,Friend,Matching,Friend,Friend,Close,677,0.677,1,United Kingdom
25,1,FRIEND,Friend,Matching,Friend,Friend,Close,1090,1.09,1,United Kingdom
26,1,FRIEND,Friend,Matching,Friend,Friend,Close,577,0.577,0,United Kingdom
27,1,FRIEND,Friend,Matching,Friend,Friend,Close,745,0.745,1,United Kingdom
28,1,FRIEND,Friend,Matching,Friend,Friend,Close,847,0.847,1,United Kingdom
29,1,FRIEND,Friend,Matching,Friend,Friend,Close,748,0.748,0,United Kingdom
30,1,FRIEND,Friend,Matching,Friend,Friend,Close,755,0.755,1,United Kingdom
31,1,FRIEND,Friend,Matching,Friend,Friend,Close,691,0.691,1,United Kingdom
32,1,FRIEND,Friend,Matching,Friend,Friend,Close,653,0.653,0,United Kingdom
33,1,FRIEND,Friend,Matching,Friend,Friend,Close,809,0.809,0,United Kingdom
34,1,FRIEND,Friend,Matching,Friend,Friend,Close,515,0.515,0,United Kingdom
35,1,FRIEND,Friend,Matching,Friend,Friend,Close,462,0.462,0,United Kingdom
36,1,FRIEND,Friend,Matching,Friend,Friend,Close,877,0.877,1,United Kingdom
37,1,FRIEND,Friend,Matching,Friend,Friend,Close,599,0.599,1,United Kingdom
38,1,FRIEND,Friend,Matching,Friend,Friend,Close,743,0.743,0,United Kingdom
39,1,FRIEND,Friend,Matching,Friend,Friend,Close,756,0.756,0,United Kingdom
40,1,FRIEND,Friend,Matching,Friend,Friend,Close,643,0.643,1,United Kingdom
41,1,FRIEND,Friend,Matching,Friend,Friend,Close,730,0.73,1,United Kingdom
42,1,FRIEND,Friend,Matching,Friend,Friend,Close,629,0.629,0,United Kingdom
43,1,FRIEND,Friend,Matching,Friend,Friend,Close,892,0.892,1,United Kingdom
44,1,FRIEND,Friend,Matching,Friend,Friend,Close,750,0.75,1,United Kingdom
45,1,FRIEND,Friend,Matching,Friend,Friend,Close,765,0.765,1,United Kingdom
46,1,YOU,Self,Matching,Self,Self,Self,516,0.516,1,United Kingdom
47,1,YOU,Self,Matching,Self,Self,Self,725,0.725,1,United Kingdom
48,1,YOU,Self,Matching,Self,Self,Self,523,0.523,0,United Kingdom
49,1,YOU,Self,Matching,Self,Self,Self,759,0.759,1,United Kingdom
50,1,YOU,Self,Matching,Self,Self,Self,841,0.841,1,United Kingdom
51,1,YOU,Self,Matching,Self,Self,Self,569,0.569,1,United Kingdom
52,1,YOU,Self,Matching,Self,Self,Self,652,0.652,0,United Kingdom
53,1,YOU,Self,Matching,Self,Self,Self,659,0.659,1,United Kingdom
54,1,YOU,Self,Matching,Self,Self,Self,514,0.514,1,United Kingdom
55,1,YOU,Self,Matching,Self,Self,Self,582,0.582,1,United Kingdom
56,1,YOU,Self,Matching,Self,Self,Self,771,0.771,1,United Kingdom
57,1,YOU,Self,Matching,Self,Self,Self,821,0.821,0,United Kingdom
58,1,YOU,Self,Matching,Self,Self,Self,330,0.33,0,United Kingdom
59,1,YOU,Self,Matching,Self,Self,Self,500,0.5,1,United Kingdom
60,1,YOU,Self,Matching,Self,Self,Self,829,0.829,1,United Kingdom
61,1,YOU,Self,Matching,Self,Self,Self,630,0.63,1,United Kingdom
62,1,YOU,Self,Matching,Self,Self,Self,696,0.696,1,United Kingdom
63,1,YOU,Self,Matching,Self,Self,Self,555,0.555,1,United Kingdom
64,1,YOU,Self,Matching,Self,Self,Self,659,0.659,1,United Kingdom
65,1,YOU,Self,Matching,Self,Self,Self,677,0.677,1,United Kingdom
66,1,YOU,Self,Matching,Self,Self,Self,797,0.797,1,United Kingdom
67,1,YOU,Self,Matching,Self,Self,Self,666,0.666,1,United Kingdom
68,1,YOU,Self,Matching,Self,Self,Self,622,0.622,0,United Kingdom
69,1,YOU,Self,Matching,Self,Self,Self,580,0.58,1,United Kingdom
70,1,YOU,Self,Matching,Self,Self,Self,650,0.65,1,United Kingdom
71,1,YOU,Self,Matching,Self,Self,Self,596,0.596,0,United Kingdom
72,1,YOU,Self,Matching,Self,Self,Self,547,0.547,1,United Kingdom
73,1,YOU,Self,Matching,Self,Self,Self,688,0.688,0,United Kingdom
74,1,YOU,Self,Matching,Self,Self,Self,785,0.785,1,United Kingdom
75,1,YOU,Self,Matching,Self,Self,Self,909,0.909,0,United Kingdom
76,1,YOU,Self,Matching,Self,Self,Self,837,0.837,1,United Kingdom
77,1,YOU,Self,Matching,Self,Self,Self,694,0.694,0,United Kingdom
78,1,YOU,Self,Matching,Self,Self,Self,727,0.727,1,United Kingdom
79,1,YOU,Self,Matching,Self,Self,Self,519,0.519,1,United Kingdom
80,1,YOU,Self,Matching,Self,Self,Self,477,0.477,1,United Kingdom
81,1,YOU,Self,Matching,Self,Self,Self,669,0.669,1,United Kingdom
82,1,YOU,Self,Matching,Self,Self,Self,826,0.826,1,United Kingdom
83,1,YOU,Self,Matching,Self,Self,Self,618,0.618,1,United Kingdom
84,1,YOU,Self,Matching,Self,Self,Self,664,0.664,0,United Kingdom
85,1,YOU,Self,Matching,Self,Self,Self,629,0.629,1,United Kingdom
86,1,YOU,Self,Matching,Self,Self,Self,988,0.988,1,United Kingdom
87,1,YOU,Self,Matching,Self,Self,Self,866,0.866,0,United Kingdom
88,1,YOU,Self,Matching,Self,Self,Self,614,0.614,1,United Kingdom
89,1,YOU,Self,Matching,Self,Self,Self,654,0.654,1,United Kingdom
90,1,YOU,Self,Matching,Self,Self,Self,625,0.625,1,United Kingdom
91,1,YOU,Self,Matching,Self,Self,Self,809,0.809,1,United Kingdom
92,1,YOU,Self,Matching,Self,Self,Self,831,0.831,1,United Kingdom
93,1,YOU,Friend,Nonmatching,Friend,Friend,Close,557,0.557,1,United Kingdom
94,1,YOU,Friend,Nonmatching,Friend,Friend,Close,537,0.537,1,United Kingdom
95,1,YOU,Friend,Nonmatching,Friend,Friend,Close,634,0.634,1,United Kingdom
96,1,YOU,Friend,Nonmatching,Friend,Friend,Close,800,0.8,1,United Kingdom
97,1,YOU,Friend,Nonmatching,Friend,Friend,Close,679,0.679,1,United Kingdom
98,1,YOU,Friend,Nonmatching,Friend,Friend,Close,922,0.922,0,United Kingdom
99,1,YOU,Friend,Nonmatching,Friend,Friend,Close,622,0.622,1,United Kingdom
100,1,YOU,Friend,Nonmatching,Friend,Friend,Close,443,0.443,0,United Kingdom
101,1,YOU,Friend,Nonmatching,Friend,Friend,Close,586,0.586,1,United Kingdom
102,1,YOU,Friend,Nonmatching,Friend,Friend,Close,508,0.508,1,United Kingdom
103,1,YOU,Friend,Nonmatching,Friend,Friend,Close,532,0.532,1,United Kingdom
104,1,YOU,Friend,Nonmatching,Friend,Friend,Close,698,0.698,1,United Kingdom
105,1,YOU,Friend,Nonmatching,Friend,Friend,Close,548,0.548,1,United Kingdom
106,1,YOU,Friend,Nonmatching,Friend,Friend,Close,731,0.731,1,United Kingdom
107,1,YOU,Friend,Nonmatching,Friend,Friend,Close,727,0.727,1,United Kingdom
108,1,YOU,Friend,Nonmatching,Friend,Friend,Close,624,0.624,1,United Kingdom
109,1,YOU,Friend,Nonmatching,Friend,Friend,Close,712,0.712,1,United Kingdom
110,1,YOU,Friend,Nonmatching,Friend,Friend,Close,623,0.623,0,United Kingdom
111,1,YOU,Friend,Nonmatching,Friend,Friend,Close,636,0.636,1,United Kingdom
112,1,YOU,Friend,Nonmatching,Friend,Friend,Close,553,0.553,1,United Kingdom
113,1,YOU,Friend,Nonmatching,Friend,Friend,Close,708,0.708,1,United Kingdom
114,1,YOU,Friend,Nonmatching,Friend,Friend,Close,759,0.759,1,United Kingdom
115,1,YOU,Friend,Nonmatching,Friend,Friend,Close,643,0.643,1,United Kingdom
116,1,YOU,Friend,Nonmatching,Friend,Friend,Close,655,0.655,1,United Kingdom
117,1,YOU,Friend,Nonmatching,Friend,Friend,Close,606,0.606,1,United Kingdom
118,1,YOU,Friend,Nonmatching,Friend,Friend,Close,732,0.732,1,United Kingdom
119,1,YOU,Friend,Nonmatching,Friend,Friend,Close,728,0.728,1,United Kingdom
120,1,YOU,Friend,Nonmatching,Friend,Friend,Close,656,0.656,1,United Kingdom
121,1,YOU,Friend,Nonmatching,Friend,Friend,Close,643,0.643,1,United Kingdom
122,1,YOU,Friend,Nonmatching,Friend,Friend,Close,828,0.828,1,United Kingdom
123,1,YOU,Friend,Nonmatching,Friend,Friend,Close,704,0.704,1,United Kingdom
124,1,YOU,Friend,Nonmatching,Friend,Friend,Close,680,0.68,1,United Kingdom
125,1,YOU,Friend,Nonmatching,Friend,Friend,Close,1017,1.017,0,United Kingdom
126,1,YOU,Friend,Nonmatching,Friend,Friend,Close,539,0.539,1,United Kingdom
127,1,YOU,Friend,Nonmatching,Friend,Friend,Close,714,0.714,1,United Kingdom
128,1,YOU,Friend,Nonmatching,Friend,Friend,Close,509,0.509,1,United Kingdom
129,1,YOU,Friend,Nonmatching,Friend,Friend,Close,599,0.599,1,United Kingdom
130,1,YOU,Friend,Nonmatching,Friend,Friend,Close,661,0.661,0,United Kingdom
131,1,YOU,Friend,Nonmatching,Friend,Friend,Close,670,0.67,0,United Kingdom
132,1,YOU,Friend,Nonmatching,Friend,Friend,Close,936,0.936,1,United Kingdom
133,1,YOU,Friend,Nonmatching,Friend,Friend,Close,532,0.532,1,United Kingdom
134,1,YOU,Friend,Nonmatching,Friend,Friend,Close,621,0.621,1,United Kingdom
135,1,YOU,Friend,Nonmatching,Friend,Friend,Close,667,0.667,0,United Kingdom
136,1,YOU,Friend,Nonmatching,Friend,Friend,Close,1095,1.095,1,United Kingdom
137,1,YOU,Friend,Nonmatching,Friend,Friend,Close,714,0.714,0,United Kingdom
138,1,FRIEND,Self,Nonmatching,Self,Self,Self,815,0.815,1,United Kingdom
139,1,FRIEND,Self,Nonmatching,Self,Self,Self,497,0.497,0,United Kingdom
140,1,FRIEND,Self,Nonmatching,Self,Self,Self,506,0.506,1,United Kingdom
141,1,FRIEND,Self,Nonmatching,Self,Self,Self,785,0.785,1,United Kingdom
142,1,FRIEND,Self,Nonmatching,Self,Self,Self,520,0.52,1,United Kingdom
143,1,FRIEND,Self,Nonmatching,Self,Self,Self,491,0.491,1,United Kingdom
144,1,FRIEND,Self,Nonmatching,Self,Self,Self,913,0.913,1,United Kingdom
145,1,FRIEND,Self,Nonmatching,Self,Self,Self,647,0.647,1,United Kingdom
146,1,FRIEND,Self,Nonmatching,Self,Self,Self,700,0.7,0,United Kingdom
147,1,FRIEND,Self,Nonmatching,Self,Self,Self,595,0.595,1,United Kingdom
148,1,FRIEND,Self,Nonmatching,Self,Self,Self,596,0.596,1,United Kingdom
149,1,FRIEND,Self,Nonmatching,Self,Self,Self,633,0.633,1,United Kingdom
150,1,FRIEND,Self,Nonmatching,Self,Self,Self,725,0.725,1,United Kingdom
151,1,FRIEND,Self,Nonmatching,Self,Self,Self,275,0.275,1,United Kingdom
152,1,FRIEND,Self,Nonmatching,Self,Self,Self,942,0.942,1,United Kingdom
153,1,FRIEND,Self,Nonmatching,Self,Self,Self,693,0.693,1,United Kingdom
154,1,FRIEND,Self,Nonmatching,Self,Self,Self,952,0.952,0,United Kingdom
155,1,FRIEND,Self,Nonmatching,Self,Self,Self,845,0.845,1,United Kingdom
156,1,FRIEND,Self,Nonmatching,Self,Self,Self,655,0.655,1,United Kingdom
157,1,FRIEND,Self,Nonmatching,Self,Self,Self,756,0.756,0,United Kingdom
158,1,FRIEND,Self,Nonmatching,Self,Self,Self,762,0.762,1,United Kingdom
159,1,FRIEND,Self,Nonmatching,Self,Self,Self,719,0.719,1,United Kingdom
160,1,FRIEND,Self,Nonmatching,Self,Self,Self,667,0.667,0,United Kingdom
161,1,FRIEND,Self,Nonmatching,Self,Self,Self,729,0.729,1,United Kingdom
162,1,FRIEND,Self,Nonmatching,Self,Self,Self,611,0.611,1,United Kingdom
163,1,FRIEND,Self,Nonmatching,Self,Self,Self,716,0.716,0,United Kingdom
164,1,FRIEND,Self,Nonmatching,Self,Self,Self,702,0.702,1,United Kingdom
165,1,FRIEND,Self,Nonmatching,Self,Self,Self,635,0.635,0,United Kingdom
166,1,FRIEND,Self,Nonmatching,Self,Self,Self,765,0.765,1,United Kingdom
167,1,FRIEND,Self,Nonmatching,Self,Self,Self,579,0.579,0,United Kingdom
168,1,FRIEND,Self,Nonmatching,Self,Self,Self,577,0.577,1,United Kingdom
169,1,FRIEND,Self,Nonmatching,Self,Self,Self,689,0.689,1,United Kingdom
170,1,FRIEND,Self,Nonmatching,Self,Self,Self,723,0.723,1,United Kingdom
171,1,FRIEND,Self,Nonmatching,Self,Self,Self,620,0.62,1,United Kingdom
172,1,FRIEND,Self,Nonmatching,Self,Self,Self,826,0.826,1,United Kingdom
173,1,FRIEND,Self,Nonmatching,Self,Self,Self,544,0.544,1,United Kingdom
174,1,FRIEND,Self,Nonmatching,Self,Self,Self,967,0.967,1,United Kingdom
175,1,FRIEND,Self,Nonmatching,Self,Self,Self,884,0.884,1,United Kingdom
176,1,FRIEND,Self,Nonmatching,Self,Self,Self,621,0.621,1,United Kingdom
177,1,FRIEND,Self,Nonmatching,Self,Self,Self,928,0.928,1,United Kingdom
178,1,FRIEND,Self,Nonmatching,Self,Self,Self,698,0.698,1,United Kingdom
179,1,FRIEND,Self,Nonmatching,Self,Self,Self,870,0.87,0,United Kingdom
180,1,FRIEND,Self,Nonmatching,Self,Self,Self,648,0.648,1,United Kingdom
181,1,FRIEND,Self,Nonmatching,Self,Self,Self,606,0.606,1,United Kingdom
182,1,FRIEND,Self,Nonmatching,Self,Self,Self,647,0.647,1,United Kingdom
183,1,FRIEND,Self,Nonmatching,Self,Self,Self,723,0.723,1,United Kingdom
184,2,FRIEND,Friend,Matching,Friend,Friend,Close,397,0.397,0,United Kingdom
185,2,FRIEND,Friend,Matching,Friend,Friend,Close,854,0.854,1,United Kingdom
186,2,FRIEND,Friend,Matching,Friend,Friend,Close,310,0.31,1,United Kingdom
187,2,FRIEND,Friend,Matching,Friend,Friend,Close,262,0.262,1,United Kingdom
188,2,FRIEND,Friend,Matching,Friend,Friend,Close,299,0.299,1,United Kingdom
189,2,FRIEND,Friend,Matching,Friend,Friend,Close,683,0.683,0,United Kingdom
190,2,FRIEND,Friend,Matching,Friend,Friend,Close,248,0.248,1,United Kingdom
191,2,FRIEND,Friend,Matching,Friend,Friend,Close,363,0.363,1,United Kingdom
192,2,FRIEND,Friend,Matching,Friend,Friend,Close,334,0.334,0,United Kingdom
193,2,FRIEND,Friend,Matching,Friend,Friend,Close,295,0.295,1,United Kingdom
194,2,FRIEND,Friend,Matching,Friend,Friend,Close,309,0.309,1,United Kingdom
195,2,FRIEND,Friend,Matching,Friend,Friend,Close,386,0.386,1,United Kingdom
196,2,FRIEND,Friend,Matching,Friend,Friend,Close,311,0.311,0,United Kingdom
197,2,FRIEND,Friend,Matching,Friend,Friend,Close,355,0.355,1,United Kingdom
198,2,FRIEND,Friend,Matching,Friend,Friend,Close,448,0.448,1,United Kingdom
199,2,FRIEND,Friend,Matching,Friend,Friend,Close,284,0.284,1,United Kingdom
200,2,FRIEND,Friend,Matching,Friend,Friend,Close,560,0.56,1,United Kingdom
201,2,FRIEND,Friend,Matching,Friend,Friend,Close,835,0.835,1,United Kingdom
202,2,FRIEND,Friend,Matching,Friend,Friend,Close,481,0.481,0,United Kingdom
203,2,FRIEND,Friend,Matching,Friend,Friend,Close,201,0.201,1,United Kingdom
204,2,FRIEND,Friend,Matching,Friend,Friend,Close,392,0.392,1,United Kingdom
205,2,FRIEND,Friend,Matching,Friend,Friend,Close,670,0.67,1,United Kingdom
206,2,FRIEND,Friend,Matching,Friend,Friend,Close,778,0.778,1,United Kingdom
207,2,FRIEND,Friend,Matching,Friend,Friend,Close,529,0.529,1,United Kingdom
208,2,FRIEND,Friend,Matching,Friend,Friend,Close,693,0.693,1,United Kingdom
209,2,FRIEND,Friend,Matching,Friend,Friend,Close,469,0.469,1,United Kingdom
210,2,FRIEND,Friend,Matching,Friend,Friend,Close,585,0.585,1,United Kingdom
211,2,FRIEND,Friend,Matching,Friend,Friend,Close,618,0.618,1,United Kingdom
212,2,FRIEND,Friend,Matching,Friend,Friend,Close,990,0.99,1,United Kingdom
213,2,FRIEND,Friend,Matching,Friend,Friend,Close,860,0.86,1,United Kingdom
214,2,FRIEND,Friend,Matching,Friend,Friend,Close,795,0.795,0,United Kingdom
215,2,FRIEND,Friend,Matching,Friend,Friend,Close,715,0.715,1,United Kingdom
216,2,FRIEND,Friend,Matching,Friend,Friend,Close,479,0.479,1,United Kingdom
217,2,FRIEND,Friend,Matching,Friend,Friend,Close,600,0.6,1,United Kingdom
218,2,FRIEND,Friend,Matching,Friend,Friend,Close,814,0.814,0,United Kingdom
219,2,FRIEND,Friend,Matching,Friend,Friend,Close,616,0.616,1,United Kingdom
220,2,FRIEND,Friend,Matching,Friend,Friend,Close,513,0.513,0,United Kingdom
221,2,FRIEND,Friend,Matching,Friend,Friend,Close,589,0.589,1,United Kingdom
222,2,FRIEND,Friend,Matching,Friend,Friend,Close,406,0.406,1,United Kingdom
223,2,FRIEND,Friend,Matching,Friend,Friend,Close,790,0.79,1,United Kingdom
224,2,FRIEND,Friend,Matching,Friend,Friend,Close,1041,1.041,1,United Kingdom
225,2,FRIEND,Friend,Matching,Friend,Friend,Close,669,0.669,1,United Kingdom
226,2,FRIEND,Friend,Matching,Friend,Friend,Close,658,0.658,1,United Kingdom
227,2,YOU,Self,Matching,Self,Self,Self,691,0.691,1,United Kingdom
228,2,YOU,Self,Matching,Self,Self,Self,567,0.567,1,United Kingdom
229,2,YOU,Self,Matching,Self,Self,Self,746,0.746,1,United Kingdom
230,2,YOU,Self,Matching,Self,Self,Self,760,0.76,0,United Kingdom
231,2,YOU,Self,Matching,Self,Self,Self,375,0.375,1,United Kingdom
232,2,YOU,Self,Matching,Self,Self,Self,647,0.647,0,United Kingdom
233,2,YOU,Self,Matching,Self,Self,Self,465,0.465,1,United Kingdom
234,2,YOU,Self,Matching,Self,Self,Self,221,0.221,0,United Kingdom
235,2,YOU,Self,Matching,Self,Self,Self,369,0.369,0,United Kingdom
236,2,YOU,Self,Matching,Self,Self,Self,339,0.339,1,United Kingdom
237,2,YOU,Self,Matching,Self,Self,Self,342,0.342,0,United Kingdom
238,2,YOU,Self,Matching,Self,Self,Self,436,0.436,1,United Kingdom
239,2,YOU,Self,Matching,Self,Self,Self,536,0.536,1,United Kingdom
240,2,YOU,Self,Matching,Self,Self,Self,590,0.59,0,United Kingdom
241,2,YOU,Self,Matching,Self,Self,Self,469,0.469,1,United Kingdom
242,2,YOU,Self,Matching,Self,Self,Self,375,0.375,1,United Kingdom
243,2,YOU,Self,Matching,Self,Self,Self,657,0.657,1,United Kingdom
244,2,YOU,Self,Matching,Self,Self,Self,646,0.646,0,United Kingdom
245,2,YOU,Self,Matching,Self,Self,Self,1096,1.096,1,United Kingdom
246,2,YOU,Self,Matching,Self,Self,Self,507,0.507,1,United Kingdom
247,2,YOU,Self,Matching,Self,Self,Self,965,0.965,0,United Kingdom
248,2,YOU,Self,Matching,Self,Self,Self,895,0.895,1,United Kingdom
249,2,YOU,Self,Matching,Self,Self,Self,706,0.706,0,United Kingdom
250,2,YOU,Self,Matching,Self,Self,Self,591,0.591,1,United Kingdom
251,2,YOU,Self,Matching,Self,Self,Self,938,0.938,0,United Kingdom
252,2,YOU,Self,Matching,Self,Self,Self,562,0.562,1,United Kingdom
253,2,YOU,Self,Matching,Self,Self,Self,893,0.893,1,United Kingdom
254,2,YOU,Self,Matching,Self,Self,Self,803,0.803,1,United Kingdom
255,2,YOU,Self,Matching,Self,Self,Self,782,0.782,1,United Kingdom
256,2,YOU,Self,Matching,Self,Self,Self,432,0.432,1,United Kingdom
257,2,YOU,Self,Matching,Self,Self,Self,636,0.636,1,United Kingdom
258,2,YOU,Self,Matching,Self,Self,Self,384,0.384,1,United Kingdom
259,2,YOU,Self,Matching,Self,Self,Self,565,0.565,1,United Kingdom
260,2,YOU,Self,Matching,Self,Self,Self,702,0.702,1,United Kingdom
261,2,YOU,Self,Matching,Self,Self,Self,450,0.45,1,United Kingdom
262,2,YOU,Self,Matching,Self,Self,Self,479,0.479,1,United Kingdom
263,2,YOU,Self,Matching,Self,Self,Self,403,0.403,1,United Kingdom
264,2,YOU,Self,Matching,Self,Self,Self,485,0.485,1,United Kingdom
265,2,YOU,Self,Matching,Self,Self,Self,825,0.825,1,United Kingdom
266,2,YOU,Self,Matching,Self,Self,Self,597,0.597,1,United Kingdom
267,2,YOU,Self,Matching,Self,Self,Self,861,0.861,1,United Kingdom
268,2,YOU,Self,Matching,Self,Self,Self,530,0.53,1,United Kingdom
269,2,YOU,Self,Matching,Self,Self,Self,502,0.502,1,United Kingdom
270,2,YOU,Self,Matching,Self,Self,Self,617,0.617,1,United Kingdom
271,2,YOU,Friend,Nonmatching,Friend,Friend,Close,399,0.399,0,United Kingdom
272,2,YOU,Friend,Nonmatching,Friend,Friend,Close,946,0.946,1,United Kingdom
273,2,YOU,Friend,Nonmatching,Friend,Friend,Close,698,0.698,0,United Kingdom
274,2,YOU,Friend,Nonmatching,Friend,Friend,Close,308,0.308,0,United Kingdom
275,2,YOU,Friend,Nonmatching,Friend,Friend,Close,498,0.498,0,United Kingdom
276,2,YOU,Friend,Nonmatching,Friend,Friend,Close,352,0.352,0,United Kingdom
277,2,YOU,Friend,Nonmatching,Friend,Friend,Close,514,0.514,1,United Kingdom
278,2,YOU,Friend,Nonmatching,Friend,Friend,Close,507,0.507,1,United Kingdom
279,2,YOU,Friend,Nonmatching,Friend,Friend,Close,470,0.47,1,United Kingdom
280,2,YOU,Friend,Nonmatching,Friend,Friend,Close,270,0.27,0,United Kingdom
281,2,YOU,Friend,Nonmatching,Friend,Friend,Close,443,0.443,1,United Kingdom
282,2,YOU,Friend,Nonmatching,Friend,Friend,Close,324,0.324,0,United Kingdom
283,2,YOU,Friend,Nonmatching,Friend,Friend,Close,386,0.386,1,United Kingdom
284,2,YOU,Friend,Nonmatching,Friend,Friend,Close,658,0.658,1,United Kingdom
285,2,YOU,Friend,Nonmatching,Friend,Friend,Close,426,0.426,0,United Kingdom
286,2,YOU,Friend,Nonmatching,Friend,Friend,Close,415,0.415,0,United Kingdom
287,2,YOU,Friend,Nonmatching,Friend,Friend,Close,414,0.414,0,United Kingdom
288,2,YOU,Friend,Nonmatching,Friend,Friend,Close,922,0.922,0,United Kingdom
289,2,YOU,Friend,Nonmatching,Friend,Friend,Close,583,0.583,0,United Kingdom
290,2,YOU,Friend,Nonmatching,Friend,Friend,Close,391,0.391,0,United Kingdom
291,2,YOU,Friend,Nonmatching,Friend,Friend,Close,771,0.771,1,United Kingdom
292,2,YOU,Friend,Nonmatching,Friend,Friend,Close,855,0.855,1,United Kingdom
293,2,YOU,Friend,Nonmatching,Friend,Friend,Close,926,0.926,1,United Kingdom
294,2,YOU,Friend,Nonmatching,Friend,Friend,Close,940,0.94,1,United Kingdom
295,2,YOU,Friend,Nonmatching,Friend,Friend,Close,424,0.424,1,United Kingdom
296,2,YOU,Friend,Nonmatching,Friend,Friend,Close,778,0.778,1,United Kingdom
297,2,YOU,Friend,Nonmatching,Friend,Friend,Close,591,0.591,0,United Kingdom
298,2,YOU,Friend,Nonmatching,Friend,Friend,Close,445,0.445,0,United Kingdom
299,2,YOU,Friend,Nonmatching,Friend,Friend,Close,902,0.902,1,United Kingdom
300,2,YOU,Friend,Nonmatching,Friend,Friend,Close,578,0.578,1,United Kingdom
301,2,YOU,Friend,Nonmatching,Friend,Friend,Close,597,0.597,0,United Kingdom
302,2,YOU,Friend,Nonmatching,Friend,Friend,Close,527,0.527,0,United Kingdom
303,2,YOU,Friend,Nonmatching,Friend,Friend,Close,485,0.485,1,United Kingdom
304,2,YOU,Friend,Nonmatching,Friend,Friend,Close,841,0.841,0,United Kingdom
305,2,YOU,Friend,Nonmatching,Friend,Friend,Close,422,0.422,0,United Kingdom
306,2,YOU,Friend,Nonmatching,Friend,Friend,Close,917,0.917,1,United Kingdom
307,2,YOU,Friend,Nonmatching,Friend,Friend,Close,701,0.701,1,United Kingdom
308,2,YOU,Friend,Nonmatching,Friend,Friend,Close,406,0.406,0,United Kingdom
309,2,YOU,Friend,Nonmatching,Friend,Friend,Close,633,0.633,1,United Kingdom
310,2,YOU,Friend,Nonmatching,Friend,Friend,Close,572,0.572,0,United Kingdom
311,2,YOU,Friend,Nonmatching,Friend,Friend,Close,537,0.537,0,United Kingdom
312,2,YOU,Friend,Nonmatching,Friend,Friend,Close,885,0.885,0,United Kingdom
313,2,YOU,Friend,Nonmatching,Friend,Friend,Close,472,0.472,1,United Kingdom
314,2,YOU,Friend,Nonmatching,Friend,Friend,Close,838,0.838,1,United Kingdom
315,2,YOU,Friend,Nonmatching,Friend,Friend,Close,444,0.444,1,United Kingdom
316,2,FRIEND,Self,Nonmatching,Self,Self,Self,1015,1.015,1,United Kingdom
317,2,FRIEND,Self,Nonmatching,Self,Self,Self,705,0.705,0,United Kingdom
318,2,FRIEND,Self,Nonmatching,Self,Self,Self,347,0.347,0,United Kingdom
319,2,FRIEND,Self,Nonmatching,Self,Self,Self,568,0.568,0,United Kingdom
320,2,FRIEND,Self,Nonmatching,Self,Self,Self,425,0.425,1,United Kingdom
321,2,FRIEND,Self,Nonmatching,Self,Self,Self,261,0.261,0,United Kingdom
322,2,FRIEND,Self,Nonmatching,Self,Self,Self,441,0.441,1,United Kingdom
323,2,FRIEND,Self,Nonmatching,Self,Self,Self,563,0.563,1,United Kingdom
324,2,FRIEND,Self,Nonmatching,Self,Self,Self,578,0.578,1,United Kingdom
325,2,FRIEND,Self,Nonmatching,Self,Self,Self,962,0.962,0,United Kingdom
