,Subject,Gender,Age,Matching,Origin_Identity,English_Identity,Identity,Mood,Arouse,Valence,Session,RT_ms,RT_sec,ACC,Country
4083,24,female,19,Matching,Familiar,Familiar,Close,serenity,2,6,S4,581,0.581,1,China
4084,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,458,0.458,1,China
4085,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,603,0.603,1,China
4086,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,396,0.396,1,China
4087,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,616,0.616,1,China
4088,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,465,0.465,1,China
4089,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,668,0.668,1,China
4090,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,372,0.372,1,China
4091,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,352,0.352,1,China
4092,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,478,0.478,0,China
4093,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,433,0.433,1,China
4094,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,349,0.349,1,China
4095,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,307,0.307,1,China
4096,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,401,0.401,1,China
4097,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,441,0.441,1,China
4098,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,506,0.506,1,China
4099,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,470,0.47,1,China
4100,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,425,0.425,1,China
4101,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,459,0.459,1,China
4102,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,396,0.396,1,China
4103,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,495,0.495,1,China
4104,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,442,0.442,1,China
4105,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,508,0.508,1,China
4106,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,546,0.546,1,China
4107,24,female,19,Matching,Self,Self,Self,happy,5,7,S1,352,0.352,1,China
4108,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,339,0.339,1,China
4109,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,338,0.338,1,China
4110,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,466,0.466,1,China
4111,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,306,0.306,1,China
4112,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,406,0.406,1,China
4113,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,542,0.542,1,China
4114,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,402,0.402,1,China
4115,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,421,0.421,1,China
4116,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,523,0.523,1,China
4117,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,551,0.551,1,China
4118,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,529,0.529,1,China
4119,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,766,0.766,0,China
4120,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,469,0.469,1,China
4121,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,695,0.695,1,China
4122,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,354,0.354,1,China
4123,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,416,0.416,1,China
4124,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,632,0.632,1,China
4125,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,413,0.413,1,China
4126,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,442,0.442,1,China
4127,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,347,0.347,1,China
4128,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,355,0.355,1,China
4129,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,372,0.372,1,China
4130,24,female,19,Matching,Self,Self,Self,anxious,5,6,S2,427,0.427,1,China
4131,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,526,0.526,1,China
4132,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,830,0.83,1,China
4133,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,495,0.495,1,China
4134,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,819,0.819,1,China
4135,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,336,0.336,1,China
4136,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,379,0.379,1,China
4137,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,424,0.424,1,China
4138,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,236,0.236,0,China
4139,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,489,0.489,1,China
4140,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,478,0.478,1,China
4141,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,465,0.465,1,China
4142,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,530,0.53,1,China
4143,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,547,0.547,1,China
4144,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,432,0.432,1,China
4145,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,443,0.443,1,China
4146,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,945,0.945,1,China
4147,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,541,0.541,1,China
4148,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,385,0.385,0,China
4149,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,548,0.548,1,China
4150,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,476,0.476,1,China
4151,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,586,0.586,1,China
4152,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,937,0.937,1,China
4153,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,365,0.365,1,China
4154,24,female,19,Matching,Self,Self,Self,depression,2,2,S3,526,0.526,1,China
4155,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,460,0.46,1,China
4156,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,412,0.412,1,China
4157,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,439,0.439,1,China
4158,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,516,0.516,0,China
4159,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,391,0.391,1,China
4160,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,445,0.445,1,China
4161,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,613,0.613,1,China
4162,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,321,0.321,1,China
4163,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,497,0.497,1,China
4164,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,435,0.435,1,China
4165,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,420,0.42,1,China
4166,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,363,0.363,1,China
4167,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,474,0.474,1,China
4168,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,345,0.345,1,China
4169,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,441,0.441,1,China
4170,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,655,0.655,1,China
4171,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,501,0.501,1,China
4172,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,490,0.49,1,China
4173,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,446,0.446,1,China
4174,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,366,0.366,0,China
4175,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,316,0.316,1,China
4176,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,851,0.851,1,China
4177,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,350,0.35,1,China
4178,24,female,19,Matching,Self,Self,Self,serenity,2,6,S4,316,0.316,1,China
4179,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,590,0.59,1,China
4180,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,421,0.421,1,China
4181,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,527,0.527,1,China
4182,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,451,0.451,1,China
4183,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,457,0.457,1,China
4184,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,496,0.496,1,China
4185,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,336,0.336,1,China
4186,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,583,0.583,1,China
4187,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,305,0.305,1,China
4188,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,331,0.331,1,China
4189,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,538,0.538,1,China
4190,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,487,0.487,1,China
4191,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,494,0.494,1,China
4192,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,547,0.547,1,China
4193,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,427,0.427,1,China
4194,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,328,0.328,1,China
4195,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,469,0.469,1,China
4196,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,464,0.464,1,China
4197,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,321,0.321,1,China
4198,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,356,0.356,1,China
4199,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,481,0.481,1,China
4200,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,370,0.37,1,China
4201,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,477,0.477,1,China
4202,24,female,19,Matching,Stranger,Stranger,Stranger,happy,5,7,S1,449,0.449,1,China
4203,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,768,0.768,0,China
4204,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,498,0.498,0,China
4205,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,504,0.504,0,China
4206,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,339,0.339,1,China
4207,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,814,0.814,1,China
4208,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,538,0.538,1,China
4209,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,551,0.551,1,China
4210,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,932,0.932,1,China
4211,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,528,0.528,1,China
4212,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,332,0.332,1,China
4213,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,802,0.802,1,China
4214,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,665,0.665,1,China
4215,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,468,0.468,1,China
4216,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,775,0.775,1,China
4217,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,582,0.582,0,China
4218,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,707,0.707,1,China
4219,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,577,0.577,1,China
4220,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,323,0.323,1,China
4221,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,485,0.485,1,China
4222,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,531,0.531,1,China
4223,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,763,0.763,1,China
4224,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,769,0.769,1,China
4225,24,female,19,Matching,Stranger,Stranger,Stranger,anxious,5,6,S2,466,0.466,1,China
4226,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,565,0.565,1,China
4227,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,743,0.743,1,China
4228,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,728,0.728,1,China
4229,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,384,0.384,0,China
4230,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,635,0.635,1,China
4231,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,522,0.522,1,China
4232,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,556,0.556,1,China
4233,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,387,0.387,1,China
4234,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,322,0.322,1,China
4235,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,316,0.316,1,China
4236,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,674,0.674,1,China
4237,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,736,0.736,1,China
4238,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,544,0.544,1,China
4239,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,619,0.619,1,China
4240,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,432,0.432,1,China
4241,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,521,0.521,1,China
4242,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,389,0.389,1,China
4243,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,502,0.502,1,China
4244,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,687,0.687,1,China
4245,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,461,0.461,1,China
4246,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,349,0.349,1,China
4247,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,645,0.645,1,China
4248,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,485,0.485,1,China
4249,24,female,19,Matching,Stranger,Stranger,Stranger,depression,2,2,S3,477,0.477,1,China
4250,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,727,0.727,1,China
4251,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,550,0.55,1,China
4252,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,512,0.512,1,China
4253,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,408,0.408,1,China
4254,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,774,0.774,1,China
4255,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,484,0.484,1,China
4256,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,850,0.85,1,China
4257,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,824,0.824,1,China
4258,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,708,0.708,1,China
4259,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,673,0.673,1,China
4260,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,683,0.683,1,China
4261,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,482,0.482,1,China
4262,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,417,0.417,1,China
4263,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,605,0.605,1,China
4264,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,515,0.515,1,China
4265,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,505,0.505,1,China
4266,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,633,0.633,0,China
4267,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,571,0.571,1,China
4268,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,525,0.525,1,China
4269,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,558,0.558,1,China
4270,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,637,0.637,1,China
4271,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,360,0.36,1,China
4272,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,503,0.503,1,China
4273,24,female,19,Matching,Stranger,Stranger,Stranger,serenity,2,6,S4,423,0.423,1,China
4274,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,535,0.535,1,China
4275,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,453,0.453,1,China
4276,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,608,0.608,1,China
4277,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,399,0.399,1,China
4278,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,643,0.643,1,China
4279,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,516,0.516,0,China
4280,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,731,0.731,1,China
4281,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,469,0.469,1,China
4282,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,636,0.636,1,China
4283,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,853,0.853,1,China
4284,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,472,0.472,1,China
4285,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,592,0.592,1,China
4286,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,462,0.462,1,China
4287,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,598,0.598,1,China
4288,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,581,0.581,1,China
4289,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,434,0.434,1,China
4290,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,573,0.573,1,China
4291,24,female,19,Nonmatching,Familiar,Familiar,Close,happy,5,7,S1,508,0.508,1,China
4292,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,722,0.722,0,China
4293,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,461,0.461,1,China
4294,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,504,0.504,1,China
4295,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,434,0.434,1,China
4296,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,485,0.485,1,China
4297,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,620,0.62,1,China
4298,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,862,0.862,1,China
4299,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,585,0.585,1,China
4300,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,631,0.631,1,China
4301,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,553,0.553,1,China
4302,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,690,0.69,1,China
4303,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,554,0.554,1,China
4304,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,386,0.386,1,China
4305,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,500,0.5,1,China
4306,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,475,0.475,1,China
4307,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,616,0.616,1,China
4308,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,580,0.58,1,China
4309,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,432,0.432,1,China
4310,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,408,0.408,1,China
4311,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,490,0.49,1,China
4312,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,533,0.533,1,China
4313,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,466,0.466,1,China
4314,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,586,0.586,1,China
4315,24,female,19,Nonmatching,Familiar,Familiar,Close,anxious,5,6,S2,614,0.614,1,China
4316,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,755,0.755,0,China
4317,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,354,0.354,1,China
4318,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,442,0.442,1,China
4319,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,607,0.607,0,China
4320,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,704,0.704,1,China
4321,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,603,0.603,1,China
4322,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,891,0.891,1,China
4323,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,503,0.503,1,China
4324,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,490,0.49,1,China
4325,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,520,0.52,1,China
4326,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,458,0.458,1,China
4327,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,453,0.453,0,China
4328,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,653,0.653,1,China
4329,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,418,0.418,1,China
4330,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,472,0.472,1,China
4331,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,471,0.471,1,China
4332,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,810,0.81,1,China
4333,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,418,0.418,1,China
4334,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,518,0.518,1,China
4335,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,651,0.651,0,China
4336,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,528,0.528,1,China
4337,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,636,0.636,1,China
4338,24,female,19,Nonmatching,Familiar,Familiar,Close,depression,2,2,S3,647,0.647,1,China
4339,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,907,0.907,1,China
4340,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,573,0.573,1,China
4341,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,703,0.703,1,China
4342,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,482,0.482,1,China
4343,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,646,0.646,1,China
4344,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,583,0.583,1,China
4345,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,483,0.483,1,China
4346,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,482,0.482,1,China
4347,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,501,0.501,1,China
4348,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,748,0.748,1,China
4349,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,590,0.59,1,China
4350,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,502,0.502,1,China
4351,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,661,0.661,1,China
4352,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,444,0.444,1,China
4353,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,489,0.489,1,China
4354,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,649,0.649,1,China
4355,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,494,0.494,1,China
4356,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,439,0.439,1,China
4357,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,588,0.588,1,China
4358,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,511,0.511,1,China
4359,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,499,0.499,1,China
4360,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,826,0.826,1,China
4361,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,543,0.543,1,China
4362,24,female,19,Nonmatching,Familiar,Familiar,Close,serenity,2,6,S4,514,0.514,1,China
4363,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,692,0.692,1,China
4364,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,568,0.568,1,China
4365,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,526,0.526,1,China
4366,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,612,0.612,1,China
4367,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,405,0.405,1,China
4368,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,423,0.423,1,China
4369,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,737,0.737,1,China
4370,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,460,0.46,1,China
4371,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,481,0.481,1,China
4372,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,399,0.399,1,China
4373,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,394,0.394,1,China
4374,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,526,0.526,1,China
4375,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,549,0.549,1,China
4376,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,614,0.614,1,China
4377,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,619,0.619,1,China
4378,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,424,0.424,0,China
4379,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,668,0.668,1,China
4380,24,female,19,Nonmatching,Self,Self,Self,happy,5,7,S1,454,0.454,1,China
