,Subject,Gender,Age,Matching,Origin_Identity,English_Identity,Identity,Mood,Arouse,Valence,Session,RT_ms,RT_sec,ACC,Country
65,17,female,19,Matching,Familiar,Familiar,Close,serenity,4,8,S3,411,0.411,1,China
66,17,female,19,Matching,Familiar,Familiar,Close,serenity,4,8,S3,489,0.489,1,China
67,17,female,19,Matching,Familiar,Familiar,Close,serenity,4,8,S3,362,0.362,1,China
68,17,female,19,Matching,Familiar,Familiar,Close,serenity,4,8,S3,580,0.58,1,China
69,17,female,19,Matching,Familiar,Familiar,Close,serenity,4,8,S3,269,0.269,1,China
70,17,female,19,Matching,Familiar,Familiar,Close,serenity,4,8,S3,435,0.435,1,China
71,17,female,19,Matching,Familiar,Familiar,Close,serenity,4,8,S3,489,0.489,1,China
72,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,382,0.382,0,China
73,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,380,0.38,0,China
74,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,398,0.398,0,China
75,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,476,0.476,1,China
76,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,548,0.548,1,China
77,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,373,0.373,1,China
78,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,514,0.514,0,China
79,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,605,0.605,1,China
80,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,431,0.431,0,China
81,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,390,0.39,1,China
82,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,337,0.337,0,China
83,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,371,0.371,0,China
84,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,455,0.455,0,China
85,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,595,0.595,0,China
86,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,521,0.521,1,China
87,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,465,0.465,1,China
88,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,390,0.39,1,China
89,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,436,0.436,1,China
90,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,457,0.457,1,China
91,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,320,0.32,1,China
92,17,female,19,Matching,Familiar,Familiar,Close,depression,2,2,S4,581,0.581,1,China
