,Subject,Matching,Label,Response,Identity,RT_ms,RT_sec,ACC,Country
5624,88,Nonmatching,Stranger,right,Stranger,953,0.953,1,United Kingdom
5625,88,Nonmatching,Stranger,right,Stranger,717,0.717,1,United Kingdom
5626,88,Nonmatching,Stranger,left,Stranger,909,0.909,0,United Kingdom
5627,88,Nonmatching,Stranger,left,Stranger,1011,1.011,0,United Kingdom
5628,88,Nonmatching,Stranger,right,Stranger,626,0.626,1,United Kingdom
5629,88,Nonmatching,Me,left,Stranger,357,0.357,1,United Kingdom
5630,88,Nonmatching,Me,left,Stranger,897,0.897,1,United Kingdom
5631,88,Nonmatching,Me,left,Stranger,4164,4.164,1,United Kingdom
5632,88,Nonmatching,Me,left,Stranger,1658,1.658,1,United Kingdom
5633,89,Matching,Me,right,Self,2988,2.987,1,United Kingdom
5634,89,Matching,Me,left,Self,311,0.311,0,United Kingdom
5635,89,Matching,Stranger,right,Self,871,0.871,0,United Kingdom
5636,89,Matching,Stranger,right,Self,161,0.161,0,United Kingdom
5637,89,Matching,Me,right,Self,356,0.356,1,United Kingdom
5638,89,Matching,Stranger,left,Self,1527,1.527,1,United Kingdom
5639,89,Matching,Stranger,left,Self,29,0.029,1,United Kingdom
5640,89,Matching,Me,right,Self,159,0.159,1,United Kingdom
5641,89,Matching,Me,right,Self,413,0.413,1,United Kingdom
5642,89,Matching,Me,right,Self,283,0.283,1,United Kingdom
5643,89,Matching,Stranger,left,Self,48,0.048,1,United Kingdom
5644,89,Matching,Stranger,left,Self,559,0.559,1,United Kingdom
5645,89,Matching,Stranger,right,Self,616,0.616,0,United Kingdom
5646,89,Matching,Stranger,left,Self,671,0.671,1,United Kingdom
5647,89,Matching,Me,left,Self,523,0.523,0,United Kingdom
5648,89,Matching,Me,left,Self,355,0.355,0,United Kingdom
5649,89,Matching,Me,right,Stranger,821,0.821,0,United Kingdom
5650,89,Matching,Stranger,right,Stranger,132,0.132,1,United Kingdom
5651,89,Matching,Stranger,right,Stranger,185,0.185,1,United Kingdom
5652,89,Matching,Me,left,Stranger,278,0.278,1,United Kingdom
5653,89,Matching,Me,left,Stranger,538,0.538,1,United Kingdom
5654,89,Matching,Me,right,Stranger,728,0.728,0,United Kingdom
5655,89,Matching,Stranger,left,Stranger,237,0.237,0,United Kingdom
5656,89,Matching,Stranger,left,Stranger,646,0.646,0,United Kingdom
5657,89,Matching,Stranger,left,Stranger,635,0.635,0,United Kingdom
5658,89,Matching,Stranger,right,Stranger,504,0.503,1,United Kingdom
5659,89,Matching,Stranger,left,Stranger,276,0.276,0,United Kingdom
5660,89,Matching,Me,left,Stranger,358,0.358,1,United Kingdom
5661,89,Matching,Stranger,left,Stranger,324,0.324,0,United Kingdom
5662,89,Matching,Me,right,Stranger,340,0.34,0,United Kingdom
5663,89,Matching,Me,right,Stranger,308,0.308,0,United Kingdom
5664,89,Matching,Me,right,Stranger,174,0.174,0,United Kingdom
5665,89,Nonmatching,Stranger,left,Self,2585,2.585,1,United Kingdom
5666,89,Nonmatching,Me,right,Self,20,0.02,1,United Kingdom
5667,89,Nonmatching,Stranger,left,Self,914,0.914,1,United Kingdom
5668,89,Nonmatching,Stranger,left,Self,160,0.16,1,United Kingdom
5669,89,Nonmatching,Stranger,left,Self,184,0.184,1,United Kingdom
5670,89,Nonmatching,Me,left,Self,1315,1.315,0,United Kingdom
5671,89,Nonmatching,Stranger,right,Self,436,0.436,0,United Kingdom
5672,89,Nonmatching,Me,right,Self,107,0.107,1,United Kingdom
5673,89,Nonmatching,Me,right,Self,513,0.513,1,United Kingdom
5674,89,Nonmatching,Me,right,Self,550,0.55,1,United Kingdom
5675,89,Nonmatching,Me,left,Self,33,0.033,0,United Kingdom
5676,89,Nonmatching,Me,right,Self,159,0.159,1,United Kingdom
5677,89,Nonmatching,Me,right,Self,269,0.269,1,United Kingdom
5678,89,Nonmatching,Stranger,right,Self,314,0.314,0,United Kingdom
5679,89,Nonmatching,Stranger,right,Self,369,0.369,0,United Kingdom
5680,89,Nonmatching,Stranger,right,Self,217,0.217,0,United Kingdom
5681,89,Nonmatching,Stranger,right,Stranger,272,0.272,1,United Kingdom
5682,89,Nonmatching,Stranger,right,Stranger,273,0.273,1,United Kingdom
5683,89,Nonmatching,Me,left,Stranger,413,0.413,1,United Kingdom
5684,89,Nonmatching,Me,left,Stranger,344,0.344,1,United Kingdom
5685,89,Nonmatching,Stranger,right,Stranger,424,0.424,1,United Kingdom
5686,89,Nonmatching,Stranger,left,Stranger,1263,1.263,0,United Kingdom
5687,89,Nonmatching,Stranger,left,Stranger,110,0.11,0,United Kingdom
5688,89,Nonmatching,Stranger,right,Stranger,626,0.626,1,United Kingdom
5689,89,Nonmatching,Me,left,Stranger,600,0.6,1,United Kingdom
5690,89,Nonmatching,Me,right,Stranger,377,0.377,0,United Kingdom
5691,89,Nonmatching,Me,right,Stranger,325,0.325,0,United Kingdom
5692,89,Nonmatching,Stranger,left,Stranger,271,0.271,0,United Kingdom
5693,89,Nonmatching,Me,right,Stranger,491,0.491,0,United Kingdom
5694,89,Nonmatching,Me,left,Stranger,239,0.239,1,United Kingdom
5695,89,Nonmatching,Me,left,Stranger,240,0.24,1,United Kingdom
5696,89,Nonmatching,Stranger,right,Stranger,522,0.522,1,United Kingdom
5697,90,Matching,Me,right,Self,782,0.782,1,United Kingdom
5698,90,Matching,Stranger,left,Self,851,0.851,1,United Kingdom
5699,90,Matching,Stranger,left,Self,1655,1.655,1,United Kingdom
5700,90,Matching,Me,right,Self,1342,1.342,1,United Kingdom
5701,90,Matching,Me,right,Self,776,0.776,1,United Kingdom
5702,90,Matching,Me,right,Self,650,0.65,1,United Kingdom
5703,90,Matching,Stranger,left,Self,687,0.687,1,United Kingdom
5704,90,Matching,Stranger,left,Self,490,0.49,1,United Kingdom
5705,90,Matching,Me,right,Self,538,0.538,1,United Kingdom
5706,90,Matching,Me,right,Self,500,0.5,1,United Kingdom
5707,90,Matching,Stranger,left,Self,612,0.612,1,United Kingdom
5708,90,Matching,Stranger,right,Self,1179,1.179,0,United Kingdom
5709,90,Matching,Me,right,Self,681,0.681,1,United Kingdom
5710,90,Matching,Stranger,left,Self,490,0.49,1,United Kingdom
5711,90,Matching,Stranger,left,Self,645,0.645,1,United Kingdom
5712,90,Matching,Me,right,Self,693,0.693,1,United Kingdom
5713,90,Matching,Me,left,Stranger,937,0.937,1,United Kingdom
5714,90,Matching,Stranger,right,Stranger,789,0.789,1,United Kingdom
5715,90,Matching,Me,left,Stranger,721,0.721,1,United Kingdom
5716,90,Matching,Me,left,Stranger,730,0.73,1,United Kingdom
5717,90,Matching,Me,left,Stranger,979,0.979,1,United Kingdom
5718,90,Matching,Me,left,Stranger,535,0.535,1,United Kingdom
5719,90,Matching,Stranger,right,Stranger,728,0.728,1,United Kingdom
5720,90,Matching,Me,left,Stranger,435,0.435,1,United Kingdom
5721,90,Matching,Stranger,right,Stranger,593,0.593,1,United Kingdom
5722,90,Matching,Stranger,left,Stranger,970,0.97,0,United Kingdom
5723,90,Matching,Stranger,right,Stranger,2142,2.142,1,United Kingdom
5724,90,Matching,Stranger,right,Stranger,432,0.432,1,United Kingdom
5725,90,Matching,Stranger,right,Stranger,556,0.556,1,United Kingdom
5726,90,Matching,Stranger,right,Stranger,1058,1.058,1,United Kingdom
5727,90,Matching,Me,left,Stranger,970,0.97,1,United Kingdom
5728,90,Matching,Me,left,Stranger,536,0.536,1,United Kingdom
5729,90,Nonmatching,Me,left,Self,1446,1.446,0,United Kingdom
5730,90,Nonmatching,Me,right,Self,628,0.628,1,United Kingdom
5731,90,Nonmatching,Me,right,Self,421,0.421,1,United Kingdom
5732,90,Nonmatching,Stranger,left,Self,548,0.548,1,United Kingdom
5733,90,Nonmatching,Me,right,Self,479,0.479,1,United Kingdom
5734,90,Nonmatching,Me,right,Self,404,0.404,1,United Kingdom
5735,90,Nonmatching,Stranger,left,Self,668,0.668,1,United Kingdom
5736,90,Nonmatching,Stranger,left,Self,568,0.568,1,United Kingdom
5737,90,Nonmatching,Stranger,left,Self,939,0.939,1,United Kingdom
5738,90,Nonmatching,Stranger,left,Self,715,0.715,1,United Kingdom
5739,90,Nonmatching,Me,right,Self,477,0.477,1,United Kingdom
5740,90,Nonmatching,Stranger,left,Self,611,0.611,1,United Kingdom
5741,90,Nonmatching,Me,right,Self,1118,1.118,1,United Kingdom
5742,90,Nonmatching,Me,right,Self,540,0.54,1,United Kingdom
5743,90,Nonmatching,Stranger,left,Self,836,0.836,1,United Kingdom
5744,90,Nonmatching,Stranger,left,Self,673,0.673,1,United Kingdom
5745,90,Nonmatching,Me,left,Stranger,671,0.671,1,United Kingdom
5746,90,Nonmatching,Me,left,Stranger,623,0.623,1,United Kingdom
5747,90,Nonmatching,Stranger,right,Stranger,454,0.454,1,United Kingdom
5748,90,Nonmatching,Stranger,right,Stranger,659,0.659,1,United Kingdom
5749,90,Nonmatching,Stranger,right,Stranger,468,0.468,1,United Kingdom
5750,90,Nonmatching,Stranger,right,Stranger,574,0.574,1,United Kingdom
5751,90,Nonmatching,Me,left,Stranger,1377,1.377,1,United Kingdom
5752,90,Nonmatching,Me,left,Stranger,1199,1.199,1,United Kingdom
5753,90,Nonmatching,Stranger,right,Stranger,431,0.431,1,United Kingdom
5754,90,Nonmatching,Stranger,right,Stranger,466,0.466,1,United Kingdom
5755,90,Nonmatching,Me,left,Stranger,598,0.598,1,United Kingdom
5756,90,Nonmatching,Me,left,Stranger,568,0.568,1,United Kingdom
5757,90,Nonmatching,Stranger,right,Stranger,420,0.42,1,United Kingdom
5758,90,Nonmatching,Me,left,Stranger,1318,1.318,1,United Kingdom
5759,90,Nonmatching,Stranger,right,Stranger,1328,1.328,1,United Kingdom
5760,90,Nonmatching,Me,left,Stranger,596,0.596,1,United Kingdom
5761,91,Matching,Stranger,right,Self,1902,1.902,0,United Kingdom
5762,91,Matching,Me,right,Self,1259,1.259,1,United Kingdom
5763,91,Matching,Stranger,left,Self,1230,1.23,1,United Kingdom
5764,91,Matching,Me,left,Self,1288,1.288,0,United Kingdom
5765,91,Matching,Stranger,left,Self,1008,1.008,1,United Kingdom
5766,91,Matching,Me,left,Self,2926,2.926,0,United Kingdom
5767,91,Matching,Me,right,Self,560,0.56,1,United Kingdom
5768,91,Matching,Me,left,Self,1308,1.308,0,United Kingdom
5769,91,Matching,Me,right,Self,563,0.563,1,United Kingdom
5770,91,Matching,Stranger,left,Self,714,0.714,1,United Kingdom
5771,91,Matching,Stranger,left,Self,879,0.879,1,United Kingdom
5772,91,Matching,Stranger,left,Self,1745,1.745,1,United Kingdom
5773,91,Matching,Stranger,left,Self,606,0.606,1,United Kingdom
5774,91,Matching,Me,right,Self,479,0.479,1,United Kingdom
5775,91,Matching,Me,left,Self,1112,1.112,0,United Kingdom
5776,91,Matching,Stranger,left,Self,547,0.547,1,United Kingdom
5777,91,Matching,Stranger,right,Stranger,988,0.988,1,United Kingdom
5778,91,Matching,Me,right,Stranger,1288,1.288,0,United Kingdom
5779,91,Matching,Me,left,Stranger,917,0.917,1,United Kingdom
5780,91,Matching,Stranger,right,Stranger,902,0.902,1,United Kingdom
5781,91,Matching,Me,left,Stranger,772,0.772,1,United Kingdom
5782,91,Matching,Stranger,right,Stranger,553,0.553,1,United Kingdom
5783,91,Matching,Stranger,left,Stranger,730,0.73,0,United Kingdom
5784,91,Matching,Me,right,Stranger,3727,3.727,0,United Kingdom
5785,91,Matching,Stranger,left,Stranger,3863,3.863,0,United Kingdom
5786,91,Matching,Me,right,Stranger,514,0.514,0,United Kingdom
5787,91,Matching,Stranger,left,Stranger,2020,2.02,0,United Kingdom
5788,91,Matching,Stranger,left,Stranger,737,0.737,0,United Kingdom
5789,91,Matching,Stranger,right,Stranger,619,0.619,1,United Kingdom
5790,91,Matching,Me,left,Stranger,888,0.888,1,United Kingdom
5791,91,Matching,Me,left,Stranger,1529,1.529,1,United Kingdom
5792,91,Matching,Me,left,Stranger,787,0.787,1,United Kingdom
5793,91,Nonmatching,Me,right,Self,2635,2.635,1,United Kingdom
5794,91,Nonmatching,Me,left,Self,2548,2.548,0,United Kingdom
5795,91,Nonmatching,Stranger,right,Self,1291,1.291,0,United Kingdom
5796,91,Nonmatching,Stranger,right,Self,783,0.783,0,United Kingdom
5797,91,Nonmatching,Me,right,Self,618,0.618,1,United Kingdom
5798,91,Nonmatching,Me,right,Self,646,0.646,1,United Kingdom
5799,91,Nonmatching,Me,right,Self,791,0.791,1,United Kingdom
5800,91,Nonmatching,Me,right,Self,516,0.516,1,United Kingdom
5801,91,Nonmatching,Stranger,left,Self,1296,1.296,1,United Kingdom
5802,91,Nonmatching,Me,left,Self,983,0.983,0,United Kingdom
5803,91,Nonmatching,Stranger,left,Self,2021,2.021,1,United Kingdom
5804,91,Nonmatching,Stranger,left,Self,660,0.66,1,United Kingdom
5805,91,Nonmatching,Stranger,left,Self,592,0.592,1,United Kingdom
5806,91,Nonmatching,Stranger,left,Self,644,0.644,1,United Kingdom
5807,91,Nonmatching,Me,right,Self,555,0.555,1,United Kingdom
5808,91,Nonmatching,Stranger,left,Self,1309,1.309,1,United Kingdom
5809,91,Nonmatching,Stranger,left,Stranger,1874,1.874,0,United Kingdom
5810,91,Nonmatching,Me,right,Stranger,620,0.62,0,United Kingdom
5811,91,Nonmatching,Me,right,Stranger,1190,1.19,0,United Kingdom
5812,91,Nonmatching,Stranger,right,Stranger,1574,1.574,1,United Kingdom
5813,91,Nonmatching,Stranger,left,Stranger,1139,1.139,0,United Kingdom
5814,91,Nonmatching,Me,left,Stranger,800,0.8,1,United Kingdom
5815,91,Nonmatching,Me,right,Stranger,577,0.577,0,United Kingdom
5816,91,Nonmatching,Stranger,right,Stranger,1452,1.452,1,United Kingdom
5817,91,Nonmatching,Stranger,right,Stranger,589,0.589,1,United Kingdom
5818,91,Nonmatching,Me,left,Stranger,971,0.971,1,United Kingdom
5819,91,Nonmatching,Stranger,right,Stranger,1105,1.105,1,United Kingdom
5820,91,Nonmatching,Me,right,Stranger,2433,2.433,0,United Kingdom
5821,91,Nonmatching,Stranger,right,Stranger,1947,1.947,1,United Kingdom
5822,91,Nonmatching,Stranger,right,Stranger,1684,1.684,1,United Kingdom
5823,91,Nonmatching,Me,right,Stranger,496,0.496,0,United Kingdom
5824,91,Nonmatching,Me,left,Stranger,837,0.837,1,United Kingdom
5825,92,Matching,Stranger,left,Self,1877,1.877,1,United Kingdom
5826,92,Matching,Me,right,Self,1156,1.157,1,United Kingdom
5827,92,Matching,Stranger,left,Self,912,0.912,1,United Kingdom
5828,92,Matching,Me,right,Self,497,0.497,1,United Kingdom
5829,92,Matching,Stranger,left,Self,606,0.606,1,United Kingdom
5830,92,Matching,Stranger,left,Self,782,0.782,1,United Kingdom
5831,92,Matching,Me,right,Self,483,0.483,1,United Kingdom
5832,92,Matching,Me,right,Self,412,0.412,1,United Kingdom
5833,92,Matching,Stranger,left,Self,610,0.61,1,United Kingdom
5834,92,Matching,Me,right,Self,436,0.436,1,United Kingdom
5835,92,Matching,Stranger,left,Self,477,0.477,1,United Kingdom
5836,92,Matching,Stranger,left,Self,584,0.584,1,United Kingdom
5837,92,Matching,Me,right,Self,378,0.378,1,United Kingdom
5838,92,Matching,Stranger,left,Self,864,0.864,1,United Kingdom
5839,92,Matching,Me,right,Self,442,0.442,1,United Kingdom
5840,92,Matching,Me,right,Self,384,0.384,1,United Kingdom
5841,92,Matching,Stranger,left,Stranger,624,0.624,0,United Kingdom
5842,92,Matching,Stranger,left,Stranger,1012,1.012,0,United Kingdom
5843,92,Matching,Me,left,Stranger,1414,1.414,1,United Kingdom
5844,92,Matching,Me,left,Stranger,957,0.957,1,United Kingdom
5845,92,Matching,Me,left,Stranger,796,0.795,1,United Kingdom
5846,92,Matching,Me,left,Stranger,1596,1.596,1,United Kingdom
5847,92,Matching,Me,left,Stranger,775,0.775,1,United Kingdom
5848,92,Matching,Stranger,right,Stranger,621,0.621,1,United Kingdom
5849,92,Matching,Me,left,Stranger,558,0.558,1,United Kingdom
5850,92,Matching,Stranger,right,Stranger,510,0.51,1,United Kingdom
5851,92,Matching,Stranger,right,Stranger,418,0.418,1,United Kingdom
5852,92,Matching,Stranger,right,Stranger,553,0.553,1,United Kingdom
5853,92,Matching,Stranger,right,Stranger,324,0.324,1,United Kingdom
5854,92,Matching,Me,left,Stranger,511,0.511,1,United Kingdom
5855,92,Matching,Me,left,Stranger,421,0.421,1,United Kingdom
5856,92,Matching,Stranger,right,Stranger,421,0.421,1,United Kingdom
5857,92,Nonmatching,Me,right,Self,510,0.51,1,United Kingdom
5858,92,Nonmatching,Me,right,Self,555,0.555,1,United Kingdom
5859,92,Nonmatching,Stranger,right,Self,1008,1.008,0,United Kingdom
5860,92,Nonmatching,Me,right,Self,487,0.487,1,United Kingdom
5861,92,Nonmatching,Stranger,left,Self,962,0.962,1,United Kingdom
5862,92,Nonmatching,Stranger,left,Self,860,0.86,1,United Kingdom
5863,92,Nonmatching,Stranger,left,Self,830,0.83,1,United Kingdom
5864,92,Nonmatching,Me,right,Self,557,0.557,1,United Kingdom
5865,92,Nonmatching,Me,right,Self,991,0.991,1,United Kingdom
5866,92,Nonmatching,Stranger,left,Self,600,0.6,1,United Kingdom
5867,92,Nonmatching,Stranger,left,Self,460,0.46,1,United Kingdom
5868,92,Nonmatching,Me,right,Self,521,0.521,1,United Kingdom
5869,92,Nonmatching,Me,right,Self,378,0.378,1,United Kingdom
5870,92,Nonmatching,Stranger,left,Self,632,0.632,1,United Kingdom
5871,92,Nonmatching,Me,right,Self,515,0.515,1,United Kingdom
5872,92,Nonmatching,Stranger,left,Self,416,0.416,1,United Kingdom
5873,92,Nonmatching,Me,left,Stranger,719,0.719,1,United Kingdom
5874,92,Nonmatching,Me,left,Stranger,960,0.96,1,United Kingdom
5875,92,Nonmatching,Stranger,right,Stranger,858,0.858,1,United Kingdom
5876,92,Nonmatching,Me,right,Stranger,1840,1.84,0,United Kingdom
5877,92,Nonmatching,Stranger,right,Stranger,494,0.494,1,United Kingdom
5878,92,Nonmatching,Stranger,right,Stranger,850,0.851,1,United Kingdom
5879,92,Nonmatching,Stranger,right,Stranger,509,0.509,1,United Kingdom
5880,92,Nonmatching,Me,left,Stranger,620,0.62,1,United Kingdom
5881,92,Nonmatching,Me,left,Stranger,897,0.897,1,United Kingdom
5882,92,Nonmatching,Stranger,right,Stranger,568,0.568,1,United Kingdom
5883,92,Nonmatching,Stranger,right,Stranger,674,0.674,1,United Kingdom
5884,92,Nonmatching,Me,left,Stranger,641,0.641,1,United Kingdom
5885,92,Nonmatching,Me,right,Stranger,592,0.592,0,United Kingdom
5886,92,Nonmatching,Stranger,right,Stranger,805,0.805,1,United Kingdom
5887,92,Nonmatching,Me,left,Stranger,521,0.521,1,United Kingdom
5888,92,Nonmatching,Stranger,right,Stranger,497,0.497,1,United Kingdom
5889,93,Matching,Stranger,left,Self,5716,5.716,1,United Kingdom
5890,93,Matching,Stranger,left,Self,3025,3.025,1,United Kingdom
5891,93,Matching,Me,right,Self,1480,1.48,1,United Kingdom
5892,93,Matching,Stranger,right,Self,3484,3.485,0,United Kingdom
5893,93,Matching,Stranger,left,Self,1823,1.823,1,United Kingdom
5894,93,Matching,Me,right,Self,1914,1.914,1,United Kingdom
5895,93,Matching,Stranger,left,Self,2147,2.147,1,United Kingdom
5896,93,Matching,Me,right,Self,2872,2.872,1,United Kingdom
5897,93,Matching,Stranger,left,Self,4148,4.148,1,United Kingdom
5898,93,Matching,Me,right,Self,918,0.918,1,United Kingdom
5899,93,Matching,Me,right,Self,2466,2.466,1,United Kingdom
5900,93,Matching,Stranger,left,Self,2082,2.082,1,United Kingdom
5901,93,Matching,Me,right,Self,1361,1.361,1,United Kingdom
5902,93,Matching,Stranger,left,Self,2471,2.471,1,United Kingdom
5903,93,Matching,Me,right,Self,706,0.706,1,United Kingdom
5904,93,Matching,Me,right,Self,589,0.589,1,United Kingdom
5905,93,Matching,Stranger,right,Stranger,4036,4.037,1,United Kingdom
5906,93,Matching,Stranger,right,Stranger,1023,1.023,1,United Kingdom
5907,93,Matching,Me,left,Stranger,1983,1.983,1,United Kingdom
5908,93,Matching,Me,left,Stranger,1655,1.655,1,United Kingdom
5909,93,Matching,Me,left,Stranger,1831,1.831,1,United Kingdom
5910,93,Matching,Stranger,right,Stranger,1525,1.525,1,United Kingdom
5911,93,Matching,Me,left,Stranger,3690,3.69,1,United Kingdom
5912,93,Matching,Me,left,Stranger,879,0.879,1,United Kingdom
5913,93,Matching,Stranger,right,Stranger,1827,1.827,1,United Kingdom
5914,93,Matching,Stranger,right,Stranger,2198,2.197,1,United Kingdom
5915,93,Matching,Stranger,right,Stranger,1544,1.544,1,United Kingdom
5916,93,Matching,Me,left,Stranger,620,0.62,1,United Kingdom
5917,93,Matching,Stranger,right,Stranger,718,0.718,1,United Kingdom
5918,93,Matching,Stranger,right,Stranger,1865,1.865,1,United Kingdom
5919,93,Matching,Me,left,Stranger,1070,1.07,1,United Kingdom
5920,93,Matching,Me,left,Stranger,496,0.496,1,United Kingdom
5921,93,Nonmatching,Me,right,Self,1479,1.479,1,United Kingdom
5922,93,Nonmatching,Stranger,left,Self,2177,2.177,1,United Kingdom
5923,93,Nonmatching,Me,left,Self,1654,1.654,0,United Kingdom
5924,93,Nonmatching,Stranger,left,Self,1011,1.011,1,United Kingdom
5925,93,Nonmatching,Me,right,Self,2154,2.154,1,United Kingdom
5926,93,Nonmatching,Stranger,left,Self,1891,1.891,1,United Kingdom
5927,93,Nonmatching,Stranger,left,Self,5622,5.622,1,United Kingdom
5928,93,Nonmatching,Stranger,right,Self,1914,1.914,0,United Kingdom
5929,93,Nonmatching,Me,right,Self,1338,1.338,1,United Kingdom
5930,93,Nonmatching,Me,right,Self,1968,1.968,1,United Kingdom
5931,93,Nonmatching,Me,right,Self,2826,2.826,1,United Kingdom
5932,93,Nonmatching,Stranger,left,Self,1302,1.302,1,United Kingdom
5933,93,Nonmatching,Me,right,Self,3256,3.256,1,United Kingdom
5934,93,Nonmatching,Stranger,left,Self,2058,2.058,1,United Kingdom
5935,93,Nonmatching,Me,right,Self,1492,1.492,1,United Kingdom
5936,93,Nonmatching,Stranger,left,Self,656,0.656,1,United Kingdom
5937,93,Nonmatching,Stranger,right,Stranger,1713,1.713,1,United Kingdom
5938,93,Nonmatching,Me,left,Stranger,1448,1.448,1,United Kingdom
5939,93,Nonmatching,Stranger,right,Stranger,2324,2.324,1,United Kingdom
5940,93,Nonmatching,Me,left,Stranger,2098,2.098,1,United Kingdom
5941,93,Nonmatching,Me,left,Stranger,2143,2.143,1,United Kingdom
5942,93,Nonmatching,Me,left,Stranger,1800,1.8,1,United Kingdom
5943,93,Nonmatching,Me,left,Stranger,2682,2.682,1,United Kingdom
5944,93,Nonmatching,Stranger,right,Stranger,3865,3.865,1,United Kingdom
5945,93,Nonmatching,Stranger,left,Stranger,748,0.748,0,United Kingdom
5946,93,Nonmatching,Stranger,right,Stranger,1248,1.248,1,United Kingdom
5947,93,Nonmatching,Me,left,Stranger,1010,1.01,1,United Kingdom
5948,93,Nonmatching,Me,left,Stranger,2162,2.162,1,United Kingdom
5949,93,Nonmatching,Stranger,right,Stranger,1097,1.097,1,United Kingdom
5950,93,Nonmatching,Stranger,right,Stranger,1681,1.681,1,United Kingdom
5951,93,Nonmatching,Me,left,Stranger,1994,1.994,1,United Kingdom
5952,93,Nonmatching,Stranger,right,Stranger,1342,1.342,1,United Kingdom
5953,94,Matching,Me,right,Self,528,0.528,1,United Kingdom
5954,94,Matching,Me,right,Self,919,0.919,1,United Kingdom
5955,94,Matching,Stranger,left,Self,1031,1.031,1,United Kingdom
5956,94,Matching,Me,right,Self,621,0.621,1,United Kingdom
5957,94,Matching,Stranger,right,Self,915,0.915,0,United Kingdom
5958,94,Matching,Me,right,Self,489,0.489,1,United Kingdom
5959,94,Matching,Stranger,left,Self,629,0.629,1,United Kingdom
5960,94,Matching,Stranger,left,Self,548,0.548,1,United Kingdom
5961,94,Matching,Me,right,Self,623,0.623,1,United Kingdom
5962,94,Matching,Me,right,Self,435,0.435,1,United Kingdom
5963,94,Matching,Stranger,left,Self,1055,1.055,1,United Kingdom
5964,94,Matching,Stranger,left,Self,1067,1.067,1,United Kingdom
5965,94,Matching,Stranger,left,Self,1002,1.002,1,United Kingdom
5966,94,Matching,Stranger,left,Self,1884,1.884,1,United Kingdom
5967,94,Matching,Me,right,Self,1021,1.021,1,United Kingdom
5968,94,Matching,Me,right,Self,551,0.551,1,United Kingdom
5969,94,Matching,Stranger,right,Stranger,1058,1.058,1,United Kingdom
5970,94,Matching,Stranger,right,Stranger,827,0.827,1,United Kingdom
5971,94,Matching,Stranger,left,Stranger,1745,1.745,0,United Kingdom
5972,94,Matching,Me,right,Stranger,552,0.552,0,United Kingdom
5973,94,Matching,Stranger,right,Stranger,571,0.571,1,United Kingdom
5974,94,Matching,Me,left,Stranger,863,0.863,1,United Kingdom
5975,94,Matching,Me,left,Stranger,763,0.763,1,United Kingdom
5976,94,Matching,Stranger,right,Stranger,528,0.528,1,United Kingdom
5977,94,Matching,Stranger,right,Stranger,686,0.686,1,United Kingdom
5978,94,Matching,Me,right,Stranger,458,0.458,0,United Kingdom
5979,94,Matching,Me,left,Stranger,537,0.537,1,United Kingdom
5980,94,Matching,Me,right,Stranger,1430,1.431,0,United Kingdom
5981,94,Matching,Me,left,Stranger,922,0.922,1,United Kingdom
5982,94,Matching,Stranger,right,Stranger,1092,1.092,1,United Kingdom
5983,94,Matching,Stranger,right,Stranger,562,0.562,1,United Kingdom
5984,94,Matching,Me,left,Stranger,1427,1.427,1,United Kingdom
5985,94,Nonmatching,Stranger,left,Self,1415,1.415,1,United Kingdom
5986,94,Nonmatching,Stranger,left,Self,1599,1.599,1,United Kingdom
5987,94,Nonmatching,Me,left,Self,1522,1.522,0,United Kingdom
5988,94,Nonmatching,Stranger,left,Self,666,0.666,1,United Kingdom
5989,94,Nonmatching,Me,right,Self,721,0.721,1,United Kingdom
5990,94,Nonmatching,Stranger,left,Self,682,0.681,1,United Kingdom
5991,94,Nonmatching,Me,right,Self,474,0.474,1,United Kingdom
5992,94,Nonmatching,Me,right,Self,428,0.428,1,United Kingdom
5993,94,Nonmatching,Me,right,Self,399,0.399,1,United Kingdom
5994,94,Nonmatching,Me,right,Self,420,0.42,1,United Kingdom
5995,94,Nonmatching,Stranger,left,Self,761,0.761,1,United Kingdom
5996,94,Nonmatching,Me,right,Self,456,0.456,1,United Kingdom
5997,94,Nonmatching,Stranger,left,Self,769,0.769,1,United Kingdom
5998,94,Nonmatching,Stranger,left,Self,693,0.693,1,United Kingdom
5999,94,Nonmatching,Me,right,Self,1152,1.152,1,United Kingdom
6000,94,Nonmatching,Stranger,left,Self,970,0.97,1,United Kingdom
6001,94,Nonmatching,Me,right,Stranger,964,0.964,0,United Kingdom
6002,94,Nonmatching,Stranger,right,Stranger,700,0.701,1,United Kingdom
6003,94,Nonmatching,Me,left,Stranger,896,0.896,1,United Kingdom
6004,94,Nonmatching,Me,left,Stranger,607,0.607,1,United Kingdom
6005,94,Nonmatching,Stranger,right,Stranger,669,0.669,1,United Kingdom
6006,94,Nonmatching,Stranger,right,Stranger,606,0.606,1,United Kingdom
6007,94,Nonmatching,Stranger,right,Stranger,491,0.491,1,United Kingdom
6008,94,Nonmatching,Stranger,right,Stranger,1034,1.034,1,United Kingdom
6009,94,Nonmatching,Me,left,Stranger,687,0.687,1,United Kingdom
6010,94,Nonmatching,Me,left,Stranger,956,0.956,1,United Kingdom
6011,94,Nonmatching,Me,left,Stranger,877,0.877,1,United Kingdom
6012,94,Nonmatching,Me,left,Stranger,1172,1.172,1,United Kingdom
