,Subject,Matching,Label,Response,Identity,RT_ms,RT_sec,ACC,Country
1,1,Matching,Stranger,right,Self,791,0.791,0,United Kingdom
2,1,Matching,Me,right,Self,848,0.848,1,United Kingdom
3,1,Matching,Stranger,right,Self,1252,1.252,0,United Kingdom
4,1,Matching,Me,right,Self,770,0.77,1,United Kingdom
5,1,Matching,Stranger,left,Self,1629,1.629,1,United Kingdom
6,1,Matching,Me,right,Self,596,0.596,1,United Kingdom
7,1,Matching,Me,right,Self,823,0.823,1,United Kingdom
8,1,Matching,Stranger,right,Self,988,0.988,0,United Kingdom
9,1,Matching,Me,right,Self,561,0.561,1,United Kingdom
10,1,Matching,Me,right,Self,849,0.849,1,United Kingdom
11,1,Matching,Me,left,Self,599,0.599,0,United Kingdom
12,1,Matching,Me,right,Self,579,0.579,1,United Kingdom
13,1,Matching,Stranger,left,Self,708,0.708,1,United Kingdom
14,1,Matching,Stranger,right,Self,748,0.748,0,United Kingdom
15,1,Matching,Stranger,left,Self,808,0.808,1,United Kingdom
16,1,Matching,Stranger,left,Self,855,0.855,1,United Kingdom
17,1,Matching,Me,left,Stranger,966,0.966,1,United Kingdom
18,1,Matching,Stranger,left,Stranger,558,0.558,0,United Kingdom
19,1,Matching,Me,left,Stranger,1531,1.531,1,United Kingdom
20,1,Matching,Me,left,Stranger,1774,1.774,1,United Kingdom
21,1,Matching,Stranger,left,Stranger,1292,1.292,0,United Kingdom
22,1,Matching,Me,left,Stranger,1342,1.342,1,United Kingdom
23,1,Matching,Stranger,right,Stranger,923,0.923,1,United Kingdom
24,1,Matching,Stranger,right,Stranger,815,0.815,1,United Kingdom
25,1,Matching,Stranger,left,Stranger,910,0.91,0,United Kingdom
26,1,Matching,Me,right,Stranger,565,0.565,0,United Kingdom
27,1,Matching,Stranger,right,Stranger,824,0.824,1,United Kingdom
28,1,Matching,Stranger,right,Stranger,1099,1.099,1,United Kingdom
29,1,Matching,Me,left,Stranger,907,0.907,1,United Kingdom
30,1,Matching,Stranger,right,Stranger,878,0.878,1,United Kingdom
31,1,Matching,Me,right,Stranger,1334,1.334,0,United Kingdom
32,1,Matching,Me,left,Stranger,1336,1.336,1,United Kingdom
33,1,Nonmatching,Me,right,Self,1143,1.143,1,United Kingdom
34,1,Nonmatching,Me,left,Self,804,0.804,0,United Kingdom
35,1,Nonmatching,Stranger,left,Self,1105,1.105,1,United Kingdom
36,1,Nonmatching,Stranger,left,Self,873,0.873,1,United Kingdom
37,1,Nonmatching,Stranger,left,Self,869,0.869,1,United Kingdom
38,1,Nonmatching,Stranger,left,Self,868,0.868,1,United Kingdom
39,1,Nonmatching,Me,left,Self,620,0.62,0,United Kingdom
40,1,Nonmatching,Stranger,left,Self,987,0.987,1,United Kingdom
41,1,Nonmatching,Me,right,Self,787,0.787,1,United Kingdom
42,1,Nonmatching,Stranger,left,Self,857,0.857,1,United Kingdom
43,1,Nonmatching,Stranger,left,Self,760,0.76,1,United Kingdom
44,1,Nonmatching,Me,right,Self,655,0.655,1,United Kingdom
45,1,Nonmatching,Me,right,Self,1270,1.27,1,United Kingdom
46,1,Nonmatching,Me,right,Self,410,0.41,1,United Kingdom
47,1,Nonmatching,Me,right,Self,704,0.704,1,United Kingdom
48,1,Nonmatching,Stranger,left,Self,910,0.91,1,United Kingdom
49,1,Nonmatching,Me,left,Stranger,588,0.588,1,United Kingdom
50,1,Nonmatching,Me,left,Stranger,984,0.984,1,United Kingdom
51,1,Nonmatching,Stranger,right,Stranger,769,0.769,1,United Kingdom
52,1,Nonmatching,Me,left,Stranger,722,0.722,1,United Kingdom
53,1,Nonmatching,Me,left,Stranger,722,0.722,1,United Kingdom
54,1,Nonmatching,Stranger,right,Stranger,710,0.71,1,United Kingdom
55,1,Nonmatching,Me,left,Stranger,762,0.762,1,United Kingdom
56,1,Nonmatching,Me,left,Stranger,607,0.607,1,United Kingdom
57,1,Nonmatching,Stranger,right,Stranger,1026,1.026,1,United Kingdom
58,1,Nonmatching,Stranger,right,Stranger,842,0.842,1,United Kingdom
59,1,Nonmatching,Me,right,Stranger,533,0.533,0,United Kingdom
60,1,Nonmatching,Stranger,left,Stranger,896,0.896,0,United Kingdom
61,1,Nonmatching,Stranger,left,Stranger,943,0.943,0,United Kingdom
62,1,Nonmatching,Me,left,Stranger,792,0.792,1,United Kingdom
63,1,Nonmatching,Stranger,right,Stranger,512,0.512,1,United Kingdom
64,1,Nonmatching,Stranger,right,Stranger,866,0.866,1,United Kingdom
65,2,Matching,Stranger,right,Self,5410,5.41,0,United Kingdom
66,2,Matching,Stranger,left,Self,1086,1.086,1,United Kingdom
67,2,Matching,Stranger,left,Self,1049,1.049,1,United Kingdom
68,2,Matching,Stranger,left,Self,1066,1.066,1,United Kingdom
69,2,Matching,Me,right,Self,1465,1.465,1,United Kingdom
70,2,Matching,Stranger,left,Self,2142,2.142,1,United Kingdom
71,2,Matching,Me,right,Self,1312,1.312,1,United Kingdom
72,2,Matching,Me,right,Self,2603,2.603,1,United Kingdom
73,2,Matching,Me,left,Self,2354,2.354,0,United Kingdom
74,2,Matching,Stranger,left,Self,2770,2.77,1,United Kingdom
75,2,Matching,Me,right,Self,2040,2.04,1,United Kingdom
76,2,Matching,Stranger,right,Self,1520,1.52,0,United Kingdom
77,2,Matching,Me,right,Self,605,0.605,1,United Kingdom
78,2,Matching,Me,right,Self,1911,1.911,1,United Kingdom
79,2,Matching,Stranger,left,Self,1008,1.008,1,United Kingdom
80,2,Matching,Me,right,Self,641,0.641,1,United Kingdom
81,2,Matching,Stranger,right,Stranger,653,0.653,1,United Kingdom
82,2,Matching,Me,left,Stranger,2423,2.423,1,United Kingdom
83,2,Matching,Me,left,Stranger,2480,2.481,1,United Kingdom
84,2,Matching,Stranger,right,Stranger,1247,1.247,1,United Kingdom
85,2,Matching,Stranger,right,Stranger,880,0.88,1,United Kingdom
86,2,Matching,Stranger,right,Stranger,936,0.936,1,United Kingdom
87,2,Matching,Stranger,right,Stranger,2180,2.18,1,United Kingdom
88,2,Matching,Me,left,Stranger,1599,1.599,1,United Kingdom
89,2,Matching,Me,right,Stranger,1867,1.867,0,United Kingdom
90,2,Matching,Me,right,Stranger,2660,2.66,0,United Kingdom
91,2,Matching,Stranger,right,Stranger,1152,1.152,1,United Kingdom
92,2,Matching,Stranger,right,Stranger,842,0.842,1,United Kingdom
93,2,Matching,Me,left,Stranger,2251,2.251,1,United Kingdom
94,2,Matching,Stranger,left,Stranger,2285,2.285,0,United Kingdom
95,2,Matching,Me,left,Stranger,1660,1.66,1,United Kingdom
96,2,Matching,Me,left,Stranger,833,0.833,1,United Kingdom
97,2,Nonmatching,Stranger,left,Self,1329,1.329,1,United Kingdom
98,2,Nonmatching,Me,right,Self,714,0.714,1,United Kingdom
99,2,Nonmatching,Me,right,Self,708,0.708,1,United Kingdom
100,2,Nonmatching,Stranger,left,Self,1019,1.019,1,United Kingdom
101,2,Nonmatching,Stranger,left,Self,2058,2.058,1,United Kingdom
102,2,Nonmatching,Stranger,right,Self,948,0.948,0,United Kingdom
103,2,Nonmatching,Me,right,Self,1587,1.587,1,United Kingdom
104,2,Nonmatching,Stranger,left,Self,3322,3.321,1,United Kingdom
105,2,Nonmatching,Stranger,left,Self,7439,7.439,1,United Kingdom
106,2,Nonmatching,Stranger,right,Self,865,0.865,0,United Kingdom
107,2,Nonmatching,Me,left,Self,2792,2.792,0,United Kingdom
108,2,Nonmatching,Me,right,Self,1363,1.363,1,United Kingdom
109,2,Nonmatching,Me,right,Self,665,0.665,1,United Kingdom
110,2,Nonmatching,Stranger,left,Self,1667,1.667,1,United Kingdom
111,2,Nonmatching,Me,right,Self,1300,1.3,1,United Kingdom
112,2,Nonmatching,Me,right,Self,1504,1.504,1,United Kingdom
113,2,Nonmatching,Stranger,right,Stranger,1225,1.225,1,United Kingdom
114,2,Nonmatching,Stranger,right,Stranger,1455,1.455,1,United Kingdom
115,2,Nonmatching,Me,left,Stranger,1302,1.302,1,United Kingdom
116,2,Nonmatching,Me,left,Stranger,1217,1.217,1,United Kingdom
117,2,Nonmatching,Me,left,Stranger,2230,2.23,1,United Kingdom
118,2,Nonmatching,Stranger,right,Stranger,2917,2.917,1,United Kingdom
119,2,Nonmatching,Me,left,Stranger,3680,3.68,1,United Kingdom
120,2,Nonmatching,Stranger,left,Stranger,1749,1.749,0,United Kingdom
121,2,Nonmatching,Me,right,Stranger,1281,1.281,0,United Kingdom
122,2,Nonmatching,Stranger,right,Stranger,2549,2.549,1,United Kingdom
123,2,Nonmatching,Stranger,right,Stranger,951,0.951,1,United Kingdom
124,2,Nonmatching,Stranger,right,Stranger,1870,1.869,1,United Kingdom
125,2,Nonmatching,Me,left,Stranger,915,0.915,1,United Kingdom
126,2,Nonmatching,Me,left,Stranger,1805,1.805,1,United Kingdom
127,2,Nonmatching,Stranger,right,Stranger,1215,1.215,1,United Kingdom
128,2,Nonmatching,Me,left,Stranger,2422,2.422,1,United Kingdom
129,3,Matching,Stranger,right,Self,1212,1.212,0,United Kingdom
130,3,Matching,Stranger,right,Self,1415,1.415,0,United Kingdom
131,3,Matching,Stranger,left,Self,1179,1.179,1,United Kingdom
132,3,Matching,Me,right,Self,930,0.929,1,United Kingdom
133,3,Matching,Stranger,right,Self,1069,1.069,0,United Kingdom
134,3,Matching,Me,left,Self,877,0.877,0,United Kingdom
135,3,Matching,Me,right,Self,1939,1.939,1,United Kingdom
136,3,Matching,Me,left,Self,863,0.863,0,United Kingdom
137,3,Matching,Stranger,left,Self,1302,1.302,1,United Kingdom
138,3,Matching,Stranger,right,Self,1798,1.798,0,United Kingdom
139,3,Matching,Me,left,Self,709,0.709,0,United Kingdom
140,3,Matching,Me,left,Self,1018,1.018,0,United Kingdom
141,3,Matching,Stranger,right,Self,993,0.993,0,United Kingdom
142,3,Matching,Me,right,Self,693,0.693,1,United Kingdom
143,3,Matching,Me,left,Self,737,0.737,0,United Kingdom
144,3,Matching,Stranger,left,Self,805,0.805,1,United Kingdom
145,3,Matching,Me,right,Stranger,1367,1.367,0,United Kingdom
146,3,Matching,Stranger,right,Stranger,1686,1.686,1,United Kingdom
147,3,Matching,Stranger,left,Stranger,1122,1.122,0,United Kingdom
148,3,Matching,Stranger,left,Stranger,886,0.886,0,United Kingdom
149,3,Matching,Me,right,Stranger,852,0.852,0,United Kingdom
150,3,Matching,Me,left,Stranger,1978,1.978,1,United Kingdom
151,3,Matching,Stranger,left,Stranger,684,0.684,0,United Kingdom
152,3,Matching,Me,left,Stranger,854,0.854,1,United Kingdom
153,3,Matching,Me,left,Stranger,1223,1.223,1,United Kingdom
154,3,Matching,Me,left,Stranger,1024,1.024,1,United Kingdom
155,3,Matching,Me,left,Stranger,1222,1.222,1,United Kingdom
156,3,Matching,Stranger,right,Stranger,1081,1.081,1,United Kingdom
157,3,Matching,Stranger,left,Stranger,2045,2.045,0,United Kingdom
158,3,Matching,Stranger,right,Stranger,480,0.48,1,United Kingdom
159,3,Matching,Me,left,Stranger,508,0.508,1,United Kingdom
160,3,Matching,Stranger,right,Stranger,2023,2.023,1,United Kingdom
161,3,Nonmatching,Me,right,Self,2570,2.57,1,United Kingdom
162,3,Nonmatching,Me,right,Self,1604,1.604,1,United Kingdom
163,3,Nonmatching,Stranger,left,Self,783,0.783,1,United Kingdom
164,3,Nonmatching,Me,right,Self,1061,1.061,1,United Kingdom
165,3,Nonmatching,Stranger,left,Self,1881,1.881,1,United Kingdom
166,3,Nonmatching,Stranger,left,Self,470,0.47,1,United Kingdom
167,3,Nonmatching,Me,left,Self,451,0.451,0,United Kingdom
168,3,Nonmatching,Me,right,Self,872,0.872,1,United Kingdom
169,3,Nonmatching,Stranger,right,Self,865,0.865,0,United Kingdom
170,3,Nonmatching,Me,left,Self,2261,2.261,0,United Kingdom
171,3,Nonmatching,Stranger,left,Self,489,0.489,1,United Kingdom
172,3,Nonmatching,Stranger,left,Self,7114,7.114,1,United Kingdom
173,3,Nonmatching,Stranger,right,Self,1375,1.375,0,United Kingdom
174,3,Nonmatching,Me,right,Self,466,0.466,1,United Kingdom
175,3,Nonmatching,Stranger,left,Self,450,0.45,1,United Kingdom
176,3,Nonmatching,Me,left,Self,1448,1.448,0,United Kingdom
177,3,Nonmatching,Stranger,right,Stranger,1598,1.598,1,United Kingdom
178,3,Nonmatching,Stranger,right,Stranger,1227,1.227,1,United Kingdom
179,3,Nonmatching,Stranger,right,Stranger,1930,1.93,1,United Kingdom
180,3,Nonmatching,Me,left,Stranger,2295,2.295,1,United Kingdom
181,3,Nonmatching,Me,left,Stranger,1393,1.393,1,United Kingdom
182,3,Nonmatching,Stranger,right,Stranger,1074,1.074,1,United Kingdom
183,3,Nonmatching,Me,left,Stranger,964,0.964,1,United Kingdom
184,3,Nonmatching,Stranger,left,Stranger,1544,1.544,0,United Kingdom
185,3,Nonmatching,Me,left,Stranger,611,0.611,1,United Kingdom
186,3,Nonmatching,Me,left,Stranger,1062,1.062,1,United Kingdom
187,3,Nonmatching,Me,left,Stranger,1446,1.446,1,United Kingdom
188,3,Nonmatching,Stranger,right,Stranger,1144,1.144,1,United Kingdom
189,3,Nonmatching,Stranger,right,Stranger,502,0.502,1,United Kingdom
190,3,Nonmatching,Me,right,Stranger,394,0.394,0,United Kingdom
191,3,Nonmatching,Me,left,Stranger,416,0.416,1,United Kingdom
192,3,Nonmatching,Stranger,right,Stranger,412,0.412,1,United Kingdom
193,4,Matching,Stranger,right,Self,269,0.269,0,United Kingdom
194,4,Matching,Me,right,Self,778,0.778,1,United Kingdom
195,4,Matching,Stranger,left,Self,352,0.352,1,United Kingdom
196,4,Matching,Me,right,Self,487,0.487,1,United Kingdom
197,4,Matching,Stranger,left,Self,348,0.348,1,United Kingdom
198,4,Matching,Me,right,Self,569,0.569,1,United Kingdom
199,4,Matching,Stranger,right,Self,676,0.676,0,United Kingdom
200,4,Matching,Me,right,Self,565,0.565,1,United Kingdom
201,4,Matching,Me,right,Self,500,0.5,1,United Kingdom
202,4,Matching,Me,right,Self,1659,1.659,1,United Kingdom
203,4,Matching,Stranger,right,Self,707,0.707,0,United Kingdom
204,4,Matching,Stranger,right,Self,3772,3.772,0,United Kingdom
205,4,Matching,Stranger,left,Self,1153,1.153,1,United Kingdom
206,4,Matching,Me,right,Self,291,0.291,1,United Kingdom
207,4,Matching,Me,right,Self,370,0.37,1,United Kingdom
208,4,Matching,Stranger,left,Self,1008,1.008,1,United Kingdom
209,4,Matching,Me,right,Stranger,693,0.693,0,United Kingdom
210,4,Matching,Stranger,right,Stranger,1754,1.754,1,United Kingdom
211,4,Matching,Me,right,Stranger,282,0.282,0,United Kingdom
212,4,Matching,Stranger,left,Stranger,237,0.237,0,United Kingdom
213,4,Matching,Stranger,left,Stranger,368,0.368,0,United Kingdom
214,4,Matching,Stranger,right,Stranger,852,0.852,1,United Kingdom
215,4,Matching,Me,right,Stranger,416,0.416,0,United Kingdom
216,4,Matching,Stranger,right,Stranger,470,0.47,1,United Kingdom
217,4,Matching,Stranger,left,Stranger,688,0.688,0,United Kingdom
218,4,Matching,Stranger,right,Stranger,1842,1.842,1,United Kingdom
219,4,Matching,Me,right,Stranger,1246,1.246,0,United Kingdom
220,4,Matching,Me,left,Stranger,474,0.474,1,United Kingdom
221,4,Matching,Me,right,Stranger,496,0.496,0,United Kingdom
222,4,Matching,Stranger,right,Stranger,426,0.426,1,United Kingdom
223,4,Matching,Me,left,Stranger,347,0.347,1,United Kingdom
224,4,Matching,Me,left,Stranger,898,0.898,1,United Kingdom
225,4,Nonmatching,Stranger,right,Self,260,0.26,0,United Kingdom
226,4,Nonmatching,Stranger,right,Self,624,0.624,0,United Kingdom
227,4,Nonmatching,Stranger,left,Self,503,0.503,1,United Kingdom
228,4,Nonmatching,Me,left,Self,559,0.559,0,United Kingdom
229,4,Nonmatching,Stranger,right,Self,453,0.453,0,United Kingdom
230,4,Nonmatching,Stranger,left,Self,591,0.591,1,United Kingdom
231,4,Nonmatching,Me,right,Self,546,0.546,1,United Kingdom
232,4,Nonmatching,Stranger,right,Self,2756,2.756,0,United Kingdom
233,4,Nonmatching,Me,right,Self,436,0.436,1,United Kingdom
234,4,Nonmatching,Stranger,left,Self,767,0.767,1,United Kingdom
235,4,Nonmatching,Stranger,left,Self,552,0.552,1,United Kingdom
236,4,Nonmatching,Me,right,Self,456,0.456,1,United Kingdom
237,4,Nonmatching,Me,right,Self,396,0.396,1,United Kingdom
238,4,Nonmatching,Me,right,Self,329,0.329,1,United Kingdom
239,4,Nonmatching,Me,right,Self,454,0.454,1,United Kingdom
240,4,Nonmatching,Me,right,Self,435,0.435,1,United Kingdom
241,4,Nonmatching,Me,right,Stranger,61,0.061,0,United Kingdom
242,4,Nonmatching,Stranger,left,Stranger,2257,2.257,0,United Kingdom
243,4,Nonmatching,Me,left,Stranger,624,0.624,1,United Kingdom
244,4,Nonmatching,Me,left,Stranger,434,0.434,1,United Kingdom
245,4,Nonmatching,Stranger,left,Stranger,804,0.804,0,United Kingdom
246,4,Nonmatching,Me,left,Stranger,570,0.57,1,United Kingdom
247,4,Nonmatching,Stranger,right,Stranger,1726,1.726,1,United Kingdom
248,4,Nonmatching,Me,right,Stranger,518,0.518,0,United Kingdom
249,4,Nonmatching,Stranger,right,Stranger,625,0.625,1,United Kingdom
250,4,Nonmatching,Stranger,right,Stranger,403,0.403,1,United Kingdom
251,4,Nonmatching,Stranger,right,Stranger,384,0.384,1,United Kingdom
252,4,Nonmatching,Me,left,Stranger,744,0.744,1,United Kingdom
253,4,Nonmatching,Stranger,right,Stranger,382,0.382,1,United Kingdom
254,4,Nonmatching,Me,left,Stranger,1189,1.189,1,United Kingdom
255,4,Nonmatching,Stranger,right,Stranger,666,0.666,1,United Kingdom
256,4,Nonmatching,Me,right,Stranger,400,0.4,0,United Kingdom
257,5,Matching,Stranger,right,Self,3864,3.864,0,United Kingdom
258,5,Matching,Me,right,Self,603,0.603,1,United Kingdom
259,5,Matching,Me,right,Self,905,0.905,1,United Kingdom
260,5,Matching,Stranger,left,Self,648,0.648,1,United Kingdom
261,5,Matching,Me,right,Self,694,0.694,1,United Kingdom
262,5,Matching,Stranger,left,Self,789,0.789,1,United Kingdom
263,5,Matching,Me,right,Self,625,0.625,1,United Kingdom
264,5,Matching,Me,right,Self,962,0.962,1,United Kingdom
265,5,Matching,Me,right,Self,540,0.54,1,United Kingdom
266,5,Matching,Me,right,Self,692,0.692,1,United Kingdom
267,5,Matching,Stranger,left,Self,1086,1.085,1,United Kingdom
268,5,Matching,Stranger,right,Self,1417,1.417,0,United Kingdom
269,5,Matching,Stranger,right,Self,886,0.886,0,United Kingdom
270,5,Matching,Stranger,right,Self,1322,1.322,0,United Kingdom
271,5,Matching,Me,right,Self,548,0.548,1,United Kingdom
272,5,Matching,Stranger,left,Self,767,0.767,1,United Kingdom
273,5,Matching,Stranger,right,Stranger,910,0.91,1,United Kingdom
274,5,Matching,Me,left,Stranger,864,0.864,1,United Kingdom
275,5,Matching,Me,left,Stranger,1289,1.289,1,United Kingdom
276,5,Matching,Stranger,right,Stranger,1494,1.494,1,United Kingdom
277,5,Matching,Me,left,Stranger,1918,1.918,1,United Kingdom
278,5,Matching,Me,left,Stranger,2046,2.046,1,United Kingdom
279,5,Matching,Me,left,Stranger,954,0.954,1,United Kingdom
280,5,Matching,Me,left,Stranger,628,0.627,1,United Kingdom
281,5,Matching,Me,right,Stranger,620,0.62,0,United Kingdom
282,5,Matching,Stranger,left,Stranger,896,0.896,0,United Kingdom
283,5,Matching,Stranger,right,Stranger,2160,2.16,1,United Kingdom
284,5,Matching,Me,left,Stranger,544,0.544,1,United Kingdom
285,5,Matching,Stranger,right,Stranger,780,0.78,1,United Kingdom
286,5,Matching,Stranger,right,Stranger,1494,1.494,1,United Kingdom
287,5,Matching,Stranger,left,Stranger,2873,2.873,0,United Kingdom
288,5,Matching,Stranger,right,Stranger,1203,1.203,1,United Kingdom
289,5,Nonmatching,Me,right,Self,2532,2.532,1,United Kingdom
290,5,Nonmatching,Stranger,right,Self,448,0.448,0,United Kingdom
291,5,Nonmatching,Me,left,Self,2804,2.804,0,United Kingdom
292,5,Nonmatching,Me,right,Self,773,0.773,1,United Kingdom
293,5,Nonmatching,Stranger,left,Self,1131,1.131,1,United Kingdom
294,5,Nonmatching,Stranger,left,Self,1016,1.016,1,United Kingdom
295,5,Nonmatching,Me,right,Self,617,0.617,1,United Kingdom
296,5,Nonmatching,Stranger,right,Self,1795,1.795,0,United Kingdom
297,5,Nonmatching,Stranger,right,Self,3485,3.485,0,United Kingdom
298,5,Nonmatching,Me,right,Self,736,0.736,1,United Kingdom
299,5,Nonmatching,Me,right,Self,584,0.584,1,United Kingdom
300,5,Nonmatching,Stranger,left,Self,968,0.968,1,United Kingdom
301,5,Nonmatching,Stranger,left,Self,1053,1.053,1,United Kingdom
302,5,Nonmatching,Me,right,Self,1204,1.204,1,United Kingdom
303,5,Nonmatching,Me,right,Self,698,0.698,1,United Kingdom
304,5,Nonmatching,Stranger,left,Self,897,0.897,1,United Kingdom
305,5,Nonmatching,Stranger,left,Stranger,2149,2.149,0,United Kingdom
306,5,Nonmatching,Me,right,Stranger,1795,1.795,0,United Kingdom
307,5,Nonmatching,Me,right,Stranger,974,0.974,0,United Kingdom
308,5,Nonmatching,Me,left,Stranger,572,0.572,1,United Kingdom
309,5,Nonmatching,Me,right,Stranger,1258,1.258,0,United Kingdom
310,5,Nonmatching,Me,right,Stranger,1017,1.017,0,United Kingdom
311,5,Nonmatching,Me,left,Stranger,396,0.396,1,United Kingdom
312,5,Nonmatching,Stranger,left,Stranger,1217,1.217,0,United Kingdom
313,5,Nonmatching,Stranger,right,Stranger,1332,1.332,1,United Kingdom
314,5,Nonmatching,Stranger,right,Stranger,1073,1.073,1,United Kingdom
315,5,Nonmatching,Stranger,left,Stranger,750,0.75,0,United Kingdom
316,5,Nonmatching,Stranger,right,Stranger,1202,1.202,1,United Kingdom
317,5,Nonmatching,Me,left,Stranger,998,0.998,1,United Kingdom
318,5,Nonmatching,Stranger,right,Stranger,1307,1.307,1,United Kingdom
319,5,Nonmatching,Me,right,Stranger,715,0.715,0,United Kingdom
320,5,Nonmatching,Stranger,left,Stranger,787,0.787,0,United Kingdom
321,6,Matching,Stranger,left,Self,1838,1.838,1,United Kingdom
322,6,Matching,Stranger,left,Self,1011,1.011,1,United Kingdom
323,6,Matching,Stranger,right,Self,696,0.696,0,United Kingdom
324,6,Matching,Stranger,right,Self,1349,1.349,0,United Kingdom
325,6,Matching,Me,right,Self,669,0.669,1,United Kingdom
326,6,Matching,Me,right,Self,606,0.606,1,United Kingdom
327,6,Matching,Stranger,left,Self,559,0.559,1,United Kingdom
328,6,Matching,Stranger,right,Self,1430,1.43,0,United Kingdom
329,6,Matching,Me,right,Self,590,0.59,1,United Kingdom
330,6,Matching,Me,right,Self,715,0.715,1,United Kingdom
331,6,Matching,Stranger,left,Self,664,0.664,1,United Kingdom
332,6,Matching,Me,right,Self,457,0.457,1,United Kingdom
333,6,Matching,Me,left,Self,1150,1.15,0,United Kingdom
334,6,Matching,Me,right,Self,624,0.624,1,United Kingdom
335,6,Matching,Stranger,left,Self,541,0.541,1,United Kingdom
336,6,Matching,Me,left,Self,770,0.77,0,United Kingdom
337,6,Matching,Me,left,Stranger,989,0.989,1,United Kingdom
338,6,Matching,Stranger,left,Stranger,672,0.672,0,United Kingdom
339,6,Matching,Stranger,right,Stranger,961,0.961,1,United Kingdom
340,6,Matching,Me,left,Stranger,843,0.843,1,United Kingdom
341,6,Matching,Me,left,Stranger,870,0.87,1,United Kingdom
342,6,Matching,Stranger,right,Stranger,783,0.783,1,United Kingdom
343,6,Matching,Me,left,Stranger,618,0.618,1,United Kingdom
344,6,Matching,Stranger,right,Stranger,1574,1.574,1,United Kingdom
345,6,Matching,Stranger,left,Stranger,682,0.682,0,United Kingdom
346,6,Matching,Me,left,Stranger,544,0.544,1,United Kingdom
347,6,Matching,Stranger,left,Stranger,1787,1.787,0,United Kingdom
348,6,Matching,Stranger,left,Stranger,560,0.56,0,United Kingdom
349,6,Matching,Stranger,right,Stranger,496,0.496,1,United Kingdom
350,6,Matching,Me,left,Stranger,462,0.462,1,United Kingdom
351,6,Matching,Me,left,Stranger,606,0.606,1,United Kingdom
352,6,Matching,Me,left,Stranger,633,0.633,1,United Kingdom
353,6,Nonmatching,Me,right,Self,992,0.992,1,United Kingdom
354,6,Nonmatching,Stranger,left,Self,711,0.711,1,United Kingdom
355,6,Nonmatching,Stranger,left,Self,743,0.743,1,United Kingdom
356,6,Nonmatching,Stranger,left,Self,922,0.922,1,United Kingdom
357,6,Nonmatching,Me,right,Self,635,0.635,1,United Kingdom
358,6,Nonmatching,Stranger,right,Self,771,0.771,0,United Kingdom
359,6,Nonmatching,Me,right,Self,569,0.569,1,United Kingdom
360,6,Nonmatching,Me,right,Self,477,0.477,1,United Kingdom
361,6,Nonmatching,Me,left,Self,792,0.792,0,United Kingdom
362,6,Nonmatching,Stranger,left,Self,514,0.514,1,United Kingdom
363,6,Nonmatching,Me,right,Self,408,0.408,1,United Kingdom
364,6,Nonmatching,Stranger,left,Self,515,0.515,1,United Kingdom
365,6,Nonmatching,Me,right,Self,371,0.371,1,United Kingdom
366,6,Nonmatching,Stranger,right,Self,983,0.983,0,United Kingdom
367,6,Nonmatching,Me,right,Self,507,0.507,1,United Kingdom
368,6,Nonmatching,Stranger,left,Self,627,0.627,1,United Kingdom
369,6,Nonmatching,Stranger,left,Stranger,732,0.732,0,United Kingdom
370,6,Nonmatching,Stranger,right,Stranger,979,0.979,1,United Kingdom
371,6,Nonmatching,Me,right,Stranger,783,0.783,0,United Kingdom
372,6,Nonmatching,Stranger,right,Stranger,786,0.786,1,United Kingdom
373,6,Nonmatching,Me,left,Stranger,718,0.718,1,United Kingdom
374,6,Nonmatching,Stranger,left,Stranger,1172,1.172,0,United Kingdom
375,6,Nonmatching,Stranger,right,Stranger,727,0.727,1,United Kingdom
376,6,Nonmatching,Me,left,Stranger,703,0.703,1,United Kingdom
377,6,Nonmatching,Me,left,Stranger,628,0.628,1,United Kingdom
378,6,Nonmatching,Me,right,Stranger,1522,1.522,0,United Kingdom
379,6,Nonmatching,Stranger,right,Stranger,388,0.388,1,United Kingdom
380,6,Nonmatching,Stranger,right,Stranger,515,0.515,1,United Kingdom
381,6,Nonmatching,Stranger,right,Stranger,742,0.742,1,United Kingdom
382,6,Nonmatching,Me,left,Stranger,499,0.499,1,United Kingdom
383,6,Nonmatching,Me,left,Stranger,932,0.932,1,United Kingdom
384,6,Nonmatching,Me,left,Stranger,618,0.618,1,United Kingdom
385,7,Matching,Stranger,left,Self,4131,4.131,1,United Kingdom
386,7,Matching,Me,right,Self,3353,3.353,1,United Kingdom
387,7,Matching,Me,right,Self,822,0.822,1,United Kingdom
388,7,Matching,Me,right,Self,1189,1.189,1,United Kingdom
389,7,Matching,Stranger,left,Self,5765,5.765,1,United Kingdom
390,7,Matching,Me,right,Self,4591,4.591,1,United Kingdom
391,7,Matching,Stranger,left,Self,3981,3.981,1,United Kingdom
392,7,Matching,Me,right,Self,3142,3.142,1,United Kingdom
393,7,Matching,Stranger,left,Self,2819,2.819,1,United Kingdom
394,7,Matching,Stranger,right,Self,1384,1.384,0,United Kingdom
395,7,Matching,Me,right,Self,1501,1.501,1,United Kingdom
396,7,Matching,Stranger,left,Self,1091,1.091,1,United Kingdom
397,7,Matching,Stranger,right,Self,2615,2.615,0,United Kingdom
398,7,Matching,Me,right,Self,1719,1.719,1,United Kingdom
399,7,Matching,Stranger,left,Self,1136,1.136,1,United Kingdom
400,7,Matching,Me,left,Self,3888,3.888,0,United Kingdom
401,7,Matching,Stranger,right,Stranger,8112,8.112,1,United Kingdom
