,Subject,Matching,Identity,English_Identity,Standardized_Idnetity,RT_ms,RT_sec,ACC,blocktype,Country
3115,384408546,Matching,Self,Self,Self,466,0.466,1,mixed,United Kingdom
3116,384408546,Matching,Self,Self,Self,668,0.668,1,mixed,United Kingdom
3117,384408546,Matching,Self,Self,Self,584,0.584,0,mixed,United Kingdom
3118,384408546,Matching,Self,Self,Self,553,0.553,1,mixed,United Kingdom
3119,384408546,Matching,Self,Self,Self,654,0.654,1,mixed,United Kingdom
3120,384408546,Matching,Self,Self,Self,473,0.473,1,mixed,United Kingdom
3121,384408546,Matching,Stranger,Stranger,Stranger,1147,1.147,1,mixed,United Kingdom
3122,384408546,Matching,Stranger,Stranger,Stranger,903,0.903,1,mixed,United Kingdom
3123,384408546,Matching,Stranger,Stranger,Stranger,618,0.618,0,mixed,United Kingdom
3124,384408546,Matching,Stranger,Stranger,Stranger,680,0.68,0,mixed,United Kingdom
3125,384408546,Matching,Stranger,Stranger,Stranger,570,0.57,0,mixed,United Kingdom
3126,384408546,Matching,Stranger,Stranger,Stranger,537,0.537,0,mixed,United Kingdom
3127,384408546,Matching,Stranger,Stranger,Stranger,696,0.696,1,mixed,United Kingdom
3128,384408546,Matching,Stranger,Stranger,Stranger,876,0.876,1,mixed,United Kingdom
3129,384408546,Matching,Stranger,Stranger,Stranger,577,0.577,1,mixed,United Kingdom
3130,384408546,Matching,Stranger,Stranger,Stranger,668,0.668,1,mixed,United Kingdom
3131,384408546,Matching,Stranger,Stranger,Stranger,772,0.772,0,mixed,United Kingdom
3132,384408546,Matching,Stranger,Stranger,Stranger,805,0.805,1,mixed,United Kingdom
3133,384408546,Matching,Stranger,Stranger,Stranger,609,0.609,1,mixed,United Kingdom
3134,384408546,Matching,Stranger,Stranger,Stranger,853,0.853,1,mixed,United Kingdom
3135,384408546,Matching,Stranger,Stranger,Stranger,511,0.511,1,mixed,United Kingdom
3136,384408546,Matching,Stranger,Stranger,Stranger,637,0.637,1,mixed,United Kingdom
3137,384408546,Matching,Stranger,Stranger,Stranger,783,0.783,1,mixed,United Kingdom
3138,384408546,Matching,Stranger,Stranger,Stranger,660,0.66,0,mixed,United Kingdom
3139,384408546,Matching,Stranger,Stranger,Stranger,536,0.536,1,mixed,United Kingdom
3140,384408546,Matching,Stranger,Stranger,Stranger,607,0.607,1,mixed,United Kingdom
3141,384408546,Matching,Stranger,Stranger,Stranger,611,0.611,0,blocked,United Kingdom
3142,384408546,Matching,Stranger,Stranger,Stranger,527,0.527,1,blocked,United Kingdom
3143,384408546,Matching,Stranger,Stranger,Stranger,419,0.419,1,blocked,United Kingdom
3144,384408546,Matching,Stranger,Stranger,Stranger,522,0.522,1,blocked,United Kingdom
3145,384408546,Matching,Stranger,Stranger,Stranger,497,0.497,1,blocked,United Kingdom
3146,384408546,Matching,Stranger,Stranger,Stranger,397,0.397,1,blocked,United Kingdom
3147,384408546,Matching,Stranger,Stranger,Stranger,387,0.387,0,blocked,United Kingdom
3148,384408546,Matching,Stranger,Stranger,Stranger,486,0.486,1,blocked,United Kingdom
3149,384408546,Matching,Stranger,Stranger,Stranger,437,0.437,1,blocked,United Kingdom
3150,384408546,Matching,Stranger,Stranger,Stranger,506,0.506,1,blocked,United Kingdom
3151,384408546,Matching,Stranger,Stranger,Stranger,452,0.452,1,blocked,United Kingdom
3152,384408546,Matching,Stranger,Stranger,Stranger,459,0.459,1,blocked,United Kingdom
3153,384408546,Matching,Stranger,Stranger,Stranger,503,0.503,1,blocked,United Kingdom
3154,384408546,Matching,Stranger,Stranger,Stranger,494,0.494,0,blocked,United Kingdom
3155,384408546,Matching,Stranger,Stranger,Stranger,381,0.381,1,blocked,United Kingdom
3156,384408546,Matching,Stranger,Stranger,Stranger,396,0.396,1,blocked,United Kingdom
3157,384408546,Matching,Stranger,Stranger,Stranger,562,0.562,1,blocked,United Kingdom
3158,384408546,Matching,Stranger,Stranger,Stranger,429,0.429,1,blocked,United Kingdom
3159,384408546,Matching,Stranger,Stranger,Stranger,376,0.376,1,blocked,United Kingdom
3160,384408546,Matching,Stranger,Stranger,Stranger,458,0.458,1,blocked,United Kingdom
3161,384408546,Matching,Stranger,Stranger,Stranger,654,0.654,1,blocked,United Kingdom
3162,384408546,Matching,Stranger,Stranger,Stranger,459,0.459,1,blocked,United Kingdom
3163,384408546,Matching,Stranger,Stranger,Stranger,379,0.379,1,blocked,United Kingdom
3164,384408546,Matching,Stranger,Stranger,Stranger,438,0.438,1,blocked,United Kingdom
3165,384408546,Matching,Stranger,Stranger,Stranger,458,0.458,1,blocked,United Kingdom
3166,384408546,Matching,Stranger,Stranger,Stranger,433,0.433,1,blocked,United Kingdom
3167,384408546,Matching,Stranger,Stranger,Stranger,383,0.383,1,blocked,United Kingdom
3168,384408546,Matching,Stranger,Stranger,Stranger,522,0.522,1,blocked,United Kingdom
3169,384408546,Matching,Stranger,Stranger,Stranger,486,0.486,1,blocked,United Kingdom
3170,384408546,Matching,Stranger,Stranger,Stranger,401,0.401,1,blocked,United Kingdom
3171,384408546,Matching,Stranger,Stranger,Stranger,657,0.657,0,mixed,United Kingdom
3172,384408546,Matching,Stranger,Stranger,Stranger,526,0.526,1,mixed,United Kingdom
3173,384408546,Matching,Stranger,Stranger,Stranger,492,0.492,0,mixed,United Kingdom
3174,384408546,Matching,Stranger,Stranger,Stranger,605,0.605,1,mixed,United Kingdom
3175,384408546,Matching,Stranger,Stranger,Stranger,704,0.704,1,mixed,United Kingdom
3176,384408546,Matching,Stranger,Stranger,Stranger,727,0.727,1,mixed,United Kingdom
3177,384408546,Matching,Stranger,Stranger,Stranger,690,0.69,1,mixed,United Kingdom
3178,384408546,Matching,Stranger,Stranger,Stranger,815,0.815,1,mixed,United Kingdom
3179,384408546,Matching,Stranger,Stranger,Stranger,620,0.62,1,mixed,United Kingdom
3180,384408546,Matching,Stranger,Stranger,Stranger,644,0.644,1,mixed,United Kingdom
3181,384408546,Nonmatching,Friend,Friend,Close,1063,1.063,1,mixed,United Kingdom
3182,384408546,Nonmatching,Friend,Friend,Close,799,0.799,1,mixed,United Kingdom
3183,384408546,Nonmatching,Friend,Friend,Close,619,0.619,1,mixed,United Kingdom
3184,384408546,Nonmatching,Friend,Friend,Close,765,0.765,1,mixed,United Kingdom
3185,384408546,Nonmatching,Friend,Friend,Close,822,0.822,1,mixed,United Kingdom
3186,384408546,Nonmatching,Friend,Friend,Close,868,0.868,1,mixed,United Kingdom
3187,384408546,Nonmatching,Friend,Friend,Close,516,0.516,1,mixed,United Kingdom
3188,384408546,Nonmatching,Friend,Friend,Close,551,0.551,1,mixed,United Kingdom
3189,384408546,Nonmatching,Friend,Friend,Close,764,0.764,1,mixed,United Kingdom
3190,384408546,Nonmatching,Friend,Friend,Close,648,0.648,1,mixed,United Kingdom
3191,384408546,Nonmatching,Friend,Friend,Close,573,0.573,1,blocked,United Kingdom
3192,384408546,Nonmatching,Friend,Friend,Close,679,0.679,1,blocked,United Kingdom
3193,384408546,Nonmatching,Friend,Friend,Close,714,0.714,1,blocked,United Kingdom
3194,384408546,Nonmatching,Friend,Friend,Close,810,0.81,1,blocked,United Kingdom
3195,384408546,Nonmatching,Friend,Friend,Close,571,0.571,1,blocked,United Kingdom
3196,384408546,Nonmatching,Friend,Friend,Close,465,0.465,1,blocked,United Kingdom
3197,384408546,Nonmatching,Friend,Friend,Close,696,0.696,1,blocked,United Kingdom
3198,384408546,Nonmatching,Friend,Friend,Close,719,0.719,1,blocked,United Kingdom
3199,384408546,Nonmatching,Friend,Friend,Close,555,0.555,1,blocked,United Kingdom
3200,384408546,Nonmatching,Friend,Friend,Close,591,0.591,1,blocked,United Kingdom
3201,384408546,Nonmatching,Friend,Friend,Close,477,0.477,1,blocked,United Kingdom
3202,384408546,Nonmatching,Friend,Friend,Close,411,0.411,1,blocked,United Kingdom
3203,384408546,Nonmatching,Friend,Friend,Close,821,0.821,1,blocked,United Kingdom
3204,384408546,Nonmatching,Friend,Friend,Close,470,0.47,1,blocked,United Kingdom
3205,384408546,Nonmatching,Friend,Friend,Close,458,0.458,1,blocked,United Kingdom
3206,384408546,Nonmatching,Friend,Friend,Close,987,0.987,1,mixed,United Kingdom
3207,384408546,Nonmatching,Friend,Friend,Close,841,0.841,1,mixed,United Kingdom
3208,384408546,Nonmatching,Friend,Friend,Close,653,0.653,1,mixed,United Kingdom
3209,384408546,Nonmatching,Friend,Friend,Close,669,0.669,1,mixed,United Kingdom
3210,384408546,Nonmatching,Friend,Friend,Close,564,0.564,1,mixed,United Kingdom
3211,384408546,Nonmatching,Friend,Friend,Close,752,0.752,1,mixed,United Kingdom
3212,384408546,Nonmatching,Friend,Friend,Close,768,0.768,1,mixed,United Kingdom
3213,384408546,Nonmatching,Friend,Friend,Close,801,0.801,1,mixed,United Kingdom
3214,384408546,Nonmatching,Friend,Friend,Close,1048,1.048,1,mixed,United Kingdom
3215,384408546,Nonmatching,Friend,Friend,Close,555,0.555,1,mixed,United Kingdom
3216,384408546,Nonmatching,Friend,Friend,Close,605,0.605,1,blocked,United Kingdom
3217,384408546,Nonmatching,Friend,Friend,Close,496,0.496,1,blocked,United Kingdom
3218,384408546,Nonmatching,Friend,Friend,Close,452,0.452,1,blocked,United Kingdom
3219,384408546,Nonmatching,Friend,Friend,Close,423,0.423,1,blocked,United Kingdom
3220,384408546,Nonmatching,Friend,Friend,Close,650,0.65,1,blocked,United Kingdom
3221,384408546,Nonmatching,Friend,Friend,Close,514,0.514,1,blocked,United Kingdom
3222,384408546,Nonmatching,Friend,Friend,Close,459,0.459,1,blocked,United Kingdom
3223,384408546,Nonmatching,Friend,Friend,Close,431,0.431,1,blocked,United Kingdom
3224,384408546,Nonmatching,Friend,Friend,Close,519,0.519,1,blocked,United Kingdom
3225,384408546,Nonmatching,Friend,Friend,Close,422,0.422,1,blocked,United Kingdom
3226,384408546,Nonmatching,Friend,Friend,Close,474,0.474,1,blocked,United Kingdom
3227,384408546,Nonmatching,Friend,Friend,Close,341,0.341,1,blocked,United Kingdom
3228,384408546,Nonmatching,Friend,Friend,Close,465,0.465,1,blocked,United Kingdom
3229,384408546,Nonmatching,Friend,Friend,Close,488,0.488,1,blocked,United Kingdom
3230,384408546,Nonmatching,Friend,Friend,Close,339,0.339,1,blocked,United Kingdom
3231,384408546,Nonmatching,Friend,Friend,Close,837,0.837,1,mixed,United Kingdom
3232,384408546,Nonmatching,Friend,Friend,Close,708,0.708,1,mixed,United Kingdom
3233,384408546,Nonmatching,Friend,Friend,Close,527,0.527,1,mixed,United Kingdom
3234,384408546,Nonmatching,Friend,Friend,Close,739,0.739,1,mixed,United Kingdom
3235,384408546,Nonmatching,Friend,Friend,Close,650,0.65,1,mixed,United Kingdom
3236,384408546,Nonmatching,Friend,Friend,Close,594,0.594,1,mixed,United Kingdom
3237,384408546,Nonmatching,Friend,Friend,Close,677,0.677,1,mixed,United Kingdom
3238,384408546,Nonmatching,Friend,Friend,Close,667,0.667,1,mixed,United Kingdom
3239,384408546,Nonmatching,Friend,Friend,Close,615,0.615,1,mixed,United Kingdom
3240,384408546,Nonmatching,Friend,Friend,Close,705,0.705,1,mixed,United Kingdom
3241,384408546,Nonmatching,Self,Self,Self,852,0.852,1,mixed,United Kingdom
3242,384408546,Nonmatching,Self,Self,Self,938,0.938,1,mixed,United Kingdom
3243,384408546,Nonmatching,Self,Self,Self,865,0.865,1,mixed,United Kingdom
3244,384408546,Nonmatching,Self,Self,Self,723,0.723,1,mixed,United Kingdom
3245,384408546,Nonmatching,Self,Self,Self,708,0.708,1,mixed,United Kingdom
3246,384408546,Nonmatching,Self,Self,Self,762,0.762,1,mixed,United Kingdom
3247,384408546,Nonmatching,Self,Self,Self,651,0.651,0,mixed,United Kingdom
3248,384408546,Nonmatching,Self,Self,Self,778,0.778,1,mixed,United Kingdom
3249,384408546,Nonmatching,Self,Self,Self,670,0.67,0,mixed,United Kingdom
3250,384408546,Nonmatching,Self,Self,Self,809,0.809,1,mixed,United Kingdom
3251,384408546,Nonmatching,Self,Self,Self,622,0.622,1,mixed,United Kingdom
3252,384408546,Nonmatching,Self,Self,Self,712,0.712,1,mixed,United Kingdom
3253,384408546,Nonmatching,Self,Self,Self,835,0.835,1,mixed,United Kingdom
3254,384408546,Nonmatching,Self,Self,Self,654,0.654,1,mixed,United Kingdom
3255,384408546,Nonmatching,Self,Self,Self,687,0.687,1,mixed,United Kingdom
3256,384408546,Nonmatching,Self,Self,Self,875,0.875,0,mixed,United Kingdom
3257,384408546,Nonmatching,Self,Self,Self,825,0.825,1,mixed,United Kingdom
3258,384408546,Nonmatching,Self,Self,Self,851,0.851,0,mixed,United Kingdom
3259,384408546,Nonmatching,Self,Self,Self,903,0.903,1,mixed,United Kingdom
3260,384408546,Nonmatching,Self,Self,Self,563,0.563,1,mixed,United Kingdom
3261,384408546,Nonmatching,Self,Self,Self,616,0.616,1,blocked,United Kingdom
3262,384408546,Nonmatching,Self,Self,Self,467,0.467,1,blocked,United Kingdom
3263,384408546,Nonmatching,Self,Self,Self,431,0.431,1,blocked,United Kingdom
3264,384408546,Nonmatching,Self,Self,Self,393,0.393,1,blocked,United Kingdom
3265,384408546,Nonmatching,Self,Self,Self,753,0.753,1,blocked,United Kingdom
3266,384408546,Nonmatching,Self,Self,Self,332,0.332,1,blocked,United Kingdom
3267,384408546,Nonmatching,Self,Self,Self,463,0.463,0,blocked,United Kingdom
3268,384408546,Nonmatching,Self,Self,Self,606,0.606,1,blocked,United Kingdom
3269,384408546,Nonmatching,Self,Self,Self,352,0.352,1,blocked,United Kingdom
3270,384408546,Nonmatching,Self,Self,Self,372,0.372,1,blocked,United Kingdom
3271,384408546,Nonmatching,Self,Self,Self,810,0.81,1,blocked,United Kingdom
3272,384408546,Nonmatching,Self,Self,Self,369,0.369,1,blocked,United Kingdom
3273,384408546,Nonmatching,Self,Self,Self,389,0.389,1,blocked,United Kingdom
3274,384408546,Nonmatching,Self,Self,Self,642,0.642,1,blocked,United Kingdom
3275,384408546,Nonmatching,Self,Self,Self,511,0.511,1,blocked,United Kingdom
3276,384408546,Nonmatching,Self,Self,Self,694,0.694,1,blocked,United Kingdom
3277,384408546,Nonmatching,Self,Self,Self,408,0.408,1,blocked,United Kingdom
3278,384408546,Nonmatching,Self,Self,Self,943,0.943,1,blocked,United Kingdom
3279,384408546,Nonmatching,Self,Self,Self,505,0.505,0,blocked,United Kingdom
3280,384408546,Nonmatching,Self,Self,Self,353,0.353,1,blocked,United Kingdom
3281,384408546,Nonmatching,Self,Self,Self,415,0.415,1,blocked,United Kingdom
3282,384408546,Nonmatching,Self,Self,Self,366,0.366,1,blocked,United Kingdom
3283,384408546,Nonmatching,Self,Self,Self,377,0.377,1,blocked,United Kingdom
3284,384408546,Nonmatching,Self,Self,Self,484,0.484,1,blocked,United Kingdom
3285,384408546,Nonmatching,Self,Self,Self,619,0.619,1,blocked,United Kingdom
3286,384408546,Nonmatching,Self,Self,Self,340,0.34,1,blocked,United Kingdom
3287,384408546,Nonmatching,Self,Self,Self,354,0.354,1,blocked,United Kingdom
3288,384408546,Nonmatching,Self,Self,Self,429,0.429,1,blocked,United Kingdom
3289,384408546,Nonmatching,Self,Self,Self,572,0.572,1,blocked,United Kingdom
3290,384408546,Nonmatching,Self,Self,Self,472,0.472,1,blocked,United Kingdom
3291,384408546,Nonmatching,Self,Self,Self,652,0.652,1,mixed,United Kingdom
3292,384408546,Nonmatching,Self,Self,Self,759,0.759,1,mixed,United Kingdom
3293,384408546,Nonmatching,Self,Self,Self,513,0.513,0,mixed,United Kingdom
3294,384408546,Nonmatching,Self,Self,Self,852,0.852,1,mixed,United Kingdom
3295,384408546,Nonmatching,Self,Self,Self,766,0.766,0,mixed,United Kingdom
3296,384408546,Nonmatching,Self,Self,Self,956,0.956,1,mixed,United Kingdom
3297,384408546,Nonmatching,Self,Self,Self,683,0.683,1,mixed,United Kingdom
3298,384408546,Nonmatching,Self,Self,Self,500,0.5,0,mixed,United Kingdom
3299,384408546,Nonmatching,Self,Self,Self,454,0.454,0,mixed,United Kingdom
3300,384408546,Nonmatching,Self,Self,Self,525,0.525,1,mixed,United Kingdom
3301,384408546,Nonmatching,Stranger,Stranger,Stranger,1156,1.156,1,mixed,United Kingdom
3302,384408546,Nonmatching,Stranger,Stranger,Stranger,764,0.764,1,mixed,United Kingdom
3303,384408546,Nonmatching,Stranger,Stranger,Stranger,906,0.906,1,mixed,United Kingdom
3304,384408546,Nonmatching,Stranger,Stranger,Stranger,872,0.872,1,mixed,United Kingdom
3305,384408546,Nonmatching,Stranger,Stranger,Stranger,1054,1.054,1,mixed,United Kingdom
3306,384408546,Nonmatching,Stranger,Stranger,Stranger,874,0.874,1,mixed,United Kingdom
3307,384408546,Nonmatching,Stranger,Stranger,Stranger,645,0.645,1,mixed,United Kingdom
3308,384408546,Nonmatching,Stranger,Stranger,Stranger,503,0.503,0,mixed,United Kingdom
3309,384408546,Nonmatching,Stranger,Stranger,Stranger,674,0.674,1,mixed,United Kingdom
3310,384408546,Nonmatching,Stranger,Stranger,Stranger,649,0.649,1,mixed,United Kingdom
3311,384408546,Nonmatching,Stranger,Stranger,Stranger,584,0.584,1,blocked,United Kingdom
3312,384408546,Nonmatching,Stranger,Stranger,Stranger,621,0.621,1,blocked,United Kingdom
3313,384408546,Nonmatching,Stranger,Stranger,Stranger,524,0.524,1,blocked,United Kingdom
3314,384408546,Nonmatching,Stranger,Stranger,Stranger,438,0.438,1,blocked,United Kingdom
3315,384408546,Nonmatching,Stranger,Stranger,Stranger,518,0.518,1,blocked,United Kingdom
3316,384408546,Nonmatching,Stranger,Stranger,Stranger,474,0.474,1,blocked,United Kingdom
3317,384408546,Nonmatching,Stranger,Stranger,Stranger,451,0.451,1,blocked,United Kingdom
3318,384408546,Nonmatching,Stranger,Stranger,Stranger,538,0.538,1,blocked,United Kingdom
3319,384408546,Nonmatching,Stranger,Stranger,Stranger,534,0.534,1,blocked,United Kingdom
3320,384408546,Nonmatching,Stranger,Stranger,Stranger,376,0.376,1,blocked,United Kingdom
3321,384408546,Nonmatching,Stranger,Stranger,Stranger,417,0.417,1,blocked,United Kingdom
3322,384408546,Nonmatching,Stranger,Stranger,Stranger,496,0.496,1,blocked,United Kingdom
3323,384408546,Nonmatching,Stranger,Stranger,Stranger,451,0.451,1,blocked,United Kingdom
3324,384408546,Nonmatching,Stranger,Stranger,Stranger,501,0.501,1,blocked,United Kingdom
3325,384408546,Nonmatching,Stranger,Stranger,Stranger,480,0.48,1,blocked,United Kingdom
3326,384408546,Nonmatching,Stranger,Stranger,Stranger,792,0.792,1,mixed,United Kingdom
3327,384408546,Nonmatching,Stranger,Stranger,Stranger,735,0.735,1,mixed,United Kingdom
3328,384408546,Nonmatching,Stranger,Stranger,Stranger,792,0.792,1,mixed,United Kingdom
3329,384408546,Nonmatching,Stranger,Stranger,Stranger,663,0.663,1,mixed,United Kingdom
3330,384408546,Nonmatching,Stranger,Stranger,Stranger,630,0.63,1,mixed,United Kingdom
3331,384408546,Nonmatching,Stranger,Stranger,Stranger,645,0.645,1,mixed,United Kingdom
3332,384408546,Nonmatching,Stranger,Stranger,Stranger,556,0.556,1,mixed,United Kingdom
3333,384408546,Nonmatching,Stranger,Stranger,Stranger,844,0.844,1,mixed,United Kingdom
3334,384408546,Nonmatching,Stranger,Stranger,Stranger,861,0.861,1,mixed,United Kingdom
3335,384408546,Nonmatching,Stranger,Stranger,Stranger,741,0.741,1,mixed,United Kingdom
3336,384408546,Nonmatching,Stranger,Stranger,Stranger,576,0.576,1,blocked,United Kingdom
3337,384408546,Nonmatching,Stranger,Stranger,Stranger,547,0.547,1,blocked,United Kingdom
3338,384408546,Nonmatching,Stranger,Stranger,Stranger,426,0.426,1,blocked,United Kingdom
3339,384408546,Nonmatching,Stranger,Stranger,Stranger,408,0.408,1,blocked,United Kingdom
3340,384408546,Nonmatching,Stranger,Stranger,Stranger,426,0.426,1,blocked,United Kingdom
3341,384408546,Nonmatching,Stranger,Stranger,Stranger,403,0.403,1,blocked,United Kingdom
3342,384408546,Nonmatching,Stranger,Stranger,Stranger,602,0.602,1,blocked,United Kingdom
3343,384408546,Nonmatching,Stranger,Stranger,Stranger,526,0.526,1,blocked,United Kingdom
3344,384408546,Nonmatching,Stranger,Stranger,Stranger,418,0.418,1,blocked,United Kingdom
3345,384408546,Nonmatching,Stranger,Stranger,Stranger,389,0.389,1,blocked,United Kingdom
3346,384408546,Nonmatching,Stranger,Stranger,Stranger,465,0.465,1,blocked,United Kingdom
3347,384408546,Nonmatching,Stranger,Stranger,Stranger,484,0.484,1,blocked,United Kingdom
3348,384408546,Nonmatching,Stranger,Stranger,Stranger,423,0.423,1,blocked,United Kingdom
3349,384408546,Nonmatching,Stranger,Stranger,Stranger,449,0.449,1,blocked,United Kingdom
3350,384408546,Nonmatching,Stranger,Stranger,Stranger,441,0.441,1,blocked,United Kingdom
3351,384408546,Nonmatching,Stranger,Stranger,Stranger,714,0.714,1,mixed,United Kingdom
3352,384408546,Nonmatching,Stranger,Stranger,Stranger,461,0.461,1,mixed,United Kingdom
3353,384408546,Nonmatching,Stranger,Stranger,Stranger,562,0.562,1,mixed,United Kingdom
3354,384408546,Nonmatching,Stranger,Stranger,Stranger,708,0.708,1,mixed,United Kingdom
3355,384408546,Nonmatching,Stranger,Stranger,Stranger,649,0.649,1,mixed,United Kingdom
3356,384408546,Nonmatching,Stranger,Stranger,Stranger,571,0.571,1,mixed,United Kingdom
3357,384408546,Nonmatching,Stranger,Stranger,Stranger,938,0.938,1,mixed,United Kingdom
3358,384408546,Nonmatching,Stranger,Stranger,Stranger,812,0.812,1,mixed,United Kingdom
3359,384408546,Nonmatching,Stranger,Stranger,Stranger,696,0.696,1,mixed,United Kingdom
3360,384408546,Nonmatching,Stranger,Stranger,Stranger,663,0.663,1,mixed,United Kingdom
3361,412011299,Matching,Friend,Friend,Close,780,0.78,1,mixed,United Kingdom
3362,412011299,Matching,Friend,Friend,Close,988,0.988,1,mixed,United Kingdom
3363,412011299,Matching,Friend,Friend,Close,775,0.775,0,mixed,United Kingdom
3364,412011299,Matching,Friend,Friend,Close,866,0.866,1,mixed,United Kingdom
3365,412011299,Matching,Friend,Friend,Close,809,0.809,1,mixed,United Kingdom
3366,412011299,Matching,Friend,Friend,Close,762,0.762,1,mixed,United Kingdom
3367,412011299,Matching,Friend,Friend,Close,501,0.501,1,mixed,United Kingdom
3368,412011299,Matching,Friend,Friend,Close,683,0.683,1,mixed,United Kingdom
3369,412011299,Matching,Friend,Friend,Close,900,0.9,1,mixed,United Kingdom
3370,412011299,Matching,Friend,Friend,Close,471,0.471,1,mixed,United Kingdom
3371,412011299,Matching,Friend,Friend,Close,848,0.848,1,blocked,United Kingdom
3372,412011299,Matching,Friend,Friend,Close,403,0.403,1,blocked,United Kingdom
3373,412011299,Matching,Friend,Friend,Close,404,0.404,1,blocked,United Kingdom
3374,412011299,Matching,Friend,Friend,Close,409,0.409,1,blocked,United Kingdom
3375,412011299,Matching,Friend,Friend,Close,457,0.457,1,blocked,United Kingdom
3376,412011299,Matching,Friend,Friend,Close,418,0.418,1,blocked,United Kingdom
3377,412011299,Matching,Friend,Friend,Close,536,0.536,1,blocked,United Kingdom
3378,412011299,Matching,Friend,Friend,Close,998,0.998,1,blocked,United Kingdom
3379,412011299,Matching,Friend,Friend,Close,630,0.63,1,blocked,United Kingdom
3380,412011299,Matching,Friend,Friend,Close,512,0.512,1,blocked,United Kingdom
3381,412011299,Matching,Friend,Friend,Close,341,0.341,1,blocked,United Kingdom
3382,412011299,Matching,Friend,Friend,Close,387,0.387,0,blocked,United Kingdom
3383,412011299,Matching,Friend,Friend,Close,364,0.364,1,blocked,United Kingdom
3384,412011299,Matching,Friend,Friend,Close,317,0.317,1,blocked,United Kingdom
3385,412011299,Matching,Friend,Friend,Close,312,0.312,1,blocked,United Kingdom
3386,412011299,Matching,Friend,Friend,Close,301,0.301,1,blocked,United Kingdom
3387,412011299,Matching,Friend,Friend,Close,260,0.26,1,blocked,United Kingdom
3388,412011299,Matching,Friend,Friend,Close,472,0.472,1,blocked,United Kingdom
3389,412011299,Matching,Friend,Friend,Close,391,0.391,1,blocked,United Kingdom
3390,412011299,Matching,Friend,Friend,Close,476,0.476,1,blocked,United Kingdom
3391,412011299,Matching,Friend,Friend,Close,383,0.383,1,blocked,United Kingdom
3392,412011299,Matching,Friend,Friend,Close,425,0.425,1,blocked,United Kingdom
3393,412011299,Matching,Friend,Friend,Close,389,0.389,0,blocked,United Kingdom
3394,412011299,Matching,Friend,Friend,Close,355,0.355,1,blocked,United Kingdom
3395,412011299,Matching,Friend,Friend,Close,428,0.428,1,blocked,United Kingdom
3396,412011299,Matching,Friend,Friend,Close,310,0.31,1,blocked,United Kingdom
3397,412011299,Matching,Friend,Friend,Close,294,0.294,1,blocked,United Kingdom
3398,412011299,Matching,Friend,Friend,Close,337,0.337,1,blocked,United Kingdom
3399,412011299,Matching,Friend,Friend,Close,295,0.295,1,blocked,United Kingdom
3400,412011299,Matching,Friend,Friend,Close,389,0.389,1,blocked,United Kingdom
3401,412011299,Matching,Friend,Friend,Close,659,0.659,1,mixed,United Kingdom
3402,412011299,Matching,Friend,Friend,Close,678,0.678,1,mixed,United Kingdom
3403,412011299,Matching,Friend,Friend,Close,531,0.531,1,mixed,United Kingdom
3404,412011299,Matching,Friend,Friend,Close,1006,1.006,1,mixed,United Kingdom
3405,412011299,Matching,Friend,Friend,Close,929,0.929,1,mixed,United Kingdom
3406,412011299,Matching,Friend,Friend,Close,676,0.676,1,mixed,United Kingdom
3407,412011299,Matching,Friend,Friend,Close,716,0.716,0,mixed,United Kingdom
3408,412011299,Matching,Friend,Friend,Close,871,0.871,1,mixed,United Kingdom
3409,412011299,Matching,Friend,Friend,Close,683,0.683,1,mixed,United Kingdom
3410,412011299,Matching,Friend,Friend,Close,724,0.724,0,mixed,United Kingdom
3411,412011299,Matching,Friend,Friend,Close,356,0.356,1,mixed,United Kingdom
3412,412011299,Matching,Friend,Friend,Close,857,0.857,1,mixed,United Kingdom
3413,412011299,Matching,Friend,Friend,Close,868,0.868,1,mixed,United Kingdom
3414,412011299,Matching,Friend,Friend,Close,616,0.616,1,mixed,United Kingdom
3415,412011299,Matching,Friend,Friend,Close,805,0.805,1,mixed,United Kingdom
3416,412011299,Matching,Friend,Friend,Close,747,0.747,1,mixed,United Kingdom
3417,412011299,Matching,Friend,Friend,Close,704,0.704,1,mixed,United Kingdom
3418,412011299,Matching,Friend,Friend,Close,613,0.613,0,mixed,United Kingdom
3419,412011299,Matching,Friend,Friend,Close,918,0.918,1,mixed,United Kingdom
3420,412011299,Matching,Self,Self,Self,939,0.939,1,mixed,United Kingdom
3421,412011299,Matching,Self,Self,Self,683,0.683,1,mixed,United Kingdom
3422,412011299,Matching,Self,Self,Self,616,0.616,1,mixed,United Kingdom
3423,412011299,Matching,Self,Self,Self,561,0.561,1,mixed,United Kingdom
3424,412011299,Matching,Self,Self,Self,774,0.774,1,mixed,United Kingdom
3425,412011299,Matching,Self,Self,Self,556,0.556,1,mixed,United Kingdom
3426,412011299,Matching,Self,Self,Self,688,0.688,1,mixed,United Kingdom
3427,412011299,Matching,Self,Self,Self,607,0.607,1,mixed,United Kingdom
3428,412011299,Matching,Self,Self,Self,519,0.519,1,mixed,United Kingdom
3429,412011299,Matching,Self,Self,Self,711,0.711,1,mixed,United Kingdom
3430,412011299,Matching,Self,Self,Self,404,0.404,1,blocked,United Kingdom
3431,412011299,Matching,Self,Self,Self,466,0.466,1,blocked,United Kingdom
3432,412011299,Matching,Self,Self,Self,339,0.339,1,blocked,United Kingdom
3433,412011299,Matching,Self,Self,Self,359,0.359,1,blocked,United Kingdom
