,Subject,Matching,Identity,English_Identity,Standardized_Idnetity,RT_ms,RT_sec,ACC,blocktype,Country
1,16127635,Matching,Friend,Friend,Close,261,0.261,0,mixed,United Kingdom
2,16127635,Matching,Friend,Friend,Close,406,0.406,1,mixed,United Kingdom
3,16127635,Matching,Friend,Friend,Close,538,0.538,0,mixed,United Kingdom
4,16127635,Matching,Friend,Friend,Close,277,0.277,1,mixed,United Kingdom
5,16127635,Matching,Friend,Friend,Close,754,0.754,1,mixed,United Kingdom
6,16127635,Matching,Friend,Friend,Close,602,0.602,1,mixed,United Kingdom
7,16127635,Matching,Friend,Friend,Close,686,0.686,1,mixed,United Kingdom
8,16127635,Matching,Friend,Friend,Close,517,0.517,0,mixed,United Kingdom
9,16127635,Matching,Friend,Friend,Close,304,0.304,1,mixed,United Kingdom
10,16127635,Matching,Friend,Friend,Close,1085,1.085,0,blocked,United Kingdom
11,16127635,Matching,Friend,Friend,Close,412,0.412,1,blocked,United Kingdom
12,16127635,Matching,Friend,Friend,Close,529,0.529,1,blocked,United Kingdom
13,16127635,Matching,Friend,Friend,Close,555,0.555,1,blocked,United Kingdom
14,16127635,Matching,Friend,Friend,Close,482,0.482,1,blocked,United Kingdom
15,16127635,Matching,Friend,Friend,Close,545,0.545,1,blocked,United Kingdom
16,16127635,Matching,Friend,Friend,Close,551,0.551,1,blocked,United Kingdom
17,16127635,Matching,Friend,Friend,Close,999,0.999,1,blocked,United Kingdom
18,16127635,Matching,Friend,Friend,Close,719,0.719,0,blocked,United Kingdom
19,16127635,Matching,Friend,Friend,Close,628,0.628,1,blocked,United Kingdom
20,16127635,Matching,Friend,Friend,Close,1015,1.015,0,blocked,United Kingdom
21,16127635,Matching,Friend,Friend,Close,623,0.623,0,blocked,United Kingdom
22,16127635,Matching,Friend,Friend,Close,680,0.68,1,blocked,United Kingdom
23,16127635,Matching,Friend,Friend,Close,530,0.53,1,blocked,United Kingdom
24,16127635,Matching,Friend,Friend,Close,825,0.825,1,blocked,United Kingdom
25,16127635,Matching,Friend,Friend,Close,621,0.621,1,blocked,United Kingdom
26,16127635,Matching,Friend,Friend,Close,750,0.75,1,blocked,United Kingdom
27,16127635,Matching,Friend,Friend,Close,828,0.828,1,blocked,United Kingdom
28,16127635,Matching,Friend,Friend,Close,513,0.513,1,blocked,United Kingdom
29,16127635,Matching,Friend,Friend,Close,445,0.445,0,blocked,United Kingdom
30,16127635,Matching,Friend,Friend,Close,641,0.641,1,blocked,United Kingdom
31,16127635,Matching,Friend,Friend,Close,515,0.515,1,blocked,United Kingdom
32,16127635,Matching,Friend,Friend,Close,773,0.773,1,blocked,United Kingdom
33,16127635,Matching,Friend,Friend,Close,383,0.383,1,blocked,United Kingdom
34,16127635,Matching,Friend,Friend,Close,616,0.616,1,blocked,United Kingdom
35,16127635,Matching,Friend,Friend,Close,735,0.735,1,blocked,United Kingdom
36,16127635,Matching,Friend,Friend,Close,686,0.686,0,blocked,United Kingdom
37,16127635,Matching,Friend,Friend,Close,274,0.274,1,blocked,United Kingdom
38,16127635,Matching,Friend,Friend,Close,495,0.495,0,mixed,United Kingdom
39,16127635,Matching,Friend,Friend,Close,531,0.531,0,mixed,United Kingdom
40,16127635,Matching,Friend,Friend,Close,523,0.523,1,mixed,United Kingdom
41,16127635,Matching,Friend,Friend,Close,559,0.559,0,mixed,United Kingdom
42,16127635,Matching,Friend,Friend,Close,756,0.756,0,mixed,United Kingdom
43,16127635,Matching,Friend,Friend,Close,852,0.852,0,mixed,United Kingdom
44,16127635,Matching,Friend,Friend,Close,612,0.612,0,mixed,United Kingdom
45,16127635,Matching,Friend,Friend,Close,574,0.574,1,mixed,United Kingdom
46,16127635,Matching,Friend,Friend,Close,642,0.642,1,mixed,United Kingdom
47,16127635,Matching,Friend,Friend,Close,574,0.574,0,mixed,United Kingdom
48,16127635,Matching,Self,Self,Self,695,0.695,1,mixed,United Kingdom
49,16127635,Matching,Self,Self,Self,500,0.5,1,mixed,United Kingdom
50,16127635,Matching,Self,Self,Self,882,0.882,0,mixed,United Kingdom
51,16127635,Matching,Self,Self,Self,252,0.252,1,mixed,United Kingdom
52,16127635,Matching,Self,Self,Self,1035,1.035,1,mixed,United Kingdom
53,16127635,Matching,Self,Self,Self,462,0.462,0,mixed,United Kingdom
54,16127635,Matching,Self,Self,Self,555,0.555,0,mixed,United Kingdom
55,16127635,Matching,Self,Self,Self,262,0.262,1,mixed,United Kingdom
56,16127635,Matching,Self,Self,Self,359,0.359,0,mixed,United Kingdom
57,16127635,Matching,Self,Self,Self,592,0.592,1,mixed,United Kingdom
58,16127635,Matching,Self,Self,Self,656,0.656,1,mixed,United Kingdom
59,16127635,Matching,Self,Self,Self,1010,1.01,1,mixed,United Kingdom
60,16127635,Matching,Self,Self,Self,695,0.695,0,mixed,United Kingdom
61,16127635,Matching,Self,Self,Self,535,0.535,1,mixed,United Kingdom
62,16127635,Matching,Self,Self,Self,282,0.282,1,mixed,United Kingdom
63,16127635,Matching,Self,Self,Self,551,0.551,0,blocked,United Kingdom
64,16127635,Matching,Self,Self,Self,471,0.471,1,blocked,United Kingdom
65,16127635,Matching,Self,Self,Self,523,0.523,1,blocked,United Kingdom
66,16127635,Matching,Self,Self,Self,556,0.556,1,blocked,United Kingdom
67,16127635,Matching,Self,Self,Self,503,0.503,1,blocked,United Kingdom
68,16127635,Matching,Self,Self,Self,435,0.435,0,blocked,United Kingdom
69,16127635,Matching,Self,Self,Self,542,0.542,1,blocked,United Kingdom
70,16127635,Matching,Self,Self,Self,620,0.62,1,blocked,United Kingdom
71,16127635,Matching,Self,Self,Self,617,0.617,1,blocked,United Kingdom
72,16127635,Matching,Self,Self,Self,648,0.648,1,blocked,United Kingdom
73,16127635,Matching,Self,Self,Self,519,0.519,1,blocked,United Kingdom
74,16127635,Matching,Self,Self,Self,487,0.487,1,blocked,United Kingdom
75,16127635,Matching,Self,Self,Self,527,0.527,1,blocked,United Kingdom
76,16127635,Matching,Self,Self,Self,452,0.452,1,blocked,United Kingdom
77,16127635,Matching,Self,Self,Self,227,0.227,0,blocked,United Kingdom
78,16127635,Matching,Self,Self,Self,610,0.61,1,blocked,United Kingdom
79,16127635,Matching,Self,Self,Self,603,0.603,1,blocked,United Kingdom
80,16127635,Matching,Self,Self,Self,566,0.566,1,blocked,United Kingdom
81,16127635,Matching,Self,Self,Self,439,0.439,1,blocked,United Kingdom
82,16127635,Matching,Self,Self,Self,433,0.433,1,blocked,United Kingdom
83,16127635,Matching,Self,Self,Self,480,0.48,1,blocked,United Kingdom
84,16127635,Matching,Self,Self,Self,460,0.46,1,blocked,United Kingdom
85,16127635,Matching,Self,Self,Self,434,0.434,0,blocked,United Kingdom
86,16127635,Matching,Self,Self,Self,603,0.603,1,blocked,United Kingdom
87,16127635,Matching,Self,Self,Self,483,0.483,1,blocked,United Kingdom
88,16127635,Matching,Self,Self,Self,603,0.603,1,blocked,United Kingdom
89,16127635,Matching,Self,Self,Self,569,0.569,1,blocked,United Kingdom
90,16127635,Matching,Self,Self,Self,475,0.475,1,blocked,United Kingdom
91,16127635,Matching,Self,Self,Self,447,0.447,1,blocked,United Kingdom
92,16127635,Matching,Self,Self,Self,647,0.647,1,mixed,United Kingdom
93,16127635,Matching,Self,Self,Self,1076,1.076,0,mixed,United Kingdom
94,16127635,Matching,Self,Self,Self,587,0.587,1,mixed,United Kingdom
95,16127635,Matching,Self,Self,Self,813,0.813,1,mixed,United Kingdom
96,16127635,Matching,Self,Self,Self,826,0.826,1,mixed,United Kingdom
97,16127635,Matching,Self,Self,Self,785,0.785,1,mixed,United Kingdom
98,16127635,Matching,Self,Self,Self,735,0.735,1,mixed,United Kingdom
99,16127635,Matching,Self,Self,Self,686,0.686,1,mixed,United Kingdom
100,16127635,Matching,Self,Self,Self,887,0.887,1,mixed,United Kingdom
101,16127635,Matching,Self,Self,Self,434,0.434,0,mixed,United Kingdom
102,16127635,Matching,Stranger,Stranger,Stranger,247,0.247,0,mixed,United Kingdom
103,16127635,Matching,Stranger,Stranger,Stranger,263,0.263,0,mixed,United Kingdom
104,16127635,Matching,Stranger,Stranger,Stranger,886,0.886,0,mixed,United Kingdom
105,16127635,Matching,Stranger,Stranger,Stranger,698,0.698,1,mixed,United Kingdom
106,16127635,Matching,Stranger,Stranger,Stranger,372,0.372,1,mixed,United Kingdom
107,16127635,Matching,Stranger,Stranger,Stranger,598,0.598,0,mixed,United Kingdom
108,16127635,Matching,Stranger,Stranger,Stranger,447,0.447,1,mixed,United Kingdom
109,16127635,Matching,Stranger,Stranger,Stranger,893,0.893,0,mixed,United Kingdom
110,16127635,Matching,Stranger,Stranger,Stranger,599,0.599,1,mixed,United Kingdom
111,16127635,Matching,Stranger,Stranger,Stranger,1106,1.106,0,mixed,United Kingdom
112,16127635,Matching,Stranger,Stranger,Stranger,268,0.268,0,mixed,United Kingdom
113,16127635,Matching,Stranger,Stranger,Stranger,260,0.26,1,mixed,United Kingdom
114,16127635,Matching,Stranger,Stranger,Stranger,370,0.37,1,mixed,United Kingdom
115,16127635,Matching,Stranger,Stranger,Stranger,249,0.249,0,mixed,United Kingdom
116,16127635,Matching,Stranger,Stranger,Stranger,258,0.258,0,mixed,United Kingdom
117,16127635,Matching,Stranger,Stranger,Stranger,366,0.366,0,mixed,United Kingdom
118,16127635,Matching,Stranger,Stranger,Stranger,574,0.574,1,mixed,United Kingdom
119,16127635,Matching,Stranger,Stranger,Stranger,572,0.572,0,blocked,United Kingdom
120,16127635,Matching,Stranger,Stranger,Stranger,1156,1.156,1,blocked,United Kingdom
121,16127635,Matching,Stranger,Stranger,Stranger,957,0.957,0,blocked,United Kingdom
122,16127635,Matching,Stranger,Stranger,Stranger,632,0.632,1,blocked,United Kingdom
123,16127635,Matching,Stranger,Stranger,Stranger,753,0.753,1,blocked,United Kingdom
124,16127635,Matching,Stranger,Stranger,Stranger,1105,1.105,1,blocked,United Kingdom
125,16127635,Matching,Stranger,Stranger,Stranger,602,0.602,1,blocked,United Kingdom
126,16127635,Matching,Stranger,Stranger,Stranger,727,0.727,1,blocked,United Kingdom
127,16127635,Matching,Stranger,Stranger,Stranger,608,0.608,1,blocked,United Kingdom
128,16127635,Matching,Stranger,Stranger,Stranger,565,0.565,1,blocked,United Kingdom
129,16127635,Matching,Stranger,Stranger,Stranger,957,0.957,1,blocked,United Kingdom
130,16127635,Matching,Stranger,Stranger,Stranger,646,0.646,1,blocked,United Kingdom
131,16127635,Matching,Stranger,Stranger,Stranger,617,0.617,1,blocked,United Kingdom
132,16127635,Matching,Stranger,Stranger,Stranger,497,0.497,0,blocked,United Kingdom
133,16127635,Matching,Stranger,Stranger,Stranger,589,0.589,1,blocked,United Kingdom
134,16127635,Matching,Stranger,Stranger,Stranger,475,0.475,1,blocked,United Kingdom
135,16127635,Matching,Stranger,Stranger,Stranger,693,0.693,1,blocked,United Kingdom
136,16127635,Matching,Stranger,Stranger,Stranger,561,0.561,1,blocked,United Kingdom
137,16127635,Matching,Stranger,Stranger,Stranger,480,0.48,1,blocked,United Kingdom
138,16127635,Matching,Stranger,Stranger,Stranger,530,0.53,1,blocked,United Kingdom
139,16127635,Matching,Stranger,Stranger,Stranger,646,0.646,1,blocked,United Kingdom
140,16127635,Matching,Stranger,Stranger,Stranger,634,0.634,1,blocked,United Kingdom
141,16127635,Matching,Stranger,Stranger,Stranger,687,0.687,1,blocked,United Kingdom
142,16127635,Matching,Stranger,Stranger,Stranger,606,0.606,1,blocked,United Kingdom
143,16127635,Matching,Stranger,Stranger,Stranger,616,0.616,1,blocked,United Kingdom
144,16127635,Matching,Stranger,Stranger,Stranger,554,0.554,1,blocked,United Kingdom
145,16127635,Matching,Stranger,Stranger,Stranger,582,0.582,1,blocked,United Kingdom
146,16127635,Matching,Stranger,Stranger,Stranger,281,0.281,0,blocked,United Kingdom
147,16127635,Matching,Stranger,Stranger,Stranger,532,0.532,1,blocked,United Kingdom
148,16127635,Matching,Stranger,Stranger,Stranger,1107,1.107,1,mixed,United Kingdom
149,16127635,Matching,Stranger,Stranger,Stranger,550,0.55,1,mixed,United Kingdom
150,16127635,Matching,Stranger,Stranger,Stranger,1015,1.015,1,mixed,United Kingdom
151,16127635,Matching,Stranger,Stranger,Stranger,938,0.938,1,mixed,United Kingdom
152,16127635,Matching,Stranger,Stranger,Stranger,993,0.993,1,mixed,United Kingdom
153,16127635,Matching,Stranger,Stranger,Stranger,720,0.72,1,mixed,United Kingdom
154,16127635,Matching,Stranger,Stranger,Stranger,553,0.553,0,mixed,United Kingdom
155,16127635,Matching,Stranger,Stranger,Stranger,698,0.698,1,mixed,United Kingdom
156,16127635,Matching,Stranger,Stranger,Stranger,782,0.782,1,mixed,United Kingdom
157,16127635,Nonmatching,Friend,Friend,Close,1146,1.146,1,mixed,United Kingdom
158,16127635,Nonmatching,Friend,Friend,Close,306,0.306,0,mixed,United Kingdom
159,16127635,Nonmatching,Friend,Friend,Close,268,0.268,0,mixed,United Kingdom
160,16127635,Nonmatching,Friend,Friend,Close,270,0.27,1,mixed,United Kingdom
161,16127635,Nonmatching,Friend,Friend,Close,763,0.763,0,mixed,United Kingdom
162,16127635,Nonmatching,Friend,Friend,Close,232,0.232,0,mixed,United Kingdom
163,16127635,Nonmatching,Friend,Friend,Close,539,0.539,0,mixed,United Kingdom
164,16127635,Nonmatching,Friend,Friend,Close,248,0.248,1,mixed,United Kingdom
165,16127635,Nonmatching,Friend,Friend,Close,780,0.78,0,mixed,United Kingdom
166,16127635,Nonmatching,Friend,Friend,Close,688,0.688,0,mixed,United Kingdom
167,16127635,Nonmatching,Friend,Friend,Close,711,0.711,1,mixed,United Kingdom
168,16127635,Nonmatching,Friend,Friend,Close,1118,1.118,0,mixed,United Kingdom
169,16127635,Nonmatching,Friend,Friend,Close,326,0.326,0,mixed,United Kingdom
170,16127635,Nonmatching,Friend,Friend,Close,1124,1.124,1,blocked,United Kingdom
171,16127635,Nonmatching,Friend,Friend,Close,416,0.416,1,blocked,United Kingdom
172,16127635,Nonmatching,Friend,Friend,Close,396,0.396,1,blocked,United Kingdom
173,16127635,Nonmatching,Friend,Friend,Close,584,0.584,0,blocked,United Kingdom
174,16127635,Nonmatching,Friend,Friend,Close,679,0.679,1,blocked,United Kingdom
175,16127635,Nonmatching,Friend,Friend,Close,1098,1.098,1,blocked,United Kingdom
176,16127635,Nonmatching,Friend,Friend,Close,578,0.578,1,blocked,United Kingdom
177,16127635,Nonmatching,Friend,Friend,Close,577,0.577,1,blocked,United Kingdom
178,16127635,Nonmatching,Friend,Friend,Close,379,0.379,1,blocked,United Kingdom
179,16127635,Nonmatching,Friend,Friend,Close,949,0.949,1,blocked,United Kingdom
180,16127635,Nonmatching,Friend,Friend,Close,544,0.544,1,blocked,United Kingdom
181,16127635,Nonmatching,Friend,Friend,Close,565,0.565,1,blocked,United Kingdom
182,16127635,Nonmatching,Friend,Friend,Close,695,0.695,1,blocked,United Kingdom
183,16127635,Nonmatching,Friend,Friend,Close,467,0.467,1,blocked,United Kingdom
184,16127635,Nonmatching,Friend,Friend,Close,596,0.596,1,blocked,United Kingdom
185,16127635,Nonmatching,Friend,Friend,Close,821,0.821,0,blocked,United Kingdom
186,16127635,Nonmatching,Friend,Friend,Close,648,0.648,1,blocked,United Kingdom
187,16127635,Nonmatching,Friend,Friend,Close,452,0.452,1,blocked,United Kingdom
188,16127635,Nonmatching,Friend,Friend,Close,428,0.428,1,blocked,United Kingdom
189,16127635,Nonmatching,Friend,Friend,Close,479,0.479,1,blocked,United Kingdom
190,16127635,Nonmatching,Friend,Friend,Close,563,0.563,1,blocked,United Kingdom
191,16127635,Nonmatching,Friend,Friend,Close,585,0.585,1,blocked,United Kingdom
192,16127635,Nonmatching,Friend,Friend,Close,446,0.446,1,blocked,United Kingdom
193,16127635,Nonmatching,Friend,Friend,Close,556,0.556,1,blocked,United Kingdom
194,16127635,Nonmatching,Friend,Friend,Close,506,0.506,1,blocked,United Kingdom
195,16127635,Nonmatching,Friend,Friend,Close,562,0.562,1,blocked,United Kingdom
196,16127635,Nonmatching,Friend,Friend,Close,542,0.542,1,blocked,United Kingdom
197,16127635,Nonmatching,Friend,Friend,Close,525,0.525,1,blocked,United Kingdom
198,16127635,Nonmatching,Friend,Friend,Close,696,0.696,1,blocked,United Kingdom
199,16127635,Nonmatching,Friend,Friend,Close,288,0.288,1,mixed,United Kingdom
200,16127635,Nonmatching,Friend,Friend,Close,547,0.547,1,mixed,United Kingdom
201,16127635,Nonmatching,Friend,Friend,Close,835,0.835,0,mixed,United Kingdom
202,16127635,Nonmatching,Friend,Friend,Close,808,0.808,0,mixed,United Kingdom
203,16127635,Nonmatching,Friend,Friend,Close,638,0.638,0,mixed,United Kingdom
204,16127635,Nonmatching,Friend,Friend,Close,591,0.591,0,mixed,United Kingdom
205,16127635,Nonmatching,Friend,Friend,Close,568,0.568,1,mixed,United Kingdom
206,16127635,Nonmatching,Friend,Friend,Close,638,0.638,0,mixed,United Kingdom
207,16127635,Nonmatching,Self,Self,Self,633,0.633,0,mixed,United Kingdom
208,16127635,Nonmatching,Self,Self,Self,383,0.383,1,mixed,United Kingdom
209,16127635,Nonmatching,Self,Self,Self,244,0.244,1,mixed,United Kingdom
210,16127635,Nonmatching,Self,Self,Self,289,0.289,0,mixed,United Kingdom
211,16127635,Nonmatching,Self,Self,Self,288,0.288,1,mixed,United Kingdom
212,16127635,Nonmatching,Self,Self,Self,263,0.263,1,mixed,United Kingdom
213,16127635,Nonmatching,Self,Self,Self,735,0.735,1,mixed,United Kingdom
214,16127635,Nonmatching,Self,Self,Self,588,0.588,1,mixed,United Kingdom
215,16127635,Nonmatching,Self,Self,Self,625,0.625,0,mixed,United Kingdom
216,16127635,Nonmatching,Self,Self,Self,281,0.281,1,mixed,United Kingdom
217,16127635,Nonmatching,Self,Self,Self,282,0.282,0,mixed,United Kingdom
218,16127635,Nonmatching,Self,Self,Self,674,0.674,1,mixed,United Kingdom
219,16127635,Nonmatching,Self,Self,Self,366,0.366,0,mixed,United Kingdom
220,16127635,Nonmatching,Self,Self,Self,221,0.221,1,mixed,United Kingdom
221,16127635,Nonmatching,Self,Self,Self,211,0.211,1,mixed,United Kingdom
222,16127635,Nonmatching,Self,Self,Self,245,0.245,0,mixed,United Kingdom
223,16127635,Nonmatching,Self,Self,Self,1170,1.17,0,blocked,United Kingdom
224,16127635,Nonmatching,Self,Self,Self,447,0.447,1,blocked,United Kingdom
225,16127635,Nonmatching,Self,Self,Self,908,0.908,1,blocked,United Kingdom
226,16127635,Nonmatching,Self,Self,Self,640,0.64,1,blocked,United Kingdom
227,16127635,Nonmatching,Self,Self,Self,814,0.814,1,blocked,United Kingdom
228,16127635,Nonmatching,Self,Self,Self,821,0.821,1,blocked,United Kingdom
229,16127635,Nonmatching,Self,Self,Self,476,0.476,1,blocked,United Kingdom
230,16127635,Nonmatching,Self,Self,Self,774,0.774,1,blocked,United Kingdom
231,16127635,Nonmatching,Self,Self,Self,830,0.83,1,blocked,United Kingdom
232,16127635,Nonmatching,Self,Self,Self,614,0.614,1,blocked,United Kingdom
233,16127635,Nonmatching,Self,Self,Self,615,0.615,0,blocked,United Kingdom
234,16127635,Nonmatching,Self,Self,Self,677,0.677,1,blocked,United Kingdom
235,16127635,Nonmatching,Self,Self,Self,545,0.545,1,blocked,United Kingdom
236,16127635,Nonmatching,Self,Self,Self,648,0.648,1,blocked,United Kingdom
237,16127635,Nonmatching,Self,Self,Self,1178,1.178,1,blocked,United Kingdom
238,16127635,Nonmatching,Self,Self,Self,852,0.852,1,blocked,United Kingdom
239,16127635,Nonmatching,Self,Self,Self,694,0.694,1,blocked,United Kingdom
240,16127635,Nonmatching,Self,Self,Self,484,0.484,1,blocked,United Kingdom
241,16127635,Nonmatching,Self,Self,Self,554,0.554,1,blocked,United Kingdom
242,16127635,Nonmatching,Self,Self,Self,643,0.643,1,blocked,United Kingdom
243,16127635,Nonmatching,Self,Self,Self,634,0.634,1,blocked,United Kingdom
244,16127635,Nonmatching,Self,Self,Self,447,0.447,1,blocked,United Kingdom
245,16127635,Nonmatching,Self,Self,Self,539,0.539,1,blocked,United Kingdom
246,16127635,Nonmatching,Self,Self,Self,491,0.491,1,blocked,United Kingdom
247,16127635,Nonmatching,Self,Self,Self,607,0.607,1,blocked,United Kingdom
248,16127635,Nonmatching,Self,Self,Self,537,0.537,1,blocked,United Kingdom
249,16127635,Nonmatching,Self,Self,Self,758,0.758,1,blocked,United Kingdom
250,16127635,Nonmatching,Self,Self,Self,609,0.609,1,mixed,United Kingdom
251,16127635,Nonmatching,Self,Self,Self,681,0.681,1,mixed,United Kingdom
252,16127635,Nonmatching,Self,Self,Self,717,0.717,1,mixed,United Kingdom
253,16127635,Nonmatching,Self,Self,Self,742,0.742,1,mixed,United Kingdom
254,16127635,Nonmatching,Self,Self,Self,898,0.898,1,mixed,United Kingdom
255,16127635,Nonmatching,Self,Self,Self,763,0.763,1,mixed,United Kingdom
256,16127635,Nonmatching,Stranger,Stranger,Stranger,302,0.302,0,mixed,United Kingdom
257,16127635,Nonmatching,Stranger,Stranger,Stranger,277,0.277,1,mixed,United Kingdom
258,16127635,Nonmatching,Stranger,Stranger,Stranger,251,0.251,0,mixed,United Kingdom
259,16127635,Nonmatching,Stranger,Stranger,Stranger,263,0.263,0,mixed,United Kingdom
260,16127635,Nonmatching,Stranger,Stranger,Stranger,934,0.934,1,mixed,United Kingdom
261,16127635,Nonmatching,Stranger,Stranger,Stranger,996,0.996,1,mixed,United Kingdom
262,16127635,Nonmatching,Stranger,Stranger,Stranger,476,0.476,1,mixed,United Kingdom
263,16127635,Nonmatching,Stranger,Stranger,Stranger,278,0.278,0,mixed,United Kingdom
264,16127635,Nonmatching,Stranger,Stranger,Stranger,311,0.311,0,mixed,United Kingdom
265,16127635,Nonmatching,Stranger,Stranger,Stranger,240,0.24,1,mixed,United Kingdom
266,16127635,Nonmatching,Stranger,Stranger,Stranger,674,0.674,1,blocked,United Kingdom
267,16127635,Nonmatching,Stranger,Stranger,Stranger,518,0.518,1,blocked,United Kingdom
268,16127635,Nonmatching,Stranger,Stranger,Stranger,638,0.638,0,blocked,United Kingdom
269,16127635,Nonmatching,Stranger,Stranger,Stranger,547,0.547,1,blocked,United Kingdom
270,16127635,Nonmatching,Stranger,Stranger,Stranger,621,0.621,0,blocked,United Kingdom
271,16127635,Nonmatching,Stranger,Stranger,Stranger,597,0.597,0,blocked,United Kingdom
272,16127635,Nonmatching,Stranger,Stranger,Stranger,695,0.695,0,blocked,United Kingdom
273,16127635,Nonmatching,Stranger,Stranger,Stranger,257,0.257,1,blocked,United Kingdom
274,16127635,Nonmatching,Stranger,Stranger,Stranger,567,0.567,0,blocked,United Kingdom
275,16127635,Nonmatching,Stranger,Stranger,Stranger,530,0.53,1,blocked,United Kingdom
276,16127635,Nonmatching,Stranger,Stranger,Stranger,594,0.594,1,blocked,United Kingdom
277,16127635,Nonmatching,Stranger,Stranger,Stranger,399,0.399,1,blocked,United Kingdom
278,16127635,Nonmatching,Stranger,Stranger,Stranger,837,0.837,1,blocked,United Kingdom
279,16127635,Nonmatching,Stranger,Stranger,Stranger,622,0.622,0,blocked,United Kingdom
280,16127635,Nonmatching,Stranger,Stranger,Stranger,545,0.545,1,blocked,United Kingdom
281,16127635,Nonmatching,Stranger,Stranger,Stranger,402,0.402,1,blocked,United Kingdom
282,16127635,Nonmatching,Stranger,Stranger,Stranger,591,0.591,1,blocked,United Kingdom
283,16127635,Nonmatching,Stranger,Stranger,Stranger,440,0.44,1,blocked,United Kingdom
284,16127635,Nonmatching,Stranger,Stranger,Stranger,419,0.419,1,blocked,United Kingdom
285,16127635,Nonmatching,Stranger,Stranger,Stranger,457,0.457,1,blocked,United Kingdom
286,16127635,Nonmatching,Stranger,Stranger,Stranger,529,0.529,1,blocked,United Kingdom
287,16127635,Nonmatching,Stranger,Stranger,Stranger,687,0.687,1,blocked,United Kingdom
288,16127635,Nonmatching,Stranger,Stranger,Stranger,577,0.577,1,blocked,United Kingdom
289,16127635,Nonmatching,Stranger,Stranger,Stranger,452,0.452,1,blocked,United Kingdom
290,16127635,Nonmatching,Stranger,Stranger,Stranger,453,0.453,1,blocked,United Kingdom
291,16127635,Nonmatching,Stranger,Stranger,Stranger,497,0.497,1,blocked,United Kingdom
292,16127635,Nonmatching,Stranger,Stranger,Stranger,631,0.631,1,blocked,United Kingdom
293,16127635,Nonmatching,Stranger,Stranger,Stranger,715,0.715,1,blocked,United Kingdom
294,16127635,Nonmatching,Stranger,Stranger,Stranger,565,0.565,1,mixed,United Kingdom
295,16127635,Nonmatching,Stranger,Stranger,Stranger,919,0.919,1,mixed,United Kingdom
296,16127635,Nonmatching,Stranger,Stranger,Stranger,673,0.673,0,mixed,United Kingdom
297,16127635,Nonmatching,Stranger,Stranger,Stranger,700,0.7,0,mixed,United Kingdom
298,16127635,Nonmatching,Stranger,Stranger,Stranger,613,0.613,1,mixed,United Kingdom
299,16127635,Nonmatching,Stranger,Stranger,Stranger,480,0.48,1,mixed,United Kingdom
300,16127635,Nonmatching,Stranger,Stranger,Stranger,565,0.565,1,mixed,United Kingdom
301,16127635,Nonmatching,Stranger,Stranger,Stranger,583,0.583,1,mixed,United Kingdom
302,78102783,Matching,Friend,Friend,Close,1238,1.238,1,mixed,United Kingdom
303,78102783,Matching,Friend,Friend,Close,1129,1.129,0,mixed,United Kingdom
304,78102783,Matching,Friend,Friend,Close,1078,1.078,1,mixed,United Kingdom
305,78102783,Matching,Friend,Friend,Close,1128,1.128,1,mixed,United Kingdom
306,78102783,Matching,Friend,Friend,Close,1073,1.073,1,mixed,United Kingdom
307,78102783,Matching,Friend,Friend,Close,675,0.675,1,mixed,United Kingdom
308,78102783,Matching,Friend,Friend,Close,1396,1.396,0,mixed,United Kingdom
309,78102783,Matching,Friend,Friend,Close,621,0.621,1,mixed,United Kingdom
310,78102783,Matching,Friend,Friend,Close,1081,1.081,1,mixed,United Kingdom
311,78102783,Matching,Friend,Friend,Close,1116,1.116,1,mixed,United Kingdom
312,78102783,Matching,Friend,Friend,Close,1155,1.155,1,mixed,United Kingdom
313,78102783,Matching,Friend,Friend,Close,835,0.835,1,mixed,United Kingdom
314,78102783,Matching,Friend,Friend,Close,799,0.799,1,mixed,United Kingdom
315,78102783,Matching,Friend,Friend,Close,775,0.775,1,mixed,United Kingdom
316,78102783,Matching,Friend,Friend,Close,598,0.598,1,mixed,United Kingdom
317,78102783,Matching,Friend,Friend,Close,819,0.819,1,mixed,United Kingdom
318,78102783,Matching,Friend,Friend,Close,656,0.656,1,mixed,United Kingdom
319,78102783,Matching,Friend,Friend,Close,529,0.529,1,mixed,United Kingdom
320,78102783,Matching,Friend,Friend,Close,630,0.63,1,mixed,United Kingdom
321,78102783,Matching,Friend,Friend,Close,1053,1.053,0,blocked,United Kingdom
322,78102783,Matching,Friend,Friend,Close,537,0.537,1,blocked,United Kingdom
323,78102783,Matching,Friend,Friend,Close,533,0.533,1,blocked,United Kingdom
324,78102783,Matching,Friend,Friend,Close,777,0.777,1,blocked,United Kingdom
325,78102783,Matching,Friend,Friend,Close,417,0.417,1,blocked,United Kingdom
326,78102783,Matching,Friend,Friend,Close,440,0.44,1,blocked,United Kingdom
327,78102783,Matching,Friend,Friend,Close,449,0.449,1,blocked,United Kingdom
328,78102783,Matching,Friend,Friend,Close,347,0.347,1,blocked,United Kingdom
329,78102783,Matching,Friend,Friend,Close,390,0.39,1,blocked,United Kingdom
330,78102783,Matching,Friend,Friend,Close,633,0.633,1,blocked,United Kingdom
331,78102783,Matching,Friend,Friend,Close,392,0.392,1,blocked,United Kingdom
332,78102783,Matching,Friend,Friend,Close,380,0.38,1,blocked,United Kingdom
