,Subject,Label,Shape,Matching,Origin_Identity,English_Identity,Identity,RT_ms,RT_sec,ACC,Country
3588,11,Friend,Self,Matching,Self,Self,Self,805,0.805,1,United Kingdom
3589,11,Friend,Self,Matching,Self,Self,Self,716,0.716,1,United Kingdom
3590,11,Friend,Self,Matching,Self,Self,Self,539,0.539,1,United Kingdom
3591,11,Friend,Self,Matching,Self,Self,Self,561,0.561,1,United Kingdom
3592,11,Friend,Self,Matching,Self,Self,Self,674,0.674,1,United Kingdom
3593,11,Friend,Self,Matching,Self,Self,Self,507,0.507,1,United Kingdom
3594,11,Friend,Self,Matching,Self,Self,Self,480,0.48,1,United Kingdom
3595,11,Friend,Self,Matching,Self,Self,Self,502,0.502,1,United Kingdom
3596,11,Friend,Self,Matching,Self,Self,Self,718,0.718,1,United Kingdom
3597,11,Friend,Self,Matching,Self,Self,Self,624,0.624,1,United Kingdom
3598,11,Friend,Self,Matching,Self,Self,Self,568,0.568,1,United Kingdom
3599,11,Friend,Self,Matching,Self,Self,Self,534,0.534,1,United Kingdom
3600,11,Friend,Self,Matching,Self,Self,Self,856,0.856,1,United Kingdom
3601,11,Friend,Self,Matching,Self,Self,Self,510,0.51,1,United Kingdom
3602,11,Friend,Self,Matching,Self,Self,Self,724,0.724,1,United Kingdom
3603,11,Friend,Self,Matching,Self,Self,Self,570,0.57,1,United Kingdom
3604,11,Friend,Self,Matching,Self,Self,Self,471,0.471,1,United Kingdom
3605,11,Friend,Self,Matching,Self,Self,Self,515,0.515,1,United Kingdom
3606,11,Friend,Self,Matching,Self,Self,Self,547,0.547,1,United Kingdom
3607,11,Friend,Self,Matching,Self,Self,Self,460,0.46,1,United Kingdom
3608,11,Friend,Self,Matching,Self,Self,Self,450,0.45,1,United Kingdom
3609,11,Friend,Self,Matching,Self,Self,Self,398,0.398,1,United Kingdom
3610,11,Friend,Self,Matching,Self,Self,Self,726,0.726,1,United Kingdom
3611,11,Friend,Self,Matching,Self,Self,Self,559,0.559,1,United Kingdom
3612,11,Friend,Self,Matching,Self,Self,Self,712,0.712,1,United Kingdom
3613,11,Friend,Self,Matching,Self,Self,Self,530,0.53,1,United Kingdom
3614,11,Friend,Self,Matching,Self,Self,Self,475,0.475,1,United Kingdom
3615,11,Friend,Self,Matching,Self,Self,Self,376,0.376,1,United Kingdom
3616,11,Friend,Self,Matching,Self,Self,Self,376,0.376,1,United Kingdom
3617,11,Friend,Self,Matching,Self,Self,Self,799,0.799,1,United Kingdom
3618,11,Friend,Self,Matching,Self,Self,Self,553,0.553,1,United Kingdom
3619,11,Friend,Self,Matching,Self,Self,Self,399,0.399,1,United Kingdom
3620,11,Friend,Self,Matching,Self,Self,Self,439,0.439,1,United Kingdom
3621,11,Friend,Self,Matching,Self,Self,Self,588,0.588,1,United Kingdom
3622,11,Friend,Self,Matching,Self,Self,Self,653,0.653,1,United Kingdom
3623,11,Friend,Self,Matching,Self,Self,Self,472,0.472,1,United Kingdom
3624,11,Friend,Self,Matching,Self,Self,Self,612,0.612,1,United Kingdom
3625,11,Friend,Self,Matching,Self,Self,Self,538,0.538,1,United Kingdom
3626,11,Friend,Self,Matching,Self,Self,Self,388,0.388,1,United Kingdom
3627,11,Friend,Self,Matching,Self,Self,Self,390,0.39,1,United Kingdom
3628,11,Friend,Self,Matching,Self,Self,Self,764,0.764,1,United Kingdom
3629,11,Friend,Self,Matching,Self,Self,Self,560,0.56,1,United Kingdom
3630,11,Friend,Self,Matching,Self,Self,Self,531,0.531,1,United Kingdom
3631,11,Friend,Self,Matching,Self,Self,Self,503,0.503,1,United Kingdom
3632,11,Friend,Self,Matching,Self,Self,Self,393,0.393,1,United Kingdom
3633,11,Friend,Self,Matching,Self,Self,Self,403,0.403,1,United Kingdom
3634,11,Friend,Self,Matching,Self,Self,Self,487,0.487,1,United Kingdom
3635,11,Friend,Self,Matching,Self,Self,Self,514,0.514,1,United Kingdom
3636,11,Friend,Self,Matching,Self,Self,Self,692,0.692,1,United Kingdom
3637,11,Friend,Self,Matching,Self,Self,Self,780,0.78,1,United Kingdom
3638,11,Friend,Self,Matching,Self,Self,Self,827,0.827,1,United Kingdom
3639,11,Friend,Self,Matching,Self,Self,Self,685,0.685,1,United Kingdom
3640,11,Friend,Self,Matching,Self,Self,Self,866,0.866,1,United Kingdom
3641,11,Friend,Self,Matching,Self,Self,Self,702,0.702,1,United Kingdom
3642,11,Friend,Self,Matching,Self,Self,Self,536,0.536,1,United Kingdom
3643,11,Friend,Self,Matching,Self,Self,Self,822,0.822,1,United Kingdom
3644,11,Friend,Self,Matching,Self,Self,Self,499,0.499,1,United Kingdom
3645,11,Friend,Self,Matching,Self,Self,Self,638,0.638,1,United Kingdom
3646,11,Self,Friend,Nonmatching,Friend,Friend,Close,453,0.453,0,United Kingdom
3647,11,Self,Friend,Nonmatching,Friend,Friend,Close,620,0.62,0,United Kingdom
3648,11,Self,Friend,Nonmatching,Friend,Friend,Close,580,0.58,0,United Kingdom
3649,11,Self,Friend,Nonmatching,Friend,Friend,Close,585,0.585,0,United Kingdom
3650,11,Friend,Friend,Nonmatching,Friend,Friend,Close,453,0.453,0,United Kingdom
3651,11,Friend,Friend,Nonmatching,Friend,Friend,Close,537,0.537,0,United Kingdom
3652,11,Friend,Friend,Nonmatching,Friend,Friend,Close,472,0.472,0,United Kingdom
3653,11,Friend,Friend,Nonmatching,Friend,Friend,Close,585,0.585,0,United Kingdom
3654,11,Friend,Friend,Nonmatching,Friend,Friend,Close,515,0.515,0,United Kingdom
3655,11,Friend,Friend,Nonmatching,Friend,Friend,Close,413,0.413,0,United Kingdom
3656,11,Self,Friend,Nonmatching,Friend,Friend,Close,621,0.621,1,United Kingdom
3657,11,Self,Friend,Nonmatching,Friend,Friend,Close,910,0.91,1,United Kingdom
3658,11,Self,Friend,Nonmatching,Friend,Friend,Close,585,0.585,1,United Kingdom
3659,11,Self,Friend,Nonmatching,Friend,Friend,Close,728,0.728,1,United Kingdom
3660,11,Self,Friend,Nonmatching,Friend,Friend,Close,681,0.681,1,United Kingdom
3661,11,Self,Friend,Nonmatching,Friend,Friend,Close,643,0.643,1,United Kingdom
3662,11,Self,Friend,Nonmatching,Friend,Friend,Close,677,0.677,1,United Kingdom
3663,11,Self,Friend,Nonmatching,Friend,Friend,Close,553,0.553,1,United Kingdom
3664,11,Self,Friend,Nonmatching,Friend,Friend,Close,1009,1.009,1,United Kingdom
3665,11,Self,Friend,Nonmatching,Friend,Friend,Close,665,0.665,1,United Kingdom
3666,11,Self,Friend,Nonmatching,Friend,Friend,Close,717,0.717,1,United Kingdom
3667,11,Self,Friend,Nonmatching,Friend,Friend,Close,615,0.615,1,United Kingdom
3668,11,Self,Friend,Nonmatching,Friend,Friend,Close,779,0.779,1,United Kingdom
3669,11,Self,Friend,Nonmatching,Friend,Friend,Close,661,0.661,1,United Kingdom
3670,11,Self,Friend,Nonmatching,Friend,Friend,Close,571,0.571,1,United Kingdom
3671,11,Self,Friend,Nonmatching,Friend,Friend,Close,619,0.619,1,United Kingdom
3672,11,Self,Friend,Nonmatching,Friend,Friend,Close,731,0.731,1,United Kingdom
3673,11,Self,Friend,Nonmatching,Friend,Friend,Close,1044,1.044,1,United Kingdom
3674,11,Self,Friend,Nonmatching,Friend,Friend,Close,561,0.561,1,United Kingdom
3675,11,Self,Friend,Nonmatching,Friend,Friend,Close,515,0.515,1,United Kingdom
3676,11,Self,Friend,Nonmatching,Friend,Friend,Close,470,0.47,1,United Kingdom
3677,11,Self,Friend,Nonmatching,Friend,Friend,Close,1097,1.097,1,United Kingdom
3678,11,Self,Friend,Nonmatching,Friend,Friend,Close,616,0.616,1,United Kingdom
3679,11,Self,Friend,Nonmatching,Friend,Friend,Close,680,0.68,1,United Kingdom
3680,11,Self,Friend,Nonmatching,Friend,Friend,Close,641,0.641,1,United Kingdom
3681,11,Self,Friend,Nonmatching,Friend,Friend,Close,511,0.511,1,United Kingdom
3682,11,Self,Friend,Nonmatching,Friend,Friend,Close,523,0.523,1,United Kingdom
3683,11,Self,Friend,Nonmatching,Friend,Friend,Close,491,0.491,1,United Kingdom
3684,11,Self,Friend,Nonmatching,Friend,Friend,Close,483,0.483,1,United Kingdom
3685,11,Self,Friend,Nonmatching,Friend,Friend,Close,709,0.709,1,United Kingdom
3686,11,Self,Friend,Nonmatching,Friend,Friend,Close,491,0.491,1,United Kingdom
3687,11,Self,Friend,Nonmatching,Friend,Friend,Close,873,0.873,1,United Kingdom
3688,11,Self,Friend,Nonmatching,Friend,Friend,Close,594,0.594,1,United Kingdom
3689,11,Self,Friend,Nonmatching,Friend,Friend,Close,503,0.503,1,United Kingdom
3690,11,Self,Friend,Nonmatching,Friend,Friend,Close,549,0.549,1,United Kingdom
3691,11,Self,Friend,Nonmatching,Friend,Friend,Close,770,0.77,1,United Kingdom
3692,11,Self,Friend,Nonmatching,Friend,Friend,Close,622,0.622,1,United Kingdom
3693,11,Self,Friend,Nonmatching,Friend,Friend,Close,518,0.518,1,United Kingdom
3694,11,Self,Friend,Nonmatching,Friend,Friend,Close,659,0.659,1,United Kingdom
3695,11,Self,Friend,Nonmatching,Friend,Friend,Close,684,0.684,1,United Kingdom
3696,11,Self,Friend,Nonmatching,Friend,Friend,Close,700,0.7,1,United Kingdom
3697,11,Self,Friend,Nonmatching,Friend,Friend,Close,1017,1.017,1,United Kingdom
3698,11,Self,Friend,Nonmatching,Friend,Friend,Close,788,0.788,1,United Kingdom
3699,11,Self,Friend,Nonmatching,Friend,Friend,Close,794,0.794,1,United Kingdom
3700,11,Self,Friend,Nonmatching,Friend,Friend,Close,783,0.783,1,United Kingdom
3701,11,Self,Friend,Nonmatching,Friend,Friend,Close,385,0.385,1,United Kingdom
3702,11,Self,Friend,Nonmatching,Friend,Friend,Close,485,0.485,1,United Kingdom
3703,11,Self,Friend,Nonmatching,Friend,Friend,Close,651,0.651,1,United Kingdom
3704,11,Self,Friend,Nonmatching,Friend,Friend,Close,455,0.455,1,United Kingdom
3705,11,Self,Friend,Nonmatching,Friend,Friend,Close,566,0.566,1,United Kingdom
3706,11,Self,Friend,Nonmatching,Friend,Friend,Close,379,0.379,1,United Kingdom
3707,11,Self,Friend,Nonmatching,Friend,Friend,Close,844,0.844,1,United Kingdom
3708,11,Self,Friend,Nonmatching,Friend,Friend,Close,1058,1.058,1,United Kingdom
3709,11,Self,Friend,Nonmatching,Friend,Friend,Close,728,0.728,1,United Kingdom
3710,11,Self,Friend,Nonmatching,Friend,Friend,Close,570,0.57,1,United Kingdom
3711,11,Self,Friend,Nonmatching,Friend,Friend,Close,606,0.606,1,United Kingdom
3712,11,Self,Friend,Nonmatching,Friend,Friend,Close,795,0.795,1,United Kingdom
3713,11,Self,Friend,Nonmatching,Friend,Friend,Close,711,0.711,1,United Kingdom
3714,11,Self,Friend,Nonmatching,Friend,Friend,Close,730,0.73,1,United Kingdom
3715,11,Self,Friend,Nonmatching,Friend,Friend,Close,563,0.563,1,United Kingdom
3716,11,Self,Friend,Nonmatching,Friend,Friend,Close,522,0.522,1,United Kingdom
3717,11,Self,Friend,Nonmatching,Friend,Friend,Close,620,0.62,1,United Kingdom
3718,11,Self,Friend,Nonmatching,Friend,Friend,Close,587,0.587,1,United Kingdom
3719,11,Self,Friend,Nonmatching,Friend,Friend,Close,552,0.552,1,United Kingdom
3720,11,Self,Friend,Nonmatching,Friend,Friend,Close,488,0.488,1,United Kingdom
3721,11,Self,Friend,Nonmatching,Friend,Friend,Close,450,0.45,1,United Kingdom
3722,11,Self,Friend,Nonmatching,Friend,Friend,Close,537,0.537,1,United Kingdom
3723,11,Self,Friend,Nonmatching,Friend,Friend,Close,625,0.625,1,United Kingdom
3724,11,Self,Friend,Nonmatching,Friend,Friend,Close,481,0.481,1,United Kingdom
3725,11,Self,Friend,Nonmatching,Friend,Friend,Close,596,0.596,1,United Kingdom
3726,11,Friend,Friend,Nonmatching,Friend,Friend,Close,756,0.756,1,United Kingdom
3727,11,Friend,Friend,Nonmatching,Friend,Friend,Close,667,0.667,1,United Kingdom
3728,11,Friend,Friend,Nonmatching,Friend,Friend,Close,817,0.817,1,United Kingdom
3729,11,Friend,Friend,Nonmatching,Friend,Friend,Close,737,0.737,1,United Kingdom
3730,11,Friend,Friend,Nonmatching,Friend,Friend,Close,542,0.542,1,United Kingdom
3731,11,Friend,Friend,Nonmatching,Friend,Friend,Close,927,0.927,1,United Kingdom
3732,11,Friend,Friend,Nonmatching,Friend,Friend,Close,683,0.683,1,United Kingdom
3733,11,Friend,Friend,Nonmatching,Friend,Friend,Close,708,0.708,1,United Kingdom
3734,11,Friend,Friend,Nonmatching,Friend,Friend,Close,478,0.478,1,United Kingdom
3735,11,Friend,Friend,Nonmatching,Friend,Friend,Close,472,0.472,1,United Kingdom
3736,11,Friend,Friend,Nonmatching,Friend,Friend,Close,960,0.96,1,United Kingdom
3737,11,Friend,Friend,Nonmatching,Friend,Friend,Close,746,0.746,1,United Kingdom
3738,11,Friend,Friend,Nonmatching,Friend,Friend,Close,735,0.735,1,United Kingdom
3739,11,Friend,Friend,Nonmatching,Friend,Friend,Close,613,0.613,1,United Kingdom
3740,11,Friend,Friend,Nonmatching,Friend,Friend,Close,690,0.69,1,United Kingdom
3741,11,Friend,Friend,Nonmatching,Friend,Friend,Close,795,0.795,1,United Kingdom
3742,11,Self,Self,Nonmatching,Self,Self,Self,651,0.651,0,United Kingdom
3743,11,Self,Self,Nonmatching,Self,Self,Self,633,0.633,0,United Kingdom
3744,11,Self,Self,Nonmatching,Self,Self,Self,551,0.551,0,United Kingdom
3745,11,Self,Self,Nonmatching,Self,Self,Self,510,0.51,0,United Kingdom
3746,11,Friend,Self,Nonmatching,Self,Self,Self,825,0.825,0,United Kingdom
3747,11,Friend,Self,Nonmatching,Self,Self,Self,387,0.387,0,United Kingdom
3748,11,Friend,Self,Nonmatching,Self,Self,Self,444,0.444,0,United Kingdom
3749,11,Friend,Self,Nonmatching,Self,Self,Self,582,0.582,0,United Kingdom
3750,11,Friend,Self,Nonmatching,Self,Self,Self,746,0.746,0,United Kingdom
3751,11,Friend,Self,Nonmatching,Self,Self,Self,445,0.445,0,United Kingdom
3752,11,Self,Self,Nonmatching,Self,Self,Self,775,0.775,1,United Kingdom
3753,11,Self,Self,Nonmatching,Self,Self,Self,713,0.713,1,United Kingdom
3754,11,Self,Self,Nonmatching,Self,Self,Self,751,0.751,1,United Kingdom
3755,11,Self,Self,Nonmatching,Self,Self,Self,623,0.623,1,United Kingdom
3756,11,Self,Self,Nonmatching,Self,Self,Self,548,0.548,1,United Kingdom
3757,11,Self,Self,Nonmatching,Self,Self,Self,485,0.485,1,United Kingdom
3758,11,Self,Self,Nonmatching,Self,Self,Self,742,0.742,1,United Kingdom
3759,11,Self,Self,Nonmatching,Self,Self,Self,629,0.629,1,United Kingdom
3760,11,Self,Self,Nonmatching,Self,Self,Self,719,0.719,1,United Kingdom
3761,11,Self,Self,Nonmatching,Self,Self,Self,738,0.738,1,United Kingdom
3762,11,Self,Self,Nonmatching,Self,Self,Self,865,0.865,1,United Kingdom
3763,11,Self,Self,Nonmatching,Self,Self,Self,790,0.79,1,United Kingdom
3764,11,Self,Self,Nonmatching,Self,Self,Self,515,0.515,1,United Kingdom
3765,11,Self,Self,Nonmatching,Self,Self,Self,674,0.674,1,United Kingdom
3766,11,Self,Self,Nonmatching,Self,Self,Self,680,0.68,1,United Kingdom
3767,11,Self,Self,Nonmatching,Self,Self,Self,611,0.611,1,United Kingdom
3768,11,Self,Self,Nonmatching,Self,Self,Self,905,0.905,1,United Kingdom
3769,11,Self,Self,Nonmatching,Self,Self,Self,704,0.704,1,United Kingdom
3770,11,Self,Self,Nonmatching,Self,Self,Self,861,0.861,1,United Kingdom
3771,11,Self,Self,Nonmatching,Self,Self,Self,673,0.673,1,United Kingdom
3772,11,Self,Self,Nonmatching,Self,Self,Self,722,0.722,1,United Kingdom
3773,11,Friend,Self,Nonmatching,Self,Self,Self,997,0.997,1,United Kingdom
3774,11,Friend,Self,Nonmatching,Self,Self,Self,992,0.992,1,United Kingdom
3775,11,Friend,Self,Nonmatching,Self,Self,Self,738,0.738,1,United Kingdom
3776,11,Friend,Self,Nonmatching,Self,Self,Self,482,0.482,1,United Kingdom
3777,11,Friend,Self,Nonmatching,Self,Self,Self,772,0.772,1,United Kingdom
3778,11,Friend,Self,Nonmatching,Self,Self,Self,567,0.567,1,United Kingdom
3779,11,Friend,Self,Nonmatching,Self,Self,Self,783,0.783,1,United Kingdom
3780,11,Friend,Self,Nonmatching,Self,Self,Self,659,0.659,1,United Kingdom
3781,11,Friend,Self,Nonmatching,Self,Self,Self,548,0.548,1,United Kingdom
3782,11,Friend,Self,Nonmatching,Self,Self,Self,539,0.539,1,United Kingdom
3783,11,Friend,Self,Nonmatching,Self,Self,Self,1011,1.011,1,United Kingdom
3784,11,Friend,Self,Nonmatching,Self,Self,Self,701,0.701,1,United Kingdom
3785,11,Friend,Self,Nonmatching,Self,Self,Self,882,0.882,1,United Kingdom
3786,11,Friend,Self,Nonmatching,Self,Self,Self,559,0.559,1,United Kingdom
3787,11,Friend,Self,Nonmatching,Self,Self,Self,655,0.655,1,United Kingdom
3788,11,Friend,Self,Nonmatching,Self,Self,Self,481,0.481,1,United Kingdom
3789,11,Friend,Self,Nonmatching,Self,Self,Self,573,0.573,1,United Kingdom
3790,11,Friend,Self,Nonmatching,Self,Self,Self,449,0.449,1,United Kingdom
3791,11,Friend,Self,Nonmatching,Self,Self,Self,389,0.389,1,United Kingdom
3792,11,Friend,Self,Nonmatching,Self,Self,Self,338,0.338,1,United Kingdom
3793,11,Friend,Self,Nonmatching,Self,Self,Self,429,0.429,1,United Kingdom
3794,11,Friend,Self,Nonmatching,Self,Self,Self,579,0.579,1,United Kingdom
3795,11,Friend,Self,Nonmatching,Self,Self,Self,588,0.588,1,United Kingdom
3796,11,Friend,Self,Nonmatching,Self,Self,Self,536,0.536,1,United Kingdom
3797,11,Friend,Self,Nonmatching,Self,Self,Self,761,0.761,1,United Kingdom
3798,11,Friend,Self,Nonmatching,Self,Self,Self,421,0.421,1,United Kingdom
3799,11,Friend,Self,Nonmatching,Self,Self,Self,549,0.549,1,United Kingdom
3800,11,Friend,Self,Nonmatching,Self,Self,Self,646,0.646,1,United Kingdom
3801,11,Friend,Self,Nonmatching,Self,Self,Self,474,0.474,1,United Kingdom
3802,11,Friend,Self,Nonmatching,Self,Self,Self,767,0.767,1,United Kingdom
3803,11,Friend,Self,Nonmatching,Self,Self,Self,453,0.453,1,United Kingdom
3804,11,Friend,Self,Nonmatching,Self,Self,Self,590,0.59,1,United Kingdom
3805,11,Friend,Self,Nonmatching,Self,Self,Self,708,0.708,1,United Kingdom
3806,11,Friend,Self,Nonmatching,Self,Self,Self,570,0.57,1,United Kingdom
3807,11,Friend,Self,Nonmatching,Self,Self,Self,413,0.413,1,United Kingdom
3808,11,Friend,Self,Nonmatching,Self,Self,Self,550,0.55,1,United Kingdom
3809,11,Friend,Self,Nonmatching,Self,Self,Self,506,0.506,1,United Kingdom
3810,11,Friend,Self,Nonmatching,Self,Self,Self,586,0.586,1,United Kingdom
3811,11,Friend,Self,Nonmatching,Self,Self,Self,451,0.451,1,United Kingdom
3812,11,Friend,Self,Nonmatching,Self,Self,Self,622,0.622,1,United Kingdom
3813,11,Friend,Self,Nonmatching,Self,Self,Self,518,0.518,1,United Kingdom
3814,11,Friend,Self,Nonmatching,Self,Self,Self,464,0.464,1,United Kingdom
3815,11,Friend,Self,Nonmatching,Self,Self,Self,562,0.562,1,United Kingdom
3816,11,Friend,Self,Nonmatching,Self,Self,Self,759,0.759,1,United Kingdom
3817,11,Friend,Self,Nonmatching,Self,Self,Self,506,0.506,1,United Kingdom
3818,11,Friend,Self,Nonmatching,Self,Self,Self,561,0.561,1,United Kingdom
3819,11,Friend,Self,Nonmatching,Self,Self,Self,659,0.659,1,United Kingdom
3820,11,Friend,Self,Nonmatching,Self,Self,Self,355,0.355,1,United Kingdom
3821,11,Friend,Self,Nonmatching,Self,Self,Self,489,0.489,1,United Kingdom
3822,11,Friend,Self,Nonmatching,Self,Self,Self,907,0.907,1,United Kingdom
3823,11,Friend,Self,Nonmatching,Self,Self,Self,865,0.865,1,United Kingdom
3824,11,Friend,Self,Nonmatching,Self,Self,Self,621,0.621,1,United Kingdom
3825,11,Friend,Self,Nonmatching,Self,Self,Self,995,0.995,1,United Kingdom
3826,11,Friend,Self,Nonmatching,Self,Self,Self,660,0.66,1,United Kingdom
3827,11,Friend,Self,Nonmatching,Self,Self,Self,565,0.565,1,United Kingdom
3828,11,Friend,Self,Nonmatching,Self,Self,Self,516,0.516,1,United Kingdom
3829,11,Friend,Self,Nonmatching,Self,Self,Self,627,0.627,1,United Kingdom
3830,11,Friend,Self,Nonmatching,Self,Self,Self,786,0.786,1,United Kingdom
3831,11,Friend,Self,Nonmatching,Self,Self,Self,894,0.894,1,United Kingdom
3832,11,Friend,Self,Nonmatching,Self,Self,Self,731,0.731,1,United Kingdom
3833,11,Friend,Self,Nonmatching,Self,Self,Self,996,0.996,1,United Kingdom
3834,11,Friend,Self,Nonmatching,Self,Self,Self,610,0.61,1,United Kingdom
3835,12,Friend,Friend,Matching,Friend,Friend,Close,605,0.605,0,United Kingdom
3836,12,Friend,Friend,Matching,Friend,Friend,Close,1045,1.045,0,United Kingdom
3837,12,Friend,Friend,Matching,Friend,Friend,Close,418,0.418,0,United Kingdom
3838,12,Friend,Friend,Matching,Friend,Friend,Close,469,0.469,0,United Kingdom
3839,12,Friend,Friend,Matching,Friend,Friend,Close,1048,1.048,0,United Kingdom
3840,12,Friend,Friend,Matching,Friend,Friend,Close,580,0.58,0,United Kingdom
3841,12,Friend,Friend,Matching,Friend,Friend,Close,715,0.715,0,United Kingdom
3842,12,Friend,Friend,Matching,Friend,Friend,Close,736,0.736,0,United Kingdom
3843,12,Friend,Friend,Matching,Friend,Friend,Close,485,0.485,0,United Kingdom
3844,12,Friend,Friend,Matching,Friend,Friend,Close,751,0.751,0,United Kingdom
3845,12,Friend,Friend,Matching,Friend,Friend,Close,759,0.759,0,United Kingdom
3846,12,Friend,Friend,Matching,Friend,Friend,Close,561,0.561,0,United Kingdom
3847,12,Self,Friend,Matching,Friend,Friend,Close,605,0.605,0,United Kingdom
3848,12,Self,Friend,Matching,Friend,Friend,Close,533,0.533,0,United Kingdom
3849,12,Self,Friend,Matching,Friend,Friend,Close,860,0.86,0,United Kingdom
3850,12,Self,Friend,Matching,Friend,Friend,Close,483,0.483,0,United Kingdom
3851,12,Self,Friend,Matching,Friend,Friend,Close,568,0.568,0,United Kingdom
3852,12,Self,Friend,Matching,Friend,Friend,Close,632,0.632,0,United Kingdom
3853,12,Self,Friend,Matching,Friend,Friend,Close,758,0.758,0,United Kingdom
3854,12,Self,Friend,Matching,Friend,Friend,Close,579,0.579,0,United Kingdom
3855,12,Self,Friend,Matching,Friend,Friend,Close,974,0.974,0,United Kingdom
3856,12,Self,Friend,Matching,Friend,Friend,Close,601,0.601,0,United Kingdom
3857,12,Self,Friend,Matching,Friend,Friend,Close,605,0.605,0,United Kingdom
3858,12,Self,Friend,Matching,Friend,Friend,Close,791,0.791,0,United Kingdom
3859,12,Self,Friend,Matching,Friend,Friend,Close,1072,1.072,0,United Kingdom
3860,12,Self,Friend,Matching,Friend,Friend,Close,215,0.215,0,United Kingdom
3861,12,Self,Friend,Matching,Friend,Friend,Close,499,0.499,0,United Kingdom
3862,12,Friend,Friend,Matching,Friend,Friend,Close,630,0.63,1,United Kingdom
3863,12,Friend,Friend,Matching,Friend,Friend,Close,998,0.998,1,United Kingdom
3864,12,Friend,Friend,Matching,Friend,Friend,Close,735,0.735,1,United Kingdom
3865,12,Friend,Friend,Matching,Friend,Friend,Close,979,0.979,1,United Kingdom
3866,12,Friend,Friend,Matching,Friend,Friend,Close,703,0.703,1,United Kingdom
3867,12,Friend,Friend,Matching,Friend,Friend,Close,775,0.775,1,United Kingdom
3868,12,Friend,Friend,Matching,Friend,Friend,Close,746,0.746,1,United Kingdom
3869,12,Self,Friend,Matching,Friend,Friend,Close,913,0.913,1,United Kingdom
3870,12,Self,Friend,Matching,Friend,Friend,Close,649,0.649,1,United Kingdom
3871,12,Self,Friend,Matching,Friend,Friend,Close,941,0.941,1,United Kingdom
3872,12,Self,Friend,Matching,Friend,Friend,Close,597,0.597,1,United Kingdom
3873,12,Self,Friend,Matching,Friend,Friend,Close,560,0.56,1,United Kingdom
3874,12,Self,Friend,Matching,Friend,Friend,Close,491,0.491,1,United Kingdom
3875,12,Self,Friend,Matching,Friend,Friend,Close,523,0.523,1,United Kingdom
3876,12,Self,Friend,Matching,Friend,Friend,Close,861,0.861,1,United Kingdom
3877,12,Self,Friend,Matching,Friend,Friend,Close,878,0.878,1,United Kingdom
3878,12,Self,Friend,Matching,Friend,Friend,Close,501,0.501,1,United Kingdom
3879,12,Self,Friend,Matching,Friend,Friend,Close,438,0.438,1,United Kingdom
3880,12,Self,Friend,Matching,Friend,Friend,Close,821,0.821,1,United Kingdom
3881,12,Self,Friend,Matching,Friend,Friend,Close,881,0.881,1,United Kingdom
3882,12,Self,Friend,Matching,Friend,Friend,Close,891,0.891,1,United Kingdom
3883,12,Self,Friend,Matching,Friend,Friend,Close,724,0.724,1,United Kingdom
3884,12,Self,Friend,Matching,Friend,Friend,Close,619,0.619,1,United Kingdom
3885,12,Self,Friend,Matching,Friend,Friend,Close,722,0.722,1,United Kingdom
3886,12,Self,Friend,Matching,Friend,Friend,Close,592,0.592,1,United Kingdom
3887,12,Self,Friend,Matching,Friend,Friend,Close,930,0.93,1,United Kingdom
3888,12,Self,Friend,Matching,Friend,Friend,Close,548,0.548,1,United Kingdom
3889,12,Self,Friend,Matching,Friend,Friend,Close,1037,1.037,1,United Kingdom
3890,12,Self,Friend,Matching,Friend,Friend,Close,624,0.624,1,United Kingdom
3891,12,Self,Friend,Matching,Friend,Friend,Close,697,0.697,1,United Kingdom
3892,12,Self,Friend,Matching,Friend,Friend,Close,743,0.743,1,United Kingdom
3893,12,Self,Friend,Matching,Friend,Friend,Close,576,0.576,1,United Kingdom
3894,12,Self,Friend,Matching,Friend,Friend,Close,785,0.785,1,United Kingdom
3895,12,Self,Friend,Matching,Friend,Friend,Close,548,0.548,1,United Kingdom
3896,12,Self,Friend,Matching,Friend,Friend,Close,476,0.476,1,United Kingdom
3897,12,Self,Friend,Matching,Friend,Friend,Close,478,0.478,1,United Kingdom
3898,12,Self,Friend,Matching,Friend,Friend,Close,500,0.5,1,United Kingdom
3899,12,Self,Friend,Matching,Friend,Friend,Close,586,0.586,1,United Kingdom
3900,12,Self,Friend,Matching,Friend,Friend,Close,964,0.964,1,United Kingdom
3901,12,Self,Friend,Matching,Friend,Friend,Close,501,0.501,1,United Kingdom
3902,12,Self,Friend,Matching,Friend,Friend,Close,400,0.4,1,United Kingdom
3903,12,Self,Friend,Matching,Friend,Friend,Close,471,0.471,1,United Kingdom
3904,12,Self,Friend,Matching,Friend,Friend,Close,814,0.814,1,United Kingdom
3905,12,Self,Friend,Matching,Friend,Friend,Close,928,0.928,1,United Kingdom
3906,12,Self,Friend,Matching,Friend,Friend,Close,1013,1.013,1,United Kingdom
3907,12,Self,Friend,Matching,Friend,Friend,Close,553,0.553,1,United Kingdom
3908,12,Self,Friend,Matching,Friend,Friend,Close,615,0.615,1,United Kingdom
3909,12,Self,Friend,Matching,Friend,Friend,Close,647,0.647,1,United Kingdom
3910,12,Self,Friend,Matching,Friend,Friend,Close,956,0.956,1,United Kingdom
3911,12,Self,Friend,Matching,Friend,Friend,Close,546,0.546,1,United Kingdom
3912,12,Self,Friend,Matching,Friend,Friend,Close,644,0.644,1,United Kingdom
