,Subject,Label,Matching,Origin_Identity,English_Identity,Identity,RT_ms,RT_sec,ACC,Country
2446,7,Friend,Nonmatching,Self,Self,Self,651,0.651,1,United Kingdom
2447,7,Friend,Nonmatching,Self,Self,Self,676,0.676,0,United Kingdom
2448,7,Friend,Nonmatching,Self,Self,Self,826,0.826,1,United Kingdom
2449,7,Friend,Nonmatching,Self,Self,Self,869,0.869,1,United Kingdom
2450,7,Friend,Nonmatching,Self,Self,Self,859,0.859,1,United Kingdom
2451,7,Friend,Nonmatching,Self,Self,Self,553,0.553,1,United Kingdom
2452,7,Friend,Nonmatching,Self,Self,Self,723,0.723,1,United Kingdom
2453,7,Friend,Nonmatching,Self,Self,Self,1026,1.026,1,United Kingdom
2454,7,Friend,Nonmatching,Self,Self,Self,372,0.372,0,United Kingdom
2455,7,Friend,Nonmatching,Self,Self,Self,219,0.219,1,United Kingdom
2456,7,Self,Nonmatching,Self,Self,Self,651,0.651,1,United Kingdom
2457,7,Self,Nonmatching,Self,Self,Self,540,0.54,1,United Kingdom
2458,7,Self,Nonmatching,Self,Self,Self,307,0.307,0,United Kingdom
2459,7,Self,Nonmatching,Self,Self,Self,699,0.699,1,United Kingdom
2460,7,Self,Nonmatching,Self,Self,Self,922,0.922,1,United Kingdom
2461,7,Self,Nonmatching,Self,Self,Self,500,0.5,1,United Kingdom
2462,7,Self,Nonmatching,Self,Self,Self,690,0.69,1,United Kingdom
2463,7,Self,Nonmatching,Self,Self,Self,742,0.742,1,United Kingdom
2464,7,Self,Nonmatching,Self,Self,Self,579,0.579,1,United Kingdom
2465,7,Self,Nonmatching,Self,Self,Self,742,0.742,1,United Kingdom
2466,7,Self,Nonmatching,Self,Self,Self,654,0.654,1,United Kingdom
2467,7,Self,Nonmatching,Self,Self,Self,551,0.551,1,United Kingdom
2468,7,Self,Nonmatching,Self,Self,Self,492,0.492,1,United Kingdom
2469,7,Self,Nonmatching,Self,Self,Self,492,0.492,1,United Kingdom
2470,7,Self,Nonmatching,Self,Self,Self,543,0.543,1,United Kingdom
2471,7,Self,Nonmatching,Self,Self,Self,615,0.615,1,United Kingdom
2472,7,Self,Nonmatching,Self,Self,Self,694,0.694,1,United Kingdom
2473,7,Self,Nonmatching,Self,Self,Self,877,0.877,1,United Kingdom
2474,7,Self,Nonmatching,Self,Self,Self,565,0.565,1,United Kingdom
2475,7,Self,Nonmatching,Self,Self,Self,648,0.648,1,United Kingdom
2476,7,Self,Nonmatching,Self,Self,Self,685,0.685,1,United Kingdom
2477,7,Self,Nonmatching,Self,Self,Self,619,0.619,1,United Kingdom
2478,7,Self,Nonmatching,Self,Self,Self,626,0.626,1,United Kingdom
2479,7,Self,Nonmatching,Self,Self,Self,488,0.488,1,United Kingdom
2480,7,Self,Nonmatching,Self,Self,Self,326,0.326,0,United Kingdom
2481,7,Self,Nonmatching,Self,Self,Self,572,0.572,1,United Kingdom
2482,7,Self,Nonmatching,Self,Self,Self,539,0.539,1,United Kingdom
2483,7,Self,Nonmatching,Self,Self,Self,714,0.714,1,United Kingdom
2484,7,Self,Nonmatching,Self,Self,Self,627,0.627,1,United Kingdom
2485,7,Self,Nonmatching,Self,Self,Self,647,0.647,1,United Kingdom
2486,8,Friend,Matching,Friend,Friend,Close,299,0.299,1,United Kingdom
2487,8,Friend,Matching,Friend,Friend,Close,263,0.263,1,United Kingdom
2488,8,Friend,Matching,Friend,Friend,Close,409,0.409,1,United Kingdom
2489,8,Friend,Matching,Friend,Friend,Close,510,0.51,1,United Kingdom
2490,8,Friend,Matching,Friend,Friend,Close,203,0.203,1,United Kingdom
2491,8,Friend,Matching,Friend,Friend,Close,287,0.287,1,United Kingdom
2492,8,Friend,Matching,Friend,Friend,Close,262,0.262,0,United Kingdom
2493,8,Friend,Matching,Friend,Friend,Close,292,0.292,0,United Kingdom
2494,8,Friend,Matching,Friend,Friend,Close,590,0.59,0,United Kingdom
2495,8,Friend,Matching,Friend,Friend,Close,597,0.597,0,United Kingdom
2496,8,Friend,Matching,Friend,Friend,Close,668,0.668,0,United Kingdom
2497,8,Friend,Matching,Friend,Friend,Close,1061,1.061,0,United Kingdom
2498,8,Friend,Matching,Friend,Friend,Close,769,0.769,0,United Kingdom
2499,8,Friend,Matching,Friend,Friend,Close,679,0.679,0,United Kingdom
2500,8,Friend,Matching,Friend,Friend,Close,615,0.615,0,United Kingdom
2501,8,Friend,Matching,Friend,Friend,Close,346,0.346,1,United Kingdom
2502,8,Friend,Matching,Friend,Friend,Close,266,0.266,1,United Kingdom
2503,8,Friend,Matching,Friend,Friend,Close,251,0.251,0,United Kingdom
2504,8,Friend,Matching,Friend,Friend,Close,281,0.281,0,United Kingdom
2505,8,Friend,Matching,Friend,Friend,Close,283,0.283,1,United Kingdom
2506,8,Friend,Matching,Friend,Friend,Close,445,0.445,1,United Kingdom
2507,8,Friend,Matching,Friend,Friend,Close,258,0.258,1,United Kingdom
2508,8,Friend,Matching,Friend,Friend,Close,278,0.278,0,United Kingdom
2509,8,Friend,Matching,Friend,Friend,Close,376,0.376,0,United Kingdom
2510,8,Friend,Matching,Friend,Friend,Close,688,0.688,1,United Kingdom
2511,8,Friend,Matching,Friend,Friend,Close,285,0.285,0,United Kingdom
2512,8,Friend,Matching,Friend,Friend,Close,351,0.351,1,United Kingdom
2513,8,Friend,Matching,Friend,Friend,Close,416,0.416,1,United Kingdom
2514,8,Friend,Matching,Friend,Friend,Close,395,0.395,1,United Kingdom
2515,8,Friend,Matching,Friend,Friend,Close,366,0.366,1,United Kingdom
2516,8,Friend,Matching,Friend,Friend,Close,523,0.523,1,United Kingdom
2517,8,Friend,Matching,Friend,Friend,Close,549,0.549,0,United Kingdom
2518,8,Friend,Matching,Friend,Friend,Close,216,0.216,0,United Kingdom
2519,8,Friend,Matching,Friend,Friend,Close,397,0.397,1,United Kingdom
2520,8,Friend,Matching,Friend,Friend,Close,384,0.384,1,United Kingdom
2521,8,Friend,Matching,Friend,Friend,Close,330,0.33,1,United Kingdom
2522,8,Friend,Matching,Friend,Friend,Close,776,0.776,0,United Kingdom
2523,8,Friend,Matching,Friend,Friend,Close,388,0.388,1,United Kingdom
2524,8,Friend,Matching,Friend,Friend,Close,921,0.921,0,United Kingdom
2525,8,Friend,Matching,Friend,Friend,Close,676,0.676,0,United Kingdom
2526,8,Friend,Matching,Friend,Friend,Close,345,0.345,0,United Kingdom
2527,8,Friend,Matching,Friend,Friend,Close,865,0.865,1,United Kingdom
2528,8,Friend,Matching,Friend,Friend,Close,425,0.425,0,United Kingdom
2529,8,Friend,Matching,Friend,Friend,Close,642,0.642,1,United Kingdom
2530,8,Friend,Matching,Friend,Friend,Close,547,0.547,1,United Kingdom
2531,8,Friend,Matching,Friend,Friend,Close,567,0.567,0,United Kingdom
2532,8,Friend,Matching,Friend,Friend,Close,437,0.437,1,United Kingdom
2533,8,Friend,Matching,Friend,Friend,Close,523,0.523,1,United Kingdom
2534,8,Friend,Matching,Friend,Friend,Close,612,0.612,1,United Kingdom
2535,8,Friend,Matching,Friend,Friend,Close,669,0.669,1,United Kingdom
2536,8,Friend,Matching,Friend,Friend,Close,595,0.595,1,United Kingdom
2537,8,Friend,Matching,Friend,Friend,Close,533,0.533,1,United Kingdom
2538,8,Friend,Matching,Friend,Friend,Close,813,0.813,1,United Kingdom
2539,8,Friend,Matching,Friend,Friend,Close,772,0.772,1,United Kingdom
2540,8,Friend,Matching,Friend,Friend,Close,596,0.596,1,United Kingdom
2541,8,Friend,Matching,Friend,Friend,Close,475,0.475,1,United Kingdom
2542,8,Friend,Matching,Friend,Friend,Close,535,0.535,1,United Kingdom
2543,8,Self,Matching,Friend,Friend,Close,737,0.737,1,United Kingdom
2544,8,Self,Matching,Friend,Friend,Close,693,0.693,1,United Kingdom
2545,8,Self,Matching,Friend,Friend,Close,804,0.804,1,United Kingdom
2546,8,Self,Matching,Friend,Friend,Close,345,0.345,0,United Kingdom
2547,8,Self,Matching,Friend,Friend,Close,379,0.379,1,United Kingdom
2548,8,Self,Matching,Friend,Friend,Close,426,0.426,0,United Kingdom
2549,8,Self,Matching,Friend,Friend,Close,347,0.347,1,United Kingdom
2550,8,Self,Matching,Friend,Friend,Close,490,0.49,1,United Kingdom
2551,8,Self,Matching,Friend,Friend,Close,424,0.424,1,United Kingdom
2552,8,Self,Matching,Friend,Friend,Close,512,0.512,0,United Kingdom
2553,8,Self,Matching,Friend,Friend,Close,344,0.344,0,United Kingdom
2554,8,Self,Matching,Friend,Friend,Close,629,0.629,1,United Kingdom
2555,8,Self,Matching,Friend,Friend,Close,502,0.502,0,United Kingdom
2556,8,Self,Matching,Friend,Friend,Close,615,0.615,1,United Kingdom
2557,8,Self,Matching,Friend,Friend,Close,499,0.499,0,United Kingdom
2558,8,Self,Matching,Friend,Friend,Close,622,0.622,1,United Kingdom
2559,8,Self,Matching,Friend,Friend,Close,415,0.415,0,United Kingdom
2560,8,Self,Matching,Friend,Friend,Close,850,0.85,1,United Kingdom
2561,8,Self,Matching,Friend,Friend,Close,470,0.47,0,United Kingdom
2562,8,Self,Matching,Friend,Friend,Close,535,0.535,1,United Kingdom
2563,8,Self,Matching,Friend,Friend,Close,664,0.664,0,United Kingdom
2564,8,Self,Matching,Friend,Friend,Close,284,0.284,1,United Kingdom
2565,8,Self,Matching,Friend,Friend,Close,641,0.641,1,United Kingdom
2566,8,Self,Matching,Friend,Friend,Close,448,0.448,1,United Kingdom
2567,8,Friend,Matching,Self,Self,Self,665,0.665,1,United Kingdom
2568,8,Friend,Matching,Self,Self,Self,582,0.582,1,United Kingdom
2569,8,Friend,Matching,Self,Self,Self,370,0.37,0,United Kingdom
2570,8,Friend,Matching,Self,Self,Self,254,0.254,1,United Kingdom
2571,8,Friend,Matching,Self,Self,Self,325,0.325,0,United Kingdom
2572,8,Friend,Matching,Self,Self,Self,322,0.322,1,United Kingdom
2573,8,Friend,Matching,Self,Self,Self,569,0.569,0,United Kingdom
2574,8,Friend,Matching,Self,Self,Self,238,0.238,1,United Kingdom
2575,8,Friend,Matching,Self,Self,Self,289,0.289,1,United Kingdom
2576,8,Friend,Matching,Self,Self,Self,301,0.301,0,United Kingdom
2577,8,Friend,Matching,Self,Self,Self,700,0.7,0,United Kingdom
2578,8,Friend,Matching,Self,Self,Self,532,0.532,1,United Kingdom
2579,8,Friend,Matching,Self,Self,Self,343,0.343,0,United Kingdom
2580,8,Friend,Matching,Self,Self,Self,566,0.566,1,United Kingdom
2581,8,Friend,Matching,Self,Self,Self,490,0.49,1,United Kingdom
2582,8,Friend,Matching,Self,Self,Self,725,0.725,0,United Kingdom
2583,8,Friend,Matching,Self,Self,Self,565,0.565,1,United Kingdom
2584,8,Friend,Matching,Self,Self,Self,736,0.736,1,United Kingdom
2585,8,Friend,Matching,Self,Self,Self,527,0.527,1,United Kingdom
2586,8,Friend,Matching,Self,Self,Self,716,0.716,0,United Kingdom
2587,8,Friend,Matching,Self,Self,Self,751,0.751,1,United Kingdom
2588,8,Self,Matching,Self,Self,Self,325,0.325,1,United Kingdom
2589,8,Self,Matching,Self,Self,Self,490,0.49,1,United Kingdom
2590,8,Self,Matching,Self,Self,Self,520,0.52,1,United Kingdom
2591,8,Self,Matching,Self,Self,Self,471,0.471,1,United Kingdom
2592,8,Self,Matching,Self,Self,Self,515,0.515,1,United Kingdom
2593,8,Self,Matching,Self,Self,Self,586,0.586,1,United Kingdom
2594,8,Self,Matching,Self,Self,Self,486,0.486,1,United Kingdom
2595,8,Self,Matching,Self,Self,Self,715,0.715,1,United Kingdom
2596,8,Self,Matching,Self,Self,Self,582,0.582,1,United Kingdom
2597,8,Self,Matching,Self,Self,Self,561,0.561,1,United Kingdom
2598,8,Self,Matching,Self,Self,Self,553,0.553,1,United Kingdom
2599,8,Self,Matching,Self,Self,Self,321,0.321,1,United Kingdom
2600,8,Self,Matching,Self,Self,Self,513,0.513,1,United Kingdom
2601,8,Self,Matching,Self,Self,Self,271,0.271,1,United Kingdom
2602,8,Self,Matching,Self,Self,Self,283,0.283,0,United Kingdom
2603,8,Self,Matching,Self,Self,Self,375,0.375,1,United Kingdom
2604,8,Self,Matching,Self,Self,Self,513,0.513,1,United Kingdom
2605,8,Self,Matching,Self,Self,Self,365,0.365,1,United Kingdom
2606,8,Self,Matching,Self,Self,Self,329,0.329,1,United Kingdom
2607,8,Self,Matching,Self,Self,Self,567,0.567,0,United Kingdom
2608,8,Self,Matching,Self,Self,Self,276,0.276,1,United Kingdom
2609,8,Self,Matching,Self,Self,Self,454,0.454,1,United Kingdom
2610,8,Self,Matching,Self,Self,Self,333,0.333,1,United Kingdom
2611,8,Self,Matching,Self,Self,Self,302,0.302,1,United Kingdom
2612,8,Self,Matching,Self,Self,Self,332,0.332,1,United Kingdom
2613,8,Self,Matching,Self,Self,Self,654,0.654,1,United Kingdom
2614,8,Self,Matching,Self,Self,Self,663,0.663,1,United Kingdom
2615,8,Self,Matching,Self,Self,Self,448,0.448,1,United Kingdom
2616,8,Self,Matching,Self,Self,Self,717,0.717,1,United Kingdom
2617,8,Self,Matching,Self,Self,Self,519,0.519,1,United Kingdom
2618,8,Self,Matching,Self,Self,Self,511,0.511,1,United Kingdom
2619,8,Self,Matching,Self,Self,Self,545,0.545,1,United Kingdom
2620,8,Self,Matching,Self,Self,Self,243,0.243,1,United Kingdom
2621,8,Self,Matching,Self,Self,Self,294,0.294,1,United Kingdom
2622,8,Self,Matching,Self,Self,Self,243,0.243,1,United Kingdom
2623,8,Self,Matching,Self,Self,Self,434,0.434,1,United Kingdom
2624,8,Self,Matching,Self,Self,Self,512,0.512,1,United Kingdom
2625,8,Self,Matching,Self,Self,Self,243,0.243,1,United Kingdom
2626,8,Self,Matching,Self,Self,Self,245,0.245,1,United Kingdom
2627,8,Self,Matching,Self,Self,Self,303,0.303,1,United Kingdom
2628,8,Self,Matching,Self,Self,Self,403,0.403,1,United Kingdom
2629,8,Self,Matching,Self,Self,Self,256,0.256,0,United Kingdom
2630,8,Self,Matching,Self,Self,Self,229,0.229,1,United Kingdom
2631,8,Self,Matching,Self,Self,Self,407,0.407,1,United Kingdom
2632,8,Self,Matching,Self,Self,Self,294,0.294,1,United Kingdom
2633,8,Self,Matching,Self,Self,Self,342,0.342,1,United Kingdom
2634,8,Self,Matching,Self,Self,Self,293,0.293,0,United Kingdom
2635,8,Self,Matching,Self,Self,Self,344,0.344,1,United Kingdom
2636,8,Self,Matching,Self,Self,Self,518,0.518,1,United Kingdom
2637,8,Self,Matching,Self,Self,Self,422,0.422,1,United Kingdom
2638,8,Self,Matching,Self,Self,Self,339,0.339,1,United Kingdom
2639,8,Self,Matching,Self,Self,Self,419,0.419,1,United Kingdom
2640,8,Self,Matching,Self,Self,Self,306,0.306,1,United Kingdom
2641,8,Self,Matching,Self,Self,Self,306,0.306,1,United Kingdom
2642,8,Self,Matching,Self,Self,Self,613,0.613,1,United Kingdom
2643,8,Self,Matching,Self,Self,Self,607,0.607,1,United Kingdom
2644,8,Self,Matching,Self,Self,Self,388,0.388,1,United Kingdom
2645,8,Self,Matching,Self,Self,Self,345,0.345,1,United Kingdom
2646,8,Self,Matching,Self,Self,Self,325,0.325,1,United Kingdom
2647,8,Self,Matching,Self,Self,Self,278,0.278,1,United Kingdom
2648,8,Self,Matching,Self,Self,Self,402,0.402,1,United Kingdom
2649,8,Self,Matching,Self,Self,Self,464,0.464,1,United Kingdom
2650,8,Self,Matching,Self,Self,Self,463,0.463,1,United Kingdom
2651,8,Self,Matching,Self,Self,Self,281,0.281,1,United Kingdom
2652,8,Self,Matching,Self,Self,Self,272,0.272,0,United Kingdom
2653,8,Self,Matching,Self,Self,Self,487,0.487,1,United Kingdom
2654,8,Self,Matching,Self,Self,Self,266,0.266,1,United Kingdom
2655,8,Self,Matching,Self,Self,Self,346,0.346,1,United Kingdom
2656,8,Friend,Nonmatching,Friend,Friend,Close,609,0.609,0,United Kingdom
2657,8,Friend,Nonmatching,Friend,Friend,Close,809,0.809,0,United Kingdom
2658,8,Friend,Nonmatching,Friend,Friend,Close,668,0.668,0,United Kingdom
2659,8,Friend,Nonmatching,Friend,Friend,Close,493,0.493,1,United Kingdom
2660,8,Friend,Nonmatching,Friend,Friend,Close,579,0.579,0,United Kingdom
2661,8,Friend,Nonmatching,Friend,Friend,Close,342,0.342,1,United Kingdom
2662,8,Friend,Nonmatching,Friend,Friend,Close,525,0.525,0,United Kingdom
2663,8,Friend,Nonmatching,Friend,Friend,Close,715,0.715,0,United Kingdom
2664,8,Friend,Nonmatching,Friend,Friend,Close,334,0.334,0,United Kingdom
2665,8,Friend,Nonmatching,Friend,Friend,Close,255,0.255,0,United Kingdom
2666,8,Friend,Nonmatching,Friend,Friend,Close,494,0.494,0,United Kingdom
2667,8,Friend,Nonmatching,Friend,Friend,Close,511,0.511,1,United Kingdom
2668,8,Friend,Nonmatching,Friend,Friend,Close,571,0.571,1,United Kingdom
2669,8,Friend,Nonmatching,Friend,Friend,Close,256,0.256,1,United Kingdom
2670,8,Friend,Nonmatching,Friend,Friend,Close,348,0.348,0,United Kingdom
2671,8,Friend,Nonmatching,Friend,Friend,Close,244,0.244,0,United Kingdom
2672,8,Friend,Nonmatching,Friend,Friend,Close,439,0.439,1,United Kingdom
2673,8,Friend,Nonmatching,Friend,Friend,Close,464,0.464,1,United Kingdom
2674,8,Friend,Nonmatching,Friend,Friend,Close,434,0.434,1,United Kingdom
2675,8,Friend,Nonmatching,Friend,Friend,Close,302,0.302,0,United Kingdom
2676,8,Friend,Nonmatching,Friend,Friend,Close,219,0.219,0,United Kingdom
2677,8,Friend,Nonmatching,Friend,Friend,Close,225,0.225,0,United Kingdom
2678,8,Friend,Nonmatching,Friend,Friend,Close,250,0.25,1,United Kingdom
2679,8,Friend,Nonmatching,Friend,Friend,Close,259,0.259,1,United Kingdom
2680,8,Friend,Nonmatching,Friend,Friend,Close,243,0.243,0,United Kingdom
2681,8,Friend,Nonmatching,Friend,Friend,Close,713,0.713,1,United Kingdom
2682,8,Friend,Nonmatching,Friend,Friend,Close,349,0.349,0,United Kingdom
2683,8,Friend,Nonmatching,Friend,Friend,Close,231,0.231,0,United Kingdom
2684,8,Friend,Nonmatching,Friend,Friend,Close,300,0.3,0,United Kingdom
2685,8,Friend,Nonmatching,Friend,Friend,Close,351,0.351,1,United Kingdom
2686,8,Friend,Nonmatching,Friend,Friend,Close,569,0.569,1,United Kingdom
2687,8,Friend,Nonmatching,Friend,Friend,Close,404,0.404,1,United Kingdom
2688,8,Friend,Nonmatching,Friend,Friend,Close,295,0.295,0,United Kingdom
2689,8,Friend,Nonmatching,Friend,Friend,Close,387,0.387,0,United Kingdom
2690,8,Friend,Nonmatching,Friend,Friend,Close,535,0.535,1,United Kingdom
2691,8,Friend,Nonmatching,Friend,Friend,Close,601,0.601,0,United Kingdom
2692,8,Friend,Nonmatching,Friend,Friend,Close,691,0.691,1,United Kingdom
2693,8,Friend,Nonmatching,Friend,Friend,Close,937,0.937,0,United Kingdom
2694,8,Friend,Nonmatching,Friend,Friend,Close,620,0.62,0,United Kingdom
2695,8,Friend,Nonmatching,Friend,Friend,Close,720,0.72,1,United Kingdom
2696,8,Friend,Nonmatching,Friend,Friend,Close,591,0.591,0,United Kingdom
2697,8,Friend,Nonmatching,Friend,Friend,Close,438,0.438,1,United Kingdom
2698,8,Friend,Nonmatching,Friend,Friend,Close,674,0.674,1,United Kingdom
2699,8,Friend,Nonmatching,Friend,Friend,Close,585,0.585,0,United Kingdom
2700,8,Friend,Nonmatching,Friend,Friend,Close,677,0.677,1,United Kingdom
2701,8,Friend,Nonmatching,Friend,Friend,Close,598,0.598,1,United Kingdom
2702,8,Friend,Nonmatching,Friend,Friend,Close,819,0.819,1,United Kingdom
2703,8,Friend,Nonmatching,Friend,Friend,Close,670,0.67,1,United Kingdom
2704,8,Friend,Nonmatching,Friend,Friend,Close,677,0.677,1,United Kingdom
2705,8,Friend,Nonmatching,Friend,Friend,Close,893,0.893,1,United Kingdom
2706,8,Friend,Nonmatching,Friend,Friend,Close,653,0.653,0,United Kingdom
2707,8,Friend,Nonmatching,Friend,Friend,Close,552,0.552,1,United Kingdom
2708,8,Friend,Nonmatching,Friend,Friend,Close,487,0.487,1,United Kingdom
2709,8,Friend,Nonmatching,Friend,Friend,Close,527,0.527,1,United Kingdom
2710,8,Self,Nonmatching,Friend,Friend,Close,840,0.84,1,United Kingdom
2711,8,Self,Nonmatching,Friend,Friend,Close,807,0.807,1,United Kingdom
2712,8,Self,Nonmatching,Friend,Friend,Close,372,0.372,1,United Kingdom
2713,8,Self,Nonmatching,Friend,Friend,Close,725,0.725,1,United Kingdom
2714,8,Self,Nonmatching,Friend,Friend,Close,598,0.598,0,United Kingdom
2715,8,Self,Nonmatching,Friend,Friend,Close,434,0.434,0,United Kingdom
2716,8,Self,Nonmatching,Friend,Friend,Close,644,0.644,1,United Kingdom
2717,8,Self,Nonmatching,Friend,Friend,Close,559,0.559,1,United Kingdom
2718,8,Self,Nonmatching,Friend,Friend,Close,354,0.354,0,United Kingdom
2719,8,Self,Nonmatching,Friend,Friend,Close,619,0.619,0,United Kingdom
2720,8,Self,Nonmatching,Friend,Friend,Close,357,0.357,0,United Kingdom
2721,8,Self,Nonmatching,Friend,Friend,Close,475,0.475,1,United Kingdom
2722,8,Self,Nonmatching,Friend,Friend,Close,488,0.488,1,United Kingdom
2723,8,Self,Nonmatching,Friend,Friend,Close,396,0.396,0,United Kingdom
2724,8,Self,Nonmatching,Friend,Friend,Close,357,0.357,0,United Kingdom
2725,8,Self,Nonmatching,Friend,Friend,Close,723,0.723,1,United Kingdom
2726,8,Self,Nonmatching,Friend,Friend,Close,363,0.363,0,United Kingdom
2727,8,Self,Nonmatching,Friend,Friend,Close,781,0.781,1,United Kingdom
2728,8,Self,Nonmatching,Friend,Friend,Close,433,0.433,0,United Kingdom
2729,8,Self,Nonmatching,Friend,Friend,Close,500,0.5,1,United Kingdom
2730,8,Self,Nonmatching,Friend,Friend,Close,787,0.787,1,United Kingdom
2731,8,Self,Nonmatching,Friend,Friend,Close,708,0.708,1,United Kingdom
2732,8,Friend,Nonmatching,Self,Self,Self,405,0.405,0,United Kingdom
2733,8,Friend,Nonmatching,Self,Self,Self,402,0.402,0,United Kingdom
2734,8,Friend,Nonmatching,Self,Self,Self,293,0.293,1,United Kingdom
2735,8,Friend,Nonmatching,Self,Self,Self,352,0.352,0,United Kingdom
2736,8,Friend,Nonmatching,Self,Self,Self,328,0.328,0,United Kingdom
2737,8,Friend,Nonmatching,Self,Self,Self,278,0.278,0,United Kingdom
2738,8,Friend,Nonmatching,Self,Self,Self,588,0.588,1,United Kingdom
2739,8,Friend,Nonmatching,Self,Self,Self,351,0.351,1,United Kingdom
2740,8,Friend,Nonmatching,Self,Self,Self,257,0.257,1,United Kingdom
2741,8,Friend,Nonmatching,Self,Self,Self,248,0.248,1,United Kingdom
2742,8,Friend,Nonmatching,Self,Self,Self,281,0.281,0,United Kingdom
2743,8,Friend,Nonmatching,Self,Self,Self,548,0.548,1,United Kingdom
2744,8,Friend,Nonmatching,Self,Self,Self,513,0.513,1,United Kingdom
2745,8,Friend,Nonmatching,Self,Self,Self,662,0.662,1,United Kingdom
2746,8,Friend,Nonmatching,Self,Self,Self,870,0.87,1,United Kingdom
2747,8,Friend,Nonmatching,Self,Self,Self,248,0.248,1,United Kingdom
2748,8,Friend,Nonmatching,Self,Self,Self,800,0.8,1,United Kingdom
2749,8,Friend,Nonmatching,Self,Self,Self,714,0.714,1,United Kingdom
2750,8,Friend,Nonmatching,Self,Self,Self,801,0.801,1,United Kingdom
2751,8,Friend,Nonmatching,Self,Self,Self,688,0.688,1,United Kingdom
2752,8,Friend,Nonmatching,Self,Self,Self,619,0.619,1,United Kingdom
2753,8,Friend,Nonmatching,Self,Self,Self,674,0.674,1,United Kingdom
2754,8,Self,Nonmatching,Self,Self,Self,545,0.545,1,United Kingdom
2755,8,Self,Nonmatching,Self,Self,Self,739,0.739,1,United Kingdom
2756,8,Self,Nonmatching,Self,Self,Self,598,0.598,1,United Kingdom
2757,8,Self,Nonmatching,Self,Self,Self,658,0.658,1,United Kingdom
2758,8,Self,Nonmatching,Self,Self,Self,398,0.398,0,United Kingdom
2759,8,Self,Nonmatching,Self,Self,Self,457,0.457,0,United Kingdom
2760,8,Self,Nonmatching,Self,Self,Self,384,0.384,0,United Kingdom
2761,8,Self,Nonmatching,Self,Self,Self,708,0.708,1,United Kingdom
2762,8,Self,Nonmatching,Self,Self,Self,854,0.854,1,United Kingdom
2763,8,Self,Nonmatching,Self,Self,Self,385,0.385,1,United Kingdom
2764,8,Self,Nonmatching,Self,Self,Self,525,0.525,1,United Kingdom
2765,8,Self,Nonmatching,Self,Self,Self,368,0.368,1,United Kingdom
2766,8,Self,Nonmatching,Self,Self,Self,425,0.425,1,United Kingdom
2767,8,Self,Nonmatching,Self,Self,Self,695,0.695,1,United Kingdom
2768,8,Self,Nonmatching,Self,Self,Self,449,0.449,1,United Kingdom
2769,8,Self,Nonmatching,Self,Self,Self,411,0.411,1,United Kingdom
2770,8,Self,Nonmatching,Self,Self,Self,479,0.479,1,United Kingdom
2771,8,Self,Nonmatching,Self,Self,Self,506,0.506,1,United Kingdom
2772,8,Self,Nonmatching,Self,Self,Self,541,0.541,1,United Kingdom
2773,8,Self,Nonmatching,Self,Self,Self,610,0.61,1,United Kingdom
2774,8,Self,Nonmatching,Self,Self,Self,361,0.361,0,United Kingdom
2775,8,Self,Nonmatching,Self,Self,Self,565,0.565,1,United Kingdom
2776,8,Self,Nonmatching,Self,Self,Self,767,0.767,1,United Kingdom
2777,8,Self,Nonmatching,Self,Self,Self,337,0.337,0,United Kingdom
2778,8,Self,Nonmatching,Self,Self,Self,549,0.549,1,United Kingdom
2779,8,Self,Nonmatching,Self,Self,Self,493,0.493,1,United Kingdom
2780,8,Self,Nonmatching,Self,Self,Self,313,0.313,0,United Kingdom
2781,8,Self,Nonmatching,Self,Self,Self,604,0.604,1,United Kingdom
2782,8,Self,Nonmatching,Self,Self,Self,405,0.405,1,United Kingdom
2783,8,Self,Nonmatching,Self,Self,Self,549,0.549,1,United Kingdom
2784,8,Self,Nonmatching,Self,Self,Self,453,0.453,1,United Kingdom
2785,8,Self,Nonmatching,Self,Self,Self,529,0.529,1,United Kingdom
2786,8,Self,Nonmatching,Self,Self,Self,536,0.536,1,United Kingdom
2787,8,Self,Nonmatching,Self,Self,Self,360,0.36,0,United Kingdom
2788,8,Self,Nonmatching,Self,Self,Self,250,0.25,1,United Kingdom
2789,8,Self,Nonmatching,Self,Self,Self,479,0.479,1,United Kingdom
2790,8,Self,Nonmatching,Self,Self,Self,551,0.551,0,United Kingdom
2791,8,Self,Nonmatching,Self,Self,Self,283,0.283,0,United Kingdom
2792,8,Self,Nonmatching,Self,Self,Self,208,0.208,0,United Kingdom
2793,8,Self,Nonmatching,Self,Self,Self,387,0.387,0,United Kingdom
2794,8,Self,Nonmatching,Self,Self,Self,559,0.559,1,United Kingdom
2795,8,Self,Nonmatching,Self,Self,Self,489,0.489,0,United Kingdom
2796,8,Self,Nonmatching,Self,Self,Self,463,0.463,0,United Kingdom
2797,8,Self,Nonmatching,Self,Self,Self,406,0.406,1,United Kingdom
2798,8,Self,Nonmatching,Self,Self,Self,351,0.351,0,United Kingdom
2799,8,Self,Nonmatching,Self,Self,Self,315,0.315,0,United Kingdom
2800,8,Self,Nonmatching,Self,Self,Self,262,0.262,1,United Kingdom
2801,8,Self,Nonmatching,Self,Self,Self,331,0.331,1,United Kingdom
2802,8,Self,Nonmatching,Self,Self,Self,482,0.482,1,United Kingdom
2803,8,Self,Nonmatching,Self,Self,Self,219,0.219,0,United Kingdom
