,Subject,Age,Gender,Handedness,Shape,Label,Identity,Matching,Response,RT_ms,RT_sec,ACC,Country
1,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,1070,1.07,0,Germany
2,1,25,female,right,Kreis.png,Ich,Self,Matching,d,836,0.836,1,Germany
3,1,25,female,right,Kreis.png,Ich,Self,Matching,d,897,0.897,1,Germany
4,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,713,0.713,0,Germany
5,1,25,female,right,Kreis.png,Ich,Self,Matching,d,624,0.624,1,Germany
6,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,1039,1.039,1,Germany
7,1,25,female,right,Kreis.png,Ich,Self,Matching,d,708,0.708,1,Germany
8,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,723,0.723,0,Germany
9,1,25,female,right,Kreis.png,Ich,Self,Matching,d,890,0.89,1,Germany
10,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,943,0.943,1,Germany
11,1,25,female,right,Kreis.png,Ich,Self,Matching,d,618,0.618,1,Germany
12,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,777,0.777,0,Germany
13,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,795,0.795,1,Germany
14,1,25,female,right,Kreis.png,Ich,Self,Matching,d,684,0.684,1,Germany
15,1,25,female,right,Kreis.png,Ich,Self,Matching,d,1090,1.09,1,Germany
16,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,1184,1.184,1,Germany
17,1,25,female,right,Kreis.png,Ich,Self,Matching,d,556,0.556,1,Germany
18,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,812,0.812,1,Germany
19,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,792,0.792,1,Germany
20,1,25,female,right,Kreis.png,Ich,Self,Matching,d,841,0.841,1,Germany
21,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,1404,1.404,1,Germany
22,1,25,female,right,Kreis.png,Ich,Self,Matching,d,812,0.812,1,Germany
23,1,25,female,right,Kreis.png,Ich,Self,Matching,d,1055,1.055,1,Germany
24,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,1381,1.381,0,Germany
25,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,1213,1.213,1,Germany
26,1,25,female,right,Kreis.png,Ich,Self,Matching,d,547,0.547,1,Germany
27,1,25,female,right,Kreis.png,Ich,Self,Matching,d,399,0.399,1,Germany
28,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,690,0.69,1,Germany
29,1,25,female,right,Kreis.png,Ich,Self,Matching,d,705,0.705,1,Germany
30,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,784,0.784,1,Germany
31,1,25,female,right,Kreis.png,Ich,Self,Matching,d,582,0.582,1,Germany
32,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,496,0.496,0,Germany
33,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,907,0.907,1,Germany
34,1,25,female,right,Kreis.png,Ich,Self,Matching,d,680,0.68,1,Germany
35,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,919,0.919,1,Germany
36,1,25,female,right,Kreis.png,Ich,Self,Matching,d,594,0.594,1,Germany
37,1,25,female,right,Kreis.png,Ich,Self,Matching,d,639,0.639,1,Germany
38,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,483,0.483,0,Germany
39,1,25,female,right,Kreis.png,Ich,Self,Matching,d,682,0.682,1,Germany
40,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,512,0.512,0,Germany
41,1,25,female,right,Kreis.png,Ich,Self,Matching,d,530,0.53,1,Germany
42,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,749,0.749,0,Germany
43,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,2292,2.292,1,Germany
44,1,25,female,right,Kreis.png,Ich,Self,Matching,d,704,0.704,1,Germany
45,1,25,female,right,Kreis.png,Ich,Self,Matching,d,1293,1.293,1,Germany
46,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,1301,1.301,1,Germany
47,1,25,female,right,Kreis.png,Ich,Self,Matching,d,657,0.657,1,Germany
48,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,847,0.847,1,Germany
49,1,25,female,right,Kreis.png,Ich,Self,Matching,d,584,0.584,1,Germany
50,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,660,0.66,1,Germany
51,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,678,0.678,1,Germany
52,1,25,female,right,Kreis.png,Ich,Self,Matching,d,978,0.978,1,Germany
53,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,748,0.748,1,Germany
54,1,25,female,right,Kreis.png,Ich,Self,Matching,d,653,0.653,1,Germany
55,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,728,0.728,1,Germany
56,1,25,female,right,Kreis.png,Ich,Self,Matching,d,697,0.697,1,Germany
57,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,1251,1.251,1,Germany
58,1,25,female,right,Kreis.png,Ich,Self,Matching,d,525,0.525,1,Germany
59,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,759,0.759,1,Germany
60,1,25,female,right,Kreis.png,Ich,Self,Matching,d,589,0.589,1,Germany
61,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,703,0.703,1,Germany
62,1,25,female,right,Kreis.png,Ich,Self,Matching,d,758,0.758,1,Germany
63,1,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,684,0.684,1,Germany
64,1,25,female,right,Kreis.png,Ich,Self,Matching,d,605,0.605,1,Germany
65,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,980,0.98,1,Germany
66,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,765,0.765,1,Germany
67,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,1180,1.18,1,Germany
68,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,762,0.762,1,Germany
69,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,1322,1.322,1,Germany
70,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,1033,1.033,1,Germany
71,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,934,0.934,0,Germany
72,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,949,0.949,1,Germany
73,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,2695,2.695,1,Germany
74,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,963,0.963,1,Germany
75,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,931,0.931,1,Germany
76,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,849,0.849,1,Germany
77,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,786,0.786,1,Germany
78,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,869,0.869,1,Germany
79,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,876,0.876,0,Germany
80,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,1187,1.187,1,Germany
81,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,830,0.83,1,Germany
82,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,924,0.924,1,Germany
83,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,896,0.896,1,Germany
84,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,675,0.675,1,Germany
85,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,2468,2.468,1,Germany
86,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,713,0.713,1,Germany
87,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,540,0.54,1,Germany
88,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,d,561,0.561,0,Germany
89,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,682,0.682,1,Germany
90,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,671,0.671,1,Germany
91,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,543,0.543,1,Germany
92,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,639,0.639,1,Germany
93,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,630,0.63,1,Germany
94,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,620,0.62,1,Germany
95,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,1185,1.185,1,Germany
96,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,837,0.837,1,Germany
97,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,835,0.835,1,Germany
98,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,637,0.637,0,Germany
99,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,733,0.733,1,Germany
100,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,904,0.904,1,Germany
101,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,766,0.766,1,Germany
102,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,670,0.67,1,Germany
103,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,647,0.647,1,Germany
104,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,685,0.685,1,Germany
105,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,673,0.673,1,Germany
106,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,697,0.697,1,Germany
107,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,1010,1.01,1,Germany
108,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,997,0.997,1,Germany
109,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,1038,1.038,1,Germany
110,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,700,0.7,1,Germany
111,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,1008,1.008,1,Germany
112,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,638,0.638,1,Germany
113,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,617,0.617,1,Germany
114,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,606,0.606,1,Germany
115,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,743,0.743,1,Germany
116,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,1021,1.021,1,Germany
117,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,784,0.784,1,Germany
118,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,1096,1.096,1,Germany
119,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,1142,1.142,1,Germany
120,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,1036,1.036,1,Germany
121,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,720,0.72,1,Germany
122,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,642,0.642,1,Germany
123,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,538,0.538,1,Germany
124,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,946,0.946,1,Germany
125,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,697,0.697,1,Germany
126,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,591,0.591,1,Germany
127,1,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,645,0.645,1,Germany
128,1,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,578,0.578,1,Germany
129,2,25,female,right,Kreis.png,Ich,Self,Matching,d,503,0.503,1,Germany
130,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,685,0.685,1,Germany
131,2,25,female,right,Kreis.png,Ich,Self,Matching,d,941,0.941,1,Germany
132,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,831,0.831,1,Germany
133,2,25,female,right,Kreis.png,Ich,Self,Matching,d,866,0.866,1,Germany
134,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,627,0.627,0,Germany
135,2,25,female,right,Kreis.png,Ich,Self,Matching,d,564,0.564,1,Germany
136,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,242,0.242,0,Germany
137,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,804,0.804,1,Germany
138,2,25,female,right,Kreis.png,Ich,Self,Matching,d,632,0.632,1,Germany
139,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,702,0.702,0,Germany
140,2,25,female,right,Kreis.png,Ich,Self,Matching,d,431,0.431,1,Germany
141,2,25,female,right,Kreis.png,Ich,Self,Matching,d,441,0.441,1,Germany
142,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,390,0.39,0,Germany
143,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,369,0.369,0,Germany
144,2,25,female,right,Kreis.png,Ich,Self,Matching,d,431,0.431,1,Germany
145,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,502,0.502,0,Germany
146,2,25,female,right,Kreis.png,Ich,Self,Matching,d,600,0.6,1,Germany
147,2,25,female,right,Kreis.png,Ich,Self,Matching,d,368,0.368,1,Germany
148,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,681,0.681,1,Germany
149,2,25,female,right,Kreis.png,Ich,Self,Matching,d,405,0.405,1,Germany
150,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,606,0.606,0,Germany
151,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,661,0.661,0,Germany
152,2,25,female,right,Kreis.png,Ich,Self,Matching,d,422,0.422,1,Germany
153,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,437,0.437,0,Germany
154,2,25,female,right,Kreis.png,Ich,Self,Matching,d,406,0.406,1,Germany
155,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,869,0.869,0,Germany
156,2,25,female,right,Kreis.png,Ich,Self,Matching,d,340,0.34,1,Germany
157,2,25,female,right,Kreis.png,Ich,Self,Matching,d,326,0.326,1,Germany
158,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,403,0.403,0,Germany
159,2,25,female,right,Kreis.png,Ich,Self,Matching,d,318,0.318,1,Germany
160,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,413,0.413,0,Germany
161,2,25,female,right,Kreis.png,Ich,Self,Matching,d,352,0.352,1,Germany
162,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,306,0.306,0,Germany
163,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,399,0.399,0,Germany
164,2,25,female,right,Kreis.png,Ich,Self,Matching,d,184,0.184,1,Germany
165,2,25,female,right,Kreis.png,Ich,Self,Matching,d,232,0.232,1,Germany
166,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,312,0.312,0,Germany
167,2,25,female,right,Kreis.png,Ich,Self,Matching,d,278,0.278,1,Germany
168,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,329,0.329,1,Germany
169,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,381,0.381,0,Germany
170,2,25,female,right,Kreis.png,Ich,Self,Matching,d,380,0.38,1,Germany
171,2,25,female,right,Kreis.png,Ich,Self,Matching,d,335,0.335,1,Germany
172,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,476,0.476,0,Germany
173,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,425,0.425,0,Germany
174,2,25,female,right,Kreis.png,Ich,Self,Matching,d,414,0.414,1,Germany
175,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,355,0.355,0,Germany
176,2,25,female,right,Kreis.png,Ich,Self,Matching,d,304,0.304,1,Germany
177,2,25,female,right,Kreis.png,Ich,Self,Matching,d,280,0.28,1,Germany
178,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,323,0.323,0,Germany
179,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,439,0.439,0,Germany
180,2,25,female,right,Kreis.png,Ich,Self,Matching,d,337,0.337,1,Germany
181,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,617,0.617,1,Germany
182,2,25,female,right,Kreis.png,Ich,Self,Matching,d,492,0.492,1,Germany
183,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,408,0.408,0,Germany
184,2,25,female,right,Kreis.png,Ich,Self,Matching,d,362,0.362,1,Germany
185,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,k,394,0.394,0,Germany
186,2,25,female,right,Kreis.png,Ich,Self,Matching,d,329,0.329,1,Germany
187,2,25,female,right,Kreis.png,Ich,Self,Matching,k,457,0.457,0,Germany
188,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,489,0.489,1,Germany
189,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,509,0.509,1,Germany
190,2,25,female,right,Kreis.png,Ich,Self,Matching,d,488,0.488,1,Germany
191,2,25,female,right,Dreieck.png,Fremder,Stranger,Matching,d,475,0.475,1,Germany
192,2,25,female,right,Kreis.png,Ich,Self,Matching,k,547,0.547,0,Germany
193,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,928,0.928,1,Germany
194,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,509,0.509,1,Germany
195,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,650,0.65,0,Germany
196,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,952,0.952,1,Germany
197,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,835,0.835,0,Germany
198,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,672,0.672,1,Germany
