,Subject,Age,Gender,Handedness,Shape,Label,Identity,Matching,Response,RT_ms,RT_sec,ACC,Country
199,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,413,0.413,0,Germany
200,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,d,509,0.509,0,Germany
201,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,968,0.968,1,Germany
202,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,873,0.873,1,Germany
203,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,1084,1.084,1,Germany
204,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,533,0.533,1,Germany
205,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,398,0.398,1,Germany
206,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,513,0.513,1,Germany
207,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,d,396,0.396,0,Germany
208,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,331,0.331,0,Germany
209,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,534,0.534,1,Germany
210,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,523,0.523,0,Germany
211,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,454,0.454,1,Germany
212,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,642,0.642,1,Germany
213,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,654,0.654,1,Germany
214,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,616,0.616,1,Germany
215,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,385,0.385,1,Germany
216,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,291,0.291,0,Germany
217,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,456,0.456,0,Germany
218,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,449,0.449,1,Germany
219,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,d,799,0.799,0,Germany
220,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,12,0.012,1,Germany
221,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,677,0.677,1,Germany
222,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,423,0.423,1,Germany
223,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,440,0.44,1,Germany
224,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,447,0.447,1,Germany
225,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,346,0.346,1,Germany
226,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,510,0.51,1,Germany
227,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,52,0.052,0,Germany
228,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,382,0.382,1,Germany
229,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,269,0.269,1,Germany
230,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,293,0.293,0,Germany
231,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,398,0.398,1,Germany
232,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,d,331,0.331,0,Germany
233,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,447,0.447,1,Germany
234,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,419,0.419,0,Germany
235,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,474,0.474,1,Germany
236,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,458,0.458,1,Germany
237,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,507,0.507,1,Germany
238,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,539,0.539,1,Germany
239,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,334,0.334,1,Germany
240,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,310,0.31,0,Germany
241,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,239,0.239,1,Germany
242,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,d,287,0.287,0,Germany
243,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,581,0.581,1,Germany
244,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,468,0.468,1,Germany
245,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,d,715,0.715,0,Germany
246,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,254,0.254,0,Germany
247,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,656,0.656,1,Germany
248,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,467,0.467,1,Germany
249,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,1024,1.024,1,Germany
250,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,441,0.441,1,Germany
251,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,589,0.589,1,Germany
252,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,340,0.34,0,Germany
253,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,d,254,0.254,0,Germany
254,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,k,536,0.536,1,Germany
255,2,25,female,right,Kreis.png,Fremder,Stranger,Nonmatching,k,587,0.587,1,Germany
256,2,25,female,right,Dreieck.png,Ich,Self,Nonmatching,d,316,0.316,0,Germany
257,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,1918,1.918,1,Germany
258,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,1377,1.377,1,Germany
259,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,k,3189,3.189,0,Germany
260,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,899,0.899,1,Germany
261,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,680,0.68,1,Germany
262,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,k,1221,1.221,0,Germany
263,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,615,0.615,1,Germany
264,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,509,0.509,1,Germany
265,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,631,0.631,1,Germany
266,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,1046,1.046,1,Germany
267,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,619,0.619,1,Germany
268,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,488,0.488,1,Germany
269,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,607,0.607,1,Germany
270,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,495,0.495,1,Germany
271,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,k,653,0.653,0,Germany
272,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,457,0.457,1,Germany
273,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,721,0.721,1,Germany
274,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,580,0.58,1,Germany
275,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,1389,1.389,1,Germany
276,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,688,0.688,1,Germany
277,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,623,0.623,1,Germany
278,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,892,0.892,1,Germany
279,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,626,0.626,1,Germany
280,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,730,0.73,1,Germany
281,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,688,0.688,1,Germany
282,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,718,0.718,1,Germany
283,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,648,0.648,1,Germany
284,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,677,0.677,1,Germany
285,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,795,0.795,1,Germany
286,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,1266,1.266,1,Germany
287,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,650,0.65,1,Germany
288,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,791,0.791,1,Germany
289,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,988,0.988,1,Germany
290,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,633,0.633,1,Germany
291,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,587,0.587,1,Germany
292,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,770,0.77,1,Germany
293,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,964,0.964,1,Germany
294,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,616,0.616,1,Germany
295,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,755,0.755,1,Germany
296,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,745,0.745,1,Germany
297,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,992,0.992,1,Germany
298,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,647,0.647,1,Germany
299,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,492,0.492,1,Germany
300,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,1703,1.703,1,Germany
301,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,1161,1.161,1,Germany
302,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,587,0.587,1,Germany
303,3,20,female,left,Dreieck.png,Ich,Self,Matching,k,585,0.585,0,Germany
304,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,789,0.789,1,Germany
305,3,20,female,left,Dreieck.png,Ich,Self,Matching,d,862,0.862,1,Germany
306,3,20,female,left,Kreis.png,Fremder,Stranger,Matching,d,630,0.63,1,Germany
