,Subject,Gender,Age,Handedness,Matching,Origin_Identity,English_Identity,Identity,RT_ms,RT_sec,ACC,Country
167,2,female,21,left,Matching,Ich,Self,Self,507,0.507,1,Germany
168,2,female,21,left,Matching,Ich,Self,Self,417,0.417,1,Germany
169,2,female,21,left,Matching,Ich,Self,Self,421,0.421,1,Germany
170,2,female,21,left,Matching,Ich,Self,Self,450,0.45,1,Germany
171,2,female,21,left,Matching,Ich,Self,Self,411,0.411,0,Germany
172,2,female,21,left,Matching,Ich,Self,Self,427,0.427,1,Germany
173,2,female,21,left,Matching,Ich,Self,Self,515,0.515,1,Germany
174,2,female,21,left,Matching,Ich,Self,Self,431,0.431,1,Germany
175,2,female,21,left,Matching,Ich,Self,Self,408,0.408,1,Germany
176,2,female,21,left,Matching,Ich,Self,Self,482,0.482,1,Germany
177,2,female,21,left,Matching,Ich,Self,Self,460,0.46,1,Germany
178,2,female,21,left,Matching,Ich,Self,Self,464,0.464,1,Germany
179,2,female,21,left,Matching,Ich,Self,Self,474,0.474,1,Germany
180,2,female,21,left,Matching,Ich,Self,Self,438,0.438,1,Germany
181,2,female,21,left,Matching,Mutter,Mother,Close,1545,1.545,1,Germany
182,2,female,21,left,Matching,Mutter,Mother,Close,341,0.341,1,Germany
183,2,female,21,left,Matching,Mutter,Mother,Close,715,0.715,1,Germany
184,2,female,21,left,Matching,Mutter,Mother,Close,503,0.503,1,Germany
185,2,female,21,left,Matching,Mutter,Mother,Close,517,0.517,1,Germany
186,2,female,21,left,Matching,Mutter,Mother,Close,607,0.607,1,Germany
187,2,female,21,left,Matching,Mutter,Mother,Close,396,0.396,1,Germany
188,2,female,21,left,Matching,Mutter,Mother,Close,551,0.551,1,Germany
189,2,female,21,left,Matching,Mutter,Mother,Close,508,0.508,1,Germany
190,2,female,21,left,Matching,Mutter,Mother,Close,467,0.467,1,Germany
191,2,female,21,left,Matching,Mutter,Mother,Close,354,0.354,1,Germany
192,2,female,21,left,Matching,Mutter,Mother,Close,445,0.445,1,Germany
193,2,female,21,left,Matching,Mutter,Mother,Close,409,0.409,0,Germany
194,2,female,21,left,Matching,Mutter,Mother,Close,611,0.611,1,Germany
195,2,female,21,left,Matching,Mutter,Mother,Close,332,0.332,1,Germany
196,2,female,21,left,Matching,Mutter,Mother,Close,539,0.539,1,Germany
197,2,female,21,left,Matching,Mutter,Mother,Close,579,0.579,1,Germany
198,2,female,21,left,Matching,Mutter,Mother,Close,542,0.542,1,Germany
199,2,female,21,left,Matching,none,none,NonPerson,368,0.368,1,Germany
200,2,female,21,left,Matching,none,none,NonPerson,484,0.484,1,Germany
201,2,female,21,left,Matching,none,none,NonPerson,497,0.497,1,Germany
202,2,female,21,left,Matching,none,none,NonPerson,513,0.513,1,Germany
203,2,female,21,left,Matching,none,none,NonPerson,337,0.337,1,Germany
204,2,female,21,left,Matching,none,none,NonPerson,516,0.516,1,Germany
205,2,female,21,left,Matching,none,none,NonPerson,400,0.4,1,Germany
206,2,female,21,left,Matching,none,none,NonPerson,435,0.435,1,Germany
207,2,female,21,left,Matching,none,none,NonPerson,425,0.425,0,Germany
208,2,female,21,left,Matching,none,none,NonPerson,403,0.403,1,Germany
209,2,female,21,left,Matching,none,none,NonPerson,533,0.533,1,Germany
210,2,female,21,left,Matching,none,none,NonPerson,471,0.471,1,Germany
211,2,female,21,left,Matching,none,none,NonPerson,416,0.416,1,Germany
212,2,female,21,left,Matching,none,none,NonPerson,356,0.356,1,Germany
213,2,female,21,left,Matching,none,none,NonPerson,543,0.543,1,Germany
214,2,female,21,left,Matching,none,none,NonPerson,476,0.476,1,Germany
215,2,female,21,left,Matching,none,none,NonPerson,432,0.432,1,Germany
216,2,female,21,left,Matching,none,none,NonPerson,491,0.491,1,Germany
217,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,440,0.44,1,Germany
218,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,373,0.373,0,Germany
219,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,389,0.389,1,Germany
220,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,412,0.412,1,Germany
221,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,360,0.36,1,Germany
222,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,499,0.499,1,Germany
223,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,620,0.62,1,Germany
224,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,372,0.372,1,Germany
225,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,392,0.392,1,Germany
226,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,371,0.371,1,Germany
227,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,566,0.566,1,Germany
228,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,443,0.443,1,Germany
229,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,348,0.348,1,Germany
230,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,322,0.322,1,Germany
231,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,387,0.387,1,Germany
232,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,358,0.358,1,Germany
233,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,410,0.41,1,Germany
234,2,female,21,left,Nonmatching,Bekannter,Acquaintance,Close,349,0.349,0,Germany
235,2,female,21,left,Nonmatching,Ich,Self,Self,501,0.501,1,Germany
236,2,female,21,left,Nonmatching,Ich,Self,Self,378,0.378,1,Germany
237,2,female,21,left,Nonmatching,Ich,Self,Self,446,0.446,1,Germany
238,2,female,21,left,Nonmatching,Ich,Self,Self,406,0.406,1,Germany
239,2,female,21,left,Nonmatching,Ich,Self,Self,409,0.409,1,Germany
240,2,female,21,left,Nonmatching,Ich,Self,Self,744,0.744,1,Germany
241,2,female,21,left,Nonmatching,Ich,Self,Self,509,0.509,1,Germany
242,2,female,21,left,Nonmatching,Ich,Self,Self,451,0.451,1,Germany
243,2,female,21,left,Nonmatching,Ich,Self,Self,397,0.397,1,Germany
244,2,female,21,left,Nonmatching,Ich,Self,Self,616,0.616,1,Germany
245,2,female,21,left,Nonmatching,Ich,Self,Self,600,0.6,1,Germany
246,2,female,21,left,Nonmatching,Ich,Self,Self,482,0.482,1,Germany
247,2,female,21,left,Nonmatching,Ich,Self,Self,370,0.37,1,Germany
248,2,female,21,left,Nonmatching,Ich,Self,Self,486,0.486,1,Germany
249,2,female,21,left,Nonmatching,Ich,Self,Self,404,0.404,1,Germany
250,2,female,21,left,Nonmatching,Ich,Self,Self,576,0.576,1,Germany
251,2,female,21,left,Nonmatching,Ich,Self,Self,424,0.424,1,Germany
252,2,female,21,left,Nonmatching,Ich,Self,Self,482,0.482,1,Germany
253,2,female,21,left,Nonmatching,Mutter,Mother,Close,784,0.784,1,Germany
254,2,female,21,left,Nonmatching,Mutter,Mother,Close,426,0.426,1,Germany
255,2,female,21,left,Nonmatching,Mutter,Mother,Close,543,0.543,1,Germany
256,2,female,21,left,Nonmatching,Mutter,Mother,Close,439,0.439,1,Germany
257,2,female,21,left,Nonmatching,Mutter,Mother,Close,434,0.434,1,Germany
258,2,female,21,left,Nonmatching,Mutter,Mother,Close,579,0.579,1,Germany
259,2,female,21,left,Nonmatching,Mutter,Mother,Close,568,0.568,1,Germany
260,2,female,21,left,Nonmatching,Mutter,Mother,Close,429,0.429,1,Germany
261,2,female,21,left,Nonmatching,Mutter,Mother,Close,441,0.441,1,Germany
262,2,female,21,left,Nonmatching,Mutter,Mother,Close,389,0.389,0,Germany
263,2,female,21,left,Nonmatching,Mutter,Mother,Close,413,0.413,1,Germany
264,2,female,21,left,Nonmatching,Mutter,Mother,Close,486,0.486,1,Germany
265,2,female,21,left,Nonmatching,Mutter,Mother,Close,591,0.591,1,Germany
266,2,female,21,left,Nonmatching,Mutter,Mother,Close,469,0.469,1,Germany
267,2,female,21,left,Nonmatching,Mutter,Mother,Close,469,0.469,0,Germany
268,2,female,21,left,Nonmatching,Mutter,Mother,Close,696,0.696,1,Germany
269,2,female,21,left,Nonmatching,Mutter,Mother,Close,426,0.426,1,Germany
270,2,female,21,left,Nonmatching,Mutter,Mother,Close,482,0.482,1,Germany
271,2,female,21,left,Nonmatching,none,none,NonPerson,435,0.435,1,Germany
272,2,female,21,left,Nonmatching,none,none,NonPerson,524,0.524,1,Germany
273,2,female,21,left,Nonmatching,none,none,NonPerson,536,0.536,1,Germany
274,2,female,21,left,Nonmatching,none,none,NonPerson,413,0.413,1,Germany
275,2,female,21,left,Nonmatching,none,none,NonPerson,618,0.618,1,Germany
276,2,female,21,left,Nonmatching,none,none,NonPerson,474,0.474,1,Germany
277,2,female,21,left,Nonmatching,none,none,NonPerson,523,0.523,1,Germany
278,2,female,21,left,Nonmatching,none,none,NonPerson,441,0.441,1,Germany
279,2,female,21,left,Nonmatching,none,none,NonPerson,357,0.357,1,Germany
280,2,female,21,left,Nonmatching,none,none,NonPerson,441,0.441,1,Germany
281,2,female,21,left,Nonmatching,none,none,NonPerson,450,0.45,1,Germany
282,2,female,21,left,Nonmatching,none,none,NonPerson,545,0.545,1,Germany
283,2,female,21,left,Nonmatching,none,none,NonPerson,564,0.564,1,Germany
284,2,female,21,left,Nonmatching,none,none,NonPerson,558,0.558,1,Germany
285,2,female,21,left,Nonmatching,none,none,NonPerson,526,0.526,1,Germany
286,2,female,21,left,Nonmatching,none,none,NonPerson,485,0.485,1,Germany
287,2,female,21,left,Nonmatching,none,none,NonPerson,554,0.554,1,Germany
288,2,female,21,left,Nonmatching,none,none,NonPerson,475,0.475,1,Germany
289,3,male,20,right,Matching,Bekannter,Acquaintance,Close,1324,1.324,1,Germany
290,3,male,20,right,Matching,Bekannter,Acquaintance,Close,720,0.72,1,Germany
291,3,male,20,right,Matching,Bekannter,Acquaintance,Close,395,0.395,1,Germany
292,3,male,20,right,Matching,Bekannter,Acquaintance,Close,407,0.407,1,Germany
293,3,male,20,right,Matching,Bekannter,Acquaintance,Close,712,0.712,1,Germany
294,3,male,20,right,Matching,Bekannter,Acquaintance,Close,443,0.443,1,Germany
295,3,male,20,right,Matching,Bekannter,Acquaintance,Close,370,0.37,1,Germany
296,3,male,20,right,Matching,Bekannter,Acquaintance,Close,413,0.413,1,Germany
297,3,male,20,right,Matching,Bekannter,Acquaintance,Close,368,0.368,1,Germany
298,3,male,20,right,Matching,Bekannter,Acquaintance,Close,481,0.481,1,Germany
299,3,male,20,right,Matching,Bekannter,Acquaintance,Close,514,0.514,1,Germany
300,3,male,20,right,Matching,Bekannter,Acquaintance,Close,427,0.427,1,Germany
301,3,male,20,right,Matching,Bekannter,Acquaintance,Close,564,0.564,1,Germany
302,3,male,20,right,Matching,Bekannter,Acquaintance,Close,457,0.457,1,Germany
303,3,male,20,right,Matching,Bekannter,Acquaintance,Close,544,0.544,1,Germany
304,3,male,20,right,Matching,Bekannter,Acquaintance,Close,538,0.538,1,Germany
305,3,male,20,right,Matching,Bekannter,Acquaintance,Close,467,0.467,1,Germany
306,3,male,20,right,Matching,Bekannter,Acquaintance,Close,563,0.563,1,Germany
307,3,male,20,right,Matching,Ich,Self,Self,791,0.791,1,Germany
308,3,male,20,right,Matching,Ich,Self,Self,665,0.665,1,Germany
309,3,male,20,right,Matching,Ich,Self,Self,493,0.493,1,Germany
310,3,male,20,right,Matching,Ich,Self,Self,544,0.544,1,Germany
311,3,male,20,right,Matching,Ich,Self,Self,591,0.591,1,Germany
312,3,male,20,right,Matching,Ich,Self,Self,415,0.415,1,Germany
313,3,male,20,right,Matching,Ich,Self,Self,398,0.398,1,Germany
314,3,male,20,right,Matching,Ich,Self,Self,417,0.417,0,Germany
315,3,male,20,right,Matching,Ich,Self,Self,433,0.433,1,Germany
316,3,male,20,right,Matching,Ich,Self,Self,514,0.514,1,Germany
317,3,male,20,right,Matching,Ich,Self,Self,536,0.536,1,Germany
318,3,male,20,right,Matching,Ich,Self,Self,489,0.489,1,Germany
319,3,male,20,right,Matching,Ich,Self,Self,652,0.652,1,Germany
320,3,male,20,right,Matching,Ich,Self,Self,574,0.574,1,Germany
321,3,male,20,right,Matching,Ich,Self,Self,504,0.504,1,Germany
322,3,male,20,right,Matching,Ich,Self,Self,356,0.356,1,Germany
323,3,male,20,right,Matching,Ich,Self,Self,361,0.361,1,Germany
324,3,male,20,right,Matching,Ich,Self,Self,419,0.419,1,Germany
325,3,male,20,right,Matching,Mutter,Mother,Close,929,0.929,1,Germany
326,3,male,20,right,Matching,Mutter,Mother,Close,718,0.718,1,Germany
327,3,male,20,right,Matching,Mutter,Mother,Close,575,0.575,1,Germany
328,3,male,20,right,Matching,Mutter,Mother,Close,647,0.647,1,Germany
329,3,male,20,right,Matching,Mutter,Mother,Close,434,0.434,1,Germany
330,3,male,20,right,Matching,Mutter,Mother,Close,398,0.398,0,Germany
331,3,male,20,right,Matching,Mutter,Mother,Close,640,0.64,1,Germany
332,3,male,20,right,Matching,Mutter,Mother,Close,595,0.595,1,Germany
333,3,male,20,right,Matching,Mutter,Mother,Close,388,0.388,1,Germany
334,3,male,20,right,Matching,Mutter,Mother,Close,431,0.431,0,Germany
335,3,male,20,right,Matching,Mutter,Mother,Close,591,0.591,1,Germany
336,3,male,20,right,Matching,Mutter,Mother,Close,476,0.476,1,Germany
337,3,male,20,right,Matching,Mutter,Mother,Close,814,0.814,1,Germany
338,3,male,20,right,Matching,Mutter,Mother,Close,759,0.759,1,Germany
339,3,male,20,right,Matching,Mutter,Mother,Close,606,0.606,1,Germany
340,3,male,20,right,Matching,Mutter,Mother,Close,363,0.363,1,Germany
341,3,male,20,right,Matching,Mutter,Mother,Close,402,0.402,1,Germany
342,3,male,20,right,Matching,Mutter,Mother,Close,515,0.515,1,Germany
343,3,male,20,right,Matching,none,none,NonPerson,633,0.633,1,Germany
344,3,male,20,right,Matching,none,none,NonPerson,1253,1.253,1,Germany
345,3,male,20,right,Matching,none,none,NonPerson,837,0.837,1,Germany
346,3,male,20,right,Matching,none,none,NonPerson,732,0.732,1,Germany
347,3,male,20,right,Matching,none,none,NonPerson,667,0.667,1,Germany
348,3,male,20,right,Matching,none,none,NonPerson,517,0.517,1,Germany
349,3,male,20,right,Matching,none,none,NonPerson,768,0.768,1,Germany
350,3,male,20,right,Matching,none,none,NonPerson,418,0.418,1,Germany
351,3,male,20,right,Matching,none,none,NonPerson,526,0.526,1,Germany
352,3,male,20,right,Matching,none,none,NonPerson,488,0.488,1,Germany
353,3,male,20,right,Matching,none,none,NonPerson,526,0.526,1,Germany
