,Subject,Gender,Age,Handedness,Matching,Origin_Identity,English_Identity,Identity,RT_ms,RT_sec,ACC,Country
784,6,female,0,right,Matching,none,none,NonPerson,504,0.504,1,Germany
785,6,female,0,right,Matching,none,none,NonPerson,423,0.423,1,Germany
786,6,female,0,right,Matching,none,none,NonPerson,319,0.319,1,Germany
787,6,female,0,right,Matching,none,none,NonPerson,463,0.463,1,Germany
788,6,female,0,right,Matching,none,none,NonPerson,446,0.446,1,Germany
789,6,female,0,right,Matching,none,none,NonPerson,663,0.663,1,Germany
790,6,female,0,right,Matching,none,none,NonPerson,616,0.616,1,Germany
791,6,female,0,right,Matching,none,none,NonPerson,598,0.598,1,Germany
792,6,female,0,right,Matching,none,none,NonPerson,407,0.407,1,Germany
793,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,610,0.61,0,Germany
794,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,498,0.498,1,Germany
795,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,661,0.661,0,Germany
796,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,547,0.547,1,Germany
797,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,290,0.29,0,Germany
798,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,329,0.329,0,Germany
799,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,439,0.439,1,Germany
800,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,365,0.365,1,Germany
801,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,443,0.443,1,Germany
802,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,396,0.396,1,Germany
803,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,413,0.413,1,Germany
804,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,400,0.4,0,Germany
805,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,476,0.476,1,Germany
806,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,460,0.46,1,Germany
807,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,499,0.499,1,Germany
808,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,458,0.458,1,Germany
809,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,665,0.665,0,Germany
810,6,female,0,right,Nonmatching,Bekannter,Acquaintance,Close,624,0.624,1,Germany
811,6,female,0,right,Nonmatching,Ich,Self,Self,524,0.524,0,Germany
812,6,female,0,right,Nonmatching,Ich,Self,Self,841,0.841,1,Germany
813,6,female,0,right,Nonmatching,Ich,Self,Self,1029,1.029,1,Germany
814,6,female,0,right,Nonmatching,Ich,Self,Self,478,0.478,1,Germany
815,6,female,0,right,Nonmatching,Ich,Self,Self,277,0.277,1,Germany
816,6,female,0,right,Nonmatching,Ich,Self,Self,381,0.381,1,Germany
817,6,female,0,right,Nonmatching,Ich,Self,Self,497,0.497,1,Germany
818,6,female,0,right,Nonmatching,Ich,Self,Self,737,0.737,1,Germany
819,6,female,0,right,Nonmatching,Ich,Self,Self,400,0.4,1,Germany
820,6,female,0,right,Nonmatching,Ich,Self,Self,557,0.557,1,Germany
821,6,female,0,right,Nonmatching,Ich,Self,Self,385,0.385,1,Germany
822,6,female,0,right,Nonmatching,Ich,Self,Self,589,0.589,1,Germany
823,6,female,0,right,Nonmatching,Ich,Self,Self,352,0.352,1,Germany
824,6,female,0,right,Nonmatching,Ich,Self,Self,712,0.712,1,Germany
825,6,female,0,right,Nonmatching,Ich,Self,Self,405,0.405,1,Germany
826,6,female,0,right,Nonmatching,Ich,Self,Self,689,0.689,1,Germany
827,6,female,0,right,Nonmatching,Ich,Self,Self,530,0.53,1,Germany
828,6,female,0,right,Nonmatching,Ich,Self,Self,967,0.967,1,Germany
829,6,female,0,right,Nonmatching,Mutter,Mother,Close,1338,1.338,1,Germany
830,6,female,0,right,Nonmatching,Mutter,Mother,Close,544,0.544,1,Germany
831,6,female,0,right,Nonmatching,Mutter,Mother,Close,404,0.404,0,Germany
832,6,female,0,right,Nonmatching,Mutter,Mother,Close,407,0.407,1,Germany
833,6,female,0,right,Nonmatching,Mutter,Mother,Close,632,0.632,1,Germany
834,6,female,0,right,Nonmatching,Mutter,Mother,Close,2177,2.177,0,Germany
835,6,female,0,right,Nonmatching,Mutter,Mother,Close,457,0.457,1,Germany
836,6,female,0,right,Nonmatching,Mutter,Mother,Close,363,0.363,1,Germany
837,6,female,0,right,Nonmatching,Mutter,Mother,Close,436,0.436,1,Germany
838,6,female,0,right,Nonmatching,Mutter,Mother,Close,514,0.514,1,Germany
839,6,female,0,right,Nonmatching,Mutter,Mother,Close,320,0.32,1,Germany
840,6,female,0,right,Nonmatching,Mutter,Mother,Close,476,0.476,1,Germany
841,6,female,0,right,Nonmatching,Mutter,Mother,Close,392,0.392,1,Germany
842,6,female,0,right,Nonmatching,Mutter,Mother,Close,671,0.671,0,Germany
843,6,female,0,right,Nonmatching,Mutter,Mother,Close,473,0.473,1,Germany
844,6,female,0,right,Nonmatching,Mutter,Mother,Close,411,0.411,0,Germany
845,6,female,0,right,Nonmatching,Mutter,Mother,Close,600,0.6,1,Germany
846,6,female,0,right,Nonmatching,Mutter,Mother,Close,488,0.488,1,Germany
847,6,female,0,right,Nonmatching,none,none,NonPerson,615,0.615,1,Germany
848,6,female,0,right,Nonmatching,none,none,NonPerson,1580,1.58,1,Germany
849,6,female,0,right,Nonmatching,none,none,NonPerson,512,0.512,0,Germany
850,6,female,0,right,Nonmatching,none,none,NonPerson,592,0.592,0,Germany
851,6,female,0,right,Nonmatching,none,none,NonPerson,385,0.385,1,Germany
852,6,female,0,right,Nonmatching,none,none,NonPerson,447,0.447,1,Germany
853,6,female,0,right,Nonmatching,none,none,NonPerson,757,0.757,1,Germany
854,6,female,0,right,Nonmatching,none,none,NonPerson,352,0.352,1,Germany
855,6,female,0,right,Nonmatching,none,none,NonPerson,429,0.429,1,Germany
856,6,female,0,right,Nonmatching,none,none,NonPerson,543,0.543,1,Germany
857,6,female,0,right,Nonmatching,none,none,NonPerson,426,0.426,1,Germany
858,6,female,0,right,Nonmatching,none,none,NonPerson,308,0.308,1,Germany
859,6,female,0,right,Nonmatching,none,none,NonPerson,326,0.326,1,Germany
860,6,female,0,right,Nonmatching,none,none,NonPerson,464,0.464,1,Germany
861,6,female,0,right,Nonmatching,none,none,NonPerson,536,0.536,1,Germany
862,6,female,0,right,Nonmatching,none,none,NonPerson,442,0.442,1,Germany
863,6,female,0,right,Nonmatching,none,none,NonPerson,455,0.455,1,Germany
864,6,female,0,right,Nonmatching,none,none,NonPerson,579,0.579,1,Germany
865,7,female,21,right,Matching,Bekannter,Acquaintance,Close,772,0.772,1,Germany
866,7,female,21,right,Matching,Bekannter,Acquaintance,Close,902,0.902,1,Germany
867,7,female,21,right,Matching,Bekannter,Acquaintance,Close,501,0.501,1,Germany
868,7,female,21,right,Matching,Bekannter,Acquaintance,Close,559,0.559,1,Germany
869,7,female,21,right,Matching,Bekannter,Acquaintance,Close,498,0.498,1,Germany
870,7,female,21,right,Matching,Bekannter,Acquaintance,Close,808,0.808,1,Germany
871,7,female,21,right,Matching,Bekannter,Acquaintance,Close,469,0.469,0,Germany
872,7,female,21,right,Matching,Bekannter,Acquaintance,Close,443,0.443,1,Germany
873,7,female,21,right,Matching,Bekannter,Acquaintance,Close,554,0.554,1,Germany
874,7,female,21,right,Matching,Bekannter,Acquaintance,Close,470,0.47,1,Germany
875,7,female,21,right,Matching,Bekannter,Acquaintance,Close,362,0.362,1,Germany
876,7,female,21,right,Matching,Bekannter,Acquaintance,Close,388,0.388,1,Germany
877,7,female,21,right,Matching,Bekannter,Acquaintance,Close,572,0.572,1,Germany
878,7,female,21,right,Matching,Bekannter,Acquaintance,Close,373,0.373,1,Germany
879,7,female,21,right,Matching,Bekannter,Acquaintance,Close,501,0.501,1,Germany
880,7,female,21,right,Matching,Bekannter,Acquaintance,Close,489,0.489,1,Germany
881,7,female,21,right,Matching,Bekannter,Acquaintance,Close,465,0.465,1,Germany
882,7,female,21,right,Matching,Bekannter,Acquaintance,Close,426,0.426,1,Germany
883,7,female,21,right,Matching,Ich,Self,Self,566,0.566,1,Germany
884,7,female,21,right,Matching,Ich,Self,Self,419,0.419,1,Germany
885,7,female,21,right,Matching,Ich,Self,Self,326,0.326,0,Germany
886,7,female,21,right,Matching,Ich,Self,Self,632,0.632,1,Germany
887,7,female,21,right,Matching,Ich,Self,Self,717,0.717,1,Germany
888,7,female,21,right,Matching,Ich,Self,Self,528,0.528,1,Germany
889,7,female,21,right,Matching,Ich,Self,Self,567,0.567,1,Germany
890,7,female,21,right,Matching,Ich,Self,Self,602,0.602,1,Germany
891,7,female,21,right,Matching,Ich,Self,Self,466,0.466,1,Germany
892,7,female,21,right,Matching,Ich,Self,Self,490,0.49,0,Germany
893,7,female,21,right,Matching,Ich,Self,Self,433,0.433,1,Germany
894,7,female,21,right,Matching,Ich,Self,Self,527,0.527,1,Germany
895,7,female,21,right,Matching,Ich,Self,Self,303,0.303,1,Germany
896,7,female,21,right,Matching,Ich,Self,Self,279,0.279,1,Germany
897,7,female,21,right,Matching,Ich,Self,Self,452,0.452,1,Germany
898,7,female,21,right,Matching,Ich,Self,Self,376,0.376,1,Germany
899,7,female,21,right,Matching,Ich,Self,Self,589,0.589,1,Germany
900,7,female,21,right,Matching,Ich,Self,Self,458,0.458,1,Germany
901,7,female,21,right,Matching,Mutter,Mother,Close,720,0.72,1,Germany
902,7,female,21,right,Matching,Mutter,Mother,Close,587,0.587,1,Germany
903,7,female,21,right,Matching,Mutter,Mother,Close,332,0.332,1,Germany
904,7,female,21,right,Matching,Mutter,Mother,Close,636,0.636,1,Germany
905,7,female,21,right,Matching,Mutter,Mother,Close,490,0.49,1,Germany
906,7,female,21,right,Matching,Mutter,Mother,Close,484,0.484,1,Germany
907,7,female,21,right,Matching,Mutter,Mother,Close,415,0.415,1,Germany
908,7,female,21,right,Matching,Mutter,Mother,Close,408,0.408,1,Germany
909,7,female,21,right,Matching,Mutter,Mother,Close,415,0.415,1,Germany
910,7,female,21,right,Matching,Mutter,Mother,Close,486,0.486,1,Germany
911,7,female,21,right,Matching,Mutter,Mother,Close,442,0.442,1,Germany
912,7,female,21,right,Matching,Mutter,Mother,Close,374,0.374,1,Germany
913,7,female,21,right,Matching,Mutter,Mother,Close,302,0.302,1,Germany
914,7,female,21,right,Matching,Mutter,Mother,Close,502,0.502,1,Germany
915,7,female,21,right,Matching,Mutter,Mother,Close,392,0.392,1,Germany
916,7,female,21,right,Matching,Mutter,Mother,Close,885,0.885,1,Germany
917,7,female,21,right,Matching,Mutter,Mother,Close,504,0.504,1,Germany
918,7,female,21,right,Matching,Mutter,Mother,Close,571,0.571,1,Germany
919,7,female,21,right,Matching,none,none,NonPerson,908,0.908,0,Germany
920,7,female,21,right,Matching,none,none,NonPerson,586,0.586,1,Germany
921,7,female,21,right,Matching,none,none,NonPerson,716,0.716,1,Germany
922,7,female,21,right,Matching,none,none,NonPerson,862,0.862,1,Germany
923,7,female,21,right,Matching,none,none,NonPerson,465,0.465,1,Germany
924,7,female,21,right,Matching,none,none,NonPerson,518,0.518,1,Germany
925,7,female,21,right,Matching,none,none,NonPerson,405,0.405,1,Germany
926,7,female,21,right,Matching,none,none,NonPerson,405,0.405,1,Germany
927,7,female,21,right,Matching,none,none,NonPerson,588,0.588,1,Germany
928,7,female,21,right,Matching,none,none,NonPerson,597,0.597,1,Germany
929,7,female,21,right,Matching,none,none,NonPerson,373,0.373,1,Germany
930,7,female,21,right,Matching,none,none,NonPerson,357,0.357,1,Germany
931,7,female,21,right,Matching,none,none,NonPerson,378,0.378,1,Germany
932,7,female,21,right,Matching,none,none,NonPerson,509,0.509,1,Germany
933,7,female,21,right,Matching,none,none,NonPerson,484,0.484,1,Germany
934,7,female,21,right,Matching,none,none,NonPerson,553,0.553,1,Germany
935,7,female,21,right,Matching,none,none,NonPerson,398,0.398,1,Germany
936,7,female,21,right,Matching,none,none,NonPerson,580,0.58,1,Germany
937,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,1022,1.022,1,Germany
938,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,1012,1.012,1,Germany
939,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,536,0.536,1,Germany
940,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,781,0.781,1,Germany
941,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,974,0.974,1,Germany
942,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,807,0.807,1,Germany
943,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,460,0.46,0,Germany
944,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,476,0.476,1,Germany
945,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,511,0.511,1,Germany
946,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,434,0.434,1,Germany
947,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,350,0.35,1,Germany
948,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,495,0.495,1,Germany
949,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,407,0.407,1,Germany
950,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,320,0.32,1,Germany
951,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,420,0.42,1,Germany
952,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,405,0.405,0,Germany
953,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,631,0.631,1,Germany
954,7,female,21,right,Nonmatching,Bekannter,Acquaintance,Close,392,0.392,1,Germany
955,7,female,21,right,Nonmatching,Ich,Self,Self,801,0.801,1,Germany
956,7,female,21,right,Nonmatching,Ich,Self,Self,617,0.617,1,Germany
957,7,female,21,right,Nonmatching,Ich,Self,Self,530,0.53,1,Germany
958,7,female,21,right,Nonmatching,Ich,Self,Self,694,0.694,1,Germany
959,7,female,21,right,Nonmatching,Ich,Self,Self,552,0.552,1,Germany
960,7,female,21,right,Nonmatching,Ich,Self,Self,505,0.505,1,Germany
961,7,female,21,right,Nonmatching,Ich,Self,Self,442,0.442,1,Germany
962,7,female,21,right,Nonmatching,Ich,Self,Self,400,0.4,0,Germany
963,7,female,21,right,Nonmatching,Ich,Self,Self,617,0.617,1,Germany
964,7,female,21,right,Nonmatching,Ich,Self,Self,572,0.572,1,Germany
965,7,female,21,right,Nonmatching,Ich,Self,Self,410,0.41,1,Germany
966,7,female,21,right,Nonmatching,Ich,Self,Self,368,0.368,1,Germany
967,7,female,21,right,Nonmatching,Ich,Self,Self,471,0.471,1,Germany
968,7,female,21,right,Nonmatching,Ich,Self,Self,487,0.487,1,Germany
969,7,female,21,right,Nonmatching,Ich,Self,Self,828,0.828,1,Germany
970,7,female,21,right,Nonmatching,Ich,Self,Self,572,0.572,1,Germany
971,7,female,21,right,Nonmatching,Ich,Self,Self,573,0.573,1,Germany
972,7,female,21,right,Nonmatching,Ich,Self,Self,369,0.369,1,Germany
973,7,female,21,right,Nonmatching,Mutter,Mother,Close,1888,1.888,1,Germany
974,7,female,21,right,Nonmatching,Mutter,Mother,Close,642,0.642,1,Germany
975,7,female,21,right,Nonmatching,Mutter,Mother,Close,487,0.487,1,Germany
976,7,female,21,right,Nonmatching,Mutter,Mother,Close,579,0.579,1,Germany
977,7,female,21,right,Nonmatching,Mutter,Mother,Close,563,0.563,1,Germany
978,7,female,21,right,Nonmatching,Mutter,Mother,Close,539,0.539,1,Germany
979,7,female,21,right,Nonmatching,Mutter,Mother,Close,485,0.485,0,Germany
980,7,female,21,right,Nonmatching,Mutter,Mother,Close,636,0.636,1,Germany
981,7,female,21,right,Nonmatching,Mutter,Mother,Close,543,0.543,1,Germany
982,7,female,21,right,Nonmatching,Mutter,Mother,Close,653,0.653,1,Germany
983,7,female,21,right,Nonmatching,Mutter,Mother,Close,507,0.507,1,Germany
984,7,female,21,right,Nonmatching,Mutter,Mother,Close,370,0.37,1,Germany
985,7,female,21,right,Nonmatching,Mutter,Mother,Close,1297,1.297,1,Germany
986,7,female,21,right,Nonmatching,Mutter,Mother,Close,463,0.463,1,Germany
987,7,female,21,right,Nonmatching,Mutter,Mother,Close,602,0.602,1,Germany
988,7,female,21,right,Nonmatching,Mutter,Mother,Close,536,0.536,1,Germany
989,7,female,21,right,Nonmatching,Mutter,Mother,Close,511,0.511,1,Germany
990,7,female,21,right,Nonmatching,Mutter,Mother,Close,574,0.574,1,Germany
991,7,female,21,right,Nonmatching,none,none,NonPerson,939,0.939,1,Germany
992,7,female,21,right,Nonmatching,none,none,NonPerson,725,0.725,1,Germany
993,7,female,21,right,Nonmatching,none,none,NonPerson,377,0.377,1,Germany
994,7,female,21,right,Nonmatching,none,none,NonPerson,475,0.475,1,Germany
995,7,female,21,right,Nonmatching,none,none,NonPerson,897,0.897,1,Germany
996,7,female,21,right,Nonmatching,none,none,NonPerson,383,0.383,1,Germany
997,7,female,21,right,Nonmatching,none,none,NonPerson,765,0.765,1,Germany
998,7,female,21,right,Nonmatching,none,none,NonPerson,395,0.395,1,Germany
999,7,female,21,right,Nonmatching,none,none,NonPerson,406,0.406,1,Germany
1000,7,female,21,right,Nonmatching,none,none,NonPerson,524,0.524,1,Germany
1001,7,female,21,right,Nonmatching,none,none,NonPerson,533,0.533,1,Germany
1002,7,female,21,right,Nonmatching,none,none,NonPerson,420,0.42,1,Germany
1003,7,female,21,right,Nonmatching,none,none,NonPerson,353,0.353,1,Germany
1004,7,female,21,right,Nonmatching,none,none,NonPerson,352,0.352,0,Germany
1005,7,female,21,right,Nonmatching,none,none,NonPerson,347,0.347,1,Germany
1006,7,female,21,right,Nonmatching,none,none,NonPerson,406,0.406,1,Germany
1007,7,female,21,right,Nonmatching,none,none,NonPerson,452,0.452,1,Germany
1008,7,female,21,right,Nonmatching,none,none,NonPerson,575,0.575,1,Germany
1009,8,female,19,right,Matching,Bekannter,Acquaintance,Close,403,0.403,1,Germany
1010,8,female,19,right,Matching,Bekannter,Acquaintance,Close,769,0.769,1,Germany
1011,8,female,19,right,Matching,Bekannter,Acquaintance,Close,423,0.423,1,Germany
1012,8,female,19,right,Matching,Bekannter,Acquaintance,Close,713,0.713,1,Germany
1013,8,female,19,right,Matching,Bekannter,Acquaintance,Close,483,0.483,1,Germany
1014,8,female,19,right,Matching,Bekannter,Acquaintance,Close,673,0.673,1,Germany
1015,8,female,19,right,Matching,Bekannter,Acquaintance,Close,1164,1.164,1,Germany
1016,8,female,19,right,Matching,Bekannter,Acquaintance,Close,829,0.829,1,Germany
1017,8,female,19,right,Matching,Bekannter,Acquaintance,Close,456,0.456,1,Germany
1018,8,female,19,right,Matching,Bekannter,Acquaintance,Close,653,0.653,1,Germany
1019,8,female,19,right,Matching,Bekannter,Acquaintance,Close,487,0.487,1,Germany
1020,8,female,19,right,Matching,Bekannter,Acquaintance,Close,2025,2.025,1,Germany
1021,8,female,19,right,Matching,Bekannter,Acquaintance,Close,822,0.822,1,Germany
1022,8,female,19,right,Matching,Bekannter,Acquaintance,Close,574,0.574,1,Germany
1023,8,female,19,right,Matching,Bekannter,Acquaintance,Close,1014,1.014,1,Germany
1024,8,female,19,right,Matching,Bekannter,Acquaintance,Close,532,0.532,1,Germany
1025,8,female,19,right,Matching,Bekannter,Acquaintance,Close,361,0.361,1,Germany
1026,8,female,19,right,Matching,Bekannter,Acquaintance,Close,508,0.508,1,Germany
1027,8,female,19,right,Matching,Ich,Self,Self,691,0.691,1,Germany
1028,8,female,19,right,Matching,Ich,Self,Self,521,0.521,1,Germany
1029,8,female,19,right,Matching,Ich,Self,Self,674,0.674,1,Germany
1030,8,female,19,right,Matching,Ich,Self,Self,734,0.734,1,Germany
1031,8,female,19,right,Matching,Ich,Self,Self,556,0.556,1,Germany
1032,8,female,19,right,Matching,Ich,Self,Self,471,0.471,1,Germany
1033,8,female,19,right,Matching,Ich,Self,Self,1079,1.079,1,Germany
1034,8,female,19,right,Matching,Ich,Self,Self,767,0.767,1,Germany
1035,8,female,19,right,Matching,Ich,Self,Self,507,0.507,1,Germany
1036,8,female,19,right,Matching,Ich,Self,Self,648,0.648,1,Germany
1037,8,female,19,right,Matching,Ich,Self,Self,600,0.6,1,Germany
1038,8,female,19,right,Matching,Ich,Self,Self,499,0.499,1,Germany
1039,8,female,19,right,Matching,Ich,Self,Self,633,0.633,1,Germany
1040,8,female,19,right,Matching,Ich,Self,Self,828,0.828,1,Germany
1041,8,female,19,right,Matching,Ich,Self,Self,570,0.57,1,Germany
1042,8,female,19,right,Matching,Ich,Self,Self,593,0.593,1,Germany
1043,8,female,19,right,Matching,Ich,Self,Self,617,0.617,1,Germany
1044,8,female,19,right,Matching,Ich,Self,Self,579,0.579,1,Germany
1045,8,female,19,right,Matching,Mutter,Mother,Close,592,0.592,0,Germany
1046,8,female,19,right,Matching,Mutter,Mother,Close,792,0.792,0,Germany
1047,8,female,19,right,Matching,Mutter,Mother,Close,634,0.634,1,Germany
1048,8,female,19,right,Matching,Mutter,Mother,Close,430,0.43,0,Germany
1049,8,female,19,right,Matching,Mutter,Mother,Close,417,0.417,1,Germany
1050,8,female,19,right,Matching,Mutter,Mother,Close,368,0.368,1,Germany
1051,8,female,19,right,Matching,Mutter,Mother,Close,588,0.588,1,Germany
1052,8,female,19,right,Matching,Mutter,Mother,Close,669,0.669,1,Germany
1053,8,female,19,right,Matching,Mutter,Mother,Close,2056,2.056,1,Germany
1054,8,female,19,right,Matching,Mutter,Mother,Close,968,0.968,1,Germany
1055,8,female,19,right,Matching,Mutter,Mother,Close,502,0.502,1,Germany
1056,8,female,19,right,Matching,Mutter,Mother,Close,838,0.838,0,Germany
1057,8,female,19,right,Matching,Mutter,Mother,Close,464,0.464,1,Germany
1058,8,female,19,right,Matching,Mutter,Mother,Close,968,0.968,1,Germany
1059,8,female,19,right,Matching,Mutter,Mother,Close,702,0.702,1,Germany
1060,8,female,19,right,Matching,Mutter,Mother,Close,366,0.366,0,Germany
1061,8,female,19,right,Matching,Mutter,Mother,Close,599,0.599,1,Germany
1062,8,female,19,right,Matching,Mutter,Mother,Close,683,0.683,1,Germany
1063,8,female,19,right,Matching,none,none,NonPerson,583,0.583,1,Germany
1064,8,female,19,right,Matching,none,none,NonPerson,414,0.414,1,Germany
1065,8,female,19,right,Matching,none,none,NonPerson,849,0.849,1,Germany
1066,8,female,19,right,Matching,none,none,NonPerson,597,0.597,1,Germany
1067,8,female,19,right,Matching,none,none,NonPerson,667,0.667,1,Germany
1068,8,female,19,right,Matching,none,none,NonPerson,776,0.776,1,Germany
1069,8,female,19,right,Matching,none,none,NonPerson,515,0.515,1,Germany
1070,8,female,19,right,Matching,none,none,NonPerson,460,0.46,1,Germany
1071,8,female,19,right,Matching,none,none,NonPerson,564,0.564,1,Germany
1072,8,female,19,right,Matching,none,none,NonPerson,480,0.48,1,Germany
1073,8,female,19,right,Matching,none,none,NonPerson,488,0.488,1,Germany
1074,8,female,19,right,Matching,none,none,NonPerson,599,0.599,1,Germany
1075,8,female,19,right,Matching,none,none,NonPerson,572,0.572,0,Germany
1076,8,female,19,right,Matching,none,none,NonPerson,623,0.623,1,Germany
1077,8,female,19,right,Matching,none,none,NonPerson,711,0.711,1,Germany
1078,8,female,19,right,Matching,none,none,NonPerson,503,0.503,1,Germany
1079,8,female,19,right,Matching,none,none,NonPerson,456,0.456,1,Germany
1080,8,female,19,right,Matching,none,none,NonPerson,416,0.416,1,Germany
1081,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,583,0.583,1,Germany
1082,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,489,0.489,0,Germany
1083,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,607,0.607,1,Germany
1084,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,571,0.571,1,Germany
1085,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,506,0.506,1,Germany
1086,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,408,0.408,0,Germany
1087,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,660,0.66,1,Germany
1088,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,1574,1.574,0,Germany
1089,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,602,0.602,0,Germany
1090,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,867,0.867,1,Germany
1091,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,582,0.582,1,Germany
1092,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,642,0.642,1,Germany
1093,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,816,0.816,0,Germany
1094,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,576,0.576,1,Germany
1095,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,699,0.699,1,Germany
1096,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,753,0.753,1,Germany
1097,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,589,0.589,1,Germany
1098,8,female,19,right,Nonmatching,Bekannter,Acquaintance,Close,598,0.598,0,Germany
1099,8,female,19,right,Nonmatching,Ich,Self,Self,4489,4.489,1,Germany
1100,8,female,19,right,Nonmatching,Ich,Self,Self,513,0.513,1,Germany
1101,8,female,19,right,Nonmatching,Ich,Self,Self,584,0.584,1,Germany
1102,8,female,19,right,Nonmatching,Ich,Self,Self,728,0.728,1,Germany
1103,8,female,19,right,Nonmatching,Ich,Self,Self,405,0.405,1,Germany
1104,8,female,19,right,Nonmatching,Ich,Self,Self,512,0.512,1,Germany
1105,8,female,19,right,Nonmatching,Ich,Self,Self,484,0.484,1,Germany
1106,8,female,19,right,Nonmatching,Ich,Self,Self,460,0.46,1,Germany
1107,8,female,19,right,Nonmatching,Ich,Self,Self,369,0.369,1,Germany
1108,8,female,19,right,Nonmatching,Ich,Self,Self,726,0.726,1,Germany
1109,8,female,19,right,Nonmatching,Ich,Self,Self,564,0.564,1,Germany
1110,8,female,19,right,Nonmatching,Ich,Self,Self,405,0.405,1,Germany
1111,8,female,19,right,Nonmatching,Ich,Self,Self,649,0.649,1,Germany
1112,8,female,19,right,Nonmatching,Ich,Self,Self,417,0.417,1,Germany
1113,8,female,19,right,Nonmatching,Ich,Self,Self,646,0.646,1,Germany
1114,8,female,19,right,Nonmatching,Ich,Self,Self,542,0.542,1,Germany
1115,8,female,19,right,Nonmatching,Ich,Self,Self,540,0.54,1,Germany
1116,8,female,19,right,Nonmatching,Ich,Self,Self,385,0.385,1,Germany
1117,8,female,19,right,Nonmatching,Mutter,Mother,Close,1949,1.949,1,Germany
1118,8,female,19,right,Nonmatching,Mutter,Mother,Close,302,0.302,0,Germany
1119,8,female,19,right,Nonmatching,Mutter,Mother,Close,2234,2.234,1,Germany
1120,8,female,19,right,Nonmatching,Mutter,Mother,Close,441,0.441,0,Germany
1121,8,female,19,right,Nonmatching,Mutter,Mother,Close,2067,2.067,1,Germany
1122,8,female,19,right,Nonmatching,Mutter,Mother,Close,690,0.69,1,Germany
1123,8,female,19,right,Nonmatching,Mutter,Mother,Close,1291,1.291,1,Germany
1124,8,female,19,right,Nonmatching,Mutter,Mother,Close,729,0.729,1,Germany
1125,8,female,19,right,Nonmatching,Mutter,Mother,Close,603,0.603,1,Germany
1126,8,female,19,right,Nonmatching,Mutter,Mother,Close,481,0.481,0,Germany
1127,8,female,19,right,Nonmatching,Mutter,Mother,Close,495,0.495,1,Germany
1128,8,female,19,right,Nonmatching,Mutter,Mother,Close,921,0.921,1,Germany
1129,8,female,19,right,Nonmatching,Mutter,Mother,Close,705,0.705,1,Germany
1130,8,female,19,right,Nonmatching,Mutter,Mother,Close,587,0.587,1,Germany
